model,clock,report_date,quarter,next_report,forecast,cnb_current,cnb_next,realised,threshold,deviation,call,forecast_available,next_report_available,next_forecast_available,target_still_future,revision_eligible,revision,revision_direction_agrees,revision_distance_gain,revision_confirmed,abs_error_gain,material_gain,material_loss,joint_success,episode_start,is_baseline
ADMIN_F000_R28,cutoff,2022-02-10,2022Q1,2022-05-12,10.85707992441011,9.63663198795535,,11.23658150891361,0.3,1.2204479364547591,True,True,True,False,False,False,,False,,False,1.2204479364547591,True,False,False,True,False
ADMIN_F000_R28,cutoff,2022-02-10,2022Q2,2022-05-12,11.862429906298743,9.50510416,14.5366564687991,15.77230851609123,0.3,2.357325746298743,True,True,True,True,False,False,,False,,False,2.357325746298743,True,False,False,True,False
ADMIN_F000_R28,cutoff,2022-05-12,2022Q2,2022-08-11,12.599471741443756,14.5366564687991,,15.77230851609123,0.3,-1.9371847273553442,True,True,True,False,False,False,,False,,False,-1.9371847273553442,False,True,False,True,False
ADMIN_F000_R28,cutoff,2022-02-10,2022Q3,2022-05-12,11.60530074551103,8.17038043,13.8649926,17.578003612072624,0.3,3.4349203155110306,True,True,True,True,True,True,5.694612170000001,True,1.1752284610220602,True,3.4349203155110306,True,False,True,True,False
ADMIN_F000_R28,cutoff,2022-05-12,2022Q3,2022-08-11,12.327840765824083,13.8649926,19.4927708743343,17.578003612072624,0.3,-1.5371518341759174,True,True,True,True,False,False,,False,,False,-1.5371518341759174,False,True,False,True,False
ADMIN_F000_R28,cutoff,2022-08-11,2022Q3,2022-11-10,17.23183473619045,19.4927708743343,,17.578003612072624,0.3,-2.260936138143851,True,True,True,False,False,False,,False,,False,1.5685983863795023,True,False,False,False,False
ADMIN_F000_R28,cutoff,2022-02-10,2022Q4,2022-05-12,11.339463649335798,6.62746481,12.749894,15.699043922150208,0.3,4.711998839335798,True,True,True,True,True,True,6.122429189999999,True,3.301568488671596,True,4.711998839335797,True,False,True,True,False
ADMIN_F000_R28,cutoff,2022-05-12,2022Q4,2022-08-11,12.131054059880762,12.749894,19.6557739,15.699043922150208,0.3,-0.618839940119237,True,True,True,True,True,True,6.9058799,False,-6.9058799,False,-0.618839940119237,False,True,False,True,False
ADMIN_F000_R28,cutoff,2022-08-11,2022Q4,2022-11-10,17.911414674065256,19.6557739,18.4131830570712,15.699043922150208,0.3,-1.744359225934744,True,True,True,True,False,False,,False,,False,1.744359225934744,True,False,False,False,False
ADMIN_F000_R28,cutoff,2022-11-10,2022Q4,2023-02-09,17.25100630881452,18.4131830570712,,15.699043922150208,0.3,-1.1621767482566803,True,True,True,False,False,False,,False,,False,1.1621767482566803,True,False,False,False,False
