model,clock,threshold,sample,scope,considered_pairs,all_calls,calls_without_eligible_revision,n_pairs,n_reports,n_target_quarters,calls,revision_direction_matches,revision_confirmations,mature_calls,material_gains,material_losses,joint_successes,unconfirmed_calls,mean_abs_error_gain
ADMIN_F000_R28,cutoff,0.3,full,all_pairs,161,47,24,36,18,19,23,13,8,19,7,10,4,15,-0.158017781412746
ADMIN_F000_R28,cutoff,0.3,full,first_call_episodes,38,38,16,22,14,15,22,12,7,19,7,10,4,15,-0.158017781412746
ADMIN_F000_R28,cutoff,0.3,reports_2024plus,all_pairs,93,19,9,20,10,11,10,5,4,6,2,2,1,6,-0.04131346272651356
ADMIN_F000_R28,cutoff,0.3,reports_2024plus,first_call_episodes,15,15,6,9,6,8,9,4,3,6,2,2,1,6,-0.04131346272651356
ADMIN_F000_R28,cutoff,0.5,full,all_pairs,161,33,17,36,18,19,16,8,4,14,4,9,3,12,-0.26263089386869054
ADMIN_F000_R28,cutoff,0.5,full,first_call_episodes,28,28,12,16,11,11,16,8,4,14,4,9,3,12,-0.26263089386869054
ADMIN_F000_R28,cutoff,0.5,reports_2024plus,all_pairs,93,7,3,20,10,11,4,1,0,2,0,1,0,4,-0.25704013618835875
ADMIN_F000_R28,cutoff,0.5,reports_2024plus,first_call_episodes,7,7,3,4,3,4,4,1,0,2,0,1,0,4,-0.25704013618835875
ADMIN_F000_R28,report,0.3,full,all_pairs,161,44,21,36,18,19,23,18,11,22,7,13,4,12,-0.06412263047980363
ADMIN_F000_R28,report,0.3,full,first_call_episodes,37,37,16,21,13,16,21,16,11,20,6,12,4,10,-0.0664366848308221
ADMIN_F000_R28,report,0.3,reports_2024plus,all_pairs,93,18,9,20,10,11,9,7,5,8,2,4,1,4,-0.17350526514572925
ADMIN_F000_R28,report,0.3,reports_2024plus,first_call_episodes,16,16,7,9,5,8,9,7,5,8,2,4,1,4,-0.17350526514572925
ADMIN_F000_R28,report,0.5,full,all_pairs,161,31,13,36,18,19,18,14,9,18,4,13,3,9,-0.14127383235707322
ADMIN_F000_R28,report,0.5,full,first_call_episodes,29,29,12,17,11,12,17,13,9,17,4,12,3,8,-0.11578997172453225
ADMIN_F000_R28,report,0.5,reports_2024plus,all_pairs,93,8,3,20,10,11,5,4,3,5,0,4,0,2,-0.40554758877328806
ADMIN_F000_R28,report,0.5,reports_2024plus,first_call_episodes,8,8,3,5,3,4,5,4,3,5,0,4,0,2,-0.40554758877328806
ADMIN_F025_R28,cutoff,0.3,full,all_pairs,161,45,22,36,18,19,23,13,8,20,7,11,4,15,-0.1574514248384154
ADMIN_F025_R28,cutoff,0.3,full,first_call_episodes,38,38,15,23,15,15,23,13,8,20,7,11,4,15,-0.1574514248384154
ADMIN_F025_R28,cutoff,0.3,reports_2024plus,all_pairs,93,17,7,20,10,11,10,5,4,7,2,3,1,6,-0.06816316449902546
ADMIN_F025_R28,cutoff,0.3,reports_2024plus,first_call_episodes,15,15,5,10,7,8,10,5,4,7,2,3,1,6,-0.06816316449902546
ADMIN_F025_R28,cutoff,0.5,full,all_pairs,161,30,17,36,18,19,13,8,4,13,3,9,3,9,-0.3107054687392742
ADMIN_F025_R28,cutoff,0.5,full,first_call_episodes,25,25,12,13,9,9,13,8,4,13,3,9,3,9,-0.3107054687392742
ADMIN_F025_R28,cutoff,0.5,reports_2024plus,all_pairs,93,5,3,20,10,11,2,1,0,2,0,1,0,2,-0.23810725121508436
ADMIN_F025_R28,cutoff,0.5,reports_2024plus,first_call_episodes,5,5,3,2,2,2,2,1,0,2,0,1,0,2,-0.23810725121508436
ADMIN_F025_R28,report,0.3,full,all_pairs,161,42,21,36,18,19,21,16,9,20,6,12,3,12,-0.08284675180523263
ADMIN_F025_R28,report,0.3,full,first_call_episodes,36,36,17,19,12,14,19,14,9,18,5,11,3,10,-0.08527452921220822
ADMIN_F025_R28,report,0.3,reports_2024plus,all_pairs,93,16,9,20,10,11,7,5,3,6,1,3,0,4,-0.26015130172484163
ADMIN_F025_R28,report,0.3,reports_2024plus,first_call_episodes,15,15,8,7,4,6,7,5,3,6,1,3,0,4,-0.26015130172484163
