scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,ADMIN_F000_R28,1,headline_yy,full,88,0,88,0.5134400051344487,0.878165593494488,-0.15407251058493232
original_R16_calendar,ADMIN_F000_R28,1,headline_yy,origins_2019_2021,34,0,34,0.3816692869645328,0.47175929715021947,-0.15552313776350313
original_R16_calendar,ADMIN_F000_R28,1,headline_yy,origins_2022_2023,24,0,24,1.0289403817135614,1.5410231843469346,-0.3254002153591515
original_R16_calendar,ADMIN_F000_R28,1,headline_yy,origins_2024plus,30,0,30,0.25037985113039657,0.3317826578091531,-0.015366302629843346
original_R16_calendar,ADMIN_F000_R28,1,headline_yy,recent_targets,31,0,31,0.25601465647877997,0.33519695503165725,-0.028582190187922057
original_R16_calendar,ADMIN_F000_R28,2,headline_yy,full,86,0,86,0.776271850960982,1.253863908398144,-0.29037235528490335
original_R16_calendar,ADMIN_F000_R28,2,headline_yy,origins_2019_2021,33,0,33,0.5569388423159695,0.669093405843164,-0.29349831938521964
original_R16_calendar,ADMIN_F000_R28,2,headline_yy,origins_2022_2023,24,0,24,1.615020669839711,2.1889155335049333,-0.5957705589081034
original_R16_calendar,ADMIN_F000_R28,2,headline_yy,origins_2024plus,29,0,29,0.3317207348298062,0.43315035337370933,-0.03407188279292947
original_R16_calendar,ADMIN_F000_R28,2,headline_yy,recent_targets,31,0,31,0.3409607334637927,0.4359820166581775,-0.06251503317123058
original_R16_calendar,ADMIN_F000_R28,3,headline_yy,full,84,0,84,0.9825201403227471,1.4850664732301133,-0.47463169569217084
original_R16_calendar,ADMIN_F000_R28,3,headline_yy,origins_2019_2021,32,0,32,0.8424161335605158,1.094892927714595,-0.5901268605985649
original_R16_calendar,ADMIN_F000_R28,3,headline_yy,origins_2022_2023,24,0,24,1.8360262596983639,2.4105908424667124,-0.7980419081882406
original_R16_calendar,ADMIN_F000_R28,3,headline_yy,origins_2024plus,28,0,28,0.41106233144334015,0.5151778589093444,-0.06542846794537487
original_R16_calendar,ADMIN_F000_R28,3,headline_yy,recent_targets,31,0,31,0.41374983940461957,0.5139818069345441,-0.10156441430968319
original_R16_calendar,ADMIN_F000_R28,4,headline_yy,full,83,0,83,1.1525334219416432,1.7400508578272396,-0.6597212986809295
original_R16_calendar,ADMIN_F000_R28,4,headline_yy,origins_2019_2021,32,0,32,1.1457197073479348,1.5551430660316798,-0.9359050021688238
original_R16_calendar,ADMIN_F000_R28,4,headline_yy,origins_2022_2023,24,0,24,2.0733114154038694,2.6484857695803115,-0.94521283421945
original_R16_calendar,ADMIN_F000_R28,4,headline_yy,origins_2024plus,27,0,27,0.3421396080122076,0.4540764531396831,-0.07862221110548134
original_R16_calendar,ADMIN_F000_R28,4,headline_yy,recent_targets,31,0,31,0.38688546568791904,0.5075720564626783,-0.11080021424317861
original_R16_calendar,ADMIN_F000_R28,5,headline_yy,full,82,0,82,1.3489369162698206,2.014126876283602,-0.8511192445229134
original_R16_calendar,ADMIN_F000_R28,5,headline_yy,origins_2019_2021,32,0,32,1.53798074623835,2.1256991073557194,-1.3470264089094486
original_R16_calendar,ADMIN_F000_R28,5,headline_yy,origins_2022_2023,24,0,24,2.1720978157917186,2.7587507757100735,-1.0089307485755759
original_R16_calendar,ADMIN_F000_R28,5,headline_yy,origins_2024plus,26,0,26,0.3564267567498784,0.4556460159874427,-0.09509980769087424
original_R16_calendar,ADMIN_F000_R28,5,headline_yy,recent_targets,31,0,31,0.4359308172310096,0.5571266971720313,-0.09635486925293166
original_R16_calendar,ADMIN_F000_R28,6,headline_yy,full,81,0,81,1.5034614150833503,2.30050129271396,-1.0287441711461953
original_R16_calendar,ADMIN_F000_R28,6,headline_yy,origins_2019_2021,32,0,32,1.985233765158632,2.797990482968801,-1.8017337624475265
original_R16_calendar,ADMIN_F000_R28,6,headline_yy,origins_2022_2023,24,0,24,2.0460892607494987,2.6801090125321814,-0.9819371760046137
original_R16_calendar,ADMIN_F000_R28,6,headline_yy,origins_2024plus,25,0,25,0.3658700751474879,0.4802147267058675,-0.08425220961640999
original_R16_calendar,ADMIN_F000_R28,6,headline_yy,recent_targets,31,0,31,0.43625841087564576,0.5530104869940133,-0.05789677805800889
original_R16_calendar,ADMIN_F000_R28,7,headline_yy,full,80,0,80,1.7075940943643524,2.6515853383411017,-1.2106403363356673
original_R16_calendar,ADMIN_F000_R28,7,headline_yy,origins_2019_2021,32,0,32,2.4738463858062323,3.5315110498958497,-2.2808658082379756
original_R16_calendar,ADMIN_F000_R28,7,headline_yy,origins_2022_2023,24,0,24,1.9414508094003586,2.551048142894553,-0.9139789744313987
original_R16_calendar,ADMIN_F000_R28,7,headline_yy,origins_2024plus,24,0,24,0.45206765740583954,0.5474872908149767,-0.08033440237019211
original_R16_calendar,ADMIN_F000_R28,7,headline_yy,recent_targets,31,0,31,0.4626767613220749,0.5568495515843901,-0.04863860292842136
original_R16_calendar,ADMIN_F000_R28,8,headline_yy,full,79,0,79,1.9363174121943156,3.066966436002348,-1.3892833336294323
original_R16_calendar,ADMIN_F000_R28,8,headline_yy,origins_2019_2021,32,0,32,3.0001241882560468,4.257032198101099,-2.769743646643919
original_R16_calendar,ADMIN_F000_R28,8,headline_yy,origins_2022_2023,24,0,24,1.9531258394259794,2.546398906181022,-0.8411130541766818
original_R16_calendar,ADMIN_F000_R28,8,headline_yy,origins_2024plus,23,0,23,0.4386991909971281,0.573414212476455,-0.040646667994755636
original_R16_calendar,ADMIN_F000_R28,8,headline_yy,recent_targets,31,0,31,0.46578765002586525,0.5827085000973402,0.0041021967733678505
original_R16_calendar,ADMIN_F000_R28,9,headline_yy,full,78,0,78,2.193910384183166,3.543715366724234,-1.5707643646151457
original_R16_calendar,ADMIN_F000_R28,9,headline_yy,origins_2019_2021,32,0,32,3.5274773750927513,4.9989136216587085,-3.2692047972076894
original_R16_calendar,ADMIN_F000_R28,9,headline_yy,origins_2022_2023,24,0,24,1.9963196082699668,2.684378329403682,-0.715695234099548
original_R16_calendar,ADMIN_F000_R28,9,headline_yy,origins_2024plus,22,0,22,0.46973015294726045,0.5610042035652223,-0.03310824140664314
original_R16_calendar,ADMIN_F000_R28,9,headline_yy,recent_targets,31,0,31,0.5861453435815359,0.7783546028591097,0.10011976574546656
original_R16_calendar,ADMIN_F000_R28,10,headline_yy,full,77,0,77,2.4290729132367783,4.027939451588797,-1.7562821143349046
original_R16_calendar,ADMIN_F000_R28,10,headline_yy,origins_2019_2021,32,0,32,3.9135831493243547,5.620147604432364,-3.702266639418118
original_R16_calendar,ADMIN_F000_R28,10,headline_yy,origins_2022_2023,24,0,24,2.1625468924168545,3.1019681812000863,-0.6814661823114498
original_R16_calendar,ADMIN_F000_R28,10,headline_yy,origins_2024plus,21,0,21,0.4715632439451453,0.6009500408898386,-0.0193334269968136
original_R16_calendar,ADMIN_F000_R28,10,headline_yy,recent_targets,31,0,31,0.7263123389610188,1.0331207682151433,0.23013941561372026
original_R16_calendar,ADMIN_F000_R28,11,headline_yy,full,76,0,76,2.661264049697563,4.492427870108559,-1.9548865849168744
original_R16_calendar,ADMIN_F000_R28,11,headline_yy,origins_2019_2021,32,0,32,4.311360708992798,6.248619859953547,-4.175593600454984
original_R16_calendar,ADMIN_F000_R28,11,headline_yy,origins_2022_2023,24,0,24,2.276446979528274,3.3957312598997493,-0.5917729015197198
original_R16_calendar,ADMIN_F000_R28,11,headline_yy,origins_2024plus,20,0,20,0.4828898790283363,0.6177878639185373,-0.03749178013248448
original_R16_calendar,ADMIN_F000_R28,11,headline_yy,recent_targets,31,0,31,0.811651725915419,1.1997291687151137,0.34639503077743106
original_R16_calendar,ADMIN_F000_R28,12,headline_yy,full,75,0,75,2.869966353573415,4.866739529137688,-2.133676292720709
original_R16_calendar,ADMIN_F000_R28,12,headline_yy,origins_2019_2021,32,0,32,4.693938577652857,6.774050018335574,-4.5990062283815405
original_R16_calendar,ADMIN_F000_R28,12,headline_yy,origins_2022_2023,24,0,24,2.3270649540898245,3.5392010144804,-0.5079450531816703
original_R16_calendar,ADMIN_F000_R28,12,headline_yy,origins_2024plus,19,0,19,0.48378332289257114,0.6222097634357594,-0.035096914183356566
original_R16_calendar,ADMIN_F000_R28,12,headline_yy,recent_targets,31,0,31,0.901933928924785,1.3211172928676567,0.46232782894593477
original_R16_calendar,ADMIN_F025_R28,1,headline_yy,full,88,0,88,0.5104528446498767,0.8737443122263608,-0.14888274893730077
original_R16_calendar,ADMIN_F025_R28,1,headline_yy,origins_2019_2021,34,0,34,0.37795469156771644,0.4665091136196079,-0.1504674353779618
original_R16_calendar,ADMIN_F025_R28,1,headline_yy,origins_2022_2023,24,0,24,1.0249701266060014,1.534362590129946,-0.32021107023222517
original_R16_calendar,ADMIN_F025_R28,1,headline_yy,origins_2024plus,30,0,30,0.24900359257809193,0.3306494538623856,-0.010024113935278712
original_R16_calendar,ADMIN_F025_R28,1,headline_yy,recent_targets,31,0,31,0.2535718975070204,0.33275277276538334,-0.022301434304297964
original_R16_calendar,ADMIN_F025_R28,2,headline_yy,full,86,0,86,0.770060192032365,1.2472615548356547,-0.27992974958775196
original_R16_calendar,ADMIN_F025_R28,2,headline_yy,origins_2019_2021,33,0,33,0.5483353721226256,0.6608416485482836,-0.2833958912819962
original_R16_calendar,ADMIN_F025_R28,2,headline_yy,origins_2022_2023,24,0,24,1.6079852889906594,2.178912513937875,-0.5854174524174854
original_R16_calendar,ADMIN_F025_R28,2,headline_yy,origins_2024plus,29,0,29,0.32891249306761794,0.43277611406220107,-0.023168110145557065
