threshold,clock,model,sample,n,reports,actual_direction_hits,material_gains,material_losses,mean_abs_gain,median_capture,median_relative_abs_gain,overshoot_beyond_twice
0.5,cutoff,ADMIN_F000_R28,full,25,13,14,13,7,0.3893036540080643,0.047830615631800986,0.047830615631800986,0
0.5,cutoff,ADMIN_F000_R28,reports_2024plus,8,6,4,3,1,0.06904418983394064,-0.013107340958187476,-0.013107340958187476,0
0.5,cutoff,ADMIN_F025_R28,full,25,13,15,13,8,0.39722448045776354,0.1289375287521345,0.1289375287521345,0
0.5,cutoff,ADMIN_F025_R28,reports_2024plus,8,6,5,3,2,0.07937416280066192,0.09232147161178256,0.09232147161178256,0
0.5,cutoff,ADMIN_F050_R28,full,25,13,15,14,8,0.40514687092574087,0.23938142925947548,0.23938142925947548,0
0.5,cutoff,ADMIN_F050_R28,reports_2024plus,8,6,5,4,2,0.08970682102338409,0.19778540270803888,0.19778540270803888,0
0.5,cutoff,ADMIN_F075_R28,full,25,13,15,14,8,0.4130708256747732,0.31137345885509693,0.31137345885509693,0
0.5,cutoff,ADMIN_F075_R28,reports_2024plus,8,6,5,4,2,0.10004216508912755,0.28403468673722754,0.28403468673722754,0
0.5,cutoff,ADMIN_HALF_R28,full,25,13,15,14,8,0.40514687092574087,0.23938142925947548,0.23938142925947548,0
0.5,cutoff,ADMIN_HALF_R28,reports_2024plus,8,6,5,4,2,0.08970682102338409,0.19778540270803888,0.19778540270803888,0
0.5,cutoff,ADMIN_JAN_ONLY_R28,full,25,13,15,14,8,0.40419233253233355,0.2768285089500816,0.2768285089500816,0
0.5,cutoff,ADMIN_JAN_ONLY_R28,reports_2024plus,8,6,5,4,2,0.09799405055573848,0.2663825587862349,0.2663825587862349,0
0.5,cutoff,ADMIN_RECENT_R28,full,25,13,15,12,12,-0.011621298159408218,0.3846067911045687,0.08511859732717116,2
0.5,cutoff,ADMIN_RECENT_R28,reports_2024plus,8,6,4,2,6,-1.0573521913262312,0.037676361240617184,-1.8268128613375214,2
0.5,cutoff,ADMIN_ZERO_R28,full,25,13,14,13,7,0.3893036540080643,0.047830615631800986,0.047830615631800986,0
0.5,cutoff,ADMIN_ZERO_R28,reports_2024plus,8,6,4,3,1,0.06904418983394064,-0.013107340958187476,-0.013107340958187476,0
0.5,cutoff,FOOD_ECM_R27,full,25,13,15,15,8,0.42099634496767036,0.35722503280083795,0.35722503280083795,0
0.5,cutoff,FOOD_ECM_R27,reports_2024plus,8,6,5,5,2,0.11038019558501427,0.31129562517500053,0.31129562517500053,0
0.5,cutoff,STATE_FAST_R15,full,25,13,16,13,8,0.3378968743428,0.3269106084794735,0.11433610877962301,0
0.5,cutoff,STATE_FAST_R15,reports_2024plus,8,6,5,4,2,0.07187766066004392,0.30116716266160637,0.30116716266160637,0
0.5,report,ADMIN_F000_R28,full,25,13,16,13,6,0.5880357909882122,0.18716064796155768,0.16700924068720427,1
0.5,report,ADMIN_F000_R28,reports_2024plus,8,6,6,4,0,0.16026594280408668,0.2587715340654405,0.19233965839992911,0
0.5,report,ADMIN_F025_R28,full,25,13,17,13,6,0.5891228918453647,0.2215289734444683,0.17096226012404675,1
0.5,report,ADMIN_F025_R28,reports_2024plus,8,6,7,4,0,0.16335838654265666,0.2529915866478764,0.2119846516714627,0
0.5,report,ADMIN_F050_R28,full,25,13,17,14,6,0.5902101655908589,0.23938142925947548,0.20736211501422092,1
0.5,report,ADMIN_F050_R28,reports_2024plus,8,6,7,5,0,0.16645251342505799,0.24764181097299467,0.23894868102755615,0
0.5,report,ADMIN_F075_R28,full,25,13,17,15,8,0.5912976123101429,0.29028030620071305,0.21228402418559073,1
0.5,report,ADMIN_F075_R28,reports_2024plus,8,6,7,6,1,0.16954832407394288,0.32007665726187806,0.2734881104100356,0
0.5,report,ADMIN_HALF_R28,full,25,13,17,14,6,0.5902101655908589,0.23938142925947548,0.20736211501422092,1
0.5,report,ADMIN_HALF_R28,reports_2024plus,8,6,7,5,0,0.16645251342505799,0.24764181097299467,0.23894868102755615,0
0.5,report,ADMIN_JAN_ONLY_R28,full,25,13,17,14,8,0.5816674615658931,0.2559366086223882,0.19751866883830055,1
0.5,report,ADMIN_JAN_ONLY_R28,reports_2024plus,8,6,7,5,1,0.1579560148161285,0.2663825587862349,0.23160732923139227,0
0.5,report,ADMIN_RECENT_R28,full,25,13,15,12,11,0.19666322003571524,0.3521342052693219,-0.025334887399399014,3
0.5,report,ADMIN_RECENT_R28,reports_2024plus,8,6,5,3,5,-0.8433311443361198,0.5907159333217817,-1.2339903790177265,2
0.5,report,ADMIN_ZERO_R28,full,25,13,16,13,6,0.5880357909882122,0.18716064796155768,0.16700924068720427,1
0.5,report,ADMIN_ZERO_R28,reports_2024plus,8,6,6,4,0,0.16026594280408668,0.2587715340654405,0.19233965839992911,0
0.5,report,FOOD_ECM_R27,full,25,13,17,15,8,0.592385232088698,0.35722503280083795,0.21720605741256763,1
0.5,report,FOOD_ECM_R27,reports_2024plus,8,6,7,6,1,0.17264581911214058,0.40208645961531225,0.340944173650479,0
0.5,report,STATE_FAST_R15,full,25,13,17,14,9,0.4608856350119926,0.3411278194696015,0.1658194704814942,1
