sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,ADMIN_F000_R28,2022-02-10,62,1.1032134100800004,1.9018699285219167,-0.39956373200294787,17,17,1.4762985730425087,0.7040305251471131,-0.42557135547940805,-0.39918288493288734,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2022-05-12,62,1.0145472241297877,1.6941331058742612,-0.31089754605273506,17,18,2.011588414712717,0.8639058580347869,0.31745530883845596,-0.15064136609500078,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2022-08-11,62,1.2611255349801054,2.1424636729666555,-0.6317798921829613,17,18,2.3011132855836207,1.025782452630478,0.1586496126169652,-0.23534308234962742,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2022-11-10,62,1.2357775765729622,2.124744230896779,-0.5948019292126342,17,18,2.3277027370360734,1.0273077011297567,0.20295850613929423,-0.2084698754432055,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2023-02-09,62,1.1409050677889738,1.9918082191572366,-0.43725538971192135,17,18,2.3679762558638635,1.1198213144271685,0.3761680367066269,-0.021083753361805346,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2023-05-11,62,1.1852654836842442,2.0786473751769012,-0.7891782175494134,17,18,2.364701449100045,1.0977174807353174,0.28605407392314364,-0.08754800294892684,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2023-08-10,62,1.3265264962041148,2.177846237588839,-0.6285793981256739,17,18,2.3661721828347044,1.1073596899799842,0.18832594524586543,-0.21916680622413054,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2023-11-09,62,1.2865566667071002,2.1689127690630237,-0.6878870345265575,17,18,2.366849088210777,1.1139947860587205,0.19793631914775345,-0.17256188064837974,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2024-02-15,62,1.2968504267927325,2.1725163664694604,-0.5932007487156801,17,18,2.366056213976598,1.1097687047272502,0.1935398475071377,-0.18708172206548235,0.18354236321970552,-0.19734312163998013,within_clock_common
full,cutoff,ADMIN_F000_R28,2024-05-09,62,1.3323596341944166,2.178707010781809,-0.6420840670392411,17,18,2.367256203681473,1.113370885039828,0.18854919289966388,-0.21898874915458855,0.18354236321970552,-0.19734312163998013,within_clock_common
