H,sample,name,n,rmse,bias,ratio_to_fast
3,full,STATE_FAST_R15,84,6.255380990482664,-0.9756879241584457,1.0
3,full,FOOD_ECM_R27,84,6.255380990482664,-0.9756879241584457,1.0
3,full,ADMIN_ZERO_R28,84,6.478016455755463,-1.3725161050413053,1.0355910320428974
3,full,ADMIN_JAN_ONLY_R28,84,6.282697674467047,-1.1398865038555046,1.0043669097095678
3,full,ADMIN_RECENT_R28,84,7.123294726670337,0.4486119387071038,1.1387467426057938
3,full,ADMIN_HALF_R28,84,6.360743836150246,-1.1737567912673053,1.016843553706463
3,full,ADMIN_F000_R28,84,6.478016455755463,-1.3725161050413053,1.0355910320428974
3,full,ADMIN_F025_R28,84,6.417917949440614,-1.2730496549011054,1.0259835426819317
3,full,ADMIN_F050_R28,84,6.360743836150246,-1.1737567912673053,1.016843553706463
3,full,ADMIN_F075_R28,84,6.306547680536074,-1.0746365370018136,1.0081796280884023
3,full,ZERO,84,7.1187803424657305,-1.8602358335449287,1.1380250624696877
3,full,SEASONAL_NAIVE,84,7.5634469612180375,0.27424092654047083,1.209110519842924
3,full,SA_AR,84,6.846507886514014,-0.8217277969145158,1.09449894369835
3,full,SA_AR_TARGET,84,6.846507886514014,-0.8217277969145158,1.09449894369835
3,origins_2019_2021,STATE_FAST_R15,32,2.0854347920108616,0.07741666677714176,1.0
3,origins_2019_2021,FOOD_ECM_R27,32,2.0854347920108616,0.07741666677714176,1.0
3,origins_2019_2021,ADMIN_ZERO_R28,32,2.2774151569784573,-0.3501299951255672,1.0920577165505523
3,origins_2019_2021,ADMIN_JAN_ONLY_R28,32,2.0837114332290643,-0.05221032525151052,0.999173621353015
3,origins_2019_2021,ADMIN_RECENT_R28,32,2.0507606907115417,0.18175857698925596,0.9833732028293795
3,origins_2019_2021,ADMIN_HALF_R28,32,2.154830262671949,-0.13582390511010012,1.0332762601482128
3,origins_2019_2021,ADMIN_F000_R28,32,2.2774151569784573,-0.3501299951255672,1.0920577165505523
3,origins_2019_2021,ADMIN_F025_R28,32,2.2098700891677905,-0.24284284388533164,1.059668754752549
3,origins_2019_2021,ADMIN_F050_R28,32,2.154830262671949,-0.13582390511010012,1.0332762601482128
3,origins_2019_2021,ADMIN_F075_R28,32,2.1131320382341463,-0.029071340996833797,1.0132812813564782
3,origins_2019_2021,ZERO,32,5.296838939474632,-1.6303942824475788,2.539920672545797
3,origins_2019_2021,SEASONAL_NAIVE,32,4.720622175218779,-0.9850780484592436,2.2636153349426773
3,origins_2019_2021,SA_AR,32,5.112875614955366,-1.3215626364208317,2.451707257662716
3,origins_2019_2021,SA_AR_TARGET,32,5.112875614955366,-1.3215626364208317,2.451707257662716
3,origins_2022_2023,STATE_FAST_R15,24,11.426019953050956,-3.9167950683877257,1.0
3,origins_2022_2023,FOOD_ECM_R27,24,11.426019953050956,-3.9167950683877257,1.0
3,origins_2022_2023,ADMIN_ZERO_R28,24,11.814496254092338,-4.296962093775671,1.0339992668171083
3,origins_2022_2023,ADMIN_JAN_ONLY_R28,24,11.47929779185846,-4.072968559488874,1.0046628518964977
3,origins_2022_2023,ADMIN_RECENT_R28,24,11.489975084024014,-1.939385594530834,1.005597323585627
3,origins_2022_2023,ADMIN_HALF_R28,24,11.618495617347332,-4.106608595876436,1.016845381426538
3,origins_2022_2023,ADMIN_F000_R28,24,11.814496254092338,-4.296962093775671,1.0339992668171083
3,origins_2022_2023,ADMIN_F025_R28,24,11.716061760612133,-4.201717564581899,1.0253843253165098
3,origins_2022_2023,ADMIN_F050_R28,24,11.618495617347332,-4.106608595876436,1.016845381426538
3,origins_2022_2023,ADMIN_F075_R28,24,11.521810641253653,-4.011634618828566,1.0083835568812498
