scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
within_clock_common,full,cutoff,ADMIN_F000_R28,all,66,1.2578923448277577,2.111910896286313,-0.5968881017856782,18,18,1.0605492231877776,-0.19734312163998013,19,27,20,-0.09782061193475924,0.499067489850919,0.5757575757575758,0.4647786849893854
within_clock_common,full,cutoff,ADMIN_F000_R28,1,18,0.8614983962280213,1.5593165763903665,-0.3610998031067713,18,18,0.5554610620931573,-0.30603733413486406,5,7,6,-0.5258833366694717,-0.16478353356270048,0.6111111111111112,0.24459885687351804
within_clock_common,full,cutoff,ADMIN_F000_R28,2,17,1.4120513793790856,2.12497937284479,-0.724590573299896,17,17,1.175891176650326,-0.23616020272876023,5,6,6,-0.37346895487946924,0.3511216184204268,0.5882352941176471,0.3580657747506542
within_clock_common,full,cutoff,ADMIN_F000_R28,3,16,1.432676775247658,2.151788359771857,-0.7310590235918737,16,16,1.1088691841257816,-0.32380759112187607,3,10,3,0.022683946821083628,0.7537429704129572,0.3125,0.533163056903909
within_clock_common,full,cutoff,ADMIN_F000_R28,4,15,1.3724147848747095,2.578855191458941,-0.5919889425576443,15,15,1.4843928442432301,0.11197805936852048,6,4,5,0.5997179170780014,1.1917068596356455,0.8,0.5626994046023764
within_clock_common,full,cutoff,ADMIN_F025_R28,all,66,1.253516457246034,2.101513021523873,-0.5623329643106493,18,18,1.0605492231877776,-0.1929672340582564,19,29,18,-0.06326547445973031,0.499067489850919,0.5909090909090909,0.46506393737753
within_clock_common,full,cutoff,ADMIN_F025_R28,1,18,0.8535274791095173,1.5493600059064658,-0.3486252638649959,18,18,0.5554610620931573,-0.29806641701635994,5,8,5,-0.5134087974276965,-0.16478353356270048,0.6111111111111112,0.24668830383311025
within_clock_common,full,cutoff,ADMIN_F025_R28,2,17,1.4012129168743648,2.112660896308236,-0.6962458960470856,17,17,1.175891176650326,-0.22532174022403917,5,6,6,-0.3451242776266589,0.3511216184204268,0.5882352941176471,0.3589683175288446
within_clock_common,full,cutoff,ADMIN_F025_R28,3,16,1.4233577241244468,2.139542627235584,-0.6878295441170754,16,16,1.1088691841257816,-0.3144885399986651,3,10,3,0.06591342629588198,0.7537429704129572,0.375,0.5315817441701253
within_clock_common,full,cutoff,ADMIN_F025_R28,4,15,1.3849498920941055,2.571008484700982,-0.533151197083951,15,15,1.4843928442432301,0.09944295214912442,6,5,4,0.6585556625516951,1.1917068596356455,0.8,0.5602710876853859
within_clock_common,full,cutoff,ADMIN_F050_R28,all,66,1.2495641317187889,2.0918882435804593,-0.5277685748099696,18,18,1.0605492231877776,-0.18901490853101136,19,29,18,-0.028701084959050584,0.499067489850919,0.5757575757575758,0.46523212476858283
within_clock_common,full,cutoff,ADMIN_F050_R28,1,18,0.8455560408440095,1.539584145407343,-0.3361499292674235,18,18,0.5554610620931573,-0.29009497875085233,5,8,5,-0.5009334628301241,-0.16478353356270048,0.6111111111111112,0.24877627461084603
within_clock_common,full,cutoff,ADMIN_F050_R28,2,17,1.3903713003926788,2.1008022641468953,-0.6678964968410768,17,17,1.175891176650326,-0.2144801237423531,6,6,5,-0.31677487842065005,0.3511216184204268,0.6470588235294118,0.3598200485883499
within_clock_common,full,cutoff,ADMIN_F050_R28,3,16,1.4157861597501713,2.1282321844573033,-0.6445886179998017,16,16,1.1088691841257816,-0.3069169756243896,3,10,3,0.10915435241315563,0.7537429704129572,0.3125,0.5299208553984087
within_clock_common,full,cutoff,ADMIN_F050_R28,4,15,1.3974888863713082,2.5645372230775743,-0.4742912584232824,15,15,1.4843928442432301,0.08690395787192196,5,5,5,0.7174156012123637,1.1917068596356455,0.7333333333333333,0.5577967414539736
