scope,sample,metric,h,model,n,mae,rmse,bias,block
all_models_common,full,monthly,1,STATE_FAST_R15,89,1.1791919273822575,3.918699583394084,-0.29721256699976506,administered
all_models_common,full,monthly,1,FOOD_ECM_R27,89,1.1791919273822575,3.918699583394084,-0.29721256699976506,administered
all_models_common,full,monthly,1,ADMIN_ZERO_R28,89,1.2308773206406842,4.015779790248635,-0.4230552636289786,administered
all_models_common,full,monthly,1,ADMIN_JAN_ONLY_R28,89,1.1977312532249542,3.9235530100466054,-0.35283054452785506,administered
all_models_common,full,monthly,1,ADMIN_RECENT_R28,89,1.5634615903036058,4.4338044786875805,0.1769447363710214,administered
all_models_common,full,monthly,1,ADMIN_HALF_R28,89,1.197169455472145,3.9648506522384785,-0.3601339153143719,administered
all_models_common,full,monthly,1,ADMIN_F000_R28,89,1.2308773206406842,4.015779790248635,-0.4230552636289786,administered
all_models_common,full,monthly,1,ADMIN_F025_R28,89,1.2117761970451786,3.9897289963378224,-0.39159458947167514,administered
all_models_common,full,monthly,1,ADMIN_F050_R28,89,1.197169455472145,3.9648506522384785,-0.3601339153143719,administered
all_models_common,full,monthly,1,ADMIN_F075_R28,89,1.1870570959215831,3.9411669610383933,-0.3286732411570685,administered
all_models_common,origins_2019_2021,monthly,1,STATE_FAST_R15,35,0.569945186772026,1.5198437120354003,0.287088043914883,administered
all_models_common,origins_2019_2021,monthly,1,FOOD_ECM_R27,35,0.569945186772026,1.5198437120354003,0.287088043914883,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_ZERO_R28,35,0.6328023296291688,1.5412181806746623,0.15851661534345443,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_JAN_ONLY_R28,35,0.6013737582005974,1.5254729647412313,0.2413737582005973,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_RECENT_R28,35,0.6099451867720259,1.5391776265773882,0.3013737582005973,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_HALF_R28,35,0.587088043914883,1.5203605945909588,0.22280232962916877,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_F000_R28,35,0.6328023296291688,1.5412181806746623,0.15851661534345443,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_F025_R28,35,0.6042309010577402,1.5282798155860826,0.19065947248631163,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_F050_R28,35,0.587088043914883,1.5203605945909588,0.22280232962916877,administered
all_models_common,origins_2019_2021,monthly,1,ADMIN_F075_R28,35,0.5785166153434544,1.5175390963706816,0.2549451867720259,administered
