scope,sample,model,n,actual_turns,predicted_turns,exact_band_hits,missed_turns,false_turns,exact_turn_recall,exact_turn_precision
all_models_common,full,ADMIN_F000_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_F025_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_F050_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_F075_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_HALF_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_JAN_ONLY_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_RECENT_R28,159,77,0,0,77,0,0.0,
all_models_common,full,ADMIN_ZERO_R28,159,77,0,0,77,0,0.0,
all_models_common,full,FOOD_ECM_R27,159,77,0,0,77,0,0.0,
all_models_common,full,STATE_FAST_R15,159,77,0,0,77,0,0.0,
all_models_common,origins_2019_2021,ADMIN_F000_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_F025_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_F050_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_F075_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_HALF_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_JAN_ONLY_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_RECENT_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,ADMIN_ZERO_R28,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,FOOD_ECM_R27,70,38,0,0,38,0,0.0,
all_models_common,origins_2019_2021,STATE_FAST_R15,70,38,0,0,38,0,0.0,
all_models_common,origins_2022_2023,ADMIN_F000_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_F025_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_F050_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_F075_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_HALF_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_JAN_ONLY_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_RECENT_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,ADMIN_ZERO_R28,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,FOOD_ECM_R27,48,17,0,0,17,0,0.0,
all_models_common,origins_2022_2023,STATE_FAST_R15,48,17,0,0,17,0,0.0,
all_models_common,origins_2024plus,ADMIN_F000_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_F025_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_F050_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_F075_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_HALF_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_JAN_ONLY_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_RECENT_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,ADMIN_ZERO_R28,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,FOOD_ECM_R27,41,22,0,0,22,0,0.0,
all_models_common,origins_2024plus,STATE_FAST_R15,41,22,0,0,22,0,0.0,
all_models_common,recent_targets,ADMIN_F000_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_F025_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_F050_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_F075_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_HALF_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_JAN_ONLY_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_RECENT_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,ADMIN_ZERO_R28,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,FOOD_ECM_R27,56,28,0,0,28,0,0.0,
all_models_common,recent_targets,STATE_FAST_R15,56,28,0,0,28,0,0.0,
