clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,included
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,FOOD_ECM_R27,10.872275145279238,11.23658150891361,-0.3643063636343715,1.2356431573238869,1.5999495209582584,1.2356431573238869,2.4271193430300615,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_ZERO_R28,10.85707992441011,11.23658150891361,-0.37950158450349925,1.2204479364547591,1.5999495209582584,1.2204479364547591,2.415817016973894,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_JAN_ONLY_R28,10.85707992441011,11.23658150891361,-0.37950158450349925,1.2204479364547591,1.5999495209582584,1.2204479364547591,2.415817016973894,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_RECENT_R28,10.902711963590866,11.23658150891361,-0.3338695453227434,1.266079975635515,1.5999495209582584,1.266079975635515,2.4483695963205454,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_HALF_R28,10.86467736146122,11.23658150891361,-0.37190414745238876,1.2280453735058696,1.5999495209582584,1.2280453735058696,2.4215257747222725,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_F000_R28,10.85707992441011,11.23658150891361,-0.37950158450349925,1.2204479364547591,1.5999495209582584,1.2204479364547591,2.415817016973894,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_F025_R28,10.860878599589801,11.23658150891361,-0.3757029093238078,1.2242466116344506,1.5999495209582584,1.2242466116344506,2.4186857935401873,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_F050_R28,10.86467736146122,11.23658150891361,-0.37190414745238876,1.2280453735058696,1.5999495209582584,1.2280453735058696,2.4215257747222725,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ADMIN_F075_R28,10.868476210024363,11.23658150891361,-0.3681052988892457,1.2318442220690127,1.5999495209582584,1.2318442220690127,2.42433695854422,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,cnb,9.63663198795535,11.23658150891361,-1.5999495209582584,0.0,1.5999495209582584,0.0,0.0,False,False,False,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.766130674099614,15.77230851609123,-4.006177841991617,2.2610265140996137,6.267204356091231,2.2610265140996137,23.228389539344292,True,False,True,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,FOOD_ECM_R27,11.921078775268612,15.77230851609123,-3.8512297408226193,2.4159746152686115,6.267204356091231,2.4159746152686115,24.445879924412242,True,False,True,True
