model,clock,threshold,forecast_available,next_report_available,next_forecast_available,target_still_future,revision_eligible,rows,calls
ADMIN_F000_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_F000_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_F000_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_F000_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_F000_R28,cutoff,0.3,True,True,True,False,False,18,12
ADMIN_F000_R28,cutoff,0.3,True,True,True,True,True,36,23
ADMIN_F000_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_F000_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_F000_R28,cutoff,0.5,True,False,False,False,False,4,1
ADMIN_F000_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_F000_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_F000_R28,cutoff,0.5,True,True,True,True,True,36,16
ADMIN_F000_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_F000_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_F000_R28,report,0.3,True,False,False,False,False,4,3
ADMIN_F000_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_F000_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_F000_R28,report,0.3,True,True,True,True,True,36,23
ADMIN_F000_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_F000_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_F000_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_F000_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_F000_R28,report,0.5,True,True,True,False,False,18,7
ADMIN_F000_R28,report,0.5,True,True,True,True,True,36,18
ADMIN_F025_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_F025_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_F025_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_F025_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_F025_R28,cutoff,0.3,True,True,True,False,False,18,10
ADMIN_F025_R28,cutoff,0.3,True,True,True,True,True,36,23
ADMIN_F025_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_F025_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_F025_R28,cutoff,0.5,True,False,False,False,False,4,1
ADMIN_F025_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_F025_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_F025_R28,cutoff,0.5,True,True,True,True,True,36,13
ADMIN_F025_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_F025_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_F025_R28,report,0.3,True,False,False,False,False,4,3
ADMIN_F025_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_F025_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_F025_R28,report,0.3,True,True,True,True,True,36,21
ADMIN_F025_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_F025_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_F025_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_F025_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_F025_R28,report,0.5,True,True,True,False,False,18,7
ADMIN_F025_R28,report,0.5,True,True,True,True,True,36,18
ADMIN_F050_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_F050_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_F050_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_F050_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_F050_R28,cutoff,0.3,True,True,True,False,False,18,10
ADMIN_F050_R28,cutoff,0.3,True,True,True,True,True,36,22
ADMIN_F050_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_F050_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_F050_R28,cutoff,0.5,True,False,False,False,False,4,0
ADMIN_F050_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_F050_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_F050_R28,cutoff,0.5,True,True,True,True,True,36,15
ADMIN_F050_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_F050_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_F050_R28,report,0.3,True,False,False,False,False,4,2
ADMIN_F050_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_F050_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_F050_R28,report,0.3,True,True,True,True,True,36,21
ADMIN_F050_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_F050_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_F050_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_F050_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_F050_R28,report,0.5,True,True,True,False,False,18,6
ADMIN_F050_R28,report,0.5,True,True,True,True,True,36,19
ADMIN_F075_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_F075_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_F075_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_F075_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_F075_R28,cutoff,0.3,True,True,True,False,False,18,10
ADMIN_F075_R28,cutoff,0.3,True,True,True,True,True,36,23
ADMIN_F075_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_F075_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_F075_R28,cutoff,0.5,True,False,False,False,False,4,0
ADMIN_F075_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_F075_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_F075_R28,cutoff,0.5,True,True,True,True,True,36,14
ADMIN_F075_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_F075_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_F075_R28,report,0.3,True,False,False,False,False,4,2
ADMIN_F075_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_F075_R28,report,0.3,True,True,True,False,False,18,9
ADMIN_F075_R28,report,0.3,True,True,True,True,True,36,20
ADMIN_F075_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_F075_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_F075_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_F075_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_F075_R28,report,0.5,True,True,True,False,False,18,5
ADMIN_F075_R28,report,0.5,True,True,True,True,True,36,18
ADMIN_HALF_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_HALF_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_HALF_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_HALF_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_HALF_R28,cutoff,0.3,True,True,True,False,False,18,10
ADMIN_HALF_R28,cutoff,0.3,True,True,True,True,True,36,22
ADMIN_HALF_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_HALF_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_HALF_R28,cutoff,0.5,True,False,False,False,False,4,0
ADMIN_HALF_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_HALF_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_HALF_R28,cutoff,0.5,True,True,True,True,True,36,15
ADMIN_HALF_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_HALF_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_HALF_R28,report,0.3,True,False,False,False,False,4,2
ADMIN_HALF_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_HALF_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_HALF_R28,report,0.3,True,True,True,True,True,36,21
ADMIN_HALF_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_HALF_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_HALF_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_HALF_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_HALF_R28,report,0.5,True,True,True,False,False,18,6
ADMIN_HALF_R28,report,0.5,True,True,True,True,True,36,19
ADMIN_JAN_ONLY_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_JAN_ONLY_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_JAN_ONLY_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_JAN_ONLY_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_JAN_ONLY_R28,cutoff,0.3,True,True,True,False,False,18,10
ADMIN_JAN_ONLY_R28,cutoff,0.3,True,True,True,True,True,36,23
ADMIN_JAN_ONLY_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_JAN_ONLY_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_JAN_ONLY_R28,cutoff,0.5,True,False,False,False,False,4,0
ADMIN_JAN_ONLY_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_JAN_ONLY_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_JAN_ONLY_R28,cutoff,0.5,True,True,True,True,True,36,15
ADMIN_JAN_ONLY_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_JAN_ONLY_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_JAN_ONLY_R28,report,0.3,True,False,False,False,False,4,2
ADMIN_JAN_ONLY_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_JAN_ONLY_R28,report,0.3,True,True,True,False,False,18,9
ADMIN_JAN_ONLY_R28,report,0.3,True,True,True,True,True,36,21
ADMIN_JAN_ONLY_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_JAN_ONLY_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_JAN_ONLY_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_JAN_ONLY_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_JAN_ONLY_R28,report,0.5,True,True,True,False,False,18,6
ADMIN_JAN_ONLY_R28,report,0.5,True,True,True,True,True,36,18
ADMIN_RECENT_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_RECENT_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_RECENT_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_RECENT_R28,cutoff,0.3,True,True,False,False,False,18,11
ADMIN_RECENT_R28,cutoff,0.3,True,True,True,False,False,18,16
ADMIN_RECENT_R28,cutoff,0.3,True,True,True,True,True,36,32
ADMIN_RECENT_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_RECENT_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_RECENT_R28,cutoff,0.5,True,False,False,False,False,4,0
ADMIN_RECENT_R28,cutoff,0.5,True,True,False,False,False,18,11
ADMIN_RECENT_R28,cutoff,0.5,True,True,True,False,False,18,14
ADMIN_RECENT_R28,cutoff,0.5,True,True,True,True,True,36,30
ADMIN_RECENT_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_RECENT_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_RECENT_R28,report,0.3,True,False,False,False,False,4,2
ADMIN_RECENT_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_RECENT_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_RECENT_R28,report,0.3,True,True,True,True,True,36,29
ADMIN_RECENT_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_RECENT_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_RECENT_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_RECENT_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_RECENT_R28,report,0.5,True,True,True,False,False,18,9
ADMIN_RECENT_R28,report,0.5,True,True,True,True,True,36,26
ADMIN_ZERO_R28,cutoff,0.3,False,False,False,False,False,6,0
ADMIN_ZERO_R28,cutoff,0.3,False,True,True,True,False,79,0
ADMIN_ZERO_R28,cutoff,0.3,True,False,False,False,False,4,3
ADMIN_ZERO_R28,cutoff,0.3,True,True,False,False,False,18,9
ADMIN_ZERO_R28,cutoff,0.3,True,True,True,False,False,18,12
ADMIN_ZERO_R28,cutoff,0.3,True,True,True,True,True,36,23
ADMIN_ZERO_R28,cutoff,0.5,False,False,False,False,False,6,0
ADMIN_ZERO_R28,cutoff,0.5,False,True,True,True,False,79,0
ADMIN_ZERO_R28,cutoff,0.5,True,False,False,False,False,4,1
ADMIN_ZERO_R28,cutoff,0.5,True,True,False,False,False,18,9
ADMIN_ZERO_R28,cutoff,0.5,True,True,True,False,False,18,7
ADMIN_ZERO_R28,cutoff,0.5,True,True,True,True,True,36,16
ADMIN_ZERO_R28,report,0.3,False,False,False,False,False,6,0
ADMIN_ZERO_R28,report,0.3,False,True,True,True,False,79,0
ADMIN_ZERO_R28,report,0.3,True,False,False,False,False,4,3
ADMIN_ZERO_R28,report,0.3,True,True,False,False,False,18,7
ADMIN_ZERO_R28,report,0.3,True,True,True,False,False,18,11
ADMIN_ZERO_R28,report,0.3,True,True,True,True,True,36,23
ADMIN_ZERO_R28,report,0.5,False,False,False,False,False,6,0
ADMIN_ZERO_R28,report,0.5,False,True,True,True,False,79,0
ADMIN_ZERO_R28,report,0.5,True,False,False,False,False,4,0
ADMIN_ZERO_R28,report,0.5,True,True,False,False,False,18,6
ADMIN_ZERO_R28,report,0.5,True,True,True,False,False,18,7
ADMIN_ZERO_R28,report,0.5,True,True,True,True,True,36,18
CNB_MOMENTUM,cutoff,0.3,False,False,False,False,False,4,0
CNB_MOMENTUM,cutoff,0.3,False,True,False,False,False,1,0
CNB_MOMENTUM,cutoff,0.3,False,True,True,False,False,1,0
CNB_MOMENTUM,cutoff,0.3,False,True,True,True,False,22,0
CNB_MOMENTUM,cutoff,0.3,True,False,False,False,False,6,2
CNB_MOMENTUM,cutoff,0.3,True,True,False,False,False,17,11
CNB_MOMENTUM,cutoff,0.3,True,True,True,False,False,17,10
CNB_MOMENTUM,cutoff,0.3,True,True,True,True,True,93,34
CNB_MOMENTUM,cutoff,0.5,False,False,False,False,False,4,0
CNB_MOMENTUM,cutoff,0.5,False,True,False,False,False,1,0
CNB_MOMENTUM,cutoff,0.5,False,True,True,False,False,1,0
CNB_MOMENTUM,cutoff,0.5,False,True,True,True,False,22,0
CNB_MOMENTUM,cutoff,0.5,True,False,False,False,False,6,0
CNB_MOMENTUM,cutoff,0.5,True,True,False,False,False,17,8
CNB_MOMENTUM,cutoff,0.5,True,True,True,False,False,17,8
CNB_MOMENTUM,cutoff,0.5,True,True,True,True,True,93,21
CNB_MOMENTUM,report,0.3,False,False,False,False,False,4,0
CNB_MOMENTUM,report,0.3,False,True,False,False,False,1,0
CNB_MOMENTUM,report,0.3,False,True,True,False,False,1,0
CNB_MOMENTUM,report,0.3,False,True,True,True,False,22,0
CNB_MOMENTUM,report,0.3,True,False,False,False,False,6,2
CNB_MOMENTUM,report,0.3,True,True,False,False,False,17,11
CNB_MOMENTUM,report,0.3,True,True,True,False,False,17,10
CNB_MOMENTUM,report,0.3,True,True,True,True,True,93,34
CNB_MOMENTUM,report,0.5,False,False,False,False,False,4,0
CNB_MOMENTUM,report,0.5,False,True,False,False,False,1,0
CNB_MOMENTUM,report,0.5,False,True,True,False,False,1,0
CNB_MOMENTUM,report,0.5,False,True,True,True,False,22,0
CNB_MOMENTUM,report,0.5,True,False,False,False,False,6,0
CNB_MOMENTUM,report,0.5,True,True,False,False,False,17,8
CNB_MOMENTUM,report,0.5,True,True,True,False,False,17,8
