origin,H,actual,FOOD_NORM_SHIFT_R24,A002,A005,A010,A015,A020,A025,A030,A035,A040,A050,A060,A075,A090,A100,RAW
2019-05,3,-0.45977092486293625,-0.3545754771857288,-0.27638459213550803,-0.1707469506060924,-0.023668866122315724,0.09042370388225113,0.17509217742335886,0.23369446291585683,0.26938495917369565,0.2851145554099255,0.2836306312366963,0.2389941921059613,0.15338448666069127,-0.020692538209153177,-0.21903808298632355,-0.3545754771857288,0.2670338488565077
2019-05,6,1.0041161499490623,0.7641149575424282,0.9158984780748365,1.1055534670982805,1.3362524880710696,1.4823992606837813,1.564972451311369,1.6005612786243704,1.602093823573135,1.5794798653396642,1.5401735853840972,1.4318808354955794,1.3045843590750192,1.1032148174405128,0.8997878891360329,0.7641149575424282,1.6030727052433225
2019-05,12,6.137986811656255,2.7849687807889514,2.9367523013213606,3.126407290344804,3.3571063113175934,3.503253083930305,3.5858262745578924,3.621415101870894,3.6229476468196586,3.6003336885861876,3.5610274086306206,3.4527346587421035,3.3254381823215433,3.1240686406870366,2.9206417123825568,2.7849687807889514,3.623926528489846
2019-06,3,-1.3806017723791868,-0.029666794138083485,-0.005710424160031757,0.026655169635997733,0.07171741704876766,0.10667345849810861,0.13261445246850406,0.1505692055310381,0.16150417234339592,0.166323455649864,0.16586880628132927,0.15219295327580495,0.1259635817059389,0.0726293137822287,0.011859580185682062,-0.029666794138083485,0.1658966433858075
2019-06,6,1.361800436844056,0.9878210700781029,1.034324983828537,1.092432077542987,1.1631143712201686,1.2078912803644966,1.2331903149472634,1.244094132107635,1.2445636780627298,1.2376351422140655,1.225592360188109,1.1924132859187275,1.1534117899761427,1.09171555468467,1.0293889707761923,0.9878210700781029,1.2392342838030828
2019-06,12,5.252653728713258,2.8548974022975155,2.9014013160479495,2.9595084097623996,3.0301907034395805,3.074967612583909,3.1002666471666753,3.1111704643270475,3.1116400102821427,3.1047114744334774,3.0926686924075213,3.05948961813814,3.0204881221955553,2.9587918869040823,2.8964653029956047,2.8548974022975155,3.106310616022495
2019-07,3,1.1102230246251565e-16,0.4682760525786983,0.5034908791538604,0.5510669006284631,0.6173064531642429,0.6686903205248032,0.706822458436003,0.7332151680107954,0.7492890957492271,0.7563732335384383,0.7557049186526639,0.735602006888562,0.6970459663926709,0.6186469018779966,0.5293180247742535,0.4682760525786983,0.7558372464866622
2019-07,6,4.229150249961526,2.1576430058184908,2.226001745447583,2.311416657214923,2.4153165684308977,2.481136686066997,2.5183251714747357,2.534353310573504,2.535043522796511,2.5248588750992997,2.5071565069644333,2.458384704417088,2.4010541941165577,2.310363399638091,2.2187460199862414,2.1576430058184908,2.526926655811173
2019-07,12,4.317217186520889,2.786403328733457,2.8547620683625485,2.9401769801298885,3.044076891345864,3.1098970089819638,3.1470854943897018,3.1631136334884697,3.163803845711477,3.153619198014266,3.135916829879399,3.0871450273320535,3.0298145170315234,2.939123722553057,2.847506342901208,2.786403328733457,3.1556869787261395
2019-08,3,1.4638870748119985,0.9873674605411713,0.9875819979599139,0.9878718428302105,0.9882753905401319,0.9885884337477994,0.9888207441475437,0.9889815350511625,0.9890794613879199,0.9891226197045475,0.989118548165243,0.9889960762629643,0.9887611833440039,0.9882835568846798,0.9877393433082732,0.9873674605411713,0.9891177165684728
