origin,target,model,quarter,predicted_change,actual_change,material_actual
2019-03,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.1479256370326003,0.18356059225945032,False
2019-03,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.08678342707158393,0.5838797697945517,True
2019-03,2019-06,ENET_BOTH_R15,2019Q2,-0.085125700695591,0.10866197911436926,False
2019-03,2019-09,ENET_BOTH_R15,2019Q3,-0.20465976021472532,0.015354349079724106,False
2019-03,2019-12,ENET_BOTH_R15,2019Q4,0.1670743148511109,0.18356059225945032,False
2019-03,2020-03,ENET_BOTH_R15,2020Q1,0.02657245456472479,0.5838797697945517,True
2019-03,2019-06,ENET_DOMESTIC_R15,2019Q2,-0.0028996907540586037,0.10866197911436926,False
2019-03,2019-09,ENET_DOMESTIC_R15,2019Q3,-0.11206839935916335,0.015354349079724106,False
2019-03,2019-12,ENET_DOMESTIC_R15,2019Q4,0.13703921975427935,0.18356059225945032,False
2019-03,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.03221155880865911,0.5838797697945517,True
2019-03,2019-06,ENET_IMPORTED_R15,2019Q2,-0.14558013859398589,0.10866197911436926,False
2019-03,2019-09,ENET_IMPORTED_R15,2019Q3,-0.1617828759226505,0.015354349079724106,False
2019-03,2019-12,ENET_IMPORTED_R15,2019Q4,0.2241687915678532,0.18356059225945032,False
2019-03,2020-03,ENET_IMPORTED_R15,2020Q1,0.04619706031670301,0.5838797697945517,True
2019-03,2019-06,ENET_WIDE_R15,2019Q2,-0.1500280859859302,0.10866197911436926,False
2019-03,2019-09,ENET_WIDE_R15,2019Q3,-0.13836018163257613,0.015354349079724106,False
2019-03,2019-12,ENET_WIDE_R15,2019Q4,0.16730619485086162,0.18356059225945032,False
2019-03,2020-03,ENET_WIDE_R15,2020Q1,-0.08886920963852596,0.5838797697945517,True
2019-03,2019-06,RF_RESIDUAL_R15,2019Q2,-6.561583054320863e-05,0.10866197911436926,False
2019-03,2019-09,RF_RESIDUAL_R15,2019Q3,-0.08468093416100242,0.015354349079724106,False
2019-03,2019-12,RF_RESIDUAL_R15,2019Q4,0.19585881517127346,0.18356059225945032,False
2019-03,2020-03,RF_RESIDUAL_R15,2020Q1,0.046531078804951775,0.5838797697945517,True
2019-03,2019-06,STABLE_LOCAL_CORE_R14B,2019Q2,0.01639916287722132,0.10866197911436926,False
2019-03,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.06611085490908453,0.015354349079724106,False
2019-03,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.1682451524766302,0.18356059225945032,False
2019-03,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.04221886373794881,0.5838797697945517,True
2019-03,2019-06,STABLE_PIPELINE_R14B,2019Q2,-0.07552427483081692,0.10866197911436926,False
2019-03,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.1746506054840049,0.015354349079724106,False
2019-03,2019-12,STABLE_PIPELINE_R14B,2019Q4,0.034043180382587135,0.18356059225945032,False
2019-03,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.00027112257984196475,0.5838797697945517,True
2019-03,2019-06,STATE_ADAPT_R15,2019Q2,-0.0009852897579150088,0.10866197911436926,False
2019-03,2019-09,STATE_ADAPT_R15,2019Q3,-0.0999399996310193,0.015354349079724106,False
2019-03,2019-12,STATE_ADAPT_R15,2019Q4,0.12851397743067539,0.18356059225945032,False
2019-03,2020-03,STATE_ADAPT_R15,2020Q1,-0.0846942133091857,0.5838797697945517,True
2019-03,2019-06,STATE_FAST_R15,2019Q2,0.01367771442309662,0.10866197911436926,False
2019-03,2019-09,STATE_FAST_R15,2019Q3,-0.07301991334143487,0.015354349079724106,False
2019-03,2019-12,STATE_FAST_R15,2019Q4,0.1591969172543144,0.18356059225945032,False
2019-03,2020-03,STATE_FAST_R15,2020Q1,-0.05230615267227057,0.5838797697945517,True
2019-03,2019-06,STATE_MID_R15,2019Q2,-0.0009852897579150088,0.10866197911436926,False
2019-03,2019-09,STATE_MID_R15,2019Q3,-0.0999399996310193,0.015354349079724106,False
2019-03,2019-12,STATE_MID_R15,2019Q4,0.12851397743067539,0.18356059225945032,False
2019-03,2020-03,STATE_MID_R15,2020Q1,-0.0846942133091857,0.5838797697945517,True
2019-03,2019-06,STATE_SLOW_R15,2019Q2,-0.03518493096781761,0.10866197911436926,False
2019-03,2019-09,STATE_SLOW_R15,2019Q3,-0.16250124678156075,0.015354349079724106,False
2019-03,2019-12,STATE_SLOW_R15,2019Q4,0.057388195021184085,0.18356059225945032,False
2019-03,2020-03,STATE_SLOW_R15,2020Q1,-0.15964387158232585,0.5838797697945517,True
2019-04,2019-09,BLEND_LINEAR_RF_R15,2019Q3,-0.1489354294684082,0.015354349079724106,False
2019-04,2019-12,BLEND_LINEAR_RF_R15,2019Q4,0.15145564563094416,0.18356059225945032,False
2019-04,2020-03,BLEND_LINEAR_RF_R15,2020Q1,-0.06408888401117352,0.5838797697945517,True
2019-04,2019-09,BLEND_WIDE_STATE_R15,2019Q3,-0.14965414441649338,0.015354349079724106,False
2019-04,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.09878805203534924,0.18356059225945032,False
2019-04,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.16944551075142522,0.5838797697945517,True
2019-04,2019-09,ENET_BOTH_R15,2019Q3,-0.16932703350966305,0.015354349079724106,False
2019-04,2019-12,ENET_BOTH_R15,2019Q4,0.15169362019535004,0.18356059225945032,False
2019-04,2020-03,ENET_BOTH_R15,2020Q1,-0.04776069793835802,0.5838797697945517,True
2019-04,2019-09,ENET_DOMESTIC_R15,2019Q3,-0.14644059840922408,0.015354349079724106,False
2019-04,2019-12,ENET_DOMESTIC_R15,2019Q4,0.1258262335913467,0.18356059225945032,False
2019-04,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.09964219461946433,0.5838797697945517,True
2019-04,2019-09,ENET_IMPORTED_R15,2019Q3,-0.15256206426170804,0.015354349079724106,False
2019-04,2019-12,ENET_IMPORTED_R15,2019Q4,0.19957081612351502,0.18356059225945032,False
2019-04,2020-03,ENET_IMPORTED_R15,2020Q1,-0.03838286731788809,0.5838797697945517,True
2019-04,2019-09,ENET_WIDE_R15,2019Q3,-0.1332566109366824,0.015354349079724106,False
2019-04,2019-12,ENET_WIDE_R15,2019Q4,0.13862530570963827,0.18356059225945032,False
2019-04,2020-03,ENET_WIDE_R15,2020Q1,-0.16485280466456143,0.5838797697945517,True
2019-04,2019-09,RF_RESIDUAL_R15,2019Q3,-0.12853551127335772,0.015354349079724106,False
2019-04,2019-12,RF_RESIDUAL_R15,2019Q4,0.15121824209161083,0.18356059225945032,False
2019-04,2020-03,RF_RESIDUAL_R15,2020Q1,-0.08042306158126244,0.5838797697945517,True
2019-04,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.07544080996981384,0.015354349079724106,False
2019-04,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.14353069671384855,0.18356059225945032,False
2019-04,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.09329437283194286,0.5838797697945517,True
2019-04,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.23458464543118707,0.015354349079724106,False
2019-04,2019-12,STABLE_PIPELINE_R14B,2019Q4,-0.09272481822900946,0.18356059225945032,False
2019-04,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.35727300157712616,0.5838797697945517,True
2019-04,2019-09,STATE_ADAPT_R15,2019Q3,-0.16604485309457884,0.015354349079724106,False
2019-04,2019-12,STATE_ADAPT_R15,2019Q4,0.05898175205932077,0.18356059225945032,False
2019-04,2020-03,STATE_ADAPT_R15,2020Q1,-0.1740323513351334,0.5838797697945517,True
2019-04,2019-09,STATE_FAST_R15,2019Q3,-0.18753470436530373,0.015354349079724106,False
2019-04,2019-12,STATE_FAST_R15,2019Q4,0.03769612650807064,0.18356059225945032,False
2019-04,2020-03,STATE_FAST_R15,2020Q1,-0.195028720755273,0.5838797697945517,True
2019-04,2019-09,STATE_MID_R15,2019Q3,-0.16604485309457884,0.015354349079724106,False
2019-04,2019-12,STATE_MID_R15,2019Q4,0.05898175205932077,0.18356059225945032,False
2019-04,2020-03,STATE_MID_R15,2020Q1,-0.1740323513351334,0.5838797697945517,True
2019-04,2019-09,STATE_SLOW_R15,2019Q3,-0.1960904768372549,0.015354349079724106,False
2019-04,2019-12,STATE_SLOW_R15,2019Q4,0.02195802370294908,0.18356059225945032,False
2019-04,2020-03,STATE_SLOW_R15,2020Q1,-0.21431668676385796,0.5838797697945517,True
2019-05,2019-09,BLEND_LINEAR_RF_R15,2019Q3,-0.09731632369342558,0.015354349079724106,False
2019-05,2019-12,BLEND_LINEAR_RF_R15,2019Q4,0.26178232785015787,0.18356059225945032,False
2019-05,2020-03,BLEND_LINEAR_RF_R15,2020Q1,-0.07528801981716038,0.5838797697945517,True
2019-05,2019-09,BLEND_WIDE_STATE_R15,2019Q3,-0.10280054813104078,0.015354349079724106,False
2019-05,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.163925604613953,0.18356059225945032,False
2019-05,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.15186008633378956,0.5838797697945517,True
2019-05,2019-09,ENET_BOTH_R15,2019Q3,-0.11443549282742849,0.015354349079724106,False
2019-05,2019-12,ENET_BOTH_R15,2019Q4,0.2608216469001059,0.18356059225945032,False
2019-05,2020-03,ENET_BOTH_R15,2020Q1,-0.0803961997831899,0.5838797697945517,True
2019-05,2019-09,ENET_DOMESTIC_R15,2019Q3,-0.12403769176857304,0.015354349079724106,False
2019-05,2019-12,ENET_DOMESTIC_R15,2019Q4,0.19535588624137734,0.18356059225945032,False
2019-05,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.07042196351438346,0.5838797697945517,True
2019-05,2019-09,ENET_IMPORTED_R15,2019Q3,-0.0936575916225868,0.015354349079724106,False
2019-05,2019-12,ENET_IMPORTED_R15,2019Q4,0.24350954391686308,0.18356059225945032,False
2019-05,2020-03,ENET_IMPORTED_R15,2020Q1,-0.11719826776139808,0.5838797697945517,True
2019-05,2019-09,ENET_WIDE_R15,2019Q3,-0.06349664116075893,0.015354349079724106,False
2019-05,2019-12,ENET_WIDE_R15,2019Q4,0.27128010320832674,0.18356059225945032,False
2019-05,2020-03,ENET_WIDE_R15,2020Q1,-0.12346394030080665,0.5838797697945517,True
2019-05,2019-09,INDEPENDENT_BRIDGE,2019Q3,-0.054329065428754486,0.015354349079724106,False
2019-05,2019-12,INDEPENDENT_BRIDGE,2019Q4,-0.03953417645801771,0.18356059225945032,False
2019-05,2020-03,INDEPENDENT_BRIDGE,2020Q1,-0.3315042970233928,0.5838797697945517,True
2019-05,2019-09,RF_RESIDUAL_R15,2019Q3,-0.08019243545379329,0.015354349079724106,False
2019-05,2019-12,RF_RESIDUAL_R15,2019Q4,0.2627434629270029,0.18356059225945032,False
2019-05,2020-03,RF_RESIDUAL_R15,2020Q1,-0.07017742550166162,0.5838797697945517,True
2019-05,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.06603688672840136,0.015354349079724106,False
2019-05,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.13552458649753607,0.18356059225945032,False
2019-05,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.1060594362594447,0.5838797697945517,True
2019-05,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.20329242204513953,0.015354349079724106,False
2019-05,2019-12,STABLE_PIPELINE_R14B,2019Q4,-0.05802407856708003,0.18356059225945032,False
2019-05,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.21691186390182393,0.5838797697945517,True
2019-05,2019-09,STATE_ADAPT_R15,2019Q3,-0.14207451562941076,0.015354349079724106,False
2019-05,2019-12,STATE_ADAPT_R15,2019Q4,0.05680762323999167,0.18356059225945032,False
2019-05,2020-03,STATE_ADAPT_R15,2020Q1,-0.18016381833425,0.5838797697945517,True
2019-05,2019-09,STATE_FAST_R15,2019Q3,-0.15782468743276645,0.015354349079724106,False
2019-05,2019-12,STATE_FAST_R15,2019Q4,0.03821286557128145,0.18356059225945032,False
2019-05,2020-03,STATE_FAST_R15,2020Q1,-0.19912915014432286,0.5838797697945517,True
2019-05,2019-09,STATE_MID_R15,2019Q3,-0.14207451562941076,0.015354349079724106,False
2019-05,2019-12,STATE_MID_R15,2019Q4,0.05680762323999167,0.18356059225945032,False
2019-05,2020-03,STATE_MID_R15,2020Q1,-0.18016381833425,0.5838797697945517,True
2019-05,2019-09,STATE_SLOW_R15,2019Q3,-0.164117006708822,0.015354349079724106,False
2019-05,2019-12,STATE_SLOW_R15,2019Q4,0.025483193384153502,0.18356059225945032,False
2019-05,2020-03,STATE_SLOW_R15,2020Q1,-0.2150850087692766,0.5838797697945517,True
2019-06,2019-09,BLEND_LINEAR_RF_R15,2019Q3,-0.025266166834223114,0.015354349079724106,False
2019-06,2019-12,BLEND_LINEAR_RF_R15,2019Q4,0.22134435609147385,0.18356059225945032,False
2019-06,2020-03,BLEND_LINEAR_RF_R15,2020Q1,-0.07043483482268842,0.5838797697945517,True
2019-06,2020-06,BLEND_LINEAR_RF_R15,2020Q2,-0.22112755784582028,-0.49031332910848935,True
2019-06,2019-09,BLEND_WIDE_STATE_R15,2019Q3,-0.024382790424940737,0.015354349079724106,False
2019-06,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.1205085671044479,0.18356059225945032,False
2019-06,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.14813371295683275,0.5838797697945517,True
2019-06,2020-06,BLEND_WIDE_STATE_R15,2020Q2,-0.25770922355726844,-0.49031332910848935,True
2019-06,2019-09,ENET_BOTH_R15,2019Q3,-0.01948027344592429,0.015354349079724106,False
2019-06,2019-12,ENET_BOTH_R15,2019Q4,0.22207647535842945,0.18356059225945032,False
2019-06,2020-03,ENET_BOTH_R15,2020Q1,-0.06231815302302479,0.5838797697945517,True
2019-06,2020-06,ENET_BOTH_R15,2020Q2,-0.22247360971142216,-0.49031332910848935,True
2019-06,2019-09,ENET_DOMESTIC_R15,2019Q3,-0.05968742911189251,0.015354349079724106,False
2019-06,2019-12,ENET_DOMESTIC_R15,2019Q4,0.1375635507544537,0.18356059225945032,False
2019-06,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.0644927180803414,0.5838797697945517,True
2019-06,2020-06,ENET_DOMESTIC_R15,2020Q2,-0.1615834408705803,-0.49031332910848935,True
2019-06,2019-09,ENET_IMPORTED_R15,2019Q3,0.014007453010866033,0.015354349079724106,False
2019-06,2019-12,ENET_IMPORTED_R15,2019Q4,0.1994683287377117,0.18356059225945032,False
2019-06,2020-03,ENET_IMPORTED_R15,2020Q1,-0.11122691023677866,0.5838797697945517,True
2019-06,2020-06,ENET_IMPORTED_R15,2020Q2,-0.24306360950365358,-0.49031332910848935,True
2019-06,2019-09,ENET_WIDE_R15,2019Q3,0.010940920008507327,0.015354349079724106,False
2019-06,2019-12,ENET_WIDE_R15,2019Q4,0.1762115913465534,0.18356059225945032,False
2019-06,2020-03,ENET_WIDE_R15,2020Q1,-0.11286614370943404,0.5838797697945517,True
2019-06,2020-06,ENET_WIDE_R15,2020Q2,-0.2666199730912302,-0.49031332910848935,True
2019-06,2019-09,INDEPENDENT_BRIDGE,2019Q3,-0.05110414016649578,0.015354349079724106,False
2019-06,2019-12,INDEPENDENT_BRIDGE,2019Q4,0.05786034303204746,0.18356059225945032,False
2019-06,2020-03,INDEPENDENT_BRIDGE,2020Q1,-0.3901905040160849,0.5838797697945517,True
2019-06,2020-06,INDEPENDENT_BRIDGE,2020Q2,-0.3067743148345037,-0.49031332910848935,True
2019-06,2019-09,RF_RESIDUAL_R15,2019Q3,-0.03105154830534307,0.015354349079724106,False
2019-06,2019-12,RF_RESIDUAL_R15,2019Q4,0.22061236213827495,0.18356059225945032,False
2019-06,2020-03,RF_RESIDUAL_R15,2020Q1,-0.07854937269866014,0.5838797697945517,True
2019-06,2020-06,RF_RESIDUAL_R15,2020Q2,-0.21978164315266646,-0.49031332910848935,True
2019-06,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.006351560747722029,0.015354349079724106,False
2019-06,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.1381933530024675,0.18356059225945032,False
2019-06,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.11550869259700569,0.5838797697945517,True
2019-06,2020-06,STABLE_LOCAL_CORE_R14B,2020Q2,-0.18380306119162126,-0.49031332910848935,True
2019-06,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.11583461195312594,0.015354349079724106,False
2019-06,2019-12,STABLE_PIPELINE_R14B,2019Q4,-0.010448528226478793,0.18356059225945032,False
2019-06,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.27193821039477495,0.5838797697945517,True
2019-06,2020-06,STABLE_PIPELINE_R14B,2020Q2,-0.41751819424643655,-0.49031332910848935,True
2019-06,2019-09,STATE_ADAPT_R15,2019Q3,-0.05968742911189251,0.015354349079724106,False
2019-06,2019-12,STATE_ADAPT_R15,2019Q4,0.06488233805252364,0.18356059225945032,False
2019-06,2020-03,STATE_ADAPT_R15,2020Q1,-0.18332470039297677,0.5838797697945517,True
2019-06,2020-06,STATE_ADAPT_R15,2020Q2,-0.24881760366982864,-0.49031332910848935,True
2019-06,2019-09,STATE_FAST_R15,2019Q3,-0.06988457090930478,0.015354349079724106,False
2019-06,2019-12,STATE_FAST_R15,2019Q4,0.048027497014925924,0.18356059225945032,False
2019-06,2020-03,STATE_FAST_R15,2020Q1,-0.20123057078576378,0.5838797697945517,True
2019-06,2020-06,STATE_FAST_R15,2020Q2,-0.26725068166585064,-0.49031332910848935,True
2019-06,2019-09,STATE_MID_R15,2019Q3,-0.05968742911189251,0.015354349079724106,False
2019-06,2019-12,STATE_MID_R15,2019Q4,0.06488233805252364,0.18356059225945032,False
2019-06,2020-03,STATE_MID_R15,2020Q1,-0.18332470039297677,0.5838797697945517,True
2019-06,2020-06,STATE_MID_R15,2020Q2,-0.24881760366982864,-0.49031332910848935,True
2019-06,2019-09,STATE_SLOW_R15,2019Q3,-0.07339017233905265,0.015354349079724106,False
2019-06,2019-12,STATE_SLOW_R15,2019Q4,0.03877678444263921,0.18356059225945032,False
2019-06,2020-03,STATE_SLOW_R15,2020Q1,-0.2134031757296282,0.5838797697945517,True
2019-06,2020-06,STATE_SLOW_R15,2020Q2,-0.28090191975384604,-0.49031332910848935,True
2019-07,2019-12,BLEND_LINEAR_RF_R15,2019Q4,0.12778717127748296,0.18356059225945032,False
2019-07,2020-03,BLEND_LINEAR_RF_R15,2020Q1,-0.13135847658983701,0.5838797697945517,True
2019-07,2020-06,BLEND_LINEAR_RF_R15,2020Q2,-0.20103253134081278,-0.49031332910848935,True
2019-07,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.13300052550782482,0.18356059225945032,False
2019-07,2020-03,BLEND_WIDE_STATE_R15,2020Q1,-0.15663938457175597,0.5838797697945517,True
2019-07,2020-06,BLEND_WIDE_STATE_R15,2020Q2,-0.23663024833009239,-0.49031332910848935,True
2019-07,2019-12,ENET_BOTH_R15,2019Q4,0.11628884529626626,0.18356059225945032,False
2019-07,2020-03,ENET_BOTH_R15,2020Q1,-0.17647213005400486,0.5838797697945517,True
2019-07,2020-06,ENET_BOTH_R15,2020Q2,-0.22648221819333614,-0.49031332910848935,True
2019-07,2019-12,ENET_DOMESTIC_R15,2019Q4,0.11852776500369577,0.18356059225945032,False
2019-07,2020-03,ENET_DOMESTIC_R15,2020Q1,-0.14064690448286754,0.5838797697945517,True
2019-07,2020-06,ENET_DOMESTIC_R15,2020Q2,-0.19273468903186375,-0.49031332910848935,True
2019-07,2019-12,ENET_IMPORTED_R15,2019Q4,0.14763381978408674,0.18356059225945032,False
2019-07,2020-03,ENET_IMPORTED_R15,2020Q1,-0.14113380738480918,0.5838797697945517,True
2019-07,2020-06,ENET_IMPORTED_R15,2020Q2,-0.2299350681413066,-0.49031332910848935,True
2019-07,2019-12,ENET_WIDE_R15,2019Q4,0.15910786467437488,0.18356059225945032,False
2019-07,2020-03,ENET_WIDE_R15,2020Q1,-0.16515989107851858,0.5838797697945517,True
2019-07,2020-06,ENET_WIDE_R15,2020Q2,-0.23687792243909112,-0.49031332910848935,True
2019-07,2019-12,INDEPENDENT_BRIDGE,2019Q4,0.2929998202028967,0.18356059225945032,False
2019-07,2020-03,INDEPENDENT_BRIDGE,2020Q1,-0.14869199668083155,0.5838797697945517,True
2019-07,2020-06,INDEPENDENT_BRIDGE,2020Q2,-0.1757522887952052,-0.49031332910848935,True
2019-07,2019-12,RF_RESIDUAL_R15,2019Q4,0.13929066404307378,0.18356059225945032,False
2019-07,2020-03,RF_RESIDUAL_R15,2020Q1,-0.08621335663475893,0.5838797697945517,True
2019-07,2020-06,RF_RESIDUAL_R15,2020Q2,-0.17554858367043114,-0.49031332910848935,True
2019-07,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.1519241978808643,0.18356059225945032,False
2019-07,2020-03,STABLE_LOCAL_CORE_R14B,2020Q1,-0.10232481750091926,0.5838797697945517,True
2019-07,2020-06,STABLE_LOCAL_CORE_R14B,2020Q2,-0.19021376529489942,-0.49031332910848935,True
2019-07,2019-12,STABLE_PIPELINE_R14B,2019Q4,0.22528038211802848,0.18356059225945032,False
2019-07,2020-03,STABLE_PIPELINE_R14B,2020Q1,-0.029793537670980363,0.5838797697945517,True
2019-07,2020-06,STABLE_PIPELINE_R14B,2020Q2,-0.2742697275926478,-0.49031332910848935,True
2019-07,2019-12,STATE_ADAPT_R15,2019Q4,0.10691093608872837,0.18356059225945032,False
2019-07,2020-03,STATE_ADAPT_R15,2020Q1,-0.14812456729686918,0.5838797697945517,True
2019-07,2020-06,STATE_ADAPT_R15,2020Q2,-0.2363816740472635,-0.49031332910848935,True
2019-07,2019-12,STATE_FAST_R15,2019Q4,0.11653087655618544,0.18356059225945032,False
2019-07,2020-03,STATE_FAST_R15,2020Q1,-0.13812736161569505,0.5838797697945517,True
2019-07,2020-06,STATE_FAST_R15,2020Q2,-0.22620101438768447,-0.49031332910848935,True
2019-07,2019-12,STATE_MID_R15,2019Q4,0.10691093608872837,0.18356059225945032,False
2019-07,2020-03,STATE_MID_R15,2020Q1,-0.14812456729686918,0.5838797697945517,True
2019-07,2020-06,STATE_MID_R15,2020Q2,-0.2363816740472635,-0.49031332910848935,True
2019-07,2019-12,STATE_SLOW_R15,2019Q4,0.07050777424943222,0.18356059225945032,False
2019-07,2020-03,STATE_SLOW_R15,2020Q1,-0.19076450864973538,0.5838797697945517,True
2019-07,2020-06,STATE_SLOW_R15,2020Q2,-0.2821498443212982,-0.49031332910848935,True
2019-08,2019-12,BLEND_LINEAR_RF_R15,2019Q4,0.2421379710486078,0.18356059225945032,False
2019-08,2020-03,BLEND_LINEAR_RF_R15,2020Q1,-0.08744266565974845,0.5838797697945517,True
2019-08,2020-06,BLEND_LINEAR_RF_R15,2020Q2,-0.08597546310900173,-0.49031332910848935,True
2019-08,2019-12,BLEND_WIDE_STATE_R15,2019Q4,0.22250778000290738,0.18356059225945032,False
