model,band,n,mean,mean_abs,p05,median,p95,max_abs
BLEND_LINEAR_RF_R15,1,270,0.015691754564503307,0.04960191926410723,-0.060544588867776805,0.0022778900822268758,0.16533736605188193,0.32326318020888056
BLEND_LINEAR_RF_R15,2,270,0.06149863498860267,0.0773317818775017,-0.05565467089214038,0.019853641934277688,0.3163365360090364,0.8991126491606753
BLEND_LINEAR_RF_R15,3,270,0.07521078578208112,0.10824546711899054,-0.1711554960981863,0.054417163018199,0.18015888367319813,1.3240156909140122
BLEND_LINEAR_RF_R15,4,270,0.19143776185845496,0.19143776185845496,0.017536144355004724,0.05417677974203308,1.0827893657342846,1.407598982844859
BLEND_WIDE_STATE_R15,1,270,-0.0031134914026877806,0.02086243939179909,-0.0936379710738236,0.0,0.038624005094263225,0.16692304474148797
BLEND_WIDE_STATE_R15,2,270,0.09754398840776472,0.10336526217749054,-0.004835631861921294,0.0,0.9080225096124629,1.5694354229771046
BLEND_WIDE_STATE_R15,3,270,0.12353348220219333,0.14037940985361877,-0.0752261400157661,0.0,0.9365674141434952,2.475973600580384
BLEND_WIDE_STATE_R15,4,270,0.07292904116591231,0.07534191060808684,-0.009529112154943302,0.0,0.6655831690954187,1.107350125923424
ENET_BOTH_R15,1,270,0.0020520156029185713,0.03545927270326864,-0.09079486158488187,0.0,0.12923840858738778,0.3087607660855388
ENET_BOTH_R15,2,270,0.0562541193656967,0.08581712116262433,-0.15556047703270282,0.0,0.4313637060263729,1.511552840448221
ENET_BOTH_R15,3,270,0.053818844794004825,0.12416757614270738,-0.3951520050488494,0.0,0.23228836038487566,2.371378073865497
ENET_BOTH_R15,4,270,0.22844493687045628,0.2285456588450072,0.0,0.009005775975218178,1.7817283202803118,2.425361388252368
ENET_DOMESTIC_R15,1,270,-0.011052837484180044,0.03296394188131186,-0.14907630359149648,0.0,0.07099903241953752,0.3751247641100085
ENET_DOMESTIC_R15,2,270,-0.024635546077805763,0.033168728449429724,-0.2307609976460015,0.0,0.0466043717322947,0.6370349293987055
ENET_DOMESTIC_R15,3,270,-0.012681813689780578,0.08371242096311159,-0.49291759719994344,0.0,0.1143402939769866,1.0360783443055273
ENET_DOMESTIC_R15,4,270,0.12322284901024005,0.1254019180205013,0.0,0.016348759707546956,0.7069598038762678,1.7114175900799264
ENET_IMPORTED_R15,1,270,0.004567170606039027,0.04278080648473523,-0.12774225987357368,0.0,0.14638109970751112,0.3410527779569835
ENET_IMPORTED_R15,2,270,0.09278453785261156,0.11513378021835684,-0.0905313759534242,0.0,0.9985977393249215,1.2776257794487935
ENET_IMPORTED_R15,3,270,0.14307778765572332,0.18969290023357194,-0.28063974436541894,0.0,1.3914966241590374,1.517176290838533
ENET_IMPORTED_R15,4,270,0.2509448905658033,0.25111532933778735,0.0,0.011465312759070242,1.6264089870114276,1.9963398795198752
ENET_WIDE_R15,1,270,-0.006226982805375562,0.04172487878359818,-0.1872759421476472,0.0,0.0772480101885265,0.3338460894829759
ENET_WIDE_R15,2,270,0.19508797681552945,0.20673052435498107,-0.009671263723842638,0.0,1.816045019224926,3.1388708459542096
ENET_WIDE_R15,3,270,0.24706696440438666,0.28075881970723754,-0.15045228003153216,0.0,1.8731348282869904,4.951947201160767
ENET_WIDE_R15,4,270,0.14585808233182465,0.15068382121617374,-0.01905822430988663,0.0,1.3311663381908372,2.2147002518468475
RF_RESIDUAL_R15,1,270,0.029331493526088038,0.06791167441333057,-0.09932077184826958,0.012501831079900272,0.227125574600804,0.454740015856541
RF_RESIDUAL_R15,2,270,0.06674315061150864,0.073948497797134,-0.027543090785999536,0.04252172718239135,0.25973796302693203,0.4653675881738273
RF_RESIDUAL_R15,3,270,0.09660272677015742,0.10625572137778455,-0.022405139054024248,0.07750414922136649,0.2954286256520361,0.3603177673463963
RF_RESIDUAL_R15,4,270,0.15443058684645364,0.15443058684645364,0.01785341947349203,0.09866735642224703,0.4435735109525425,0.5914105117555133
STATE_ADAPT_R15,1,270,-0.013577603720796616,0.04524963169175133,-0.10793000090469833,-0.010761514535318567,0.11378978532553313,0.1766639436104418
STATE_ADAPT_R15,2,270,-0.0005986993595807241,0.04224468762263846,-0.10972614627558355,0.0,0.12561378545678145,0.1961343783911731
STATE_ADAPT_R15,3,270,0.031563474181615946,0.03859881883377446,-0.031809801867954374,0.0,0.10044891802959632,0.2094647629456876
STATE_ADAPT_R15,4,270,0.050200442377337354,0.05603173528178824,-0.03400145126291966,0.04253602956541863,0.17023419541657966,0.22294226492939662
STATE_FAST_R15,1,270,0.0024402455360601925,0.05306285307409512,-0.09551910744992344,-0.012456154426634142,0.14148845196807397,0.1766639436104418
STATE_FAST_R15,2,270,0.003026027443189559,0.0636735923444167,-0.11374446143031539,-0.01301093109382892,0.16604814692168585,0.2027488168332212
