scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
within_clock_common,full,cutoff,BLEND_LINEAR_RF_R15,all,66,1.6003208808565752,2.40329110441403,0.035766425055558035,18,18,1.0605492231877776,-0.5397716576687972,14,41,11,0.5348339149064769,0.499067489850919,0.5454545454545454,0.2255090975286097
within_clock_common,full,cutoff,BLEND_LINEAR_RF_R15,1,18,0.8368982421064864,1.5001584886000838,-0.22318292819014568,18,18,0.5554610620931573,-0.2814371800133292,5,6,7,-0.3879664617528462,-0.16478353356270048,0.6666666666666666,0.2378485750669278
within_clock_common,full,cutoff,BLEND_LINEAR_RF_R15,2,17,1.561871461381401,2.206447967280898,-0.30115300405456114,17,17,1.175891176650326,-0.3859802847310756,4,11,2,0.04996861436586554,0.3511216184204268,0.5294117647058824,0.15804196973860582
within_clock_common,full,cutoff,BLEND_LINEAR_RF_R15,3,16,1.6209629956028406,2.4519780752187756,0.003827614851221406,16,16,1.1088691841257816,-0.5120938114770589,3,12,1,0.7575705852641788,0.7537429704129572,0.4375,0.1578775291995612
within_clock_common,full,cutoff,BLEND_LINEAR_RF_R15,4,15,2.5379858003658615,3.2836627867983745,0.7624157328264968,15,15,1.4843928442432301,-1.0535929561226312,2,12,1,1.9541225924621424,1.1917068596356455,0.5333333333333333,0.07241139416998055
within_clock_common,full,cutoff,BLEND_WIDE_STATE_R15,all,66,1.6399837763363942,2.5256562659339474,0.2267907758625074,18,18,1.0605492231877776,-0.5794345531486168,15,40,11,0.7258582657134262,0.499067489850919,0.5454545454545454,0.2787039070271614
within_clock_common,full,cutoff,BLEND_WIDE_STATE_R15,1,18,0.8673030404407088,1.5294874962441356,-0.22603019672055366,18,18,0.5554610620931573,-0.31184197834755145,5,7,6,-0.3908137302832542,-0.16478353356270048,0.6111111111111112,0.223227410830745
within_clock_common,full,cutoff,BLEND_WIDE_STATE_R15,2,17,1.4021428032832806,2.025849124593951,-0.20834545350654743,17,17,1.175891176650326,-0.22625162663295492,5,8,4,0.14277616491387926,0.3511216184204268,0.5882352941176471,0.30920900375429816
within_clock_common,full,cutoff,BLEND_WIDE_STATE_R15,3,16,1.713480729419576,2.49717348262871,0.3853109486583604,16,16,1.1088691841257816,-0.6046115452937942,2,13,1,1.1390539190713176,0.7537429704129572,0.4375,0.26165701106039385
within_clock_common,full,cutoff,BLEND_WIDE_STATE_R15,4,15,2.7583570122493524,3.7359419152959092,1.0942421519315326,15,15,1.4843928442432301,-1.2739641680061227,3,12,0,2.2859490115671783,1.1917068596356455,0.5333333333333333,0.13108807791350674
