scope,sample,metric,h,model,n,mae,rmse,bias
all_models_common,full,headline_yy,1,INDEPENDENT_BRIDGE,88,0.5483448281111425,0.9107373045382808,-0.11911212254514587
all_models_common,full,headline_yy,1,STABLE_PIPELINE_R14B,88,0.5320909382768627,0.9049670289361448,-0.13793311030323288
all_models_common,full,headline_yy,1,STABLE_LOCAL_CORE_R14B,88,0.508322006501021,0.8691519032986068,-0.10604580144084
all_models_common,full,headline_yy,1,STATE_SLOW_R15,88,0.5100660649359615,0.8762078055157364,-0.12090767144089326
all_models_common,full,headline_yy,1,STATE_MID_R15,88,0.5052175280640333,0.8661954064567418,-0.1085070300997222
all_models_common,full,headline_yy,1,STATE_FAST_R15,88,0.5064345073174391,0.8615359706774576,-0.10641349196496055
all_models_common,full,headline_yy,1,STATE_ADAPT_R15,88,0.5065458137861613,0.8633958187367946,-0.11499268806331585
all_models_common,full,headline_yy,1,ENET_DOMESTIC_R15,88,0.5086686489944673,0.8693462570782587,-0.11486147758393285
all_models_common,full,headline_yy,1,ENET_IMPORTED_R15,88,0.5097937615154341,0.8719711601361624,-0.10524449967423757
all_models_common,full,headline_yy,1,ENET_BOTH_R15,88,0.5096232625216448,0.8715050528221749,-0.10664226050383184
all_models_common,full,headline_yy,1,ENET_WIDE_R15,88,0.5140303122108424,0.8750301616659851,-0.11080294404997523
all_models_common,full,headline_yy,1,RF_RESIDUAL_R15,88,0.5057688328083323,0.8593399279998546,-0.0892314224071333
all_models_common,full,headline_yy,1,BLEND_LINEAR_RF_R15,88,0.5071582364586391,0.8648623645493488,-0.09794494225651347
all_models_common,full,headline_yy,1,BLEND_WIDE_STATE_R15,88,0.5095586766173824,0.8703037961475518,-0.10965981883995547
all_models_common,origins_2019_2021,headline_yy,1,INDEPENDENT_BRIDGE,34,0.3925893499751775,0.49077297228607314,-0.1665239687236786
all_models_common,origins_2019_2021,headline_yy,1,STABLE_PIPELINE_R14B,34,0.3860988526068163,0.47581304397006363,-0.17544005375190858
all_models_common,origins_2019_2021,headline_yy,1,STABLE_LOCAL_CORE_R14B,34,0.3566243431745048,0.4567959798125192,-0.158968550316584
all_models_common,origins_2019_2021,headline_yy,1,STATE_SLOW_R15,34,0.3609905739562607,0.4545016263269429,-0.16026145759673083
all_models_common,origins_2019_2021,headline_yy,1,STATE_MID_R15,34,0.36177699221516696,0.45280912562353004,-0.14116701933148118
all_models_common,origins_2019_2021,headline_yy,1,STATE_FAST_R15,34,0.36944339620428684,0.45470774910006734,-0.12759537452366132
all_models_common,origins_2019_2021,headline_yy,1,STATE_ADAPT_R15,34,0.36579366166906635,0.45835743298412834,-0.15300238288460533
all_models_common,origins_2019_2021,headline_yy,1,ENET_DOMESTIC_R15,34,0.37010233125055825,0.46670589541464985,-0.1606096977170633
all_models_common,origins_2019_2021,headline_yy,1,ENET_IMPORTED_R15,34,0.36764534197292775,0.46601462470377947,-0.1488359371988441
