clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,included
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,11.177362264313452,11.23658150891361,-0.059219244600157595,1.5407302763581008,1.5999495209582584,1.5407302763581008,2.5563315506835473,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,11.099646397134174,11.23658150891361,-0.13693511177943485,1.4630144091788235,1.5999495209582584,1.4630144091788235,2.5410872447765143,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.31548462118809,11.23658150891361,-0.9210968877255183,0.67885263323274,1.5999495209582584,0.67885263323274,1.7114189930369244,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_SLOW_R15,10.406443996267756,11.23658150891361,-0.8301375126458534,0.7698120083124049,1.5999495209582584,0.7698120083124049,1.8707101797127161,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_MID_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_ADAPT_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ENET_DOMESTIC_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ENET_IMPORTED_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ENET_BOTH_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,ENET_WIDE_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,RF_RESIDUAL_R15,10.740362563035276,11.23658150891361,-0.4962189458783328,1.1037305750799256,1.5999495209582584,1.1037305750799256,2.3136052273659566,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,BLEND_LINEAR_RF_R15,10.668321007848633,11.23658150891361,-0.5682605010649766,1.0316890198932818,1.5999495209582584,1.0316890198932818,2.2369184725439424,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,BLEND_WIDE_STATE_R15,10.596353027160236,11.23658150891361,-0.6402284817533737,0.9597210392048847,1.5999495209582584,0.9597210392048847,2.1499459607663307,True,False,True,True
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,cnb,9.63663198795535,11.23658150891361,-1.5999495209582584,0.0,1.5999495209582584,0.0,0.0,False,False,False,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,12.086840018543763,15.77230851609123,-3.6854684975474683,2.5817358585437624,6.267204356091231,2.5817358585437624,25.69517239459411,True,False,True,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,11.85802063081618,15.77230851609123,-3.9142878852750513,2.3529164708161794,6.267204356091231,2.3529164708161794,23.95620079219787,True,False,True,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.617180777830512,15.77230851609123,-5.155127738260719,1.1120766178305121,6.267204356091231,1.1120766178305121,12.70250844322383,True,False,True,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_SLOW_R15,10.683784433849775,15.77230851609123,-5.088524082241456,1.1786802738497748,6.267204356091231,1.1786802738497748,13.38477310545765,True,False,True,True
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_MID_R15,11.221565090234895,15.77230851609123,-4.550743425856336,1.716460930234895,6.267204356091231,1.716460930234895,18.56858471303424,True,False,True,True
