edge,horizon,quantile,value
2017-11,1,0.05,-0.39012987012986494
2017-11,1,0.1,-0.3006012024048043
2017-11,1,0.25,-0.1996007984031989
2017-11,1,0.3333333333333333,-0.10928961748633
2017-11,1,0.5,0.0
2017-11,1,0.6666666666666666,0.100401606425704
2017-11,1,0.75,0.1305483028720688
2017-11,1,0.9,0.30798046530794687
2017-11,1,0.95,0.4859086491739495
2017-11,2,0.05,-0.1019367991844988
2017-11,2,0.1,0.0
2017-11,2,0.25,0.1005025125628167
2017-11,2,0.3333333333333333,0.1947419668938632
2017-11,2,0.5,0.3337041156840969
2017-11,2,0.6666666666666666,0.6030150753768782
2017-11,2,0.75,0.7537688442211143
2017-11,2,0.9,1.474201474201453
2017-11,2,0.95,1.7763845350052376
2017-11,3,0.05,-0.24689337358970764
2017-11,3,0.1,-0.1986097318768642
2017-11,3,0.25,0.0
2017-11,3,0.3333333333333333,0.0
2017-11,3,0.5,0.1006036217303663
2017-11,3,0.6666666666666666,0.216216216216214
2017-11,3,0.75,0.2982107355864904
2017-11,3,0.9,0.4214963119072656
2017-11,3,0.95,0.5511836294546542
2017-11,4,0.05,-0.2010050251256334
2017-11,4,0.1,-0.1096491228070317
2017-11,4,0.25,0.0
2017-11,4,0.3333333333333333,0.0
2017-11,4,0.5,0.10859043484515715
2017-11,4,0.6666666666666666,0.2592913673335435
2017-11,4,0.75,0.3337041156840969
2017-11,4,0.9,0.5291005291005346
2017-11,4,0.95,0.7154530082039215
2017-11,5,0.05,-0.2205071664829083
2017-11,5,0.1,-0.2010050251256334
2017-11,5,0.25,-0.096805421103574
2017-11,5,0.3333333333333333,0.0
2017-11,5,0.5,0.0996015936254979
2017-11,5,0.6666666666666666,0.2022244691607611
2017-11,5,0.75,0.2964426877470227
2017-11,5,0.9,0.480769230769229
2017-11,5,0.95,0.5295272230756151
2017-11,6,0.05,-0.21032710285550427
2017-11,6,0.1,-0.1052631578947305
2017-11,6,0.25,0.0
2017-11,6,0.3333333333333333,0.0964320154291265
2017-11,6,0.5,0.1947419668938632
2017-11,6,0.6666666666666666,0.2976213863066678
2017-11,6,0.75,0.3910068426197455
2017-11,6,0.9,0.5072713397297138
2017-11,6,0.95,0.6030150753768782
2017-11,7,0.05,-0.21032710285550427
2017-11,7,0.1,-0.1986097318768642
2017-11,7,0.25,0.0
2017-11,7,0.3333333333333333,0.0
2017-11,7,0.5,0.1947419668938632
2017-11,7,0.6666666666666666,0.3218884120171683
2017-11,7,0.75,0.4040404040404066
2017-11,7,0.9,0.6030150753768782
2017-11,7,0.95,0.7881773399014858
2017-11,8,0.05,-0.2152062006777638
2017-11,8,0.1,-0.1992031872509958
2017-11,8,0.25,0.0
2017-11,8,0.3333333333333333,0.0964320154291265
2017-11,8,0.5,0.1978734960097483
2017-11,8,0.6666666666666666,0.3009027081243731
2017-11,8,0.75,0.4197271773347388
2017-11,8,0.9,0.5841121495327117
2017-11,8,0.95,1.7763845350052376
2017-11,9,0.05,-0.3492433061699773
2017-11,9,0.1,-0.3003003003003157
2017-11,9,0.25,-0.2010050251256334
2017-11,9,0.3333333333333333,-0.11033970250284109
2017-11,9,0.5,-0.0991080277502609
2017-11,9,0.6666666666666666,0.10056991867451642
2017-11,9,0.75,0.2392344497607723
2017-11,9,0.9,0.4214963119072656
2017-11,9,0.95,0.5841121495327117
2017-11,10,0.05,-0.4028197381671594
2017-11,10,0.1,-0.3492433061699773
2017-11,10,0.25,-0.2145922746781159
2017-11,10,0.3333333333333333,-0.1996007984031989
2017-11,10,0.5,-0.0967117988394661
2017-11,10,0.6666666666666666,0.1728943000653268
2017-11,10,0.75,0.2392344497607723
2017-11,10,0.9,0.48463737654530276
2017-11,10,0.95,0.8641975308641969
2017-11,11,0.05,-0.3289375751445605
2017-11,11,0.1,-0.3003003003003157
2017-11,11,0.25,-0.19930259003904657
2017-11,11,0.3333333333333333,-0.1018329938900275
2017-11,11,0.5,0.0
2017-11,11,0.6666666666666666,0.10699329458009692
2017-11,11,0.75,0.2111932418162654
2017-11,11,0.9,0.4602991944764101
2017-11,11,0.95,0.8641975308641969
2017-11,12,0.05,-0.388098318240615
2017-11,12,0.1,-0.2978871728871734
2017-11,12,0.25,-0.1009081735620531
2017-11,12,0.3333333333333333,0.0
2017-11,12,0.5,0.0995024875621863
2017-11,12,0.6666666666666666,0.2111932418162654
2017-11,12,0.75,0.29688469970688963
2017-11,12,0.9,0.42249662677910543
2017-11,12,0.95,0.5841121495327117
2017-11,13,0.05,-0.388098318240615
2017-11,13,0.1,-0.2188183807439903
2017-11,13,0.25,-0.1019367991844988
2017-11,13,0.3333333333333333,0.0
2017-11,13,0.5,0.0999000999001076
2017-11,13,0.6666666666666666,0.20435986255443364
2017-11,13,0.75,0.2964426877470227
2017-11,13,0.9,0.4424778761061843
2017-11,13,0.95,0.5376344086021501
2017-12,1,0.05,-0.2145922746781159
2017-12,1,0.1,-0.0999999999999889
2017-12,1,0.25,0.1006036217303663
2017-12,1,0.3333333333333333,0.21149185368168524
2017-12,1,0.5,0.5215123859191539
2017-12,1,0.6666666666666666,0.9661835748792312
2017-12,1,0.75,1.2035010940919078
2017-12,1,0.9,1.7763845350052376
2017-12,1,0.95,2.978235967926701
2017-12,2,0.05,-0.20062196640172497
2017-12,2,0.1,-0.09703568176824268
2017-12,2,0.25,0.0964320154291265
2017-12,2,0.3333333333333333,0.1007049345417954
2017-12,2,0.5,0.2392344497607723
2017-12,2,0.6666666666666666,0.3337041156840969
2017-12,2,0.75,0.44693320569874073
2017-12,2,0.9,1.2035010940919078
2017-12,2,0.95,1.5469613259668558
2017-12,3,0.05,-0.3054989816700604
2017-12,3,0.1,-0.1996007984031989
2017-12,3,0.25,0.0
2017-12,3,0.3333333333333333,0.0
2017-12,3,0.5,0.1021450459652628
2017-12,3,0.6666666666666666,0.2449303386385046
2017-12,3,0.75,0.31424700367149166
2017-12,3,0.9,0.5311355311355364
2017-12,3,0.95,0.7881773399014858
2017-12,4,0.05,-0.2976190476190465
2017-12,4,0.1,-0.2010050251256334
