sample,horizon,model,n,rmse,mae,bias,first_target,last_target,paper_rmse,difference_vs_paper
paper_window,1,AR3,104,0.9027050801859555,0.4911824574833809,-0.1294312792050249,2017-12,2026-07,,
paper_window,1,AR3_DIRECT,104,0.9027050801859556,0.4911824574833809,-0.1294312792050249,2017-12,2026-07,,
paper_window,1,ARIMA313,104,0.8763632684593733,0.4882009950540398,-0.018469307271825226,2017-12,2026-07,,
paper_window,1,QRF_MEAN,104,0.763516019771283,0.4071220551247334,-0.09581599131017891,2017-12,2026-07,,
paper_window,1,QRF_MEDIAN,104,0.795428335619561,0.42545391258494836,-0.15620796739544143,2017-12,2026-07,,
paper_window,1,RW,104,1.1735107072335704,0.6999145456760835,-0.0051661687119335725,2017-12,2026-07,,
paper_window,1,TVW1,104,0.7653284345038194,0.412094293411888,-0.10639788089778782,2017-12,2026-07,,
paper_window,1,TVW2,104,0.7710889868195668,0.41450414873454283,-0.11990210342227736,2017-12,2026-07,,
paper_window,1,TVW3,104,0.7511944428826098,0.40793716392776164,-0.06420348945214398,2017-12,2026-07,,
paper_window,2,AR3,103,0.9109592063879507,0.4946718607234717,-0.15032026799481696,2018-01,2026-07,,
paper_window,2,AR3_DIRECT,103,0.9276072681895797,0.5095061603123691,-0.17169558301259402,2018-01,2026-07,,
paper_window,2,ARIMA313,103,0.8851552025370114,0.505682068346445,-0.02647747066105682,2018-01,2026-07,,
paper_window,2,QRF_MEAN,103,0.8003415740308005,0.44453695349864775,-0.08017106563659519,2018-01,2026-07,,
paper_window,2,QRF_MEDIAN,103,0.8311295475540246,0.45674659164215653,-0.16305589246205043,2018-01,2026-07,,
paper_window,2,RW,103,1.1259409068372241,0.7012467423981646,-0.0012144316765349329,2018-01,2026-07,,
paper_window,2,TVW1,103,0.8071950989777054,0.4430154040596159,-0.10427707048844005,2018-01,2026-07,,
paper_window,2,TVW2,103,0.8125936776364107,0.44444101579585993,-0.13135584932833577,2018-01,2026-07,,
paper_window,2,TVW3,103,0.8037379257980124,0.45144908796020783,-0.04396625853038779,2018-01,2026-07,,
paper_window,3,AR3,102,0.917782836165573,0.4867311573308613,-0.1568697865144657,2018-02,2026-07,0.71,0.20778283616557303
paper_window,3,AR3_DIRECT,102,0.9403951671489608,0.5081410957876159,-0.17518985217097954,2018-02,2026-07,,
paper_window,3,ARIMA313,102,0.9406678655859495,0.5307514566814705,-0.03423422725148625,2018-02,2026-07,0.716,0.22466786558594953
paper_window,3,QRF_MEAN,102,0.854804843040285,0.4730148958875032,-0.0736706013921414,2018-02,2026-07,0.713,0.14180484304028507
paper_window,3,QRF_MEDIAN,102,0.8900828382935794,0.4857883411616661,-0.18426027808147355,2018-02,2026-07,0.731,0.1590828382935794
paper_window,3,RW,102,1.2306859289284884,0.6618271985160584,0.0025737104329162444,2018-02,2026-07,0.896,0.33468592892848836
paper_window,3,TVW1,102,0.8643340520901195,0.47142916146140645,-0.11755536602237417,2018-02,2026-07,0.694,0.17033405209011954
paper_window,3,TVW2,102,0.8740349167945838,0.47565933304960734,-0.14781227889120513,2018-02,2026-07,0.701,0.17303491679458383
paper_window,3,TVW3,102,0.8583885560628342,0.4800554078297744,-0.05554779094765181,2018-02,2026-07,0.669,0.1893885560628341
paper_window,4,AR3,101,0.903996648237376,0.4952880504097923,-0.1832944295046864,2018-03,2026-07,,
paper_window,4,AR3_DIRECT,101,0.912176805961105,0.5007189085612395,-0.1704523652430319,2018-03,2026-07,,
paper_window,4,ARIMA313,101,0.8982707874150094,0.5381091598311759,-0.0366317333754386,2018-03,2026-07,,
paper_window,4,QRF_MEAN,101,0.8225258839765309,0.46899023209719415,-0.11344483050858217,2018-03,2026-07,,
paper_window,4,QRF_MEDIAN,101,0.8623824154331672,0.48009808240120083,-0.21836595059535968,2018-03,2026-07,,
paper_window,4,RW,101,1.2152452665916542,0.731171526689873,-0.001806842294664949,2018-03,2026-07,,
paper_window,4,TVW1,101,0.8352438264827408,0.4710290859840214,-0.15264215258326203,2018-03,2026-07,,
paper_window,4,TVW2,101,0.8426157984318288,0.47097437874686343,-0.18219066859822422,2018-03,2026-07,,
paper_window,4,TVW3,101,0.8229564589437899,0.4671869224715426,-0.08465410337110772,2018-03,2026-07,,
paper_window,5,AR3,100,0.9102102714972895,0.49455998796152983,-0.19700658133945162,2018-04,2026-07,,
paper_window,5,AR3_DIRECT,100,0.9005418402211238,0.48991544513683116,-0.15571815741680928,2018-04,2026-07,,
paper_window,5,ARIMA313,100,0.8987133831277002,0.5350055190668409,-0.03645669399082938,2018-04,2026-07,,
paper_window,5,QRF_MEAN,100,0.8481161011860138,0.4915756306355701,-0.11477533093011565,2018-04,2026-07,,
paper_window,5,QRF_MEDIAN,100,0.8694296679019615,0.4898941767954302,-0.23252426987260738,2018-04,2026-07,,
paper_window,5,RW,100,1.195051467871232,0.7464924795612741,-0.008536324219979402,2018-04,2026-07,,
paper_window,5,TVW1,100,0.8431816423941106,0.48230518826719626,-0.1618495478683048,2018-04,2026-07,,
paper_window,5,TVW2,100,0.8513723199515904,0.48386980834171284,-0.19221140496734698,2018-04,2026-07,,
paper_window,5,TVW3,100,0.8380687956181242,0.4943017995636137,-0.09807778977248363,2018-04,2026-07,,
paper_window,6,AR3,99,0.9101867170465492,0.49888530090328936,-0.20198931084050128,2018-05,2026-07,0.74,0.1701867170465492
paper_window,6,AR3_DIRECT,99,0.9098624472482504,0.49979146967241733,-0.16801117922082828,2018-05,2026-07,,
paper_window,6,ARIMA313,99,0.9031851677589442,0.5554534650691515,-0.0443742172844833,2018-05,2026-07,0.736,0.1671851677589442
paper_window,6,QRF_MEAN,99,0.8598730075384652,0.505817703824814,-0.12389083900651957,2018-05,2026-07,0.723,0.1368730075384652
paper_window,6,QRF_MEDIAN,99,0.8588908272760354,0.4911482073209496,-0.25165813134148574,2018-05,2026-07,0.708,0.15089082727603542
paper_window,6,RW,99,1.100433660863856,0.6705112093218956,-0.005074528652329289,2018-05,2026-07,0.715,0.3854336608638561
paper_window,6,TVW1,99,0.8556820620626837,0.4923529386149098,-0.1758517873086272,2018-05,2026-07,0.688,0.16768206206268377
paper_window,6,TVW2,99,0.854764776924821,0.48892570339589564,-0.20707284257905445,2018-05,2026-07,0.693,0.16176477692482105
paper_window,6,TVW3,99,0.8539005061797956,0.5028250802356996,-0.10932328116079783,2018-05,2026-07,0.661,0.1929005061797956
paper_window,7,AR3,98,0.9217486439319829,0.5100551087255644,-0.20689514490016603,2018-06,2026-07,,
paper_window,7,AR3_DIRECT,98,0.9416336086120973,0.5385187321932293,-0.18597601498029906,2018-06,2026-07,,
paper_window,7,ARIMA313,98,0.9218973555994101,0.5788919354606151,-0.04165182391612208,2018-06,2026-07,,
paper_window,7,QRF_MEAN,98,0.8536448245773887,0.48941818752920313,-0.1590158684270313,2018-06,2026-07,,
paper_window,7,QRF_MEDIAN,98,0.8751337833839047,0.48868959495836245,-0.2752962906407361,2018-06,2026-07,,
paper_window,7,RW,98,1.2082812609135658,0.7620510608930873,-0.008800533507594983,2018-06,2026-07,,
paper_window,7,TVW1,98,0.8603496249376097,0.49315640325927723,-0.19741342727575292,2018-06,2026-07,,
paper_window,7,TVW2,98,0.8582197227348309,0.48620541713937415,-0.23379025051209712,2018-06,2026-07,,
paper_window,7,TVW3,98,0.8489818894362167,0.49630583115017074,-0.13299866575321206,2018-06,2026-07,,
paper_window,8,AR3,97,0.929541512273884,0.5127165990908775,-0.21041061365774485,2018-07,2026-07,,
paper_window,8,AR3_DIRECT,97,0.9659939917333209,0.5448735316435415,-0.20525261023693345,2018-07,2026-07,,
paper_window,8,ARIMA313,97,0.9069186344104536,0.5727145436684575,-0.034828602264276996,2018-07,2026-07,,
paper_window,8,QRF_MEAN,97,0.8557302929563342,0.47877155076574773,-0.1541324952364288,2018-07,2026-07,,
paper_window,8,QRF_MEDIAN,97,0.8910021634785851,0.47716940336306174,-0.26886458756143117,2018-07,2026-07,,
paper_window,8,RW,97,1.2622587116170612,0.7575159493834069,-0.0023211828672353055,2018-07,2026-07,,
paper_window,8,TVW1,97,0.8641341125970728,0.47647781281449675,-0.20122051502538751,2018-07,2026-07,,
paper_window,8,TVW2,97,0.866339145953036,0.4691921329725813,-0.23207569492728874,2018-07,2026-07,,
paper_window,8,TVW3,97,0.8471920711767066,0.4838054145795017,-0.13824458707122192,2018-07,2026-07,,
paper_window,9,AR3,96,0.9370803128526463,0.5178780281785733,-0.21465086128414268,2018-08,2026-07,0.753,0.18408031285264626
paper_window,9,AR3_DIRECT,96,0.95706241288253,0.5494711453263939,-0.17693191487812063,2018-08,2026-07,,
paper_window,9,ARIMA313,96,0.9292222854445392,0.5869196116390075,-0.044972012403849314,2018-08,2026-07,0.787,0.1422222854445392
paper_window,9,QRF_MEAN,96,0.8973982805796322,0.5238825252444329,-0.14002411093506836,2018-08,2026-07,0.737,0.16039828057963224
paper_window,9,QRF_MEDIAN,96,0.918642886523318,0.5100104665192249,-0.2577886911255816,2018-08,2026-07,0.748,0.17064288652331805
paper_window,9,RW,96,1.2397685867743027,0.706506355264653,0.0029640280882031376,2018-08,2026-07,1.005,0.2347685867743028
paper_window,9,TVW1,96,0.9012478024168391,0.5176804249751389,-0.18742796957899954,2018-08,2026-07,0.732,0.16924780241683912
paper_window,9,TVW2,96,0.909898496199804,0.5124030094075992,-0.2184803816589418,2018-08,2026-07,0.738,0.17189849619980402
paper_window,9,TVW3,96,0.884109687192141,0.523334844912931,-0.13435591309036551,2018-08,2026-07,0.712,0.17210968719214104
paper_window,10,AR3,95,0.943302099312385,0.5216488238779828,-0.2200110422644407,2018-09,2026-07,,
paper_window,10,AR3_DIRECT,95,0.8582968775826961,0.5375202311078502,-0.059365056779531376,2018-09,2026-07,,
paper_window,10,ARIMA313,95,0.9349491142716361,0.5927271084246589,-0.04706169404295843,2018-09,2026-07,,
paper_window,10,QRF_MEAN,95,0.873298716807331,0.5126302526418419,-0.17196045438316215,2018-09,2026-07,,
paper_window,10,QRF_MEDIAN,95,0.9075591700083192,0.5083048630673969,-0.28077853258638386,2018-09,2026-07,,
paper_window,10,RW,95,1.2460683562326436,0.8236080866925435,-0.001432287870484586,2018-09,2026-07,,
paper_window,10,TVW1,95,0.8800053712676672,0.5057689877311392,-0.21120649565127458,2018-09,2026-07,,
paper_window,10,TVW2,95,0.8947157884982038,0.5049118533076956,-0.24479990609240743,2018-09,2026-07,,
paper_window,10,TVW3,95,0.8609027342803475,0.507793672488309,-0.15040807583402552,2018-09,2026-07,,
paper_window,11,AR3,94,0.9486192386391572,0.5212527805944389,-0.22896763290154126,2018-10,2026-07,,
paper_window,11,AR3_DIRECT,94,0.8493920769139661,0.5242986492029309,-0.07170233024181182,2018-10,2026-07,,
paper_window,11,ARIMA313,94,0.9635608603418634,0.6008591889766828,-0.04565947478851152,2018-10,2026-07,,
paper_window,11,QRF_MEAN,94,0.8566622728635789,0.4975783398403582,-0.20910146655195438,2018-10,2026-07,,
paper_window,11,QRF_MEDIAN,94,0.8860761565086865,0.5028529802206597,-0.29844581379163965,2018-10,2026-07,,
paper_window,11,RW,94,1.2882409389887708,0.800714571602567,0.0016684139609047172,2018-10,2026-07,,
paper_window,11,TVW1,94,0.8516879554939544,0.4849904434966662,-0.2323957600983867,2018-10,2026-07,,
