edge,horizon,scheme,quantile,weight
2017-11,1,TVW1,0.25,0.2
2017-11,1,TVW1,0.5,0.4
2017-11,1,TVW1,0.75,0.4
2017-11,1,TVW2,0.3333333333333333,0.2
2017-11,1,TVW2,0.5,0.4
2017-11,1,TVW2,0.6666666666666666,0.4
2017-11,1,TVW3,0.1,1.8113607754194208e-18
2017-11,1,TVW3,0.25,0.16563679948077362
2017-11,1,TVW3,0.5,0.4999999999999999
2017-11,1,TVW3,0.75,0.22856103637999528
2017-11,1,TVW3,0.9,0.10580216413923121
2017-11,2,TVW1,0.25,0.2
2017-11,2,TVW1,0.5,0.4
2017-11,2,TVW1,0.75,0.4
2017-11,2,TVW2,0.3333333333333333,0.2
2017-11,2,TVW2,0.5,0.4000000000000001
2017-11,2,TVW2,0.6666666666666666,0.4
2017-11,2,TVW3,0.1,2.886405951681729e-18
2017-11,2,TVW3,0.25,0.20354644756436652
2017-11,2,TVW3,0.5,0.30000000000000004
2017-11,2,TVW3,0.75,0.3464535524356336
2017-11,2,TVW3,0.9,0.15
2017-11,3,TVW1,0.25,0.20000000000000004
2017-11,3,TVW1,0.5,0.4
2017-11,3,TVW1,0.75,0.3999999999999999
2017-11,3,TVW2,0.3333333333333333,0.20000000000000007
2017-11,3,TVW2,0.5,0.39999999999999997
2017-11,3,TVW2,0.6666666666666666,0.4
2017-11,3,TVW3,0.1,3.5034706311383137e-17
2017-11,3,TVW3,0.25,0.19076017585463353
2017-11,3,TVW3,0.5,0.3092398241453665
2017-11,3,TVW3,0.75,0.35
2017-11,3,TVW3,0.9,0.15
2017-11,4,TVW1,0.25,0.2
2017-11,4,TVW1,0.5,0.4
2017-11,4,TVW1,0.75,0.4
2017-11,4,TVW2,0.3333333333333333,0.2
2017-11,4,TVW2,0.5,0.4000000000000001
2017-11,4,TVW2,0.6666666666666666,0.39999999999999997
2017-11,4,TVW3,0.1,0.0
2017-11,4,TVW3,0.25,0.21756119832846307
2017-11,4,TVW3,0.5,0.29999999999999993
2017-11,4,TVW3,0.75,0.332438801671537
2017-11,4,TVW3,0.9,0.14999999999999997
2017-11,5,TVW1,0.25,0.2
2017-11,5,TVW1,0.5,0.4
2017-11,5,TVW1,0.75,0.4
2017-11,5,TVW2,0.3333333333333333,0.2
2017-11,5,TVW2,0.5,0.4
2017-11,5,TVW2,0.6666666666666666,0.4
2017-11,5,TVW3,0.1,1.8364574641442714e-18
2017-11,5,TVW3,0.25,0.19775919403278147
2017-11,5,TVW3,0.5,0.30224080596721864
2017-11,5,TVW3,0.75,0.35
2017-11,5,TVW3,0.9,0.15
2017-11,6,TVW1,0.25,0.20000000000000004
2017-11,6,TVW1,0.5,0.4
2017-11,6,TVW1,0.75,0.4
2017-11,6,TVW2,0.3333333333333333,0.2
2017-11,6,TVW2,0.5,0.4
2017-11,6,TVW2,0.6666666666666666,0.4
2017-11,6,TVW3,0.1,0.0
2017-11,6,TVW3,0.25,0.15
2017-11,6,TVW3,0.5,0.3500000000000001
2017-11,6,TVW3,0.75,0.35
2017-11,6,TVW3,0.9,0.14999999999999997
2017-11,7,TVW1,0.25,0.2
2017-11,7,TVW1,0.5,0.4
2017-11,7,TVW1,0.75,0.4
2017-11,7,TVW2,0.3333333333333333,0.20000000000000004
2017-11,7,TVW2,0.5,0.39999999999999997
2017-11,7,TVW2,0.6666666666666666,0.39999999999999986
2017-11,7,TVW3,0.1,0.0
2017-11,7,TVW3,0.25,0.15000000000000002
2017-11,7,TVW3,0.5,0.35
2017-11,7,TVW3,0.75,0.35000000000000003
2017-11,7,TVW3,0.9,0.15000000000000002
2017-11,8,TVW1,0.25,0.20000000000000007
2017-11,8,TVW1,0.5,0.4000000000000001
2017-11,8,TVW1,0.75,0.3999999999999999
2017-11,8,TVW2,0.3333333333333333,0.2
2017-11,8,TVW2,0.5,0.4000000000000001
2017-11,8,TVW2,0.6666666666666666,0.4
2017-11,8,TVW3,0.1,0.0
2017-11,8,TVW3,0.25,0.15
2017-11,8,TVW3,0.5,0.3500000000000001
2017-11,8,TVW3,0.75,0.35
2017-11,8,TVW3,0.9,0.15
2017-11,9,TVW1,0.25,0.2
2017-11,9,TVW1,0.5,0.4
2017-11,9,TVW1,0.75,0.39999999999999997
2017-11,9,TVW2,0.3333333333333333,0.20000000000000007
2017-11,9,TVW2,0.5,0.4000000000000001
2017-11,9,TVW2,0.6666666666666666,0.39999999999999997
2017-11,9,TVW3,0.1,3.6670398232893035e-18
2017-11,9,TVW3,0.25,0.15
2017-11,9,TVW3,0.5,0.3763218930038021
2017-11,9,TVW3,0.75,0.3499999999999999
2017-11,9,TVW3,0.9,0.12367810699619805
2017-11,10,TVW1,0.25,0.2
2017-11,10,TVW1,0.5,0.4
2017-11,10,TVW1,0.75,0.4
2017-11,10,TVW2,0.3333333333333333,0.19999999999999996
2017-11,10,TVW2,0.5,0.4000000000000001
2017-11,10,TVW2,0.6666666666666666,0.39999999999999986
2017-11,10,TVW3,0.1,0.0
2017-11,10,TVW3,0.25,0.15
2017-11,10,TVW3,0.5,0.39052554017915786
2017-11,10,TVW3,0.75,0.3094744598208422
2017-11,10,TVW3,0.9,0.15
2017-11,11,TVW1,0.25,0.2
2017-11,11,TVW1,0.5,0.4
2017-11,11,TVW1,0.75,0.39999999999999997
2017-11,11,TVW2,0.3333333333333333,0.20000000000000004
2017-11,11,TVW2,0.5,0.39999999999999997
2017-11,11,TVW2,0.6666666666666666,0.4000000000000001
2017-11,11,TVW3,0.1,0.0
2017-11,11,TVW3,0.25,0.2062657803428973
2017-11,11,TVW3,0.5,0.30000000000000016
2017-11,11,TVW3,0.75,0.3437342196571026
2017-11,11,TVW3,0.9,0.15000000000000002
2017-11,12,TVW1,0.25,0.2
2017-11,12,TVW1,0.5,0.4
2017-11,12,TVW1,0.75,0.4
2017-11,12,TVW2,0.3333333333333333,0.19999999999999998
2017-11,12,TVW2,0.5,0.4
2017-11,12,TVW2,0.6666666666666666,0.39999999999999986
2017-11,12,TVW3,0.1,2.204461091334056e-18
2017-11,12,TVW3,0.25,0.15
2017-11,12,TVW3,0.5,0.37332331321241585
2017-11,12,TVW3,0.75,0.3266766867875842
2017-11,12,TVW3,0.9,0.15
2017-11,13,TVW1,0.25,0.2
2017-11,13,TVW1,0.5,0.4
2017-11,13,TVW1,0.75,0.4
2017-11,13,TVW2,0.3333333333333333,0.2
2017-11,13,TVW2,0.5,0.4000000000000001
2017-11,13,TVW2,0.6666666666666666,0.4
2017-11,13,TVW3,0.1,1.497162500926158e-17
2017-11,13,TVW3,0.25,0.15
2017-11,13,TVW3,0.5,0.48264763435185276
2017-11,13,TVW3,0.75,0.3499999999999999
2017-11,13,TVW3,0.9,0.01735236564814746
2017-12,1,TVW1,0.25,0.2
2017-12,1,TVW1,0.5,0.40827833694797094
2017-12,1,TVW1,0.75,0.39172166305202905
2017-12,1,TVW2,0.3333333333333333,0.2
2017-12,1,TVW2,0.5,0.4000000000000001
2017-12,1,TVW2,0.6666666666666666,0.4
2017-12,1,TVW3,0.1,0.0
2017-12,1,TVW3,0.25,0.1500000000000002
2017-12,1,TVW3,0.5,0.5
2017-12,1,TVW3,0.75,0.3499999999999999
2017-12,1,TVW3,0.9,0.0
2017-12,2,TVW1,0.25,0.2
2017-12,2,TVW1,0.5,0.4
2017-12,2,TVW1,0.75,0.4
2017-12,2,TVW2,0.3333333333333333,0.20000000000000004
2017-12,2,TVW2,0.5,0.39999999999999997
2017-12,2,TVW2,0.6666666666666666,0.4000000000000001
2017-12,2,TVW3,0.1,0.06290733504817173
2017-12,2,TVW3,0.25,0.15
2017-12,2,TVW3,0.5,0.32708767905311315
2017-12,2,TVW3,0.75,0.3100049858987153
2017-12,2,TVW3,0.9,0.15
2017-12,3,TVW1,0.25,0.2
2017-12,3,TVW1,0.5,0.4
2017-12,3,TVW1,0.75,0.4
2017-12,3,TVW2,0.3333333333333333,0.2
2017-12,3,TVW2,0.5,0.39999999999999997
2017-12,3,TVW2,0.6666666666666666,0.4
2017-12,3,TVW3,0.1,0.08718626576822172
2017-12,3,TVW3,0.25,0.15
2017-12,3,TVW3,0.5,0.3
2017-12,3,TVW3,0.75,0.31281373423177844
2017-12,3,TVW3,0.9,0.15
2017-12,4,TVW1,0.25,0.2
2017-12,4,TVW1,0.5,0.4
2017-12,4,TVW1,0.75,0.4
2017-12,4,TVW2,0.3333333333333333,0.20000000000000004
2017-12,4,TVW2,0.5,0.3999999999999999
2017-12,4,TVW2,0.6666666666666666,0.39999999999999997
2017-12,4,TVW3,0.1,0.078534106295604
2017-12,4,TVW3,0.25,0.15000000000000005
