edge,horizon,model,forecast,target_period,actual,convention,policy
2017-11,1,QRF_MEDIAN,0.0,2017-12,0.0963391136801661,realtime,full
2017-11,1,QRF_MEAN,-0.004583397504177438,2017-12,0.0963391136801661,realtime,full
2017-11,1,TVW1,0.01229916146818775,2017-12,0.0963391136801661,realtime,full
2017-11,1,TVW2,0.018302719073015603,2017-12,0.0963391136801661,realtime,full
2017-11,1,TVW3,0.02936201772296479,2017-12,0.0963391136801661,realtime,full
2017-11,2,QRF_MEDIAN,0.3337041156840969,2018-01,0.5774783445620768,realtime,full
2017-11,2,QRF_MEAN,0.5051274984487643,2018-01,0.5774783445620768,realtime,full
2017-11,2,TVW1,0.45508968647464787,2018-01,0.5774783445620768,realtime,full
2017-11,2,TVW2,0.4136360698031627,2018-01,0.5774783445620768,realtime,full
2017-11,2,TVW3,0.6028442790346082,2018-01,0.5774783445620768,realtime,full
2017-11,3,QRF_MEDIAN,0.1006036217303663,2018-02,0.0,realtime,full
2017-11,3,QRF_MEAN,0.1314811842251903,2018-02,0.0,realtime,full
2017-11,3,TVW1,0.15952574292674265,2018-02,0.0,realtime,full
2017-11,3,TVW2,0.12672793517863212,2018-02,0.0,realtime,full
2017-11,3,TVW3,0.19870885053364692,2018-02,0.0,realtime,full
2017-11,4,QRF_MEDIAN,0.10859043484515715,2018-03,-0.0956937799043045,realtime,full
2017-11,4,QRF_MEAN,0.20144407205043552,2018-03,-0.0956937799043045,realtime,full
2017-11,4,TVW1,0.17691782021170163,2018-03,-0.0956937799043045,realtime,full
2017-11,4,TVW2,0.14715272087148026,2018-03,-0.0956937799043045,realtime,full
2017-11,4,TVW3,0.22287840614950843,2018-03,-0.0956937799043045,realtime,full
2017-11,5,QRF_MEDIAN,0.0996015936254979,2018-04,0.2873563218390718,realtime,full
2017-11,5,QRF_MEAN,0.11432601466225918,2018-04,0.2873563218390718,realtime,full
2017-11,5,TVW1,0.13905662832829346,2018-04,0.2873563218390718,realtime,full
2017-11,5,TVW2,0.1207304251145036,2018-04,0.2873563218390718,realtime,full
2017-11,5,TVW3,0.18682982920438534,2018-04,0.2873563218390718,realtime,full
2017-11,6,QRF_MEDIAN,0.1947419668938632,2018-05,0.4775549188156702,realtime,full
2017-11,6,QRF_MEAN,0.20438286882947312,2018-05,0.4775549188156702,realtime,full
2017-11,6,TVW1,0.2342995238054435,2018-05,0.4775549188156702,realtime,full
2017-11,6,TVW2,0.2162317443660377,2018-05,0.4775549188156702,realtime,full
2017-11,6,TVW3,0.28110278428922014,2018-05,0.4775549188156702,realtime,full
2017-11,7,QRF_MEDIAN,0.1947419668938632,2018-06,0.3802281368821214,realtime,full
2017-11,7,QRF_MEAN,0.22200001873222736,2018-06,0.3802281368821214,realtime,full
2017-11,7,TVW1,0.23951294837370793,2018-06,0.3802281368821214,realtime,full
2017-11,7,TVW2,0.20665215156441255,2018-06,0.3802281368821214,realtime,full
2017-11,7,TVW3,0.3000260911335262,2018-06,0.3802281368821214,realtime,full
2017-11,8,QRF_MEDIAN,0.1978734960097483,2018-07,0.1893939393939447,realtime,full
2017-11,8,QRF_MEAN,0.30217112481397124,2018-07,0.1893939393939447,realtime,full
2017-11,8,TVW1,0.24704026933779483,2018-07,0.1893939393939447,realtime,full
2017-11,8,TVW2,0.21879688473947387,2018-07,0.1893939393939447,realtime,full
2017-11,8,TVW3,0.3037770581004772,2018-07,0.1893939393939447,realtime,full
2017-11,9,QRF_MEDIAN,-0.0991080277502609,2018-08,0.0945179584121103,realtime,full
2017-11,9,QRF_MEAN,0.052244075439984126,2018-08,0.0945179584121103,realtime,full
2017-11,9,TVW1,0.015849563779077865,2018-08,0.0945179584121103,realtime,full
2017-11,9,TVW2,-0.021483184130866022,2018-08,0.0945179584121103,realtime,full
2017-11,9,TVW3,0.0684146489951434,2018-08,0.0945179584121103,realtime,full
2017-11,10,QRF_MEDIAN,-0.0967117988394661,2018-09,-0.2832861189801861,realtime,full
2017-11,10,QRF_MEAN,0.06356471448775187,2018-09,-0.2832861189801861,realtime,full
2017-11,10,TVW1,0.014090605432899302,2018-09,-0.2832861189801861,realtime,full
2017-11,10,TVW2,-0.009447159190295517,2018-09,-0.2832861189801861,realtime,full
2017-11,10,TVW3,0.0767752899068489,2018-09,-0.2832861189801861,realtime,full
2017-11,11,QRF_MEDIAN,0.0,2018-10,0.3787878787878895,realtime,full
2017-11,11,QRF_MEAN,0.08857884084930484,2018-10,0.3787878787878895,realtime,full
2017-11,11,TVW1,0.04461677871869683,2018-10,0.3787878787878895,realtime,full
2017-11,11,TVW2,0.02243071905403327,2018-10,0.3787878787878895,realtime,full
2017-11,11,TVW3,0.10052991908526479,2018-10,0.3787878787878895,realtime,full
2017-11,12,QRF_MEDIAN,0.0995024875621863,2018-11,-0.0943396226415038,realtime,full
2017-11,12,QRF_MEAN,0.10084093328062099,2018-11,-0.0943396226415038,realtime,full
2017-11,12,TVW1,0.13837324019521977,2018-11,-0.0943396226415038,realtime,full
2017-11,12,TVW2,0.12427829175138065,2018-11,-0.0943396226415038,realtime,full
2017-11,12,TVW3,0.18237017637032402,2018-11,-0.0943396226415038,realtime,full
2017-11,13,QRF_MEDIAN,0.0999000999001076,2018-12,0.0944287063267212,realtime,full
2017-11,13,QRF_MEAN,0.09228145373936252,2018-12,0.0944287063267212,realtime,full
2017-11,13,TVW1,0.13814975522195236,2018-12,0.0944287063267212,realtime,full
2017-11,13,TVW2,0.1217039849818165,2018-12,0.0944287063267212,realtime,full
2017-11,13,TVW3,0.144359005619494,2018-12,0.0944287063267212,realtime,full
2017-12,1,QRF_MEDIAN,0.5215123859191539,2018-01,0.5774783445620768,realtime,full
2017-12,1,QRF_MEAN,0.7279271351699408,2018-01,0.5774783445620768,realtime,full
2017-12,1,TVW1,0.7044803840295325,2018-01,0.5774783445620768,realtime,full
2017-12,1,TVW2,0.6373767550556911,2018-01,0.5774783445620768,realtime,full
2017-12,1,TVW3,0.6970721191512995,2018-01,0.5774783445620768,realtime,full
2017-12,2,QRF_MEDIAN,0.2392344497607723,2018-02,0.0,realtime,full
2017-12,2,QRF_MEAN,0.3531578843965817,2018-02,0.0,realtime,full
2017-12,2,TVW1,0.29375346526963053,2018-02,0.0,realtime,full
2017-12,2,TVW2,0.24931641308630678,2018-02,0.0,realtime,full
2017-12,2,TVW3,0.4056878733356379,2018-02,0.0,realtime,full
2017-12,3,QRF_MEDIAN,0.1021450459652628,2018-03,-0.0956937799043045,realtime,full
2017-12,3,QRF_MEAN,0.16979612531929417,2018-03,-0.0956937799043045,realtime,full
2017-12,3,TVW1,0.1665568198547018,2018-03,-0.0956937799043045,realtime,full
2017-12,3,TVW2,0.13883015384150696,2018-03,-0.0956937799043045,realtime,full
2017-12,3,TVW3,0.19121217389240544,2018-03,-0.0956937799043045,realtime,full
2017-12,4,QRF_MEDIAN,0.0964320154291265,2018-04,0.2873563218390718,realtime,full
2017-12,4,QRF_MEAN,0.11539831511897734,2018-04,0.2873563218390718,realtime,full
2017-12,4,TVW1,0.11645725889061428,2018-04,0.2873563218390718,realtime,full
2017-12,4,TVW2,0.11995783743390233,2018-04,0.2873563218390718,realtime,full
2017-12,4,TVW3,0.14149976430779318,2018-04,0.2873563218390718,realtime,full
2017-12,5,QRF_MEDIAN,0.2192982456140413,2018-05,0.4775549188156702,realtime,full
2017-12,5,QRF_MEAN,0.3235225227231914,2018-05,0.4775549188156702,realtime,full
2017-12,5,TVW1,0.26471044868809024,2018-05,0.4775549188156702,realtime,full
2017-12,5,TVW2,0.2412812658043961,2018-05,0.4775549188156702,realtime,full
2017-12,5,TVW3,0.3007848126220521,2018-05,0.4775549188156702,realtime,full
2017-12,6,QRF_MEDIAN,0.1007049345417954,2018-06,0.3802281368821214,realtime,full
2017-12,6,QRF_MEAN,0.23059388746613158,2018-06,0.3802281368821214,realtime,full
2017-12,6,TVW1,0.19668471086461636,2018-06,0.3802281368821214,realtime,full
2017-12,6,TVW2,0.14167614365194756,2018-06,0.3802281368821214,realtime,full
2017-12,6,TVW3,0.2786021004867272,2018-06,0.3802281368821214,realtime,full
2017-12,7,QRF_MEDIAN,0.1006036217303663,2018-07,0.1893939393939447,realtime,full
2017-12,7,QRF_MEAN,0.16644389882239627,2018-07,0.1893939393939447,realtime,full
2017-12,7,TVW1,0.16048192965406824,2018-07,0.1893939393939447,realtime,full
2017-12,7,TVW2,0.13593522859645546,2018-07,0.1893939393939447,realtime,full
2017-12,7,TVW3,0.21552847709067435,2018-07,0.1893939393939447,realtime,full
2017-12,8,QRF_MEDIAN,0.1245330012453305,2018-08,0.0945179584121103,realtime,full
2017-12,8,QRF_MEAN,0.2951716255354884,2018-08,0.0945179584121103,realtime,full
2017-12,8,TVW1,0.21142936211429486,2018-08,0.0945179584121103,realtime,full
2017-12,8,TVW2,0.183294846771771,2018-08,0.0945179584121103,realtime,full
2017-12,8,TVW3,0.3032272928352308,2018-08,0.0945179584121103,realtime,full
2017-12,9,QRF_MEDIAN,-0.1020408163265207,2018-09,-0.2832861189801861,realtime,full
2017-12,9,QRF_MEAN,-0.022828194404047635,2018-09,-0.2832861189801861,realtime,full
2017-12,9,TVW1,-0.05221811381453278,2018-09,-0.2832861189801861,realtime,full
2017-12,9,TVW2,-0.08347850688460003,2018-09,-0.2832861189801861,realtime,full
2017-12,9,TVW3,-0.01649487869764155,2018-09,-0.2832861189801861,realtime,full
2017-12,10,QRF_MEDIAN,0.1243781094527385,2018-10,0.3787878787878895,realtime,full
2017-12,10,QRF_MEAN,0.1927600360467194,2018-10,0.3787878787878895,realtime,full
2017-12,10,TVW1,0.19153677928007481,2018-10,0.3787878787878895,realtime,full
2017-12,10,TVW2,0.17007212626823545,2018-10,0.3787878787878895,realtime,full
2017-12,10,TVW3,0.2028323774836182,2018-10,0.3787878787878895,realtime,full
2017-12,11,QRF_MEDIAN,0.1005530671465915,2018-11,-0.0943396226415038,realtime,full
2017-12,11,QRF_MEAN,0.17723639238839614,2018-11,-0.0943396226415038,realtime,full
2017-12,11,TVW1,0.14027604391479873,2018-11,-0.0943396226415038,realtime,full
2017-12,11,TVW2,0.1283269537308884,2018-11,-0.0943396226415038,realtime,full
2017-12,11,TVW3,0.15379160053671137,2018-11,-0.0943396226415038,realtime,full
2017-12,12,QRF_MEDIAN,0.0,2018-12,0.0944287063267212,realtime,full
2017-12,12,QRF_MEAN,0.08669297628204214,2018-12,0.0944287063267212,realtime,full
