origin,as_of,ticker,value,same_date_fx,same_date_fx_available,status,observation_date,available_from,age_days
2019-02,2019-03-10 22:59:00+00:00,FSBTY1 Index,64.35,22.8313,True,available,2019-03-08,2019-03-09 00:00:00,2
2019-02,2019-03-10 22:59:00+00:00,TTFGCY1 Index,19.576,25.648,True,available,2019-03-08,2019-03-09 00:00:00,2
2019-02,2019-03-10 22:59:00+00:00,TTFGDAHD BCFV Index,16.8,25.648,True,available,2019-03-08,2019-03-09 00:00:00,2
2019-03,2019-04-09 21:59:00+00:00,FSBTY1 Index,66.9,22.7514,True,available,2019-04-08,2019-04-09 00:00:00,1
2019-03,2019-04-09 21:59:00+00:00,TTFGCY1 Index,19.796,25.627,True,available,2019-04-08,2019-04-09 00:00:00,1
2019-03,2019-04-09 21:59:00+00:00,TTFGDAHD BCFV Index,15.825,25.627,True,available,2019-04-08,2019-04-09 00:00:00,1
