origin,model,h,date,crude_usd,fx_scenario,annual_index_endpoint
2019-02,FUEL_ANNUAL_R17,0,2019-02-28,66.91,22.848,64.35
2019-02,FUEL_ANNUAL_R17,1,2019-03-31,66.7562010572661,22.848,64.35
2019-02,FUEL_ANNUAL_R17,2,2019-04-30,66.53710133184609,22.848,64.35
2019-02,FUEL_ANNUAL_R17,3,2019-05-31,66.31145371398142,22.848,64.35
2019-02,FUEL_ANNUAL_R17,4,2019-06-30,66.0938136884732,22.848,64.35
2019-02,FUEL_ANNUAL_R17,5,2019-07-31,65.86966939429942,22.848,64.35
2019-02,FUEL_ANNUAL_R17,6,2019-08-31,65.64628524183645,22.848,64.35
2019-02,FUEL_ANNUAL_R17,7,2019-09-30,65.43082835777872,22.848,64.35
2019-02,FUEL_ANNUAL_R17,8,2019-10-31,65.2089324492057,22.848,64.35
2019-02,FUEL_ANNUAL_R17,9,2019-11-30,64.99491099549391,22.848,64.35
2019-02,FUEL_ANNUAL_R17,10,2019-12-31,64.77449341573919,22.848,64.35
2019-02,FUEL_ANNUAL_R17,11,2020-01-31,64.55482333926929,22.848,64.35
2019-02,FUEL_ANNUAL_R17,12,2020-02-29,64.35,22.848,64.35
2019-02,FUEL_ANNUAL_LOW_R17,0,2019-02-28,66.91,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,1,2019-03-31,65.88324961731647,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,2,2019-04-30,64.44373468924752,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,3,2019-05-31,62.98927062882208,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,4,2019-06-30,61.61298764483077,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,5,2019-07-31,60.22241218211173,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,6,2019-08-31,58.863221337984214,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,7,2019-09-30,57.57709039692656,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,8,2019-10-31,56.27760319169218,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,9,2019-11-30,55.04796666980013,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,10,2019-12-31,53.80556056924122,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,11,2020-01-31,52.59119497611766,22.848,51.48
2019-02,FUEL_ANNUAL_LOW_R17,12,2020-02-29,51.48,22.848,51.48
2019-02,FUEL_ANNUAL_HIGH_R17,0,2019-02-28,66.91,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,1,2019-03-31,67.47803354781853,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,2,2019-04-30,68.29788544434183,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,3,2019-05-31,69.15553186130437,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,4,2019-06-30,69.99576520792951,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,5,2019-07-31,70.87473264363518,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,6,2019-08-31,71.76473765783913,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,7,2019-09-30,72.63667261472526,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,8,2019-10-31,73.54880307971406,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,9,2019-11-30,74.44241426725988,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,10,2019-12-31,75.3772202199037,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,11,2020-01-31,76.32376493972346,22.848,77.21999999999998
2019-02,FUEL_ANNUAL_HIGH_R17,12,2020-02-29,77.21999999999998,22.848,77.21999999999998
2019-03,FUEL_ANNUAL_R17,0,2019-03-31,67.51,22.716,66.9
2019-03,FUEL_ANNUAL_R17,1,2019-04-30,67.47396417392451,22.716,66.9
2019-03,FUEL_ANNUAL_R17,2,2019-05-31,67.42080358351751,22.716,66.9
2019-03,FUEL_ANNUAL_R17,3,2019-06-30,67.36939772991074,22.716,66.9
2019-03,FUEL_ANNUAL_R17,4,2019-07-31,67.31631952407932,22.716,66.9
2019-03,FUEL_ANNUAL_R17,5,2019-08-31,67.26328313687816,22.716,66.9
2019-03,FUEL_ANNUAL_R17,6,2019-09-30,67.21199738674969,22.716,66.9
2019-03,FUEL_ANNUAL_R17,7,2019-10-31,67.15904319164262,22.716,66.9
2019-03,FUEL_ANNUAL_R17,8,2019-11-30,67.10783692059302,22.716,66.9
2019-03,FUEL_ANNUAL_R17,9,2019-12-31,67.05496479020448,22.716,66.9
2019-03,FUEL_ANNUAL_R17,10,2020-01-31,67.00213431608591,22.716,66.9
2019-03,FUEL_ANNUAL_R17,11,2020-02-29,66.95274994229078,22.716,66.9
2019-03,FUEL_ANNUAL_R17,12,2020-03-31,66.9,22.716,66.9
2019-03,FUEL_ANNUAL_LOW_R17,0,2019-03-31,67.51,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,1,2019-04-30,66.59408210228969,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,2,2019-05-31,65.26467509918761,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,3,2019-06-30,64.00342605967641,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,4,2019-07-31,62.72573590853707,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,5,2019-08-31,61.47355208139976,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,6,2019-09-30,60.28556702822707,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,7,2019-10-31,59.08209590191584,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,8,2019-11-30,57.94032607627355,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,9,2019-12-31,56.78367261974715,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,10,2020-01-31,55.650109251059284,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,11,2020-02-29,54.610174166927095,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_LOW_R17,12,2020-03-31,53.52000000000001,22.716,53.52000000000001
2019-03,FUEL_ANNUAL_HIGH_R17,0,2019-03-31,67.51,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,1,2019-04-30,68.20150315398654,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,2,2019-05-31,69.23525997938354,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,3,2019-06-30,70.25058641669379,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,4,2019-07-31,71.31540199755324,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,5,2019-08-31,72.39635740412909,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,6,2019-09-30,73.45804094022418,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,7,2019-10-31,74.57147316225009,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,8,2019-11-30,75.66505449917797,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,9,2019-12-31,76.81193928786008,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,10,2020-01-31,77.9762078573009,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,11,2020-02-29,79.08133333842345,22.716,80.28
2019-03,FUEL_ANNUAL_HIGH_R17,12,2020-03-31,80.28,22.716,80.28
