origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.06982380368557811,0.1863932898415576,2.969348659003822,2.9840367740113467,0.0697994382090478,0.18621979310646208
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.32437936351888513,0.0930232558139509,2.769818529130847,3.022055348093644,0.39365382683766725,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.2287171405780538,0.6505576208178487,2.9467680608364977,2.766915985048777,0.6221098078989971,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.17185052387405153,0.1846722068328699,2.7462121212121224,2.5535838872180765,0.7938128377156326,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.3461390164814817,0.3686635944700533,2.9300567107750517,2.714027710460775,1.1393541719140794,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.02926412405521292,0.0918273645546419,2.9272898961284195,2.6470661596480416,1.168614014859708,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,-0.11953698326955138,-0.5504587155963248,2.6515151515151705,2.8156273537817578,1.0490055291513918,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.35530905921029676,0.4612546125461358,2.735849056603792,2.7915785520836187,1.40368485694492,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.0849101649004479,0.2754820936639035,3.116147308781873,2.9760062266214535,1.4885589935578607,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.1084946820279338,0.1831501831501825,3.207547169811327,2.990477141937242,1.5969948626410873,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.8609590816606921,1.4625228519195457,3.6414565826330487,2.8102838362508136,2.454268828056074,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,MONTHLY_OWN_CORE_R17,0.3134249880767513,0.2702702702702675,3.7278657968313063,2.8058463617617715,2.767203663923019,3.660060864484629
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.07190325519833723,0.1863932898415576,2.969348659003822,2.986176782886349,0.07187741719263291,0.18621979310646208
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.325282529843636,0.0930232558139509,2.769818529130847,3.025123618315212,0.3966320478812035,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.23056543802814458,0.6505576208178487,2.9467680608364977,2.771871816844542,0.626932091663269,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.1761064066083085,0.1846722068328699,2.7462121212121224,2.5628867140200446,0.8028836127548856,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.3485653005416635,0.3686635944700533,2.9300567107750517,2.7258288542967404,1.1508428324362174,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.02926412405521292,0.0918273645546419,2.9272898961284195,2.658859610056827,1.1801026753818458,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,-0.11953698326955138,-0.5504587155963248,2.6515151515151705,2.827440170726365,1.0604941896735298,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.35530905921029676,0.4612546125461358,2.735849056603792,2.803388605984325,1.4151735174670579,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.0849101649004479,0.2754820936639035,3.116147308781873,2.987837470008766,1.5000476540799985,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.1084946820279338,0.1831501831501825,3.207547169811327,3.002310047934394,1.608483523163225,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,MONTHLY_AR_CORE_R17,0.8609590816606921,1.4625228519195457,3.6414565826330487,2.822096039261567,2.4657574885782116,3.3901551675681305
