as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_exante,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used,cumulative_log_forecast,cumulative_log_actual,core_model_status,core_fallback_reason,core_fallback_used
2019-03-10T22:59:00+00:00,2019-02,MONTHLY_OWN_CORE_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.8136990211578414,2.6794258373205744,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,0.0,0.0,preserved_h0,,False
2019-03-10T22:59:00+00:00,2019-03,MONTHLY_OWN_CORE_R17,0.06982380368557811,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,2.9840367740113467,2.849541131565732,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.08144831870201766,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.003757224296524392,-0.04352503322500508,0.14880525838905015,-0.19116997637700336,0.1,0.5070259413749834,0.1292355051968831,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,0.0697994382090478,0.18621979310646208,estimated,,False
2019-03-10T22:59:00+00:00,2019-04,MONTHLY_OWN_CORE_R17,0.32437936351888513,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,3.022055348093644,2.8875100539475693,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.30684480718898427,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.5606023739562346,-0.21039972272790136,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,0.39365382683766725,0.2791998091031148,estimated,,False
2019-03-10T22:59:00+00:00,2019-05,MONTHLY_OWN_CORE_R17,0.2287171405780538,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,2.766915985048777,2.6327038991709033,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.11762396785491165,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.2148978052380824,0.30790890503174134,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,0.6221098078989971,0.9276504370292084,estimated,,False
2019-03-10T22:59:00+00:00,2019-06,MONTHLY_OWN_CORE_R17,0.17185052387405153,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,2.5535838872180765,2.419650409932863,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.16896767261761497,0.005100922724413865,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.3087022370007224,0.02871693619559069,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,0.7938128377156326,1.112152334386138,estimated,,False
2019-03-10T22:59:00+00:00,2019-07,MONTHLY_OWN_CORE_R17,0.3461390164814817,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,2.714027710460775,2.5798846958942563,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.32206280747359145,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5884055072879422,-0.16378665538176962,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,1.1393541719140794,1.4801380302261997,estimated,,False
2019-03-10T22:59:00+00:00,2019-08,MONTHLY_OWN_CORE_R17,0.02926412405521292,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,2.6470661596480416,2.5130105958853357,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.1226129894247564,-0.09989467482118043,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.224012697425426,-0.5623823684662368,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,1.168614014859708,1.571923259249096,estimated,,False
2019-03-10T22:59:00+00:00,2019-09,MONTHLY_OWN_CORE_R17,-0.11953698326955138,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,2.8156273537817578,2.68135165157035,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.18654482144433795,0.07449635448437636,0.015380661933310783,0.026029154569884028,0.0,-0.04889833281278459,-0.34081551097108503,0.41939609245457943,0.1,0.2824815536417502,0.0,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,1.0490055291513918,1.019943936889315,estimated,,False
2019-03-10T22:59:00+00:00,2019-10,MONTHLY_OWN_CORE_R17,0.35530905921029676,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,2.7915785520836187,2.6573342572547127,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.2850708832389993,0.06655582208021883,0.0,0.01070812796820212,0.0,-0.007025774077123541,0.5208216340814804,0.3746928544859207,0.0,0.11621002199403706,0.0,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,1.40368485694492,1.4801380302262204,estimated,,False
2019-03-10T22:59:00+00:00,2019-11,MONTHLY_OWN_CORE_R17,0.0849101649004479,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,2.9760062266214535,2.841521071953015,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.06277657234527785,0.016425382251213462,0.0,-0.007630898881345322,0.0,0.013339109185301897,0.11469216574984452,0.09247084882088372,0.0,-0.0828143751614413,0.0,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,1.4885589935578607,1.7552413674152,estimated,,False
