date,gross_petrol95,gross_diesel,petrol95,diesel,petrol95_difference,diesel_difference
2016-10-17,29.42697407999999,28.36709279999999,29.43,28.37,-0.003025920000009563,-0.0029072000000098797
2016-10-31,29.59911695999999,28.55193695999999,29.6,28.55,-0.0008830400000121585,0.001936959999987664
2016-11-07,29.542869930000002,28.550929019999998,29.54,28.55,0.002869930000002796,0.0009290199999973936
2016-11-14,29.408882420000026,28.492971280000024,29.41,28.49,-0.0011175799999740832,0.0029712800000254447
2016-11-21,29.322961999999958,28.466047599999957,29.32,28.47,0.0029619999999574986,-0.0039524000000419335
2016-11-28,29.417922320000038,28.649061400000036,29.42,28.65,-0.0020776799999637774,-0.0009385999999622641
2016-12-05,29.593052609999997,28.906887089999998,29.59,28.91,0.0030526099999974576,-0.0031129100000022447
2016-12-12,29.862943110000003,29.278078830000002,29.86,29.28,0.0029431100000039123,-0.0019211699999992504
2016-12-19,30.117066180000002,29.555029380000004,30.12,29.56,-0.0029338199999990877,-0.004970619999994597
2017-01-02,30.525893910000008,29.950076400000004,30.53,29.95,-0.004106089999993401,7.640000000463942e-05
2017-01-09,30.866088300000005,30.33188313,30.87,30.33,-0.003911699999996188,0.0018831300000030637
2017-01-16,30.98498070000001,30.508870680000005,30.99,30.51,-0.005019299999990068,-0.0011293199999968806
2017-01-23,31.018887900000003,30.53402352,31.02,30.53,-0.0011120999999967296,0.004023520000000502
2017-01-30,31.050980200000023,30.541885720000028,31.05,30.54,0.00098020000002208,0.0018857200000290675
2017-02-06,31.067124540000005,30.561021210000003,31.07,30.56,-0.002875459999994945,0.0010212100000046576
2017-02-13,31.060909710000004,30.498872910000006,31.06,30.5,0.0009097100000055036,-0.001127089999993558
2017-02-20,31.099009320000004,30.541025670000003,31.1,30.54,-0.000990679999997468,0.0010256700000041974
2017-02-27,31.100900790000004,30.505087740000008,31.1,30.51,0.0009007900000028712,-0.004912259999994006
2017-03-06,31.1038731,30.50292606,31.1,30.5,0.0038730999999998517,0.0029260600000000636
2017-03-13,31.02199947,30.385925130000004,31.02,30.39,0.0019994700000012244,-0.004074869999996622
2017-03-20,30.876896700000003,30.241903200000003,30.88,30.24,-0.003103299999995812,0.0019032000000045457
2017-03-27,30.732874770000002,30.11598534,30.73,30.12,0.002874770000001803,-0.004014659999999282
2017-04-03,30.63192748000004,30.01207900000004,30.63,30.01,0.0019274800000417258,0.0020790000000374675
2017-04-10,30.830045759999987,30.04110303999999,30.83,30.04,4.5759999988348454e-05,0.001103039999989619
2017-04-24,31.050943560000018,30.134890890000015,31.05,30.14,0.0009435600000173849,-0.005109109999985151
2017-05-15,30.463091510000027,29.56890113000003,30.46,29.57,0.003091510000025721,-0.0010988699999714413
2017-05-22,30.38597408000001,29.49200408000001,30.39,29.49,-0.004025919999989469,0.0020040800000131753
2017-05-29,30.430121549999996,29.521021899999997,30.43,29.52,0.00012154999999580696,0.0010218999999977996
2017-06-05,30.353977920000016,29.439904480000017,30.35,29.44,0.003977920000014734,-9.551999998436145e-05
2017-06-12,30.107003580000033,29.05201012000003,30.11,29.05,-0.002996419999966804,0.002010120000029758
2017-06-19,29.948881319999984,28.87609103999998,29.95,28.88,-0.0011186800000153596,-0.003908960000018169
2017-06-26,29.639893920000024,28.58597504000002,29.64,28.59,-0.00010607999997702677,-0.0040249599999810926
2017-07-10,29.433939359999993,28.397928159999992,29.43,28.4,0.003939359999993286,-0.0020718400000063752
2017-07-17,29.379949000000003,28.33791440000001,29.38,28.34,-5.099999999558236e-05,-0.002085599999990251
2017-07-24,29.33112992,28.30292168,29.33,28.3,0.0011299200000003395,0.0029216800000000376
2017-07-31,29.276024609999983,28.22608406999998,29.28,28.23,-0.003975390000018564,-0.00391593000001933
2017-08-07,29.44396188,28.47505828,29.44,28.48,0.00396187999999853,-0.004941720000001482
2017-08-14,29.445955560000016,28.468881180000015,29.45,28.47,-0.004044439999983496,-0.0011188199999843107
2017-08-21,29.439094440000012,28.46113030000001,29.44,28.46,-0.0009055599999889807,0.0011303000000104646
2017-08-28,29.395028319999984,28.426905139999977,29.4,28.43,-0.0049716800000148,-0.003094860000022237
2017-09-04,29.530070340000005,28.48498414000001,29.53,28.49,7.03400000041654e-05,-0.005015859999989658
2017-09-11,29.90197436,28.689915399999997,29.9,28.69,0.0019743600000019512,-8.460000000454215e-05
2017-09-18,30.01691276999998,28.760892029999976,30.02,28.76,-0.0030872300000197583,0.0008920299999743975
2017-09-25,29.96007805000002,28.902877920000023,29.96,28.9,7.805000002036877e-05,0.002877920000024403
2017-10-02,30.00602849999997,29.09906294999998,30.01,29.1,-0.003971500000030659,-0.0009370500000223103
2017-10-09,29.99289761999996,29.208080789999965,29.99,29.21,0.0028976199999632968,-0.0019192100000360313
2017-10-16,29.987002799999992,29.18890589999999,29.99,29.19,-0.0029972000000064725,-0.0010941000000102008
2017-10-23,29.997918720000005,29.237919480000002,30.0,29.24,-0.002081279999995189,-0.0020805199999962554
2017-10-30,29.985929149999993,29.216066249999997,29.99,29.22,-0.004070850000005066,-0.0039337500000016234
2017-11-06,30.192962320000014,29.477106920000015,30.19,29.48,0.0029623200000123973,-0.0028930799999855594
2017-11-13,30.508078419999965,29.77609520999997,30.51,29.78,-0.0019215800000367267,-0.0039047900000319657
2017-11-20,30.600038079999983,29.857031999999986,30.6,29.86,3.8079999981732726e-05,-0.0029680000000134044
2017-11-27,30.49100607000004,29.869981050000035,30.49,29.87,0.0010060700000416034,-1.894999996565616e-05
2017-12-04,30.468033119999976,29.734036079999974,30.47,29.73,-0.0019668800000225417,0.004036079999973907
2017-12-11,30.437028899999977,29.704072269999973,30.44,29.7,-0.0029711000000247623,0.004072269999973344
2017-12-18,30.412067399999973,29.669000349999973,30.41,29.67,0.002067399999972963,-0.0009996500000291064
2018-01-01,30.455083800000015,29.67396815000001,30.46,29.67,-0.004916199999986048,0.003968150000009274
2018-01-08,30.400104959999982,29.82709115999998,30.4,29.83,0.00010495999998383354,-0.002908840000017676
2018-01-15,30.561117619999983,29.933055019999987,30.56,29.93,0.0011176199999844982,0.003055019999987252
2018-01-22,30.639067690000026,30.001044810000028,30.64,30.0,-0.0009323099999747342,0.0010448100000282068
2018-01-29,30.719917890000023,30.033104340000026,30.72,30.03,-8.210999997615431e-05,0.0031043400000250188
2018-02-05,30.738112159999975,30.061095639999973,30.74,30.06,-0.0018878400000232887,0.0010956399999741961
2018-02-12,30.738967599999977,29.93892269999998,30.74,29.94,-0.0010324000000210276,-0.0010773000000199318
2018-02-19,30.544108730000033,29.68602997000003,30.54,29.69,0.0041087300000342,-0.003970029999972979
2018-02-26,30.43492214999997,29.608952919999968,30.44,29.61,-0.005077850000031248,-0.0010470800000312863
2018-03-05,30.413922840000023,29.56898580000002,30.41,29.57,0.0039228400000226316,-0.001014199999978871
2018-03-12,30.39305535999999,29.547927279999993,30.39,29.55,0.0030553599999905146,-0.0020727200000081325
2018-03-19,30.321047679999968,29.50798663999997,30.32,29.51,0.0010476799999672437,-0.0020133600000313834
2018-03-26,30.302114639999974,29.565961859999977,30.3,29.57,0.002114639999973633,-0.00403814000002356
2018-04-09,30.611984680000024,29.772921550000024,30.61,29.77,0.001984680000024497,0.0029215500000248085
2018-04-16,30.73588310000002,30.02290480000002,30.74,30.02,-0.0041168999999783296,0.002904800000020913
2018-04-23,30.908069759999965,30.164885759999965,30.91,30.17,-0.0019302400000356101,-0.005114240000036574
2018-04-30,31.048088940000014,30.283872300000017,31.05,30.28,-0.0019110599999869748,0.0038723000000153718
2018-05-07,31.389946979999976,30.692029679999976,31.39,30.69,-5.302000002416207e-05,0.0020296799999748316
2018-05-14,31.659919200000026,31.01507280000002,31.66,31.02,-8.079999997434584e-05,-0.004927199999979592
2018-05-21,32.12593679999996,31.423075199999968,32.13,31.42,-0.004063200000040013,0.003075199999965861
2018-05-28,32.87598408000004,32.18690790000004,32.88,32.19,-0.004015919999964979,-0.003092099999960851
2018-06-04,33.17199424000003,32.43708864000002,33.17,32.44,0.001994240000030345,-0.002911359999977492
2018-06-11,33.22506022,32.45408658,33.23,32.45,-0.004939779999993732,0.004086579999999174
2018-06-18,33.11605479000002,32.35289344000003,33.12,32.35,-0.0039452099999763846,0.002893440000029557
2018-06-25,32.97894599999999,32.18300085,32.98,32.18,-0.001054000000003441,0.0030008499999993887
2018-07-09,33.16107494000001,32.44894562000001,33.16,32.45,0.001074940000016511,-0.0010543799999922499
2018-07-16,33.12506339999995,32.42104579999996,33.13,32.42,-0.004936600000050362,0.001045799999957353
2018-07-23,32.97791232,32.236074720000005,32.98,32.24,-0.0020876799999953732,-0.003925279999997144
2018-07-30,32.93606464000002,32.20091208000002,32.94,32.2,-0.003935359999978516,0.0009120800000204099
2018-08-06,33.07387949999997,32.24589749999997,33.07,32.25,0.0038794999999680613,-0.004102500000030318
2018-08-13,33.05390760000004,32.22111384000004,33.05,32.22,0.003907600000040645,0.0011138400000376691
2018-08-20,33.05097538,32.14998008,33.05,32.15,0.0009753799999998591,-1.9919999999729043e-05
2018-08-27,33.06507871999997,32.235092159999965,33.07,32.24,-0.0049212800000333345,-0.004907840000036856
2018-09-03,33.21003024000003,32.28306624000003,33.21,32.28,3.02400000293801e-05,0.003066240000030973
2018-09-10,33.26802079999999,32.468059679999996,33.27,32.47,-0.001979200000015169,-0.001940320000002771
2018-09-17,33.27509926999996,32.51698980999996,33.28,32.52,-0.0049007300000383225,-0.0030101900000403248
2018-09-24,33.271067349999996,32.524902399999995,33.27,32.48,0.001067349999992473,0.04490239999999801
2018-10-01,33.28090815,32.639102,33.28,32.64,0.0009081500000007736,-0.0008979999999993993
2018-10-08,33.40508178000001,33.065096010000005,33.41,33.07,-0.004918219999986206,-0.004903989999995417
2018-10-15,33.50102481999998,33.35191237999998,33.5,33.35,0.0010248199999765006,0.0019123799999789526
2018-10-22,33.43697279999999,33.4899612,33.44,33.49,-0.0030272000000053367,-3.879999999867323e-05
2018-10-29,33.42896076000004,33.53907750000003,33.43,33.54,-0.0010392399999616941,-0.0009224999999659644
2018-11-05,33.32298934000004,33.68612564000004,33.32,33.69,0.002989340000041807,-0.0038743599999548906
2018-11-12,33.155951359999975,33.67712613999998,33.16,33.68,-0.004048640000021919,-0.0028738600000224324
2018-11-19,32.95612983000002,33.49303815000002,32.96,33.49,-0.0038701699999776906,0.00303815000001606
2018-11-26,32.79404540000002,33.36605566000002,32.79,33.37,0.004045400000023847,-0.003944339999975455
2018-12-03,32.358998770000014,33.00391325000002,32.36,33.0,-0.0010012299999857532,0.003913250000017854
2018-12-10,32.01900408000003,32.74790796000002,32.02,32.75,-0.0009959199999727275,-0.0020920399999795336
2018-12-17,31.73910014999999,32.43495311999998,31.74,32.44,-0.0008998500000068077,-0.005046880000016074
2019-01-07,31.02701903999996,31.48296779999996,31.03,31.48,-0.0029809600000412217,0.002967799999961329
2019-01-14,30.67601170999999,31.183908779999996,30.68,31.18,-0.003988290000009442,0.00390877999999617
2019-01-21,30.474096959999976,31.003872059999978,30.47,31.0,0.004096959999976946,0.0038720599999777505
2019-01-28,30.34201618000003,30.888950940000033,30.34,30.89,0.002016180000030232,-0.0010490599999677386
2019-02-04,30.168910079999993,30.866910719999996,30.17,30.87,-0.0010899200000089593,-0.003089280000004635
2019-02-11,30.064061400000032,30.94403556000003,30.06,30.94,0.0040614000000331885,0.004035560000030358
2019-02-18,29.992947400000023,30.83691370000003,29.99,30.84,0.0029474000000249134,-0.0030862999999712315
2019-02-25,30.098921429999997,30.99498072,30.1,31.0,-0.0010785700000042198,-0.005019279999999071
2019-03-04,30.19896028000002,31.124903220000014,30.2,31.13,-0.0010397199999800932,-0.005096779999984591
2019-03-11,30.288960480000032,31.246955520000036,30.29,31.25,-0.0010395199999670979,-0.003044479999964267
2019-03-18,30.42694095999998,31.452093279999975,30.43,31.45,-0.00305904000002144,0.0020932799999755503
2019-03-25,30.607101389999976,31.464876089999972,30.61,31.47,-0.0028986100000238935,-0.005123910000026655
2019-04-01,31.071965160000026,31.510927980000023,31.07,31.51,0.0019651600000258895,0.0009279800000214777
2019-04-08,31.764114759999988,31.603902259999984,31.76,31.6,0.004114759999986006,0.0039022599999825047
2019-04-15,32.21011250000004,31.677881250000034,32.21,31.68,0.00011250000003570904,-0.00211874999996553
2019-04-29,32.615883180000004,32.08503624,32.62,32.09,-0.004116819999993027,-0.004963760000002537
2019-05-06,32.82802615000003,32.22012355000003,32.83,32.22,-0.0019738499999704118,0.00012355000003339
2019-05-13,32.984000640000005,32.31098928000001,32.98,32.31,0.004000640000008104,0.0009892800000059765
2019-05-20,33.022993900000024,32.41388566000002,33.02,32.41,0.002993900000021199,0.0038856600000229946
2019-05-27,33.2909841,32.5069222,33.29,32.51,0.000984100000003707,-0.0030777999999997974
2019-06-03,33.49997088,32.57105216,33.5,32.57,-2.912000000065973e-05,0.0010521600000004128
2019-06-10,33.267929459999976,32.22700133999998,33.27,32.23,-0.0020705400000267105,-0.0029986600000171393
2019-06-17,32.85507960000004,32.00802120000004,32.86,32.01,-0.004920399999960523,-0.0019787999999607564
2019-06-24,32.69990128999997,31.87887721999997,32.7,31.88,-9.87100000315877e-05,-0.0011227800000277455
2019-07-01,32.60699917999996,31.80597085999996,32.61,31.81,-0.003000820000039539,-0.0040291400000391775
2019-07-08,32.64896909999996,31.75691936999996,32.65,31.76,-0.0010309000000390256,-0.003080630000042106
2019-07-15,32.62502123999996,31.72396967999996,32.63,31.72,-0.004978760000042826,0.003969679999961784
2019-07-22,32.65211318000003,31.849068880000026,32.65,31.85,0.002113180000030468,-0.0009311199999757491
2019-07-29,32.63710912000002,31.821078940000024,32.64,31.82,-0.0028908799999811663,0.0010789400000241756
2019-08-05,32.61205296000001,31.809903840000004,32.61,31.81,0.002052960000007431,-9.615999999468272e-05
2019-08-12,32.48403236,31.61404428,32.48,31.61,0.004032360000003621,0.004044280000002232
2019-08-19,32.38792959999998,31.54801719999998,32.39,31.55,-0.0020704000000222322,-0.0019828000000217116
2019-08-26,32.34394176000002,31.639046400000026,32.34,31.64,0.00394176000001778,-0.0009535999999741307
2019-09-02,32.282114499999985,31.610034829999982,32.28,31.61,0.002114499999983366,3.482999998283276e-05
2019-09-09,32.23497980000001,31.602049400000013,32.24,31.6,-0.005020199999989927,0.0020494000000113033
2019-09-16,32.086950680000015,31.63194512000001,32.087,31.632,-4.931999998802894e-05,-5.487999998976534e-05
2019-09-23,32.21596259999996,31.852984799999962,32.216,31.853,-3.740000003915611e-05,-1.5200000039072847e-05
2019-09-30,32.18403272000002,31.877080480000018,32.18,31.88,0.0040327200000191965,-0.0029195199999811905
2019-10-07,32.34097545000001,32.07800925000001,32.341,32.078,-2.4549999992018456e-05,9.250000005067704e-06
2019-10-14,32.217033029999975,31.85396164999998,32.217,31.854,3.302999997600864e-05,-3.835000001828348e-05
2019-10-21,32.058004000000004,31.8150316,32.058,31.815,4.0000000041118255e-06,3.1599999999798456e-05
2019-10-28,31.99090439999999,31.8280872,31.99,31.83,0.0009043999999924779,-0.0019127999999994927
2019-11-04,31.942067989999963,31.762980769999967,31.94,31.76,0.0020679899999613838,0.002980769999965105
2019-11-11,31.98698900000002,31.741072600000013,31.987,31.741,-1.0999999979333097e-05,7.260000001352296e-05
2019-11-18,31.96207397999997,31.714077809999978,31.96,31.71,0.002073979999970277,0.004077809999976978
2019-11-25,31.920981899999965,31.697988149999965,31.92,31.7,0.0009818999999637867,-0.002011850000034343
2019-12-02,31.899115520000024,31.67211826000003,31.9,31.67,-0.0008844799999749853,0.002118260000028016
2019-12-09,31.7810836,31.659059759999998,31.78,31.66,0.001083599999997631,-0.000940240000002035
2019-12-16,31.70390995999999,31.60605523999999,31.7,31.61,0.003909959999990775,-0.003944760000010206
2020-01-06,31.887103309999983,31.851934919999984,31.89,31.85,-0.0028966900000177986,0.0019349199999822986
2020-01-13,32.070105299999994,32.05093049999999,32.07,32.05,0.0001052999999942017,0.0009304999999955044
2020-01-20,31.980105000000012,31.935885000000017,31.98,31.94,0.00010500000001201215,-0.004114999999984548
2020-01-27,31.93008280999996,31.831934219999958,31.93,31.83,8.280999995946559e-05,0.0019342199999599075
2020-02-03,31.778912939999984,31.631123949999978,31.78,31.63,-0.001087060000017459,0.0011239499999788904
2020-02-10,31.570048739999987,31.366086839999987,31.57,31.37,4.87399999862248e-05,-0.00391316000001396
2020-02-17,31.49702719999998,31.278105009999972,31.5,31.28,-0.0029728000000197596,-0.0018949900000286846
2020-02-24,31.43792077999997,31.212002359999975,31.44,31.21,-0.0020792200000308014,0.0020023599999738906
2020-03-02,31.308965000000033,31.078984750000032,31.31,31.08,-0.0010349999999661463,-0.0010152499999662723
2020-03-09,30.962111040000007,30.636935040000008,30.96,30.64,0.00211104000000617,-0.003064959999992567
2020-03-16,30.1118936,29.851999199999995,30.11,29.85,0.0018935999999989406,0.0019991999999930954
2020-03-23,28.70613260000003,28.64201940000003,28.71,28.64,-0.0038673999999723208,0.0020194000000302026
2020-03-30,27.60508530000002,27.918934650000022,27.61,27.92,-0.004914699999979177,-0.0010653499999797589
2020-04-06,26.936939609999985,27.304887599999986,26.937,27.305,-6.039000001578643e-05,-0.00011240000001322414
2020-04-20,26.21192448000002,26.728970240000027,26.21,26.73,0.0019244800000208784,-0.0010297599999731233
2020-04-27,25.695132319999978,26.143940159999975,25.7,26.14,-0.004867680000021579,0.003940159999974213
2020-05-04,25.322095060000006,25.74488027000001,25.32,25.75,0.0020950600000055886,-0.005119729999989886
2020-05-11,25.239096000000007,25.597896000000013,25.24,25.6,-0.0009039999999913562,-0.0021039999999885595
2020-05-18,25.683926400000008,25.754884100000005,25.68,25.76,0.003926400000008101,-0.005115899999996287
2020-05-25,25.841971500000017,25.942889000000015,25.84,25.94,0.0019715000000175564,0.0028890000000139082
2020-06-01,25.947942719999997,25.98796263,25.95,25.99,-0.0020572800000024927,-0.0020373700000000383
2020-06-08,26.121091750000012,26.138106150000013,26.12,26.14,0.0010917500000111602,-0.0018938499999876512
2020-06-15,26.399893369999987,26.267012029999986,26.4,26.27,-0.00010663000001187584,-0.0029879700000137177
2020-06-22,26.69994351000003,26.418992580000026,26.7,26.42,-5.648999997021065e-05,-0.0010074199999756672
2020-06-29,27.008014080000013,26.824105280000012,27.01,26.82,-0.001985919999988539,0.004105280000011646
2020-07-06,27.368886299999964,27.24711149999997,27.37,27.25,-0.0011137000000367436,-0.0028885000000293815
2020-07-13,27.600932480000008,27.38188592000001,27.6,27.38,0.0009324800000065636,0.0018859200000100884
2020-07-20,27.881087519999983,27.62095907999998,27.88,27.62,0.0010875199999844654,0.000959079999979906
2020-07-27,27.96390873000001,27.667927830000007,27.96,27.67,0.003908730000009797,-0.0020721699999945997
2020-08-03,27.94103997000001,27.654952440000006,27.94,27.66,0.0010399700000078838,-0.005047559999994178
2020-08-10,27.829125209999994,27.60787886,27.83,27.61,-0.0008747900000045661,-0.002121139999999855
2020-08-17,27.824984399999984,27.547900399999982,27.83,27.55,-0.005015600000014331,-0.002099600000018853
2020-08-24,27.79395956999998,27.46103840999998,27.79,27.46,0.003959569999981483,0.0010384099999782848
2020-08-31,27.77890751999997,27.438989759999966,27.78,27.44,-0.0010924800000324808,-0.001010240000034912
2020-09-07,27.745081000000003,27.38194004,27.75,27.38,-0.004918999999997453,0.00194004000000092
2020-09-14,27.70000659999999,27.18493539999999,27.7,27.19,6.599999991863115e-06,-0.00506460000001141
2020-09-21,27.63210660000003,27.074969600000024,27.63,27.08,0.0021066000000296015,-0.005030399999974122
2020-09-28,27.61406808999998,27.01198681999998,27.61,27.01,0.0040680899999792075,0.0019868199999777403
2020-10-05,27.707014800000003,27.088955040000005,27.707,27.089,1.4800000002423985e-05,-4.495999999321043e-05
2020-10-12,27.859958009999993,27.129983789999986,27.86,27.13,-4.199000000681963e-05,-1.6210000012506498e-05
2020-10-19,27.968941879999964,27.175087499999965,27.97,27.18,-0.0010581200000352453,-0.00491250000003518
2020-10-26,28.007945399999972,27.266886149999973,28.01,27.27,-0.0020546000000294384,-0.00311385000002673
2020-11-02,27.890125379999997,27.256073909999998,27.89,27.26,0.00012537999999651106,-0.003926090000003768
2020-11-09,27.676965000000024,27.115959750000023,27.68,27.12,-0.003034999999975696,-0.004040249999977874
2020-11-16,27.60397691000004,27.071119250000034,27.6,27.07,0.003976910000037748,0.0011192500000341
2020-11-23,27.702062570000017,27.201890460000016,27.7,27.2,0.0020625700000174163,0.0018904600000162475
2020-11-30,27.701968800000035,27.200130080000033,27.7,27.2,0.001968800000035742,0.00013008000003367215
2020-12-07,27.846882279999978,27.35405225999998,27.85,27.35,-0.0031177200000236382,0.004052259999976826
2020-12-14,27.913915560000007,27.544951220000005,27.91,27.55,0.003915560000006479,-0.005048779999995645
2021-01-11,27.90596367000003,27.380921280000027,27.91,27.38,-0.004036329999969723,0.000921280000028446
2021-01-18,28.10907379999999,27.476967899999988,28.11,27.48,-0.000926200000009203,-0.0030321000000128606
2021-01-25,28.303059199999996,27.503967999999993,28.3,27.5,0.0030591999999955988,0.00396799999999331
2021-02-01,28.350933249999997,27.514018749999995,28.35,27.51,0.0009332499999956667,0.0040187499999930765
2021-02-08,28.588049910000027,27.712923910000026,28.59,27.71,-0.001950089999972704,0.0029239100000246765
2021-02-15,28.757933140000002,27.833124320000003,28.76,27.83,-0.0020668599999993376,0.0031243200000048432
2021-02-22,28.911977380000007,27.914046080000002,28.91,27.91,0.00197738000000669,0.00404608000000195
2021-03-01,29.32100539000002,28.266047110000017,29.32,28.27,0.001005390000020867,-0.003952889999983
2021-03-08,29.813962030000027,28.69388123000003,29.81,28.69,0.0039620300000287045,0.0038812300000294897
2021-03-15,30.69295740000001,29.37597336000001,30.69,29.38,0.002957400000010324,-0.004026639999988646
2021-03-22,31.188046750000005,29.63397675000001,31.19,29.63,-0.0019532499999961317,0.0039767500000102984
2021-03-29,31.333918499999985,29.721975509999986,31.33,29.72,0.003918499999986835,0.0019755099999869685
2021-04-12,31.507922399999963,29.671955969999964,31.51,29.67,-0.0020776000000388706,0.0019559699999618374
2021-04-19,31.540010859999967,29.663079479999972,31.54,29.66,1.0859999967749445e-05,0.0030794799999718236
2021-04-26,31.578993619999984,29.66308193999998,31.58,29.66,-0.0010063800000139622,0.0030819399999799657
2021-05-03,31.598986650000004,29.674001280000002,31.6,29.67,-0.0010133499999973594,0.004001280000000662
2021-05-10,31.59899907000001,29.674044050000006,31.9,29.88,-0.30100092999999006,-0.20595594999999278
2021-05-17,32.09790232,30.0710663,32.1,30.07,-0.0020976799999985474,0.001066299999997966
2021-05-24,32.17203807999999,30.093880319999993,32.17,30.09,0.0020380799999912824,0.003880319999993276
2021-05-31,32.177928640000026,30.085100760000024,32.18,30.09,-0.0020713599999737653,-0.0048992399999754355
2021-06-07,32.29406799999998,30.249875999999986,32.29,30.25,0.004067999999982419,-0.00012400000001377975
2021-06-14,32.33703822,30.40293246,32.34,30.4,-0.0029617800000067973,0.0029324600000002476
2021-06-21,32.515074539999965,30.611973869999964,32.52,30.61,-0.004925460000038129,0.001973869999964961
2021-06-28,32.726946539999986,30.874954169999977,32.73,30.88,-0.0030534600000109435,-0.005045830000021567
2021-07-12,33.45301873000002,31.530996170000016,33.45,31.53,0.0030187300000150685,0.0009961700000147289
2021-07-19,33.57890909999999,31.629088349999986,33.58,31.63,-0.0010909000000083324,-0.0009116500000132532
2021-07-26,33.64395717,31.660016279999997,33.64,31.66,0.003957169999999621,1.6279999996982042e-05
2021-08-02,33.65812691999996,31.67405603999996,33.66,31.67,-0.0018730800000383852,0.004056039999959182
2021-08-09,33.79288189999996,31.63490080999997,33.79,31.64,0.0028818999999629114,-0.0050991900000312285
2021-08-16,33.79604277999998,31.631950809999978,33.8,31.63,-0.003957220000017969,0.0019508099999789863
2021-08-23,33.79201730000002,31.64093196000002,33.79,31.64,0.0020173000000198726,0.000931960000020382
