period,model,block,fit_status,target_center,target_scale,dropped_columns,n_train,train_start,train_end,training_last_release,as_of
2019-02,POOL_SEPARATE,actual_rent,estimated,0.1784396507864906,0.1716915256780126,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_SEPARATE,imputed_rent,estimated,0.27660295271026264,0.2814199219074592,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_SEPARATE,catering,estimated,0.29913538838484227,0.3815263535095702,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_SEPARATE,accommodation,estimated,0.12115028324989202,0.7107769780331826,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_SEPARATE,package_holidays,estimated,0.6551239051186052,7.5127876983034945,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.08675637735614807,0.2620785264348688,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,actual_rent,estimated,0.1784396507864906,0.1716915256780126,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,imputed_rent,estimated,0.27660295271026264,0.2814199219074592,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,catering,estimated,0.29913538838484227,0.3815263535095702,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,accommodation,estimated,0.12115028324989202,0.7107769780331826,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,package_holidays,estimated,0.6551239051186052,7.5127876983034945,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_12,remaining_core_tax_reconciliation,estimated,0.08675637735614807,0.2620785264348688,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,actual_rent,estimated,0.1784396507864906,0.1716915256780126,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,imputed_rent,estimated,0.27660295271026264,0.2814199219074592,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,catering,estimated,0.29913538838484227,0.3815263535095702,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,accommodation,estimated,0.12115028324989202,0.7107769780331826,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,package_holidays,estimated,0.6551239051186052,7.5127876983034945,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-02,POOL_48,remaining_core_tax_reconciliation,estimated,0.08675637735614807,0.2620785264348688,,48,2015-02,2019-01,2019-02-13 09:00:00,2019-03-10 23:59:00
2019-03,POOL_SEPARATE,actual_rent,estimated,0.1823148441424847,0.17204561738183508,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_SEPARATE,imputed_rent,estimated,0.26916308127573957,0.2833010130848749,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_SEPARATE,catering,estimated,0.29836372825069957,0.377569843601525,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_SEPARATE,accommodation,estimated,0.11673048466666489,0.7040142238249337,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_SEPARATE,package_holidays,estimated,0.7408743367768924,7.458311345555001,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.08948094495887826,0.2577699208536147,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,actual_rent,estimated,0.1823148441424847,0.17204561738183508,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,imputed_rent,estimated,0.26916308127573957,0.2833010130848749,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,catering,estimated,0.29836372825069957,0.377569843601525,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,accommodation,estimated,0.11673048466666489,0.7040142238249337,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,package_holidays,estimated,0.7408743367768924,7.458311345555001,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_12,remaining_core_tax_reconciliation,estimated,0.08948094495887826,0.2577699208536147,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,actual_rent,estimated,0.1823148441424847,0.17204561738183508,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,imputed_rent,estimated,0.26916308127573957,0.2833010130848749,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,catering,estimated,0.29836372825069957,0.377569843601525,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,accommodation,estimated,0.11673048466666489,0.7040142238249337,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,package_holidays,estimated,0.7408743367768924,7.458311345555001,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-03,POOL_48,remaining_core_tax_reconciliation,estimated,0.08948094495887826,0.2577699208536147,,49,2015-02,2019-02,2019-03-11 09:00:00,2019-04-09 23:59:00
2019-04,POOL_SEPARATE,actual_rent,estimated,0.18050340964495604,0.17076206783149975,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_SEPARATE,imputed_rent,estimated,0.2637798196502248,0.2829672967962041,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_SEPARATE,catering,estimated,0.29587169260836177,0.3741124587632957,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_SEPARATE,accommodation,estimated,0.1392287307517459,0.714723415194147,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_SEPARATE,package_holidays,estimated,0.5507053198511146,7.503291814812824,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.0928675497241994,0.25691837389974426,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,actual_rent,estimated,0.18050340964495604,0.17076206783149975,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,imputed_rent,estimated,0.2637798196502248,0.2829672967962041,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,catering,estimated,0.29587169260836177,0.3741124587632957,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,accommodation,estimated,0.1392287307517459,0.714723415194147,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,package_holidays,estimated,0.5507053198511146,7.503291814812824,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_12,remaining_core_tax_reconciliation,estimated,0.0928675497241994,0.25691837389974426,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,actual_rent,estimated,0.18050340964495604,0.17076206783149975,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,imputed_rent,estimated,0.2637798196502248,0.2829672967962041,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,catering,estimated,0.29587169260836177,0.3741124587632957,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,accommodation,estimated,0.1392287307517459,0.714723415194147,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,package_holidays,estimated,0.5507053198511146,7.503291814812824,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-04,POOL_48,remaining_core_tax_reconciliation,estimated,0.0928675497241994,0.25691837389974426,,50,2015-02,2019-03,2019-04-10 09:00:00,2019-05-12 23:59:00
2019-05,POOL_SEPARATE,actual_rent,estimated,0.17876136295415893,0.16950298284752013,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_SEPARATE,imputed_rent,estimated,0.2706899640315655,0.2844368754204485,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_SEPARATE,catering,estimated,0.29517206739234486,0.37038613960766337,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_SEPARATE,accommodation,estimated,0.17349468608661733,0.7486620796245999,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_SEPARATE,package_holidays,estimated,0.502575833996213,7.435828071903889,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.10057415313625194,0.26001336543076603,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,actual_rent,estimated,0.17876136295415893,0.16950298284752013,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,imputed_rent,estimated,0.2706899640315655,0.2844368754204485,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,catering,estimated,0.29517206739234486,0.37038613960766337,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,accommodation,estimated,0.17349468608661733,0.7486620796245999,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,package_holidays,estimated,0.502575833996213,7.435828071903889,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_12,remaining_core_tax_reconciliation,estimated,0.10057415313625194,0.26001336543076603,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,actual_rent,estimated,0.17876136295415893,0.16950298284752013,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,imputed_rent,estimated,0.2706899640315655,0.2844368754204485,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,catering,estimated,0.29517206739234486,0.37038613960766337,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,accommodation,estimated,0.17349468608661733,0.7486620796245999,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,package_holidays,estimated,0.502575833996213,7.435828071903889,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-05,POOL_48,remaining_core_tax_reconciliation,estimated,0.10057415313625194,0.26001336543076603,,51,2015-02,2019-04,2019-05-13 09:00:00,2019-06-10 23:59:00
2019-06,POOL_SEPARATE,actual_rent,estimated,0.18236788224927827,0.16983599785007517,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_SEPARATE,imputed_rent,estimated,0.27726176178228745,0.2855937322539981,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_SEPARATE,catering,estimated,0.29614992688952435,0.3668047107557147,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_SEPARATE,accommodation,estimated,0.1826226372801084,0.7442025442305845,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_SEPARATE,package_holidays,estimated,0.4573642057368659,7.369781817549558,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.09826479282670204,0.25785107750166497,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,actual_rent,estimated,0.18236788224927827,0.16983599785007517,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,imputed_rent,estimated,0.27726176178228745,0.2855937322539981,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,catering,estimated,0.29614992688952435,0.3668047107557147,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,accommodation,estimated,0.1826226372801084,0.7442025442305845,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,package_holidays,estimated,0.4573642057368659,7.369781817549558,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_12,remaining_core_tax_reconciliation,estimated,0.09826479282670204,0.25785107750166497,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,actual_rent,estimated,0.18236788224927827,0.16983599785007517,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,imputed_rent,estimated,0.27726176178228745,0.2855937322539981,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,catering,estimated,0.29614992688952435,0.3668047107557147,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,accommodation,estimated,0.1826226372801084,0.7442025442305845,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,package_holidays,estimated,0.4573642057368659,7.369781817549558,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-06,POOL_48,remaining_core_tax_reconciliation,estimated,0.09826479282670204,0.25785107750166497,,52,2015-02,2019-05,2019-06-11 09:00:00,2019-07-10 23:59:00
2019-07,POOL_SEPARATE,actual_rent,estimated,0.19269918649550472,0.18424594609693806,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_SEPARATE,imputed_rent,estimated,0.27859316414406576,0.2830003448461914,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_SEPARATE,catering,estimated,0.3003214637276527,0.36452787238207524,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_SEPARATE,accommodation,estimated,0.1809127067681664,0.7371171357370662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_SEPARATE,package_holidays,estimated,0.5748761840886308,7.34854207053662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.09350336949340302,0.2577435591340362,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,actual_rent,estimated,0.19269918649550472,0.18424594609693806,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,imputed_rent,estimated,0.27859316414406576,0.2830003448461914,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,catering,estimated,0.3003214637276527,0.36452787238207524,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,accommodation,estimated,0.1809127067681664,0.7371171357370662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,package_holidays,estimated,0.5748761840886308,7.34854207053662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_12,remaining_core_tax_reconciliation,estimated,0.09350336949340302,0.2577435591340362,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,actual_rent,estimated,0.19269918649550472,0.18424594609693806,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,imputed_rent,estimated,0.27859316414406576,0.2830003448461914,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,catering,estimated,0.3003214637276527,0.36452787238207524,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,accommodation,estimated,0.1809127067681664,0.7371171357370662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,package_holidays,estimated,0.5748761840886308,7.34854207053662,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-07,POOL_48,remaining_core_tax_reconciliation,estimated,0.09350336949340302,0.2577435591340362,,53,2015-02,2019-06,2019-07-11 09:00:00,2019-08-11 23:59:00
2019-08,POOL_SEPARATE,actual_rent,estimated,0.19919509528020937,0.18863906336846095,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_SEPARATE,imputed_rent,estimated,0.27664348009145884,0.28068371302889344,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_SEPARATE,catering,estimated,0.30111279168161953,0.36111937635422675,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_SEPARATE,accommodation,estimated,0.2013914474925033,0.7454772957709808,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_SEPARATE,package_holidays,estimated,1.0235157395694519,7.990692384186518,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.0922239604366151,0.2557043015065785,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,actual_rent,estimated,0.19919509528020937,0.18863906336846095,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,imputed_rent,estimated,0.27664348009145884,0.28068371302889344,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,catering,estimated,0.30111279168161953,0.36111937635422675,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,accommodation,estimated,0.2013914474925033,0.7454772957709808,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,package_holidays,estimated,1.0235157395694519,7.990692384186518,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_12,remaining_core_tax_reconciliation,estimated,0.0922239604366151,0.2557043015065785,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,actual_rent,estimated,0.19919509528020937,0.18863906336846095,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,imputed_rent,estimated,0.27664348009145884,0.28068371302889344,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,catering,estimated,0.30111279168161953,0.36111937635422675,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,accommodation,estimated,0.2013914474925033,0.7454772957709808,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,package_holidays,estimated,1.0235157395694519,7.990692384186518,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-08,POOL_48,remaining_core_tax_reconciliation,estimated,0.0922239604366151,0.2557043015065785,,54,2015-02,2019-07,2019-08-12 09:00:00,2019-09-09 23:59:00
2019-09,POOL_SEPARATE,actual_rent,estimated,0.2004873711891195,0.18712981886596147,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_SEPARATE,imputed_rent,estimated,0.2794777068453795,0.2788659214835353,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_SEPARATE,catering,estimated,0.3018540198670508,0.3578022831312015,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_SEPARATE,accommodation,estimated,0.20267946308173396,0.7386042430500163,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_SEPARATE,package_holidays,estimated,1.0563400772864224,7.920100683979581,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.08948203784087673,0.25422582391253773,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,actual_rent,estimated,0.2004873711891195,0.18712981886596147,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,imputed_rent,estimated,0.2794777068453795,0.2788659214835353,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,catering,estimated,0.3018540198670508,0.3578022831312015,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,accommodation,estimated,0.20267946308173396,0.7386042430500163,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,package_holidays,estimated,1.0563400772864224,7.920100683979581,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_12,remaining_core_tax_reconciliation,estimated,0.08948203784087673,0.25422582391253773,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,actual_rent,estimated,0.2004873711891195,0.18712981886596147,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,imputed_rent,estimated,0.2794777068453795,0.2788659214835353,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,catering,estimated,0.3018540198670508,0.3578022831312015,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,accommodation,estimated,0.20267946308173396,0.7386042430500163,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,package_holidays,estimated,1.0563400772864224,7.920100683979581,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-09,POOL_48,remaining_core_tax_reconciliation,estimated,0.08948203784087673,0.25422582391253773,,55,2015-02,2019-08,2019-09-10 09:00:00,2019-10-09 23:59:00
2019-10,POOL_SEPARATE,actual_rent,estimated,0.20011607026283462,0.18544165238495403,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_SEPARATE,imputed_rent,estimated,0.27756319937571866,0.2766903145975423,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_SEPARATE,catering,estimated,0.3101532316685244,0.35993318796308543,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
