period,R9_BASE,R9_HALF,R9_FULL,TARGET_OWN,POOL_SEPARATE,POOL_12,POOL_48
2019-02,0.31775488058818213,0.3457208529825975,0.3736868253770129,0.3214390864645076,0.33216929576268894,0.347610527151745,0.3546424670429408
2019-03,0.09946023954165717,0.09481364394484938,0.0901670483480416,0.018810227797368066,0.01830630904915101,0.049835274691612974,0.07726652181650934
2019-04,0.38710754867430486,0.4331530262959052,0.4791985039175055,0.3843414177863059,0.3833969126303355,0.3809781309785757,0.37886548013841304
2019-05,0.2254766707170906,0.24160405653897696,0.2577314423608633,0.2703047338042085,0.2681693441392552,0.25872732353058503,0.2507850066317876
2019-06,0.12410329846284626,0.07361655119089941,0.02312980391895257,0.12315035846394702,0.12154143421830951,0.1159385496114293,0.10824652391092673
2019-07,0.435229027763851,0.4401493662832389,0.4450697048026269,0.5016039569149744,0.5020533253577516,0.48771801941013393,0.4507156225271997
2019-08,0.07212027168892293,0.08632839290472513,0.10053651412052733,0.003901984150030527,0.018576613948223922,0.05448460271761327,0.08459941750077304
2019-09,-0.3115374275151629,-0.31736840944316663,-0.3231993913711704,-0.4067800328746164,-0.4043196082736661,-0.3478190207979424,-0.27313977892111224
2019-10,0.22940611674544503,0.28517471091363017,0.3409433050818153,0.3371197444307257,0.3180446339426447,0.29573418097941706,0.2725536746102364
2019-11,0.16027885730460945,0.18827727179203121,0.21627568627945298,0.15476450183810875,0.15913321488070176,0.13833226182000563,0.11865252488802268
2019-12,0.015134052299833604,0.015041241673181452,0.014948431046529301,0.10940964852952717,0.10741606155942321,0.10556005841749422,0.10337695474172368
2020-01,0.8910783646002834,0.9161045016767744,0.9411306387532653,0.9334732469382441,0.9309976988068215,0.9111969613901547,0.8760161899296909
2020-02,0.3016255681785912,0.32068032834451476,0.3397350885104384,0.2538713185262529,0.26399831866937834,0.28251598867064853,0.30602700125012483
2020-03,-0.2620574219510465,-0.25946905877354964,-0.2568806955960528,-0.37323872443305345,-0.3626193978985847,-0.318793752229791,-0.2589705709586655
2020-04,-0.31758186237127,-0.31591219209715493,-0.31424252182303986,-0.2620149450876949,-0.2668171247413634,-0.2572151725624334,-0.23950075547354543
2020-05,0.1755417858910625,0.17193851305540414,0.16833524021974577,0.09008321485468743,0.08374719207091927,0.07977207278453771,0.07323124110597262
2020-06,0.3438817354017713,0.38055781125886934,0.4172338871159674,0.12531691839368683,0.1470280151351504,0.16374499918889707,0.196116263676382
2020-07,0.4869502977384474,0.5039786142894122,0.5210069308403769,0.4820921602187407,0.4858728292573874,0.4954586380330718,0.5137459295814841
2020-08,0.03313375648649175,0.04252609564169979,0.05191843479690783,0.013069996995635241,0.016599442385756086,0.03338693794612735,0.05450488884811122
2020-09,-0.3793055312609125,-0.40274300905269717,-0.4261804868444819,-0.4204958049118244,-0.4140458245411593,-0.38061549580792153,-0.3259256118473792
2020-10,0.1835507038734855,0.27093426617196403,0.3583178284704426,0.27215818536493985,0.2764072041756196,0.267103098881897,0.25773134281294274
2020-11,0.1331935220806632,0.15115491697647487,0.16911631187228654,0.03414084111130807,0.038259513281508783,0.027420527619613486,0.01724981527747453
2020-12,0.17439862975000198,0.19002614785821642,0.2056536659664309,0.14583699821241103,0.14307275043823964,0.1443391629122781,0.14493019498146092
2021-01,0.8285790522695597,0.8912732558451942,0.9539674594208288,0.8564782764159043,0.8537918230122888,0.8488372527682917,0.826482828497306
2021-02,0.4287738547440542,0.5098263614647857,0.5908788681855172,0.36233460600092904,0.35672324832924923,0.3592493057708075,0.3535064671739953
2021-03,0.15191007441957335,0.1480979520457448,0.14428582967191625,0.13178900558100076,0.13420758544082123,0.140407693477128,0.1576330986717172
2021-04,0.256026468736474,0.28598810394052204,0.31594973914457003,0.29993688652407546,0.3021385937603644,0.29515068953281587,0.2898386376688634
2021-05,0.5680138323904842,0.5879420434422872,0.6078702544940903,0.44912363071466627,0.444574140706235,0.43756225209273725,0.4202460602161801
2021-06,0.3296679179291987,0.3465223378797241,0.3633767578302495,0.2975476969943047,0.2944960473849808,0.2875780433748822,0.27864208765747545
2021-07,0.6445519678863136,0.6697218783064215,0.6948917887265292,0.6759881768007359,0.6689069187149964,0.6525707729309321,0.6314838345149687
2021-08,0.22450335235865432,0.16642410398316554,0.10834485560767679,0.18417642120718786,0.18745322542269421,0.2065272220541117,0.22963479044789878
2021-09,-0.12400009742970602,-0.1178999114519989,-0.11179972547429179,-0.2038309670489613,-0.17256833750608758,-0.14246513649038356,-0.09343754857162098
2021-10,0.7237052274417968,0.7927388934226424,0.861772559403488,0.8774949982505005,0.8963499921901519,0.8877720880257403,0.88121970910758
2021-11,0.6823484514284204,0.6982576755906593,0.7141668997528983,0.6717178348241459,0.7027095183353538,0.6935538386943239,0.6841967294925813
2021-12,0.7709389674170302,0.873441606645287,0.9759442458735439,0.5278450690785419,0.5762438835763937,0.5973198308529223,0.61771850286529
2022-01,4.378137226971534,4.42010852550301,4.462079824034487,4.269005663906188,4.26572246486097,4.279625833942977,4.2800382655270255
2022-02,0.8664254070284128,0.9472553663580414,1.02808532568767,0.8093639532797627,0.8577277918795458,0.8921850514979033,0.9292344444788783
2022-03,0.9740717773895649,0.9599351536255071,0.9457985298614493,1.1366007143931571,1.1373337637082517,1.1447630418567463,1.1589964964870736
2022-04,0.7418585559133414,0.810248090240683,0.8786376245680246,0.6504573721822949,0.6717053982229237,0.6823082872398706,0.6975238345847337
2022-05,1.8273429935590184,1.928849481807915,2.0303559700568115,1.4388336791718304,1.4919444495340695,1.482669349835362,1.4777384517039445
2022-06,1.3932606931984495,1.507368052800301,1.6214754124021524,1.402219752311186,1.4474316441936548,1.4425383065278563,1.4350155961556594
2022-07,1.4018402902822626,1.5144143355557442,1.6269883808292258,1.2429956530746749,1.3106482646677164,1.3194166209083282,1.31392437249177
2022-08,0.6308526564677204,0.6720821029177679,0.7133115493678155,0.25437640168796055,0.2800667404102108,0.3208352379659568,0.35826183827208546
2022-09,0.16209244464284336,0.11496016188846969,0.06782787913409602,-0.154337358603645,-0.14327116838631787,-0.11413417052106148,-0.07486551504684172
2022-10,1.1729476113272232,1.1241974351095643,1.075447258891905,0.9946441633135371,0.9973889528459446,1.0014330202322181,1.013841178107414
2022-11,0.7585158740889214,0.7882528330528827,0.817989792016844,0.6510810202669725,0.6521155479638913,0.6516576684891995,0.6498017525929031
2022-12,0.047475065722731635,0.09094142216773585,0.13440777861274006,0.06734967190695146,0.06404478768491295,0.06324980421761262,0.05481089330859884
2023-01,4.873148431243555,4.8557166576029465,4.838284883962337,4.739142307772745,4.738195004853656,4.739717005196845,4.731530283642542
2023-02,0.5313152061494304,0.5039703923327187,0.47662557851600684,0.39101288105754173,0.38673398123182046,0.41844443904926615,0.44824189613297905
2023-03,0.2926338566146489,0.22856958059145327,0.16450530456825765,0.18020602696828533,0.18035771689975028,0.20151165472570381,0.22305208531896858
2023-04,0.5640927888903151,0.5026749219687728,0.44125705504723056,0.4462693802258743,0.4488091582572975,0.4584425655849478,0.47314538414540835
2023-05,0.22898268041677386,0.16802415321198316,0.10706562600719244,0.17236988025936834,0.13377410940214401,0.13050015014806204,0.13888370719649232
2023-06,0.035044079040744636,-0.04713023043292175,-0.12930453990658813,0.11671126702462309,0.09656489363058121,0.0727697483641096,0.04715098615160104
2023-07,0.38617514341012105,0.3623426582424115,0.33851017307470194,0.4234358619564448,0.4455954757559053,0.4405748355093778,0.4238273554883557
2023-08,0.4746143904367312,0.47188412299930443,0.4691538555618777,0.29288977115145276,0.3176949049701142,0.33335418813582346,0.347167647225731
2023-09,-0.24889839959904397,-0.2755480777313318,-0.30219775586361963,-0.4071797837834573,-0.40451688794276935,-0.3891200645380604,-0.3672108981166703
2023-10,0.29059742738357847,0.2826615364616625,0.2747256455397465,0.2561559415315513,0.2472586960109464,0.23610659572305248,0.22674264911861725
2023-11,0.05849249293244713,0.03891311393757824,0.01933373494270936,-0.09074768785149648,-0.09567545054050479,-0.10753193807895917,-0.12215526298159281
2023-12,-0.13307024110083232,-0.14765019744245733,-0.16223015378408234,-0.17667267919445956,-0.16713602723851062,-0.17208025768184673,-0.18352573890265286
2024-01,0.9319165376518567,0.8857871746883093,0.8396578117247618,1.050824973138948,1.043950556745679,1.0360780959487494,1.018626953363919
2024-02,0.2706200012537311,0.2580380446649967,0.24545608807626224,0.25663650245583575,0.2410539110362871,0.24340976307673035,0.24520786414981194
2024-03,0.17828022163150525,0.17795882405921745,0.17763742648692965,0.10715021728178237,0.12458085789571322,0.12042925587889827,0.1089312900817657
2024-04,0.535513874597449,0.5169386135775386,0.49836335255762815,0.4836538472365173,0.4961351424589112,0.5171765053040656,0.5396709901869909
2024-05,0.2079810434726739,0.21924642636613612,0.23051180925959833,0.2345501788336488,0.21331934701479602,0.2163323985716068,0.22426065967660402
2024-06,0.049566412104763674,0.08126073928770258,0.1129550664706415,0.07502909974254585,0.0644112772028132,0.05509958700975895,0.039962391471748154
2024-07,0.20998444901121854,0.24684517534253225,0.283705901673846,0.39503341706708117,0.36878840313214667,0.3435838070405595,0.3128415977804741
2024-08,0.07281547435294283,0.04978803679458074,0.02676059923621866,0.029061402951009535,0.05414046756072535,0.05931465338184802,0.05643071464920649
2024-09,-0.4651739920724355,-0.5428417910368668,-0.6205095900012981,-0.5806477349401029,-0.5816348191523404,-0.5612267182398618,-0.5343759134179143
2024-10,0.2218404811078794,0.28435967663125583,0.3468788721546322,0.3457083431502444,0.33377538730925355,0.3255606640638245,0.31847943413375185
2024-11,0.13103934262291972,0.1125881018490863,0.09413686107525288,0.1337081174769199,0.13364773209249492,0.13056040318350345,0.12623404390469234
2024-12,0.00423825253460209,-0.029928734165286276,-0.06409572086517465,-0.03137263085977362,-0.0328426857334494,-0.025067426359998424,-0.01904234072697792
2025-01,1.1241131790061303,1.141778566097235,1.1594439531883396,1.1897039247806747,1.1783139587948128,1.1713771469624528,1.1618191598483363
2025-02,0.3273352565503001,0.3449213748972017,0.3625074932441033,0.3565201283955971,0.35249223818546355,0.3386503396280587,0.3232645600777591
2025-03,0.025961209336477623,0.01279907147341732,-0.00036306638964298324,-0.004196632242170831,0.0037041947991220403,-0.0030894864016190737,-0.016197783619830708
2025-04,0.1887731296337113,0.17127147038237248,0.15376981113103366,0.22226360858491387,0.23105864326328052,0.2410062353312935,0.248821372599359
2025-05,0.2616004842766493,0.2843344825640807,0.3070684808515122,0.33227403545303963,0.32635764052155336,0.33103534188162903,0.3361740753551776
2025-06,0.21403896943571182,0.21877442075846298,0.22350987208121414,0.24937406235027654,0.24775300395223782,0.2505999544317391,0.25908006773564146
2025-07,0.482699677975129,0.5584568402910703,0.6342140026070118,0.6011150504557781,0.5939432301756707,0.5789719153689099,0.5544895340237377
2025-08,0.12246127477104277,0.09808353927722599,0.07370580378340921,0.09123946597791481,0.09558560666100432,0.09752886515608994,0.09389135515928118
2025-09,-0.4796923876781566,-0.5222102106965498,-0.564728033714943,-0.5041416132981518,-0.5000444715002987,-0.486235312393298,-0.46789615217896763
2025-10,0.24018251506517188,0.28619898904433005,0.33221546302348826,0.33564303956943664,0.32048733358265646,0.3133739459992291,0.30760612962914946
2025-11,0.013912520901711065,0.02817917668424684,0.042445832466782615,0.032516375361667495,0.031324737724600676,0.02883973403792506,0.02218717503125089
2025-12,-0.3176359844265689,-0.3192220059914924,-0.32080802755641596,-0.32652124031256685,-0.3354606427296628,-0.3329812259532905,-0.32685284026892747
2026-01,0.8514524588474814,0.853289440279114,0.8551264217107467,0.9095401071706197,0.9075050050782401,0.8971740401291948,0.8878606336882673
2026-02,0.07585143971505987,0.09415719696403499,0.11246295421301011,0.09956025318157835,0.08958321353434187,0.07497875013785701,0.06146997441535609
2026-03,0.5831477425464591,0.5745975532171261,0.5660473638877932,0.5711235983718433,0.5745940716177863,0.5684150492665474,0.557405472177617
2026-04,0.4980319143303553,0.4728034992943644,0.44757508425837345,0.5208479441858647,0.5375727766292038,0.5474565505749353,0.5544844887666878
2026-05,0.36764935566655854,0.385238322814708,0.4028272899628575,0.35791607879623843,0.352270137664051,0.3587560322546701,0.3680423377832921
2026-06,-0.05839529757472206,-0.08281790072322807,-0.10724050387173409,-0.09722396009026754,-0.0986730815010656,-0.09724974852516208,-0.09330158121566498
2026-07,0.44767252748945857,0.5124477950466728,0.577223062603887,0.5401098097668883,0.527996174480827,0.5198444278246928,0.506703242181682
