clock,report_date,quarter,cutoff_date,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,included,scope
report,2024-11-14,2025Q3,2024-10-31,4,2024-10,2024-11-10 22:59:00+00:00,cnb,2.63406164,2.498824030135406,0.135237609864594,0.0,-0.135237609864594,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2024Q4,2024-10-31,1,2024-09,2024-10-09 21:59:00+00:00,STABLE_PIPELINE_R14B,3.2060496494377175,2.8836531940027847,0.3223964554349328,0.1840763738012976,-0.13832008163363518,-0.1840763738012976,-0.0848070294938731,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2024Q4,2024-10-31,1,2024-09,2024-10-09 21:59:00+00:00,DAMPED_P80_Q001_R16,3.0258629658531966,2.8836531940027847,0.14220977185041184,0.0038896902167766534,-0.13832008163363518,-0.0038896902167766534,-0.0010911742266106854,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2024Q4,2024-10-31,1,2024-09,2024-10-09 21:59:00+00:00,cnb,3.02197327563642,2.8836531940027847,0.13832008163363518,0.0,-0.13832008163363518,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q1,2024-10-31,2,2024-09,2024-10-09 21:59:00+00:00,STABLE_PIPELINE_R14B,3.423140224148035,2.731002175839953,0.6921380483080819,0.48600910553826493,-0.20612894276981697,-0.48600910553826493,-0.43656593686831824,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q1,2024-10-31,2,2024-09,2024-10-09 21:59:00+00:00,DAMPED_P80_Q001_R16,2.9943336589341016,2.731002175839953,0.26333148309414867,0.0572025403243317,-0.20612894276981697,-0.0572025403243317,-0.026854328941161423,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q1,2024-10-31,2,2024-09,2024-10-09 21:59:00+00:00,cnb,2.93713111860977,2.731002175839953,0.20612894276981697,0.0,-0.20612894276981697,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q2,2024-10-31,3,2024-09,2024-10-09 21:59:00+00:00,STABLE_PIPELINE_R14B,3.8289544212971602,2.380373322135417,1.4485810991617432,1.2619986912971601,-0.18658240786458302,-1.2619986912971601,-2.0635742059240987,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q2,2024-10-31,3,2024-09,2024-10-09 21:59:00+00:00,DAMPED_P80_Q001_R16,3.047827091160036,2.380373322135417,0.6674537690246187,0.4808713611600357,-0.18658240786458302,-0.4808713611600357,-0.4106815388606235,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q2,2024-10-31,3,2024-09,2024-10-09 21:59:00+00:00,cnb,2.56695573,2.380373322135417,0.18658240786458302,0.0,-0.18658240786458302,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q3,2024-10-31,4,2024-09,2024-10-09 21:59:00+00:00,STABLE_PIPELINE_R14B,4.298607904308544,2.498824030135406,1.799783874173138,1.664546264308544,-0.135237609864594,-1.664546264308544,-3.2209327826117815,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q3,2024-10-31,4,2024-09,2024-10-09 21:59:00+00:00,DAMPED_P80_Q001_R16,3.3258282915884627,2.498824030135406,0.8270042614530566,0.6917666515884626,-0.135237609864594,-0.6917666515884626,-0.6656468373396275,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2024-11-14,2025Q3,2024-10-31,4,2024-09,2024-10-09 21:59:00+00:00,cnb,2.63406164,2.498824030135406,0.135237609864594,0.0,-0.135237609864594,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q1,2025-01-24,1,2025-01,2025-02-05 22:59:00+00:00,STABLE_PIPELINE_R14B,2.6066853555389815,2.731002175839953,-0.12431682030097146,0.031220069228421465,0.15553688952939293,0.031220069228421465,0.008737052194734548,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q1,2025-01-24,1,2025-01,2025-02-05 22:59:00+00:00,DAMPED_P80_Q001_R16,2.5921615635916035,2.731002175839953,-0.13884061224834943,0.016696277281043503,0.15553688952939293,0.016696277281043503,0.004915008394982063,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q1,2025-01-24,1,2025-01,2025-02-05 22:59:00+00:00,cnb,2.57546528631056,2.731002175839953,-0.15553688952939293,0.0,0.15553688952939293,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q2,2025-01-24,2,2025-01,2025-02-05 22:59:00+00:00,STABLE_PIPELINE_R14B,2.5142189372234367,2.380373322135417,0.13384561508801962,0.2793388472234368,0.1454932321354172,0.011647617047397585,0.0032536319189200927,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q2,2025-01-24,2,2025-01,2025-02-05 22:59:00+00:00,DAMPED_P80_Q001_R16,2.5131127274335268,2.380373322135417,0.13273940529810968,0.2782326374335269,0.1454932321354172,0.012753826837307525,0.003548530878314568,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q2,2025-01-24,2,2025-01,2025-02-05 22:59:00+00:00,cnb,2.23488009,2.380373322135417,-0.1454932321354172,0.0,0.1454932321354172,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q3,2025-01-24,3,2025-01,2025-02-05 22:59:00+00:00,STABLE_PIPELINE_R14B,2.571828276983497,2.498824030135406,0.07300424684809093,0.1814551169834968,0.10845087013540589,0.03544662328731496,0.006431971175269679,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q3,2025-01-24,3,2025-01,2025-02-05 22:59:00+00:00,DAMPED_P80_Q001_R16,2.634792475661396,2.498824030135406,0.13596844552598997,0.24441931566139585,0.10845087013540589,-0.02751757539058408,-0.006725826945627428,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q3,2025-01-24,3,2025-01,2025-02-05 22:59:00+00:00,cnb,2.39037316,2.498824030135406,-0.10845087013540589,0.0,0.10845087013540589,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q4,2025-01-24,4,2025-01,2025-02-05 22:59:00+00:00,STABLE_PIPELINE_R14B,2.810059877107998,2.2333587331890636,0.5767011439189345,0.41153656710799824,-0.16516457681093621,-0.41153656710799824,-0.3053048719642719,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q4,2025-01-24,4,2025-01,2025-02-05 22:59:00+00:00,DAMPED_P80_Q001_R16,2.7978592348730267,2.2333587331890636,0.564500501683963,0.3993359248730268,-0.16516457681093621,-0.3993359248730268,-0.2913814789683103,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-02-13,2025Q4,2025-01-24,4,2025-01,2025-02-05 22:59:00+00:00,cnb,2.39852331,2.2333587331890636,0.16516457681093621,0.0,-0.16516457681093621,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q1,2025-01-24,1,2024-12,2025-01-12 22:59:00+00:00,STABLE_PIPELINE_R14B,2.779281454932748,2.731002175839953,0.04827927909279506,0.203816168622188,0.15553688952939293,0.10725761043659787,0.02186083521475858,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q1,2025-01-24,1,2024-12,2025-01-12 22:59:00+00:00,DAMPED_P80_Q001_R16,2.7511017195330862,2.731002175839953,0.02009954369313327,0.1756364332225262,0.15553688952939293,0.13543734583625966,0.023787732347806404,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q1,2025-01-24,1,2024-12,2025-01-12 22:59:00+00:00,cnb,2.57546528631056,2.731002175839953,-0.15553688952939293,0.0,0.15553688952939293,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q2,2025-01-24,2,2024-12,2025-01-12 22:59:00+00:00,STABLE_PIPELINE_R14B,2.827953693440016,2.380373322135417,0.44758037130459893,0.5930736034400161,0.1454932321354172,-0.30208713916918173,-0.17915990817995225,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q2,2025-01-24,2,2024-12,2025-01-12 22:59:00+00:00,DAMPED_P80_Q001_R16,2.6848593176997966,2.380373322135417,0.3044859955643795,0.4499792276997967,0.1454932321354172,-0.1589927634289623,-0.07154344089762094,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q2,2025-01-24,2,2024-12,2025-01-12 22:59:00+00:00,cnb,2.23488009,2.380373322135417,-0.1454932321354172,0.0,0.1454932321354172,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q3,2025-01-24,3,2024-12,2025-01-12 22:59:00+00:00,STABLE_PIPELINE_R14B,3.0696819167556817,2.498824030135406,0.5708578866202756,0.6793087567556815,0.10845087013540589,-0.4624070164848697,-0.3141171354834408,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q3,2025-01-24,3,2024-12,2025-01-12 22:59:00+00:00,DAMPED_P80_Q001_R16,2.8321214868685143,2.498824030135406,0.3332974567331082,0.44174832686851406,0.10845087013540589,-0.2248465865977023,-0.09932560343163145,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q3,2025-01-24,3,2024-12,2025-01-12 22:59:00+00:00,cnb,2.39037316,2.498824030135406,-0.10845087013540589,0.0,0.10845087013540589,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q4,2025-01-24,4,2024-12,2025-01-12 22:59:00+00:00,STABLE_PIPELINE_R14B,3.352772963720994,2.2333587331890636,1.1194142305319303,0.9542496537209941,-0.16516457681093621,-0.9542496537209941,-1.225808882084258,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q4,2025-01-24,4,2024-12,2025-01-12 22:59:00+00:00,DAMPED_P80_Q001_R16,2.9464224704319038,2.2333587331890636,0.7130637372428401,0.5478991604319039,-0.16516457681093621,-0.5478991604319039,-0.4811805559375905,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-02-13,2025Q4,2025-01-24,4,2024-12,2025-01-12 22:59:00+00:00,cnb,2.39852331,2.2333587331890636,0.16516457681093621,0.0,-0.16516457681093621,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q2,2025-04-25,1,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2.5357912106566185,2.380373322135417,0.15541788852120142,0.15467051142250865,-0.0007473770986927697,-0.15467051142250865,-0.02415416149986094,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q2,2025-04-25,1,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P80_Q001_R16,2.5770070706983104,2.380373322135417,0.19663374856289328,0.19588637146420051,-0.0007473770986927697,-0.19588637146420051,-0.03866427250136749,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q2,2025-04-25,1,2025-04,2025-05-05 21:59:00+00:00,cnb,2.38112069923411,2.380373322135417,0.0007473770986927697,0.0,-0.0007473770986927697,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q3,2025-04-25,2,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2.5712537124644705,2.498824030135406,0.07242968232906444,0.10082524246447067,0.028395560135406228,-0.04403412219365821,-0.004439751046885718,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q3,2025-04-25,2,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P80_Q001_R16,2.747871683403666,2.498824030135406,0.24904765326825995,0.2774432134036662,0.028395560135406228,-0.22065209313285372,-0.061218425763023956,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q3,2025-04-25,2,2025-04,2025-05-05 21:59:00+00:00,cnb,2.47042847,2.498824030135406,-0.028395560135406228,0.0,0.028395560135406228,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q4,2025-04-25,3,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2.7775500156312365,2.2333587331890636,0.5441912824421729,0.35255889563123644,-0.19163238681093642,-0.35255889563123644,-0.2594211802112004,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q4,2025-04-25,3,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P80_Q001_R16,2.9777328409452912,2.2333587331890636,0.7443741077562276,0.5527417209452912,-0.19163238681093642,-0.5527417209452912,-0.5173698406230235,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2025Q4,2025-04-25,3,2025-04,2025-05-05 21:59:00+00:00,cnb,2.42499112,2.2333587331890636,0.19163238681093642,0.0,-0.19163238681093642,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2026Q1,2025-04-25,4,2025-04,2025-05-05 21:59:00+00:00,STABLE_PIPELINE_R14B,2.771509339968621,1.6208666864394388,1.150642653529182,0.4678686599686208,-0.6827739935605612,-0.4678686599686208,-0.8577981898380398,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2026Q1,2025-04-25,4,2025-04,2025-05-05 21:59:00+00:00,DAMPED_P80_Q001_R16,2.960294749847621,1.6208666864394388,1.3394280634081823,0.6566540698476211,-0.6827739935605612,-0.6566540698476211,-1.3278872107627564,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-05-15,2026Q1,2025-04-25,4,2025-04,2025-05-05 21:59:00+00:00,cnb,2.30364068,1.6208666864394388,0.6827739935605612,0.0,-0.6827739935605612,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q2,2025-04-25,1,2025-03,2025-04-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.7083544539962685,2.380373322135417,0.3279811318608514,0.32723375476215866,-0.0007473770986927697,-0.32723375476215866,-0.10757106428419756,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q2,2025-04-25,1,2025-03,2025-04-03 21:59:00+00:00,DAMPED_P80_Q001_R16,2.6166691405332227,2.380373322135417,0.23629581839780567,0.2355484412991129,-0.0007473770986927697,-0.2355484412991129,-0.05583515521976111,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q2,2025-04-25,1,2025-03,2025-04-03 21:59:00+00:00,cnb,2.38112069923411,2.380373322135417,0.0007473770986927697,0.0,-0.0007473770986927697,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q3,2025-04-25,2,2025-03,2025-04-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.95984037824059,2.498824030135406,0.4610163481051841,0.48941190824059033,0.028395560135406228,-0.4326207879697779,-0.21172976538483682,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q3,2025-04-25,2,2025-03,2025-04-03 21:59:00+00:00,DAMPED_P80_Q001_R16,2.80855285093336,2.498824030135406,0.30972882079795383,0.33812438093336006,0.028395560135406228,-0.2813332606625476,-0.09512563459748752,False,True,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q3,2025-04-25,2,2025-03,2025-04-03 21:59:00+00:00,cnb,2.47042847,2.498824030135406,-0.028395560135406228,0.0,0.028395560135406228,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q4,2025-04-25,3,2025-03,2025-04-03 21:59:00+00:00,STABLE_PIPELINE_R14B,3.242971195257858,2.2333587331890636,1.0096124620687945,0.8179800752578581,-0.19163238681093642,-0.8179800752578581,-0.9825943518897567,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q4,2025-04-25,3,2025-03,2025-04-03 21:59:00+00:00,DAMPED_P80_Q001_R16,3.040183109167314,2.2333587331890636,0.8068243759782505,0.6151919891673141,-0.19163238681093642,-0.6151919891673141,-0.614242601997837,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2025Q4,2025-04-25,3,2025-03,2025-04-03 21:59:00+00:00,cnb,2.42499112,2.2333587331890636,0.19163238681093642,0.0,-0.19163238681093642,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2026Q1,2025-04-25,4,2025-03,2025-04-03 21:59:00+00:00,STABLE_PIPELINE_R14B,3.2225370014702377,1.6208666864394388,1.601670315030799,0.9188963214702377,-0.6827739935605612,-0.9188963214702377,-2.0991674717682214,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2026Q1,2025-04-25,4,2025-03,2025-04-03 21:59:00+00:00,DAMPED_P80_Q001_R16,3.0193741452519993,1.6208666864394388,1.3985074588125606,0.7157334652519993,-0.6827739935605612,-0.7157334652519993,-1.4896427860717283,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-05-15,2026Q1,2025-04-25,4,2025-03,2025-04-03 21:59:00+00:00,cnb,2.30364068,1.6208666864394388,0.6827739935605612,0.0,-0.6827739935605612,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q3,2025-07-25,1,2025-07,2025-08-04 21:59:00+00:00,STABLE_PIPELINE_R14B,2.6882043894274497,2.498824030135406,0.18938035929204355,0.002165836581889735,-0.18721452271015382,-0.002165836581889735,-0.0008156429719928041,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q3,2025-07-25,1,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P80_Q001_R16,2.658137725019438,2.498824030135406,0.1593136948840317,-0.027900827826122132,-0.18721452271015382,0.027900827826122132,0.009668424135988358,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q3,2025-07-25,1,2025-07,2025-08-04 21:59:00+00:00,cnb,2.68603855284556,2.498824030135406,0.18721452271015382,0.0,-0.18721452271015382,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q4,2025-07-25,2,2025-07,2025-08-04 21:59:00+00:00,STABLE_PIPELINE_R14B,2.9035872442394415,2.2333587331890636,0.6702285110503778,0.25192087423944143,-0.4183076368109364,-0.25192087423944143,-0.27422497801045614,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q4,2025-07-25,2,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P80_Q001_R16,2.8555670568788702,2.2333587331890636,0.6222083236898066,0.2039006868788702,-0.4183076368109364,-0.2039006868788702,-0.21216191905452886,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2025Q4,2025-07-25,2,2025-07,2025-08-04 21:59:00+00:00,cnb,2.65166637,2.2333587331890636,0.4183076368109364,0.0,-0.4183076368109364,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q1,2025-07-25,3,2025-07,2025-08-04 21:59:00+00:00,STABLE_PIPELINE_R14B,2.92410062415218,1.6208666864394388,1.303233937712741,0.36618011415217966,-0.9370538235605614,-0.36618011415217966,-0.8203488281567889,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q1,2025-07-25,3,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P80_Q001_R16,2.79511117870236,1.6208666864394388,1.1742444922629212,0.23719066870235972,-0.9370538235605614,-0.23719066870235972,-0.5007802593603378,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q1,2025-07-25,3,2025-07,2025-08-04 21:59:00+00:00,cnb,2.55792051,1.6208666864394388,0.9370538235605614,0.0,-0.9370538235605614,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q2,2025-07-25,4,2025-07,2025-08-04 21:59:00+00:00,STABLE_PIPELINE_R14B,3.411997675318929,2.045921946260844,1.3660757290580854,0.9306869853189292,-0.43538874373915615,-0.9306869853189292,-1.676599539346819,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q2,2025-07-25,4,2025-07,2025-08-04 21:59:00+00:00,DAMPED_P80_Q001_R16,3.1055455233087392,2.045921946260844,1.0596235770478954,0.6242348333087393,-0.43538874373915615,-0.6242348333087393,-0.9332387668610166,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-08-14,2026Q2,2025-07-25,4,2025-07,2025-08-04 21:59:00+00:00,cnb,2.48131069,2.045921946260844,0.43538874373915615,0.0,-0.43538874373915615,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q3,2025-07-25,1,2025-06,2025-07-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.369158024751556,2.498824030135406,-0.1296660053838501,-0.3168805280940039,-0.18721452271015382,0.05754851732630373,0.01823600456138606,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q3,2025-07-25,1,2025-06,2025-07-03 21:59:00+00:00,DAMPED_P80_Q001_R16,2.5987335350416454,2.498824030135406,0.09990950490623929,-0.08730501780391453,-0.18721452271015382,0.08730501780391453,0.025067368342980848,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q3,2025-07-25,1,2025-06,2025-07-03 21:59:00+00:00,cnb,2.68603855284556,2.498824030135406,0.18721452271015382,0.0,-0.18721452271015382,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q4,2025-07-25,2,2025-06,2025-07-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.399580669178885,2.2333587331890636,0.16622193598982138,-0.25208570082111503,-0.4183076368109364,0.25208570082111503,0.14735154701014602,True,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q4,2025-07-25,2,2025-06,2025-07-03 21:59:00+00:00,DAMPED_P80_Q001_R16,2.78138586498441,2.2333587331890636,0.5480271317953465,0.12971949498441004,-0.4183076368109364,-0.12971949498441004,-0.12535245816948376,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2025Q4,2025-07-25,2,2025-06,2025-07-03 21:59:00+00:00,cnb,2.65166637,2.2333587331890636,0.4183076368109364,0.0,-0.4183076368109364,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q1,2025-07-25,3,2025-06,2025-07-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.105126402045958,1.6208666864394388,0.48425971560651937,-0.45279410795404207,-0.9370538235605614,0.45279410795404207,0.6435623960901607,True,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q1,2025-07-25,3,2025-06,2025-07-03 21:59:00+00:00,DAMPED_P80_Q001_R16,2.715266583785901,1.6208666864394388,1.0943998973464624,0.15734607378590093,-0.9370538235605614,-0.15734607378590093,-0.31964126706247964,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q1,2025-07-25,3,2025-06,2025-07-03 21:59:00+00:00,cnb,2.55792051,1.6208666864394388,0.9370538235605614,0.0,-0.9370538235605614,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q2,2025-07-25,4,2025-06,2025-07-03 21:59:00+00:00,STABLE_PIPELINE_R14B,2.294817657480147,2.045921946260844,0.2488957112193031,-0.18649303251985305,-0.43538874373915615,0.18649303251985305,0.12761428311139786,True,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q2,2025-07-25,4,2025-06,2025-07-03 21:59:00+00:00,DAMPED_P80_Q001_R16,3.041388336397004,2.045921946260844,0.9954663901361602,0.5600776463970041,-0.43538874373915615,-0.5600776463970041,-0.8013899757159574,False,True,False,True,paired_pipeline_DAMPED_P80_Q001_R16
cutoff,2025-08-14,2026Q2,2025-07-25,4,2025-06,2025-07-03 21:59:00+00:00,cnb,2.48131069,2.045921946260844,0.43538874373915615,0.0,-0.43538874373915615,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2025Q4,2025-10-24,1,2025-10,2025-11-04 22:59:00+00:00,STABLE_PIPELINE_R14B,2.252071481903503,2.2333587331890636,0.018712748714439176,0.03802683359446268,0.019314084880023508,0.0006013361655843319,2.2866910303007636e-05,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2025Q4,2025-10-24,1,2025-10,2025-11-04 22:59:00+00:00,DAMPED_P80_Q001_R16,2.2832597286892367,2.2333587331890636,0.04990099550017302,0.06921508038019653,0.019314084880023508,-0.03058691062014951,-0.002117075477155535,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2025Q4,2025-10-24,1,2025-10,2025-11-04 22:59:00+00:00,cnb,2.21404464830904,2.2333587331890636,-0.019314084880023508,0.0,0.019314084880023508,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2026Q1,2025-10-24,2,2025-10,2025-11-04 22:59:00+00:00,STABLE_PIPELINE_R14B,1.9777112900503238,1.6208666864394388,0.356844603610885,-0.19856457994967625,-0.5554091835605612,0.19856457994967625,0.18114129005719956,True,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2026Q1,2025-10-24,2,2025-10,2025-11-04 22:59:00+00:00,DAMPED_P80_Q001_R16,2.1190614051969128,1.6208666864394388,0.498194718757474,-0.05721446480308723,-0.5554091835605612,0.05721446480308723,0.06028138338557057,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2026Q1,2025-10-24,2,2025-10,2025-11-04 22:59:00+00:00,cnb,2.17627587,1.6208666864394388,0.5554091835605612,0.0,-0.5554091835605612,0.0,0.0,False,False,False,True,paired_pipeline_DAMPED_P80_Q001_R16
report,2025-11-13,2026Q2,2025-10-24,3,2025-10,2025-11-04 22:59:00+00:00,STABLE_PIPELINE_R14B,2.138230953383593,2.045921946260844,0.09230900712274925,-0.06289675661640715,-0.1552057637391564,0.06289675661640715,0.015567876301867062,False,False,True,True,paired_pipeline_DAMPED_P80_Q001_R16
