origin,target,model,quarter,predicted_change,actual_change,material_actual
2019-02,2019-06,BLEND_DAMPED_TRANSMISSION_R16,2019Q2,0.021847246327534542,0.10866197911436926,False
2019-02,2019-09,BLEND_DAMPED_TRANSMISSION_R16,2019Q3,-0.04007646352970706,0.015354349079724106,False
2019-02,2019-12,BLEND_DAMPED_TRANSMISSION_R16,2019Q4,0.19235812916093886,0.18356059225945032,False
2019-02,2019-06,DAMPED_ADAPT_R16,2019Q2,-0.0036364101230965673,0.10866197911436926,False
2019-02,2019-09,DAMPED_ADAPT_R16,2019Q3,-0.06269754994957744,0.015354349079724106,False
2019-02,2019-12,DAMPED_ADAPT_R16,2019Q4,0.17381706091676064,0.18356059225945032,False
2019-02,2019-06,DAMPED_P80_Q001_R16,2019Q2,-0.0036364101230965673,0.10866197911436926,False
2019-02,2019-09,DAMPED_P80_Q001_R16,2019Q3,-0.06269754994957744,0.015354349079724106,False
2019-02,2019-12,DAMPED_P80_Q001_R16,2019Q4,0.17381706091676064,0.18356059225945032,False
2019-02,2019-06,DAMPED_P80_Q010_R16,2019Q2,0.035567664821848144,0.10866197911436926,False
2019-02,2019-09,DAMPED_P80_Q010_R16,2019Q3,-0.0072124280355407855,0.015354349079724106,False
2019-02,2019-12,DAMPED_P80_Q010_R16,2019Q4,0.23623307636507818,0.18356059225945032,False
2019-02,2019-06,DAMPED_P95_Q001_R16,2019Q2,0.03896531120643543,0.10866197911436926,False
2019-02,2019-09,DAMPED_P95_Q001_R16,2019Q3,0.003888894532968923,0.015354349079724106,False
2019-02,2019-12,DAMPED_P95_Q001_R16,2019Q4,0.25673661420610827,0.18356059225945032,False
2019-02,2019-06,DAMPED_P95_Q010_R16,2019Q2,0.10421296941246716,0.10866197911436926,False
2019-02,2019-09,DAMPED_P95_Q010_R16,2019Q3,0.1104227351599838,0.015354349079724106,False
2019-02,2019-12,DAMPED_P95_Q010_R16,2019Q4,0.393487750951917,0.18356059225945032,False
2019-02,2019-06,RF_RESIDUAL_R15,2019Q2,-0.003632627017337242,0.10866197911436926,False
2019-02,2019-09,RF_RESIDUAL_R15,2019Q3,-0.09936476285957863,0.015354349079724106,False
2019-02,2019-12,RF_RESIDUAL_R15,2019Q4,0.24407030633419913,0.18356059225945032,False
2019-02,2019-06,STABLE_LOCAL_CORE_R14B,2019Q2,-0.022056274436558,0.10866197911436926,False
2019-02,2019-09,STABLE_LOCAL_CORE_R14B,2019Q3,-0.06799757726737576,0.015354349079724106,False
2019-02,2019-12,STABLE_LOCAL_CORE_R14B,2019Q4,0.1775532479380577,0.18356059225945032,False
2019-02,2019-06,STABLE_PIPELINE_R14B,2019Q2,-0.08077752377697678,0.10866197911436926,False
2019-02,2019-09,STABLE_PIPELINE_R14B,2019Q3,-0.15216515155517074,0.015354349079724106,False
2019-02,2019-12,STABLE_PIPELINE_R14B,2019Q4,0.2228794554597786,0.18356059225945032,False
2019-02,2019-06,STATE_FAST_R15,2019Q2,0.04089049450840543,0.10866197911436926,False
2019-02,2019-09,STATE_FAST_R15,2019Q3,-0.007998966984299472,0.015354349079724106,False
2019-02,2019-12,STATE_FAST_R15,2019Q4,0.23145763091885652,0.18356059225945032,False
2019-02,2019-06,TRANSMISSION_BOTH_R16,2019Q2,0.04734107836753765,0.10866197911436926,False
2019-02,2019-09,TRANSMISSION_BOTH_R16,2019Q3,-0.017436616810415195,0.015354349079724106,False
2019-02,2019-12,TRANSMISSION_BOTH_R16,2019Q4,0.21092280060152113,0.18356059225945032,False
2019-02,2019-06,TRANSMISSION_GOODS_R16,2019Q2,0.06281001491455251,0.10866197911436926,False
2019-02,2019-09,TRANSMISSION_GOODS_R16,2019Q3,0.02809391373558867,0.015354349079724106,False
2019-02,2019-12,TRANSMISSION_GOODS_R16,2019Q4,0.2807606078046452,0.18356059225945032,False
2019-02,2019-06,TRANSMISSION_OWN_R16,2019Q2,0.06247749628834498,0.10866197911436926,False
2019-02,2019-09,TRANSMISSION_OWN_R16,2019Q3,0.024032111526134603,0.015354349079724106,False
2019-02,2019-12,TRANSMISSION_OWN_R16,2019Q4,0.27727157604792607,0.18356059225945032,False
2019-02,2019-06,TRANSMISSION_SERVICES_R16,2019Q2,0.04754458483365953,0.10866197911436926,False
2019-02,2019-09,TRANSMISSION_SERVICES_R16,2019Q3,-0.024268610959889525,0.015354349079724106,False
2019-02,2019-12,TRANSMISSION_SERVICES_R16,2019Q4,0.2099993810379277,0.18356059225945032,False
2019-03,2019-06,BLEND_DAMPED_TRANSMISSION_R16,2019Q2,0.014857186704215763,0.10866197911436926,False
2019-03,2019-09,BLEND_DAMPED_TRANSMISSION_R16,2019Q3,-0.0756360604047508,0.015354349079724106,False
2019-03,2019-12,BLEND_DAMPED_TRANSMISSION_R16,2019Q4,0.14748991554453994,0.18356059225945032,False
2019-03,2020-03,BLEND_DAMPED_TRANSMISSION_R16,2020Q1,-0.044610109867975645,0.5838797697945517,True
2019-03,2019-06,DAMPED_ADAPT_R16,2019Q2,0.0033381599147190855,0.10866197911436926,False
2019-03,2019-09,DAMPED_ADAPT_R16,2019Q3,-0.0918591258808128,0.015354349079724106,False
2019-03,2019-12,DAMPED_ADAPT_R16,2019Q4,0.1378110197097433,0.18356059225945032,False
2019-03,2020-03,DAMPED_ADAPT_R16,2020Q1,-0.07484241855576945,0.5838797697945517,True
2019-03,2019-06,DAMPED_P80_Q001_R16,2019Q2,0.0033381599147190855,0.10866197911436926,False
2019-03,2019-09,DAMPED_P80_Q001_R16,2019Q3,-0.0918591258808128,0.015354349079724106,False
2019-03,2019-12,DAMPED_P80_Q001_R16,2019Q4,0.1378110197097433,0.18356059225945032,False
2019-03,2020-03,DAMPED_P80_Q001_R16,2020Q1,-0.07484241855576945,0.5838797697945517,True
2019-03,2019-06,DAMPED_P80_Q010_R16,2019Q2,0.01701994774248039,0.10866197911436926,False
2019-03,2019-09,DAMPED_P80_Q010_R16,2019Q3,-0.0662831697705748,0.015354349079724106,False
2019-03,2019-12,DAMPED_P80_Q010_R16,2019Q4,0.1672449659816393,0.18356059225945032,False
2019-03,2020-03,DAMPED_P80_Q010_R16,2020Q1,-0.04364065616522028,0.5838797697945517,True
2019-03,2019-06,DAMPED_P95_Q001_R16,2019Q2,0.022803332027651724,0.10866197911436926,False
2019-03,2019-09,DAMPED_P95_Q001_R16,2019Q3,-0.052054421144993146,0.015354349079724106,False
2019-03,2019-12,DAMPED_P95_Q001_R16,2019Q4,0.18835571168740772,0.18356059225945032,False
2019-03,2020-03,DAMPED_P95_Q001_R16,2020Q1,-0.01639506854314776,0.5838797697945517,True
2019-03,2019-06,DAMPED_P95_Q010_R16,2019Q2,0.03437888898924246,0.10866197911436926,False
2019-03,2019-09,DAMPED_P95_Q010_R16,2019Q3,-0.028472015664068095,0.015354349079724106,False
