sample,model,h,metric,n_intended,n_rows_present,n_forecasts,n_actuals,n_scoreable
origins_2019_2021,DAMPED_P80_Q001_R16,2,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,3,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,3,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,3,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,3,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,3,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,4,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,4,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,4,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,4,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,4,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,5,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,5,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,5,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,5,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,5,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,6,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,6,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,6,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,6,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,6,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,7,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,7,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,7,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,7,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,7,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,8,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,8,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,8,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,8,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,8,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,9,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,9,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,9,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,9,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,9,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,10,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,10,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,10,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,10,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,10,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,11,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,11,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,11,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,11,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,11,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,12,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,12,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,12,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,12,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q001_R16,12,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,0,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,0,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,0,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,0,core_mm,35,35,0,35,0
origins_2019_2021,DAMPED_P80_Q010_R16,0,core_cumulative_log,35,35,0,0,0
origins_2019_2021,DAMPED_P80_Q010_R16,1,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,1,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,1,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,1,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,1,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,2,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,2,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,2,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,2,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,2,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,3,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,3,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,3,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,3,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,3,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,4,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,4,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,4,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,4,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,4,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,5,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,5,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,5,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,5,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,5,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,6,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,6,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,6,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,6,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,6,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,7,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,7,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,7,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,7,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,7,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,8,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,8,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,8,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,8,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,8,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,9,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,9,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,9,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,9,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,9,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,10,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,10,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,10,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,10,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,10,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,11,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,11,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,11,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,11,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,11,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,12,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,12,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,12,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,12,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P80_Q010_R16,12,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,0,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,0,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,0,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,0,core_mm,35,35,0,35,0
origins_2019_2021,DAMPED_P95_Q001_R16,0,core_cumulative_log,35,35,0,0,0
origins_2019_2021,DAMPED_P95_Q001_R16,1,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,1,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,1,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,1,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,1,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,2,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,2,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,2,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,2,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,2,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,3,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,3,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,3,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,3,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,3,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,4,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,4,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,4,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,4,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,4,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,5,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,5,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,5,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,5,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,5,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,6,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,6,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,6,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,6,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,6,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,7,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,7,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,7,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,7,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,7,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,8,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,8,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,8,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,8,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,8,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,9,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,9,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,9,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,9,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,9,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,10,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,10,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,10,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,10,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,10,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,11,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,11,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,11,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,11,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,11,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,12,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,12,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,12,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,12,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q001_R16,12,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,0,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,0,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,0,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,0,core_mm,35,35,0,35,0
origins_2019_2021,DAMPED_P95_Q010_R16,0,core_cumulative_log,35,35,0,0,0
origins_2019_2021,DAMPED_P95_Q010_R16,1,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,1,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,1,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,1,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,1,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,2,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,2,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,2,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,2,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,2,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,3,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,3,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,3,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,3,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,3,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,4,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,4,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,4,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,4,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,4,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,5,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,5,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,5,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,5,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,5,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,6,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,6,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,6,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,6,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,6,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,7,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,7,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,7,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,7,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,7,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,8,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,8,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,8,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,8,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,8,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,9,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,9,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,9,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,9,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,9,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,10,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,10,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,10,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,10,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,10,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,11,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,11,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,11,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,11,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,11,core_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,12,headline_yy,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,12,headline_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,12,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,12,core_mm,35,35,35,35,35
origins_2019_2021,DAMPED_P95_Q010_R16,12,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,0,headline_yy,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,0,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,0,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,0,core_mm,35,35,0,35,0
origins_2019_2021,INDEPENDENT_BRIDGE,0,core_cumulative_log,35,35,0,0,0
origins_2019_2021,INDEPENDENT_BRIDGE,1,headline_yy,35,35,34,35,34
origins_2019_2021,INDEPENDENT_BRIDGE,1,headline_mm,35,35,34,35,34
origins_2019_2021,INDEPENDENT_BRIDGE,1,headline_cumulative_log,35,35,34,35,34
origins_2019_2021,INDEPENDENT_BRIDGE,1,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,1,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,2,headline_yy,35,35,33,35,33
origins_2019_2021,INDEPENDENT_BRIDGE,2,headline_mm,35,35,33,35,33
origins_2019_2021,INDEPENDENT_BRIDGE,2,headline_cumulative_log,35,35,33,35,33
origins_2019_2021,INDEPENDENT_BRIDGE,2,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,2,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,3,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,3,headline_mm,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,3,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,3,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,3,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,4,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,4,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,4,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,4,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,4,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,5,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,5,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,5,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,5,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,5,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,6,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,6,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,6,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,6,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,6,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,7,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,7,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,7,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,7,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,7,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,8,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,8,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,8,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,8,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,8,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,9,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,9,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,9,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,9,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,9,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,10,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,10,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,10,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,10,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,10,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,11,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,11,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,11,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,11,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,11,core_cumulative_log,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,12,headline_yy,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,12,headline_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,12,headline_cumulative_log,35,35,32,35,32
origins_2019_2021,INDEPENDENT_BRIDGE,12,core_mm,35,35,35,35,35
origins_2019_2021,INDEPENDENT_BRIDGE,12,core_cumulative_log,35,35,35,35,35
origins_2019_2021,RF_RESIDUAL_R15,0,headline_yy,35,35,35,35,35
origins_2019_2021,RF_RESIDUAL_R15,0,headline_mm,35,35,35,35,35
origins_2019_2021,RF_RESIDUAL_R15,0,headline_cumulative_log,35,35,35,35,35
origins_2019_2021,RF_RESIDUAL_R15,0,core_mm,35,35,0,35,0
