origin,signal,band,stage,family,config,predicted_change,status,as_of,current_z,projected_z,row_present,target,actual_z,unit,included,reason,projection_error,persistence_error,squared_loss_difference,absolute_loss_difference
2019-05,services,2,signal,services,l0.1,-0.9473345651365502,estimated,2019-06-10 23:59:00,4.114194333117518,3.166859767980968,True,2020-02,3.85781440111678,annual_log_pp,True,included,-0.6909546331358123,0.25637993200073783,0.411687635519142,0.43457470113507446
2019-05,services,3,signal,services,l10,-0.2644274713054273,estimated,2019-06-10 23:59:00,4.114194333117518,3.849766861812091,True,2020-05,3.4399250322478596,annual_log_pp,True,included,0.4098418295642312,0.6742693008696583,-0.28666876483470144,-0.2644274713054271
2019-05,goods,0,signal,goods,l10,0.011921546545609948,estimated,2019-06-10 23:59:00,0.2995508979798479,0.31147244452545786,True,2019-08,0.23305047683815305,annual_log_pp,True,included,0.0784219676873048,0.06650042114169485,0.001727699003925903,0.011921546545609951
2019-05,goods,1,signal,goods,l10,0.01946804839805353,estimated,2019-06-10 23:59:00,0.2995508979798479,0.31901894637790146,True,2019-11,0.3989704507223357,annual_log_pp,True,included,-0.07995150434443427,-0.09941955274248782,-0.003492004420578225,-0.01946804839805355
2019-05,goods,2,signal,goods,l10,0.009677151155938096,estimated,2019-06-10 23:59:00,0.2995508979798479,0.309228049135786,True,2020-02,1.0272377513964088,annual_log_pp,True,included,-0.7180097022606229,-0.7276868534165609,-0.013990224094907022,-0.009677151155938035
2019-05,goods,3,signal,goods,l10,0.002817613139369073,estimated,2019-06-10 23:59:00,0.2995508979798479,0.302368511119217,True,2020-05,1.7182785618784424,annual_log_pp,True,included,-1.4159100507592255,-1.4187276638985944,-0.00798691247017036,-0.002817613139368902
2019-06,services,0,signal,services,l0.1,-0.4057116985771484,estimated,2019-07-10 23:59:00,4.018178963283183,3.6124672647060345,True,2019-09,4.2739439402798824,annual_log_pp,True,included,-0.6614766755738479,-0.25576497699669964,0.37213566887010735,0.4057116985771483
2019-06,services,1,signal,services,l0.1,-0.827859862565683,estimated,2019-07-10 23:59:00,4.018178963283183,3.1903191007175,True,2019-12,3.7616142381456164,annual_log_pp,True,included,-0.5712951374281166,0.25656472513756645,0.26055267586409553,0.3147304122905501
2019-06,services,2,signal,services,l0.1,-1.187527468839534,estimated,2019-07-10 23:59:00,4.018178963283183,2.8306514944436487,True,2020-03,3.8899429176603335,annual_log_pp,True,included,-1.0592914232166848,0.1282360456228493,1.1056538359034442,0.9310553775938355
2019-06,services,3,signal,services,l10,-0.22637066278411525,estimated,2019-07-10 23:59:00,4.018178963283183,3.7918083004990675,True,2020-06,3.2143723752853917,annual_log_pp,True,included,0.5774359252136758,0.8038065879977911,-0.312672783181277,-0.22637066278411533
2019-06,goods,0,signal,goods,l10,0.007108700094572806,estimated,2019-07-10 23:59:00,0.2995508979798479,0.3066595980744207,True,2019-09,0.16651685528098817,annual_log_pp,True,included,0.14014274279343256,0.13303404269885974,0.001941931840864157,0.007108700094572817
2019-06,goods,1,signal,goods,l10,0.022952104536192664,estimated,2019-07-10 23:59:00,0.2995508979798479,0.3225030025160406,True,2019-12,0.598174230833726,annual_log_pp,True,included,-0.2756712283176854,-0.2986233328538781,-0.013181268802576626,-0.022952104536192675
2019-06,goods,2,signal,goods,l1,0.05988329414614931,estimated,2019-07-10 23:59:00,0.2995508979798479,0.3594341921259972,True,2020-03,1.2910043766405892,annual_log_pp,True,included,-0.9315701845145921,-0.9914534786607413,-0.11515699167193394,-0.059883294146149235
2019-06,goods,3,signal,goods,l10,0.006193433193230309,estimated,2019-07-10 23:59:00,0.2995508979798479,0.3057443311730782,True,2020-06,2.1424970465191993,annual_log_pp,True,included,-1.8367527153461212,-1.8429461485393515,-0.022789969084680006,-0.006193433193230291
2019-07,services,0,signal,services,l0.1,0.010355679151210665,estimated,2019-08-11 23:59:00,4.305948946044698,4.316304625195908,True,2019-10,4.114071531496781,annual_log_pp,True,included,0.20223309369912723,0.19187741454791674,0.00408128197352689,0.010355679151210495
2019-07,services,1,signal,services,l0.1,-0.1297022175902388,estimated,2019-08-11 23:59:00,4.305948946044698,4.176246728454458,True,2020-01,3.7616142381456164,annual_log_pp,True,included,0.4146324903088421,0.5443347078990812,-0.12438017220386605,-0.12970221759023914
2019-07,services,2,signal,services,l0.1,-0.5820411052597522,estimated,2019-08-11 23:59:00,4.305948946044698,3.7239078407849453,True,2020-04,3.6970783487588705,annual_log_pp,True,included,0.026829492026074764,0.608870597285827,-0.37000358259682253,-0.5820411052597523
2019-07,services,3,signal,services,l10,-0.21376917449017813,estimated,2019-08-11 23:59:00,4.305948946044698,4.09217977155452,True,2020-07,3.0527950674745643,annual_log_pp,True,included,1.0393847040799553,1.2531538785701333,-0.4900740802999921,-0.21376917449017796
2019-07,goods,0,signal,goods,l10,0.0064024670989181786,estimated,2019-08-11 23:59:00,0.2995508979798479,0.3059533650787661,True,2019-10,0.26616815022652207,annual_log_pp,True,included,0.03978521485224401,0.03338274775332584,0.00046845547327703627,0.006402467098918174
2019-07,goods,1,signal,goods,l10,0.011817745212277459,estimated,2019-08-11 23:59:00,0.2995508979798479,0.31136864319212537,True,2020-01,0.6975285021049858,annual_log_pp,True,included,-0.3861598589128605,-0.39797760412513794,-0.009266736749584698,-0.011817745212277464
2019-07,goods,2,signal,goods,l1,0.04012216827347007,estimated,2019-08-11 23:59:00,0.2995508979798479,0.339673066253318,True,2020-04,1.5873026238821233,annual_log_pp,True,included,-1.2476295576288052,-1.2877517259022753,-0.1017249944952403,-0.04012216827347004
2019-07,goods,3,signal,goods,l1,0.026174980402481698,estimated,2019-08-11 23:59:00,0.2995508979798479,0.3257258783823296,True,2020-07,2.662832815555152,annual_log_pp,True,included,-2.3371069371728224,-2.3632819175753044,-0.1230325861570769,-0.026174980402482007
2019-08,services,0,signal,services,l0.1,-0.05896967012992955,estimated,2019-09-09 23:59:00,4.401688541677433,4.342718871547503,True,2019-11,3.921948040938446,annual_log_pp,True,included,0.4207708306090572,0.4797405007389868,-0.05310285615785787,-0.0589696701299296
2019-08,services,1,signal,services,l0.1,-0.16821462264295967,estimated,2019-09-09 23:59:00,4.401688541677433,4.2334739190344735,True,2020-02,3.85781440111678,annual_log_pp,True,included,0.37565951791769336,0.5438741405606526,-0.15467900736843473,-0.16821462264295928
2019-08,services,2,signal,services,l0.1,-0.6765545481876101,estimated,2019-09-09 23:59:00,4.401688541677433,3.7251339934898224,True,2020-05,3.4399250322478596,annual_log_pp,True,included,0.2852089612419628,0.9617635094295731,-0.8436448964975691,-0.6765545481876103
2019-08,services,3,signal,services,l10,-0.24153704410341867,estimated,2019-09-09 23:59:00,4.401688541677433,4.160151497574014,True,2020-08,2.8261469545104405,annual_log_pp,True,included,1.3340045430635734,1.5755415871669922,-0.7027631719784317,-0.2415370441034188
2019-08,goods,0,signal,goods,l10,0.0038600260542835606,estimated,2019-09-09 23:59:00,0.19980026626730563,0.2036602923215892,True,2019-11,0.3989704507223357,annual_log_pp,True,included,-0.19531015840074653,-0.1991701844550301,-0.0015227044013260138,-0.0038600260542835663
2019-08,goods,1,signal,goods,l10,-0.0002605030391168093,estimated,2019-09-09 23:59:00,0.19980026626730563,0.1995397632281888,True,2020-02,1.0272377513964088,annual_log_pp,True,included,-0.82769798816822,-0.8274374851291032,0.00043116782094410055,0.0002605030391168439
2019-08,goods,2,signal,goods,l1,0.008297996367655254,estimated,2019-09-09 23:59:00,0.19980026626730563,0.20809826263496087,True,2020-05,1.7182785618784424,annual_log_pp,True,included,-1.5101802992434816,-1.518478295611137,-0.025131798018971363,-0.00829799636765527
2019-08,goods,3,signal,goods,l1,0.01299940784379645,estimated,2019-09-09 23:59:00,0.19980026626730563,0.21279967411110207,True,2020-08,3.1816500335922058,annual_log_pp,True,included,-2.9688503594811038,-2.9818497673249,-0.07735557790448055,-0.012999407843796273
2019-09,services,0,signal,services,l0.1,0.00022180385846080281,estimated,2019-10-09 23:59:00,4.305948946044698,4.306170749903158,True,2019-12,3.7616142381456164,annual_log_pp,True,included,0.5445565117575417,0.5443347078990812,0.00024152027396356912,0.00022180385846048978
2019-09,services,1,signal,services,l0.1,-0.13680273300267567,estimated,2019-10-09 23:59:00,4.305948946044698,4.169146213042022,True,2020-03,3.8899429176603335,annual_log_pp,True,included,0.2792032953816883,0.41600602838436407,-0.09510653550013803,-0.13680273300267576
2019-09,services,2,signal,services,l10,-0.0982145738735892,estimated,2019-10-09 23:59:00,4.305948946044698,4.2077343721711085,True,2020-06,3.2143723752853917,annual_log_pp,True,included,0.9933619968857168,1.091576570759306,-0.20477135297386717,-0.09821457387358912
2019-09,services,3,signal,services,l10,-0.20513657244450406,estimated,2019-10-09 23:59:00,4.305948946044698,4.100812373600194,True,2020-09,2.696571151563717,annual_log_pp,True,included,1.4042412220364766,1.6093777944809804,-0.6182034757019674,-0.20513657244450378
2019-09,goods,0,signal,goods,l10,0.005447825098564966,estimated,2019-10-09 23:59:00,0.19980026626730563,0.2052480913658706,True,2019-12,0.598174230833726,annual_log_pp,True,included,-0.3929261394678554,-0.3983739645664204,-0.004310864567255018,-0.005447825098565007
2019-09,goods,1,signal,goods,l10,-0.004813975795025571,estimated,2019-10-09 23:59:00,0.19980026626730563,0.19498629047228005,True,2020-03,1.2910043766405892,annual_log_pp,True,included,-1.096018086168309,-1.0912041103732837,0.010529234712493452,0.004813975795025405
2019-09,goods,2,signal,goods,l1,-0.008737609867769933,estimated,2019-10-09 23:59:00,0.19980026626730563,0.19106265639953568,True,2020-06,2.1424970465191993,annual_log_pp,True,included,-1.9514343901196636,-1.9426967802518935,0.03402539894062917,0.008737609867770058
2019-09,goods,3,signal,goods,l1,0.011415248307755893,estimated,2019-10-09 23:59:00,0.19980026626730563,0.21121551457506152,True,2020-09,3.440049260402804,annual_log_pp,True,included,-3.2288337458277425,-3.240248994135498,-0.07384618580009672,-0.011415248307755643
2019-10,services,0,signal,services,l0.1,-0.19183836168498064,estimated,2019-11-10 23:59:00,4.114194333117518,3.922355971432537,True,2020-01,3.7616142381456164,annual_log_pp,True,included,0.16074173328692076,0.35258009497190157,-0.09847481855031157,-0.1918383616849808
2019-10,services,1,signal,services,l0.1,-0.5433662044277302,estimated,2019-11-10 23:59:00,4.114194333117518,3.570828128689788,True,2020-04,3.6970783487588705,annual_log_pp,True,included,-0.1262502200690827,0.4171159843586474,-0.15804662633999156,-0.2908657642895647
2019-10,services,2,signal,services,l10,-0.09196275094600491,estimated,2019-11-10 23:59:00,4.114194333117518,4.022231582171513,True,2020-07,3.0527950674745643,annual_log_pp,True,included,0.969436514696949,1.0613992656429536,-0.18676124507963343,-0.09196275094600459
2019-10,services,3,signal,services,l10,-0.17300854618629397,estimated,2019-11-10 23:59:00,4.114194333117518,3.941185786931224,True,2020-10,2.566743009512349,annual_log_pp,True,included,1.3744427774188752,1.547451323605169,-0.5055126505284775,-0.1730085461862938
2019-10,goods,0,signal,goods,l10,0.009343182935400776,estimated,2019-11-10 23:59:00,0.09995003330835331,0.10929321624375408,True,2020-01,0.6975285021049858,annual_log_pp,True,included,-0.5882352858612317,-0.5975784687966326,-0.01107927483708293,-0.009343182935400818
2019-10,goods,1,signal,goods,l10,0.009527237920842611,estimated,2019-11-10 23:59:00,0.09995003330835331,0.10947727122919593,True,2020-04,1.5873026238821233,annual_log_pp,True,included,-1.4778253526529275,-1.48735259057377,-0.028249955742754906,-0.009527237920842424
2019-10,goods,2,signal,goods,l1,0.07027515299702494,estimated,2019-11-10 23:59:00,0.09995003330835331,0.17022518630537825,True,2020-07,2.662832815555152,annual_log_pp,True,included,-2.492607629249774,-2.562882782246799,-0.35527536214291366,-0.07027515299702491
2019-10,goods,3,signal,goods,l1,0.08056994099381236,estimated,2019-11-10 23:59:00,0.09995003330835331,0.18051997430216565,True,2020-10,3.568873897399097,annual_log_pp,True,included,-3.3883539230969317,-3.468923864090744,-0.5524904666918911,-0.08056994099381232
2019-11,services,0,signal,services,l0.1,-0.07898992555992136,estimated,2019-12-09 23:59:00,3.9220713153281297,3.843081389768208,True,2020-02,3.85781440111678,annual_log_pp,True,included,-0.014733011348571967,0.0642569142113496,-0.003911889400567592,-0.049523902862777636
2019-11,services,1,signal,services,l0.1,-0.30959208787227166,estimated,2019-12-09 23:59:00,3.9220713153281297,3.612479227455858,True,2020-05,3.4399250322478596,annual_log_pp,True,included,0.17255419520799853,0.4821462830802701,-0.20269008800423988,-0.30959208787227155
2019-11,services,2,signal,services,l10,-0.047818424975928024,estimated,2019-12-09 23:59:00,3.9220713153281297,3.8742528903522016,True,2020-08,2.8261469545104405,annual_log_pp,True,included,1.048105935841761,1.0959243608176892,-0.10252415188692687,-0.04781842497592814
2019-11,services,3,signal,services,l10,-0.10828530371560229,estimated,2019-12-09 23:59:00,3.9220713153281297,3.8137860116125273,True,2020-11,2.599215816107128,annual_log_pp,True,included,1.2145701955053991,1.3228554992210015,-0.2747659120092216,-0.10828530371560241
2019-11,goods,0,signal,goods,l10,-0.009647649162683966,estimated,2019-12-09 23:59:00,0.49875415110390736,0.4891065019412234,True,2020-02,1.0272377513964088,annual_log_pp,True,included,-0.5381312494551854,-0.5284836002925015,0.010290325862074512,0.009647649162683902
2019-11,goods,1,signal,goods,l10,-0.008634315533378173,estimated,2019-12-09 23:59:00,0.49875415110390736,0.4901198355705292,True,2020-05,1.7182785618784424,annual_log_pp,True,included,-1.2281587263079132,-1.219524410774535,0.021134068531298622,0.008634315533378123
2019-11,goods,2,signal,goods,l1,-0.010307725462460548,estimated,2019-12-09 23:59:00,0.49875415110390736,0.4884464256414468,True,2020-08,3.1816500335922058,annual_log_pp,True,included,-2.693203607950759,-2.6828958824882982,0.055415357606321436,0.010307725462460837
2019-11,goods,3,signal,goods,l1,0.012760723701685723,estimated,2019-12-09 23:59:00,0.49875415110390736,0.5115148748055931,True,2020-11,3.568873897399097,annual_log_pp,True,included,-3.057359022593504,-3.0701197462951897,-0.07819106355773542,-0.012760723701685794
2019-12,services,0,signal,services,l0.1,-0.09352984213148262,estimated,2020-01-12 23:59:00,3.7295784743696894,3.636048632238207,True,2020-03,3.8899429176603335,annual_log_pp,True,included,-0.25389428542212666,-0.16036444329064414,0.038745553498094096,0.09352984213148252
2019-12,services,1,signal,services,l0.1,-0.31102957774334966,estimated,2020-01-12 23:59:00,3.7295784743696894,3.4185488966263398,True,2020-06,3.2143723752853917,annual_log_pp,True,included,0.2041765213409481,0.5152060990842977,-0.22374927266676856,-0.3110295777433496
2019-12,services,2,signal,services,l10,-0.0394117802397077,estimated,2020-01-12 23:59:00,3.7295784743696894,3.6901666941299816,True,2020-09,2.696571151563717,annual_log_pp,True,included,0.9935955425662644,1.0330073228059722,-0.07987202676321281,-0.039411780239707817
2019-12,services,3,signal,services,l10,-0.08684684717764309,estimated,2020-01-12 23:59:00,3.7295784743696894,3.6427316271920462,True,2020-12,2.599215816107128,annual_log_pp,True,included,1.043515811084918,1.1303626582625612,-0.18879449121018932,-0.08684684717764313
2019-12,goods,0,signal,goods,l10,-0.012412496831613122,estimated,2020-01-12 23:59:00,0.5982071677547464,0.5857946709231332,True,2020-03,1.2910043766405892,annual_log_pp,True,included,-0.705209705717456,-0.6927972088858428,0.0173527563980867,0.012412496831613162
2019-12,goods,1,signal,goods,l10,-0.01732517789866298,estimated,2020-01-12 23:59:00,0.5982071677547464,0.5808819898560834,True,2020-06,2.1424970465191993,annual_log_pp,True,included,-1.5616150566631157,-1.5442898787644528,0.05381035554261793,0.017325177898662947
2019-12,goods,2,signal,goods,l1,-0.062206193671192726,estimated,2020-01-12 23:59:00,0.5982071677547464,0.5360009740835536,True,2020-09,3.440049260402804,annual_log_pp,True,included,-2.9040482863192505,-2.8418420926480574,0.35742996972748564,0.062206193671193066
2019-12,goods,3,signal,goods,l1,-0.026950599608451975,estimated,2020-01-12 23:59:00,0.5982071677547464,0.5712565681462944,True,2020-12,3.47220877407277,annual_log_pp,True,included,-2.9009522059264756,-2.8740016063180236,0.15563846795110514,0.02695059960845203
2020-01,services,0,signal,services,l0.1,-0.02578234638875375,estimated,2020-02-13 23:59:00,3.6331929247390287,3.607410578350275,True,2020-04,3.6970783487588705,annual_log_pp,True,included,-0.08966777040859553,-0.06388542401984187,0.003958961647853611,0.025782346388753652
2020-01,services,1,signal,services,l0.1,-0.04705549372938103,estimated,2020-02-13 23:59:00,3.6331929247390287,3.5861374310096474,True,2020-07,3.0527950674745643,annual_log_pp,True,included,0.5333423635350831,0.5803978572644644,-0.05240759597599276,-0.047055493729381226
2020-01,services,2,signal,services,l10,-0.01202463617912133,estimated,2020-02-13 23:59:00,3.6331929247390287,3.6211682885599075,True,2020-10,2.566743009512349,annual_log_pp,True,included,1.0544252790475586,1.0664499152266798,-0.0255027525924707,-0.012024636179121195
2020-01,services,3,signal,services,l10,-0.04425177623479205,estimated,2020-02-13 23:59:00,3.6331929247390287,3.5889411485042366,True,2021-01,2.56667961700528,annual_log_pp,True,included,1.0222615314989567,1.0665133077337487,-0.09243199679058955,-0.04425177623479204
2020-01,goods,0,signal,goods,l10,-0.008441985589013769,estimated,2020-02-13 23:59:00,0.6975613736425241,0.6891193880535104,True,2020-04,1.5873026238821233,annual_log_pp,True,included,-0.8981832358286129,-0.8897412502395992,0.01509363274563269,0.008441985589013767
2020-01,goods,1,signal,goods,l10,-0.017948816975637032,estimated,2020-02-13 23:59:00,0.6975613736425241,0.6796125566668871,True,2020-07,2.662832815555152,annual_log_pp,True,included,-1.983220258888265,-1.965271441912628,0.07087075486749672,0.017948816975636994
2020-01,goods,2,signal,goods,l1,-0.07151466399077319,estimated,2020-02-13 23:59:00,0.6975613736425241,0.6260467096517509,True,2020-10,3.568873897399097,annual_log_pp,True,included,-2.9428271877473464,-2.871312523756573,0.41579624786361613,0.07151466399077355
2020-01,goods,3,signal,goods,l1,-0.07953706446963836,estimated,2020-02-13 23:59:00,0.6975613736425241,0.6180243091728858,True,2021-01,3.440049260402804,annual_log_pp,True,included,-2.8220249512299183,-2.74248788676028,0.4425850163373557,0.07953706446963826
2020-02,services,0,signal,services,l0.1,0.024189192192966447,estimated,2020-03-09 23:59:00,3.9220713153281297,3.946260507521096,True,2020-05,3.4399250322478596,annual_log_pp,True,included,0.5063354752732363,0.4821462830802701,0.023910575232054143,0.024189192192966225
2020-02,services,1,signal,services,l0.1,0.044107478924502536,estimated,2020-03-09 23:59:00,3.9220713153281297,3.9661787942526323,True,2020-08,2.8261469545104405,annual_log_pp,True,included,1.1400318397421918,1.0959243608176892,0.09862239099230585,0.04410747892450262
2020-02,services,2,signal,services,l10,-0.0041079406653148605,estimated,2020-03-09 23:59:00,3.9220713153281297,3.917963374662815,True,2020-11,2.599215816107128,annual_log_pp,True,included,1.3187475585556867,1.3228554992210015,-0.0108515486226608,-0.004107940665314835
2020-02,services,3,signal,services,l10,-0.02574441571528367,estimated,2020-03-09 23:59:00,3.9220713153281297,3.896326899612846,True,2021-02,2.3713665582088574,annual_log_pp,True,included,1.5249603414039887,1.5507047571192722,-0.07918120089737135,-0.02574441571528352
2020-02,goods,0,signal,goods,l10,0.00045401636090707935,estimated,2020-03-09 23:59:00,0.7968169649176874,0.7972709812785944,True,2020-05,1.7182785618784424,annual_log_pp,True,included,-0.921007580599848,-0.921461596960755,-0.000836511151079411,-0.000454016360907028
2020-02,goods,1,signal,goods,l10,0.002399537039580845,estimated,2020-03-09 23:59:00,0.7968169649176874,0.7992165019572682,True,2020-08,3.1816500335922058,annual_log_pp,True,included,-2.3824335316349377,-2.3848330686745185,-0.011439232784999476,-0.0023995370395808457
2020-02,goods,2,signal,goods,l1,0.03758635963768221,estimated,2020-03-09 23:59:00,0.7968169649176874,0.8344033245553696,True,2020-11,3.568873897399097,annual_log_pp,True,included,-2.7344705728437275,-2.77205693248141,-0.20697032316994157,-0.03758635963768242
2020-02,goods,3,signal,goods,l1,0.053743441798315354,estimated,2020-03-09 23:59:00,0.7968169649176874,0.8505604067160027,True,2021-02,3.2787846336538564,annual_log_pp,True,included,-2.4282242269378536,-2.481967668736169,-0.263890612363717,-0.05374344179831558
2020-03,services,0,signal,services,l0.1,0.13249118847939015,estimated,2020-04-13 23:59:00,4.018178963283183,4.150670151762573,True,2020-06,3.2143723752853917,annual_log_pp,True,included,0.9362977764771814,0.8038065879977911,0.23054849532746313,0.13249118847939023
2020-03,services,1,signal,services,l0.1,0.2400036125161557,estimated,2020-04-13 23:59:00,4.018178963283183,4.258182575799339,True,2020-09,2.696571151563717,annual_log_pp,True,included,1.5616114242356214,1.3216078117194656,0.6919830323052916,0.24000361251615576
2020-03,services,2,signal,services,l10,0.006359031080278295,estimated,2020-04-13 23:59:00,4.018178963283183,4.024537994363461,True,2020-12,2.599215816107128,annual_log_pp,True,included,1.4253221782563332,1.4189631471760547,0.018086898785604877,0.0063590310802785766
