scope,sample,model,quarter,n,actual_material_n,sign_match_rate_on_material_actual,material_direction_hit_rate,material_calls_n,wrong_way_n
all_models_common,origins_2024plus,RF_RESIDUAL_R15,2025Q4,10,10,0.0,0.0,4,4
all_models_common,origins_2024plus,STABLE_LOCAL_CORE_R14B,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,STABLE_PIPELINE_R14B,2025Q4,10,10,0.1,0.0,2,2
all_models_common,origins_2024plus,STATE_FAST_R15,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,TRANSMISSION_BOTH_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,TRANSMISSION_GOODS_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,TRANSMISSION_OWN_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,TRANSMISSION_SERVICES_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,2026Q1,10,10,0.9,0.1,1,0
all_models_common,origins_2024plus,DAMPED_ADAPT_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,DAMPED_P80_Q001_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,DAMPED_P80_Q010_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,DAMPED_P95_Q001_R16,2026Q1,10,10,1.0,0.2,2,0
all_models_common,origins_2024plus,DAMPED_P95_Q010_R16,2026Q1,10,10,0.7,0.2,2,0
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,2026Q1,10,10,0.5,0.2,2,0
all_models_common,origins_2024plus,RF_RESIDUAL_R15,2026Q1,10,10,0.6,0.1,1,0
all_models_common,origins_2024plus,STABLE_LOCAL_CORE_R14B,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,STABLE_PIPELINE_R14B,2026Q1,10,10,0.7,0.5,5,0
all_models_common,origins_2024plus,STATE_FAST_R15,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,TRANSMISSION_BOTH_R16,2026Q1,10,10,0.8,0.1,1,0
all_models_common,origins_2024plus,TRANSMISSION_GOODS_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,TRANSMISSION_OWN_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,origins_2024plus,TRANSMISSION_SERVICES_R16,2026Q1,10,10,0.8,0.1,1,0
all_models_common,origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,DAMPED_ADAPT_R16,2026Q2,10,10,0.9,0.6,6,0
all_models_common,origins_2024plus,DAMPED_P80_Q001_R16,2026Q2,10,10,0.9,0.6,6,0
all_models_common,origins_2024plus,DAMPED_P80_Q010_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,DAMPED_P95_Q001_R16,2026Q2,10,10,0.9,0.2,2,0
all_models_common,origins_2024plus,DAMPED_P95_Q010_R16,2026Q2,10,10,0.8,0.5,5,0
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,2026Q2,10,10,0.9,0.8,8,0
all_models_common,origins_2024plus,RF_RESIDUAL_R15,2026Q2,10,10,0.9,0.7,7,0
all_models_common,origins_2024plus,STABLE_LOCAL_CORE_R14B,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,STABLE_PIPELINE_R14B,2026Q2,10,10,1.0,0.4,4,0
all_models_common,origins_2024plus,STATE_FAST_R15,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,TRANSMISSION_BOTH_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,TRANSMISSION_GOODS_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,TRANSMISSION_OWN_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,origins_2024plus,TRANSMISSION_SERVICES_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STATE_FAST_R15,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2024Q2,10,10,0.9,0.6,6,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2024Q2,10,10,0.2,0.0,3,3
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2024Q2,10,10,1.0,0.8,8,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2024Q2,10,10,1.0,0.8,8,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2024Q2,10,10,1.0,0.9,9,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2024Q2,10,10,0.9,0.6,6,0
all_models_common,recent_targets,STATE_FAST_R15,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2024Q3,10,0,,,3,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2024Q3,10,0,,,2,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2024Q3,10,0,,,2,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2024Q3,10,0,,,3,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2024Q3,10,0,,,3,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2024Q3,10,0,,,9,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2024Q3,10,0,,,5,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2024Q3,10,0,,,5,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2024Q3,10,0,,,2,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2024Q3,10,0,,,6,0
all_models_common,recent_targets,STATE_FAST_R15,2024Q3,10,0,,,2,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2024Q3,10,0,,,4,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2024Q3,10,0,,,2,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2024Q3,10,0,,,3,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2024Q3,10,0,,,5,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2024Q4,10,10,0.9,0.7,7,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,STATE_FAST_R15,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2024Q4,10,10,1.0,1.0,10,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2025Q1,10,0,,,1,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2025Q1,10,0,,,0,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2025Q1,10,0,,,0,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2025Q1,10,0,,,4,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2025Q1,10,0,,,8,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2025Q1,10,0,,,7,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2025Q1,10,0,,,3,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2025Q1,10,0,,,1,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2025Q1,10,0,,,3,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2025Q1,10,0,,,6,0
all_models_common,recent_targets,STATE_FAST_R15,2025Q1,10,0,,,3,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2025Q1,10,0,,,4,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2025Q1,10,0,,,5,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2025Q1,10,0,,,3,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2025Q1,10,0,,,3,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2025Q2,10,10,0.8,0.0,0,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2025Q2,10,10,0.8,0.0,0,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2025Q2,10,10,0.8,0.0,0,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2025Q2,10,10,1.0,0.2,2,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2025Q2,10,10,1.0,0.4,4,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2025Q2,10,10,0.9,0.2,2,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2025Q2,10,10,0.4,0.1,3,2
all_models_common,recent_targets,RF_RESIDUAL_R15,2025Q2,10,10,0.2,0.0,0,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2025Q2,10,10,1.0,0.0,0,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2025Q2,10,10,0.7,0.1,2,1
all_models_common,recent_targets,STATE_FAST_R15,2025Q2,10,10,0.9,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2025Q2,10,10,0.8,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2025Q2,10,10,0.8,0.1,1,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2025Q2,10,10,0.9,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2025Q2,10,10,0.8,0.0,0,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2025Q3,10,0,,,0,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2025Q3,10,0,,,0,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2025Q3,10,0,,,4,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2025Q3,10,0,,,7,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2025Q3,10,0,,,0,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2025Q3,10,0,,,3,0
all_models_common,recent_targets,STATE_FAST_R15,2025Q3,10,0,,,0,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2025Q3,10,0,,,0,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2025Q3,10,0,,,0,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2025Q3,10,0,,,1,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2025Q4,10,10,0.2,0.0,0,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2025Q4,10,10,0.2,0.0,2,2
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2025Q4,10,10,0.3,0.0,1,1
all_models_common,recent_targets,RF_RESIDUAL_R15,2025Q4,10,10,0.0,0.0,4,4
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2025Q4,10,10,0.1,0.0,2,2
all_models_common,recent_targets,STATE_FAST_R15,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2025Q4,10,10,0.0,0.0,0,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2026Q1,10,10,0.9,0.1,1,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2026Q1,10,10,1.0,0.2,2,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2026Q1,10,10,0.7,0.2,2,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2026Q1,10,10,0.5,0.2,2,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2026Q1,10,10,0.6,0.1,1,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2026Q1,10,10,0.7,0.5,5,0
all_models_common,recent_targets,STATE_FAST_R15,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2026Q1,10,10,0.8,0.1,1,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2026Q1,10,10,1.0,0.1,1,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2026Q1,10,10,0.8,0.1,1,0
all_models_common,recent_targets,BLEND_DAMPED_TRANSMISSION_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,DAMPED_ADAPT_R16,2026Q2,10,10,0.9,0.6,6,0
all_models_common,recent_targets,DAMPED_P80_Q001_R16,2026Q2,10,10,0.9,0.6,6,0
all_models_common,recent_targets,DAMPED_P80_Q010_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,DAMPED_P95_Q001_R16,2026Q2,10,10,0.9,0.2,2,0
all_models_common,recent_targets,DAMPED_P95_Q010_R16,2026Q2,10,10,0.8,0.5,5,0
all_models_common,recent_targets,INDEPENDENT_BRIDGE,2026Q2,10,10,0.9,0.8,8,0
all_models_common,recent_targets,RF_RESIDUAL_R15,2026Q2,10,10,0.9,0.7,7,0
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,STABLE_PIPELINE_R14B,2026Q2,10,10,1.0,0.4,4,0
all_models_common,recent_targets,STATE_FAST_R15,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,TRANSMISSION_BOTH_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,TRANSMISSION_GOODS_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,TRANSMISSION_OWN_R16,2026Q2,10,10,0.9,0.5,5,0
all_models_common,recent_targets,TRANSMISSION_SERVICES_R16,2026Q2,10,10,0.9,0.5,5,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2019Q3,2,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2019Q3,2,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2019Q4,5,0,,,2,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2019Q4,5,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2020Q1,8,8,0.0,0.0,4,4
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2020Q1,8,8,0.125,0.0,1,1
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2020Q2,10,10,0.9,0.3,3,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2020Q2,10,10,0.9,0.8,8,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2020Q3,10,0,,,5,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2020Q3,10,0,,,4,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2020Q4,10,10,0.4,0.2,3,1
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2020Q4,10,10,0.4,0.2,3,1
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2021Q1,10,10,1.0,0.9,9,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2021Q1,10,10,1.0,0.7,7,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2021Q2,10,10,1.0,0.7,7,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2021Q2,10,10,1.0,0.7,7,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2021Q3,10,10,0.0,0.0,8,8
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2021Q3,10,10,0.0,0.0,9,9
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2021Q4,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2021Q4,10,10,1.0,0.9,9,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2022Q1,10,10,0.6,0.5,8,3
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2022Q1,10,10,0.6,0.4,7,3
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2022Q2,10,10,0.8,0.4,4,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2022Q2,10,10,0.5,0.4,6,2
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2022Q3,10,10,0.3,0.2,9,7
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2022Q3,10,10,0.2,0.2,9,7
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2022Q4,10,10,0.5,0.5,10,5
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2022Q4,10,10,0.5,0.5,9,4
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2023Q1,10,10,0.0,0.0,10,10
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2023Q1,10,10,0.0,0.0,10,10
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2023Q2,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2023Q2,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2023Q3,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2023Q3,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2023Q4,10,10,0.1,0.0,8,8
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2023Q4,10,10,0.1,0.0,8,8
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2024Q1,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2024Q1,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2024Q2,10,10,1.0,0.8,8,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2024Q2,10,10,0.9,0.6,6,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2024Q3,10,0,,,5,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2024Q3,10,0,,,6,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2024Q4,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2024Q4,10,10,1.0,1.0,10,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2025Q1,10,0,,,3,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2025Q1,10,0,,,6,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2025Q2,10,10,0.4,0.1,3,2
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2025Q2,10,10,0.7,0.1,2,1
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2025Q3,10,0,,,4,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2025Q3,10,0,,,3,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2025Q4,10,10,0.3,0.0,1,1
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2025Q4,10,10,0.1,0.0,2,2
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2026Q1,10,10,0.5,0.2,2,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2026Q1,10,10,0.7,0.5,5,0
paired_pipeline_INDEPENDENT_BRIDGE,full,INDEPENDENT_BRIDGE,2026Q2,10,10,0.9,0.8,8,0
paired_pipeline_INDEPENDENT_BRIDGE,full,STABLE_PIPELINE_R14B,2026Q2,10,10,1.0,0.4,4,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2019Q3,2,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2019Q3,2,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2019Q4,5,0,,,2,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2019Q4,5,0,,,0,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2020Q1,8,8,0.0,0.0,4,4
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2020Q1,8,8,0.125,0.0,1,1
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2020Q2,10,10,0.9,0.3,3,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2020Q2,10,10,0.9,0.8,8,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2020Q3,10,0,,,5,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2020Q3,10,0,,,4,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2020Q4,10,10,0.4,0.2,3,1
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2020Q4,10,10,0.4,0.2,3,1
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2021Q1,10,10,1.0,0.9,9,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2021Q1,10,10,1.0,0.7,7,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,INDEPENDENT_BRIDGE,2021Q2,10,10,1.0,0.7,7,0
paired_pipeline_INDEPENDENT_BRIDGE,origins_2019_2021,STABLE_PIPELINE_R14B,2021Q2,10,10,1.0,0.7,7,0
