scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,INDEPENDENT_BRIDGE,all,66,1.5927894127721447,2.454660358717828,-0.1803925383631763,18,18,1.0605492231877776,-0.5322401895843671,13,39,14,0.31867495148774266,0.499067489850919,0.5909090909090909,0.22259885861264925
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,INDEPENDENT_BRIDGE,1,18,0.9287963255666474,1.5935813439003832,-0.22524732286277555,18,18,0.5554610620931573,-0.37333526347349,4,8,6,-0.3900308564254762,-0.16478353356270048,0.6666666666666666,0.15529108974498224
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,INDEPENDENT_BRIDGE,2,17,1.521678496358175,2.186317994027108,-0.33277537546188246,17,17,1.175891176650326,-0.3457873197078493,5,10,2,0.018346242958544225,0.3511216184204268,0.6470588235294118,0.22475000036834775
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,INDEPENDENT_BRIDGE,3,16,1.779560954243975,2.478291843365109,-0.22785900880405624,16,16,1.1088691841257816,-0.6706917701181934,2,11,3,0.525883961608901,0.7537429704129572,0.5,0.26487705458347327
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,INDEPENDENT_BRIDGE,4,15,2.2709505117846214,3.39049564503443,0.09676465355181496,15,15,1.4843928442432301,-0.7865576675413917,2,10,3,1.288471513187461,1.1917068596356455,0.5333333333333333,0.04545348958197344
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,STABLE_PIPELINE_R14B,all,66,1.550443649260808,2.484292377082147,-0.38369882340817724,18,18,1.0605492231877776,-0.4898944260730303,17,42,7,0.11536866644274156,0.499067489850919,0.5454545454545454,0.21176608223073196
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,STABLE_PIPELINE_R14B,1,18,0.9064519693021708,1.619272649718627,-0.2915428765609724,18,18,0.5554610620931573,-0.35099090720901366,4,9,5,-0.456326410123673,-0.16478353356270048,0.6111111111111112,0.19732095560184665
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,STABLE_PIPELINE_R14B,2,17,1.4832959143977613,2.2053748651357563,-0.5105332009199846,17,17,1.175891176650326,-0.30740473774743565,6,10,1,-0.15941158249955786,0.3511216184204268,0.6470588235294118,0.24767614558234613
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,STABLE_PIPELINE_R14B,3,16,1.771279776952341,2.5569453073390767,-0.47671825965210335,16,16,1.1088691841257816,-0.6624105928265593,3,12,1,0.27702471076085394,0.7537429704129572,0.4375,0.23685609716871944
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,STABLE_PIPELINE_R14B,4,15,2.1637758951849904,3.394563675650522,-0.25131959978458746,15,15,1.4843928442432301,-0.6793830509417601,4,11,0,0.9403872598510584,1.1917068596356455,0.4666666666666667,0.03546886393541052
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,cnb,all,66,1.0605492231877776,2.2954532595060186,-0.499067489850919,18,18,1.0605492231877776,0.0,0,0,66,0.0,0.499067489850919,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,cnb,1,18,0.5554610620931573,0.9474636327304558,0.16478353356270048,18,18,0.5554610620931573,0.0,0,0,18,0.0,-0.16478353356270048,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,cnb,2,17,1.175891176650326,2.0747355620744736,-0.3511216184204268,17,17,1.175891176650326,0.0,0,0,17,0.0,0.3511216184204268,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,cnb,3,16,1.1088691841257816,2.506310439771679,-0.7537429704129572,16,16,1.1088691841257816,0.0,0,0,16,0.0,0.7537429704129572,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,cutoff,cnb,4,15,1.4843928442432301,3.2446896054586443,-1.1917068596356455,15,15,1.4843928442432301,0.0,0,0,15,0.0,1.1917068596356455,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,report,INDEPENDENT_BRIDGE,all,66,1.52802874926222,2.362396701541737,-0.044722854373861816,18,18,1.0605492231877776,-0.4674795260744423,12,35,19,0.4543446354770571,0.499067489850919,0.5757575757575758,0.29723599416076585
paired_pipeline_INDEPENDENT_BRIDGE,full,report,INDEPENDENT_BRIDGE,1,18,0.8561549384541726,1.5423610515859336,-0.12263847320135635,18,18,0.5554610620931573,-0.30069387636101524,2,7,9,-0.28742200676405677,-0.16478353356270048,0.5,0.11606402352171563
paired_pipeline_INDEPENDENT_BRIDGE,full,report,INDEPENDENT_BRIDGE,2,17,1.3245505492142233,1.9550799989592562,-0.24163429219284496,17,17,1.175891176650326,-0.1486593725638978,5,7,5,0.10948732622758184,0.3511216184204268,0.7058823529411765,0.36286852918302764
paired_pipeline_INDEPENDENT_BRIDGE,full,report,INDEPENDENT_BRIDGE,3,16,1.5953936967099076,2.2360733185967456,-0.07658255902275501,16,16,1.1088691841257816,-0.4865245125841261,2,10,4,0.6771604113902021,0.7537429704129572,0.5,0.4007625891520316
paired_pipeline_INDEPENDENT_BRIDGE,full,report,INDEPENDENT_BRIDGE,4,15,2.4930300050087397,3.469300387879364,0.3059258693727986,15,15,1.4843928442432301,-1.0086371607655091,3,11,1,1.4976327290084444,1.1917068596356455,0.6,0.14038532374807208
paired_pipeline_INDEPENDENT_BRIDGE,full,report,STABLE_PIPELINE_R14B,all,66,1.4875992282913069,2.3609208168930946,-0.19906980546609382,18,18,1.0605492231877776,-0.4270500051035292,14,34,18,0.2999976843848251,0.499067489850919,0.5909090909090909,0.2818469512638086
paired_pipeline_INDEPENDENT_BRIDGE,full,report,STABLE_PIPELINE_R14B,1,18,0.821881431060925,1.5578741110103307,-0.14575484065951042,18,18,0.5554610620931573,-0.2664203689677678,3,6,9,-0.3105383742222109,-0.16478353356270048,0.5555555555555556,0.12589489247074256
paired_pipeline_INDEPENDENT_BRIDGE,full,report,STABLE_PIPELINE_R14B,2,17,1.3208271202394368,1.9660498972024916,-0.3546974755260685,17,17,1.175891176650326,-0.1449359435891112,6,6,5,-0.0035758571056417037,0.3511216184204268,0.7058823529411765,0.3683133561829854
paired_pipeline_INDEPENDENT_BRIDGE,full,report,STABLE_PIPELINE_R14B,3,16,1.550090442467621,2.2716612742565507,-0.28188721484598106,16,16,1.1088691841257816,-0.4412212583418394,2,11,3,0.47185575556697623,0.7537429704129572,0.5,0.37912080427608946
paired_pipeline_INDEPENDENT_BRIDGE,full,report,STABLE_PIPELINE_R14B,4,15,2.4088116789718157,3.42458669940703,0.0016688328391904594,15,15,1.4843928442432301,-0.9244188347285857,3,11,1,1.193375692474836,1.1917068596356455,0.6,0.12560091050787855
paired_pipeline_INDEPENDENT_BRIDGE,full,report,cnb,all,66,1.0605492231877776,2.2954532595060186,-0.499067489850919,18,18,1.0605492231877776,0.0,0,0,66,0.0,0.499067489850919,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,report,cnb,1,18,0.5554610620931573,0.9474636327304558,0.16478353356270048,18,18,0.5554610620931573,0.0,0,0,18,0.0,-0.16478353356270048,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,report,cnb,2,17,1.175891176650326,2.0747355620744736,-0.3511216184204268,17,17,1.175891176650326,0.0,0,0,17,0.0,0.3511216184204268,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,report,cnb,3,16,1.1088691841257816,2.506310439771679,-0.7537429704129572,16,16,1.1088691841257816,0.0,0,0,16,0.0,0.7537429704129572,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,full,report,cnb,4,15,1.4843928442432301,3.2446896054586443,-1.1917068596356455,15,15,1.4843928442432301,0.0,0,0,15,0.0,1.1917068596356455,0.0,
paired_pipeline_INDEPENDENT_BRIDGE,reports_2024plus,cutoff,INDEPENDENT_BRIDGE,all,34,0.5563851772734377,0.7830619603246174,0.43321760780246876,10,10,0.2865084409450862,-0.26987673632835163,6,14,14,0.3966302879581798,-0.03658731984428897,0.6764705882352942,0.16886325029526694
