origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,,0.3,,
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.07524501693715921,0.1863932898415576,2.969348659003822,2.989615862728,0.07521672206705339,0.18621979310646208,0.15870976042837445,-0.1,0.15858394958656458,-0.10005003335835334
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.29766180730650554,0.0930232558139509,2.769818529130847,3.0001990312199864,0.37243639377782706,0.2791998091031148,0.5117896677019477,0.4,0.6690684252997463,0.299152093595392
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.23486439693893627,0.6505576208178487,2.9467680608364977,2.75141538917683,0.6070254153801479,0.9276504370292084,0.22612878072956524,0.1,0.894941919680112,0.39910212690374536
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.16277885714439394,0.1846722068328699,2.7462121212121224,2.5288295106316987,0.7696719313390574,1.112152334386138,0.2921283932033476,0.3,1.186644447074587,0.6986530248835933
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.32821404318752956,0.3686635944700533,2.9300567107750517,2.670891082170004,1.097348527898315,1.4801380302261997,0.5556567615172415,1.0,1.7407631313982015,1.6936861102004017
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.03971739055708888,0.0918273645546419,2.9272898961284195,2.6146799804209384,1.1370580331876534,1.571923259249096,0.2431107100991084,0.2,1.9835788054898247,1.8934863764677075
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,-0.09661103029385577,-0.5504587155963248,2.6515151515151705,2.8067802185888406,1.0404003043582117,1.019943936889315,-0.29893002566297533,-0.9,1.6842010916200487,0.989411911252801
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.31352516407851133,0.4612546125461358,2.735849056603792,2.739938909689022,1.3534350031814388,1.4801380302262204,0.444482878283047,0.6,2.1276990621766725,1.5876190790075473
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,DAMPED_P80_Q001_R16,0.07155834047960674,0.2754820936639035,3.116147308781873,2.9105433232119964,1.4249677528880784,1.7552413674152,0.09029851693583554,0.0,2.2179568345276963,1.5876190790075473
