scope,sample,metric,h,model,n,mae,rmse,bias
all_models_common,full,headline_yy,1,INDEPENDENT_BRIDGE,88,0.5483448281111425,0.9107373045382808,-0.11911212254514587
all_models_common,full,headline_yy,1,STABLE_PIPELINE_R14B,88,0.5320909382768627,0.9049670289361448,-0.13793311030323288
all_models_common,full,headline_yy,1,STABLE_LOCAL_CORE_R14B,88,0.508322006501021,0.8691519032986068,-0.10604580144084
all_models_common,full,headline_yy,1,STATE_FAST_R15,88,0.5064345073174391,0.8615359706774576,-0.10641349196496055
all_models_common,full,headline_yy,1,RF_RESIDUAL_R15,88,0.5057688328083323,0.8593399279998546,-0.0892314224071333
all_models_common,full,headline_yy,1,DAMPED_P80_Q001_R16,88,0.5051714422914692,0.8646111218089834,-0.10767263828641277
all_models_common,full,headline_yy,1,DAMPED_P80_Q010_R16,88,0.5058738408860777,0.8597980808801522,-0.10613056521563156
all_models_common,full,headline_yy,1,DAMPED_P95_Q001_R16,88,0.5056151623007832,0.8581019950175653,-0.10475544511473195
all_models_common,full,headline_yy,1,DAMPED_P95_Q010_R16,88,0.5083071953289923,0.8565923631433936,-0.10520068477002686
all_models_common,full,headline_yy,1,DAMPED_ADAPT_R16,88,0.507817866249722,0.8660898587846425,-0.10650230178966659
all_models_common,full,headline_yy,1,TRANSMISSION_OWN_R16,88,0.5047139057474717,0.8615723033196869,-0.11025109230206356
all_models_common,full,headline_yy,1,TRANSMISSION_SERVICES_R16,88,0.5074939320323043,0.8634734037577743,-0.10974404523259568
all_models_common,full,headline_yy,1,TRANSMISSION_GOODS_R16,88,0.5097554275753223,0.870870377069666,-0.11527244578090214
all_models_common,full,headline_yy,1,TRANSMISSION_BOTH_R16,88,0.5123502985691832,0.8727453909329013,-0.11525884557219311
all_models_common,full,headline_yy,1,BLEND_DAMPED_TRANSMISSION_R16,88,0.5095555295194458,0.8690842840587146,-0.11088557700942481
all_models_common,origins_2019_2021,headline_yy,1,INDEPENDENT_BRIDGE,34,0.3925893499751775,0.49077297228607314,-0.1665239687236786
all_models_common,origins_2019_2021,headline_yy,1,STABLE_PIPELINE_R14B,34,0.3860988526068163,0.47581304397006363,-0.17544005375190858
all_models_common,origins_2019_2021,headline_yy,1,STABLE_LOCAL_CORE_R14B,34,0.3566243431745048,0.4567959798125192,-0.158968550316584
all_models_common,origins_2019_2021,headline_yy,1,STATE_FAST_R15,34,0.36944339620428684,0.45470774910006734,-0.12759537452366132
all_models_common,origins_2019_2021,headline_yy,1,RF_RESIDUAL_R15,34,0.36518348568098974,0.4594401708341265,-0.13289294281683936
all_models_common,origins_2019_2021,headline_yy,1,DAMPED_P80_Q001_R16,34,0.36296286449832854,0.45310159536513395,-0.13841233023472144
all_models_common,origins_2019_2021,headline_yy,1,DAMPED_P80_Q010_R16,34,0.37020910225521364,0.45569843750148786,-0.12706152962035125
all_models_common,origins_2019_2021,headline_yy,1,DAMPED_P95_Q001_R16,34,0.3692343876027311,0.45554483404168833,-0.12651008629359992
