scope,benchmark,model,metric,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,1,full,88,12,2000,1509,77,88,-0.06365783066366454,-0.1607420730038885,-0.009033725882642332,0.998,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,1,origins_2019_2021,34,12,2000,1509,23,34,-0.016816941076510668,-0.02600977139030431,0.011921238517276656,0.5,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,1,origins_2022_2023,24,12,2000,1509,13,24,-0.20072677738213826,-0.3789494731267826,-0.12070944732443138,1.0,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,1,origins_2024plus,30,12,2000,1509,19,30,-0.007089014820993318,-0.017204592848965423,-0.00046480912572172546,0.986,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,1,recent_targets,31,12,2000,1509,20,31,-0.006966712112584397,-0.016653956289450902,-0.0006043914883204435,0.9885,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,2,full,86,12,2000,1509,75,86,-0.12691393800350081,-0.3568605877966241,-0.009404266069560631,0.99,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,2,origins_2019_2021,33,12,2000,1509,22,33,-0.020890244689630553,-0.0490873956163985,0.007596130993658975,0.9225,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,2,origins_2022_2023,24,12,2000,1509,13,24,-0.40662817506372173,-0.9230553376498559,-0.22524709646572827,0.9945,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,2,origins_2024plus,29,12,2000,1509,18,29,-0.01607394455220484,-0.04554788352899215,0.0015026591097158024,0.965,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,2,recent_targets,31,12,2000,1509,20,31,-0.015164828940198074,-0.044137530313251024,-0.0012093802869105653,0.979,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,3,full,84,12,2000,1509,73,84,-0.0901582644734168,-0.3137341579219086,0.044047904145092,0.893,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,3,origins_2019_2021,32,12,2000,1509,21,32,0.03385631363096633,-0.081352092470415,0.04802160690989295,0.7935,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,3,origins_2022_2023,24,12,2000,1509,13,24,-0.3189384424702764,-0.8867382896989392,0.047284195609120304,0.9455,ok
all_models_common,STABLE_PIPELINE_R14B,BLEND_DAMPED_TRANSMISSION_R16,headline_yy,3,origins_2024plus,28,12,2000,1509,17,28,-0.03579191545254649,-0.08814175243804111,-0.0036630856414526136,0.9845,ok
