origin,h,model,core_log,core_mm,fast_core_log,correction_log,band
2021-07,10,DAMPED_P95_Q001_R16,0.43454165847101434,0.43548715977201674,0.4254157119613619,0.009125946509652427,4
2021-07,10,DAMPED_P95_Q010_R16,0.7094002580903475,0.7119224623683043,0.4254157119613619,0.28398454612898555,4
2021-07,10,DAMPED_ADAPT_R16,0.35190435042007634,0.3525242607297887,0.4254157119613619,-0.07351136154128557,4
2021-07,11,DAMPED_P80_Q001_R16,0.4525672159586385,0.45359284802457484,0.526415679007567,-0.0738484630489285,4
2021-07,11,DAMPED_P80_Q010_R16,0.5343709152040115,0.535801223160739,0.526415679007567,0.007955236196444448,4
2021-07,11,DAMPED_P95_Q001_R16,0.5392039784872033,0.5406602994762888,0.526415679007567,0.012788299479636223,4
2021-07,11,DAMPED_P95_Q010_R16,0.8284747416405036,0.8319160906323978,0.526415679007567,0.3020590626329366,4
2021-07,11,DAMPED_ADAPT_R16,0.4525672159586385,0.45359284802457484,0.526415679007567,-0.0738484630489285,4
2021-07,12,DAMPED_P80_Q001_R16,0.7564736647454736,0.7593421553360165,0.8305918090005168,-0.07411814425504315,4
2021-07,12,DAMPED_P80_Q010_R16,0.8391604935885972,0.8426913147669609,0.8305918090005168,0.008568684588080466,4
2021-07,12,DAMPED_P95_Q001_R16,0.8468818126828073,0.8504780013601541,0.8305918090005168,0.0162900036822905,4
2021-07,12,DAMPED_P95_Q010_R16,1.1497804625875776,1.1564158445382473,0.8305918090005168,0.31918865358706083,4
2021-07,12,DAMPED_ADAPT_R16,0.7564736647454736,0.7593421553360165,0.8305918090005168,-0.07411814425504315,4
2021-08,1,DAMPED_P80_Q001_R16,-0.10241029952636094,-0.10235787807563086,-0.0015918078670169586,-0.10081849165934398,1
2021-08,1,DAMPED_P80_Q010_R16,-0.01572844973804144,-0.015727212882232562,-0.0015918078670169586,-0.01413664187102448,1
2021-08,1,DAMPED_P95_Q001_R16,-0.0364791049324894,-0.03647245211599326,-0.0015918078670169586,-0.034887297065472445,1
2021-08,1,DAMPED_P95_Q010_R16,0.14268618860567428,0.14278803378167468,-0.0015918078670169586,0.14427799647269124,1
2021-08,1,DAMPED_ADAPT_R16,-0.10241029952636094,-0.10235787807563086,-0.0015918078670169586,-0.10081849165934398,1
2021-08,2,DAMPED_P80_Q001_R16,0.7920243772429268,0.7951691873852312,0.8986583565130783,-0.1066339792701515,1
2021-08,2,DAMPED_P80_Q010_R16,0.8938173571632908,0.8978238324639025,0.8986583565130783,-0.004840999349787545,1
2021-08,2,DAMPED_P95_Q001_R16,0.8731973068241761,0.8770207952706576,0.8986583565130783,-0.025461049688902282,1
2021-08,2,DAMPED_P95_Q010_R16,1.0971088832475844,1.1031491921342176,0.8986583565130783,0.19845052673450603,1
2021-08,2,DAMPED_ADAPT_R16,0.7920243772429268,0.7951691873852312,0.8986583565130783,-0.1066339792701515,1
2021-08,3,DAMPED_P80_Q001_R16,0.33379709712193656,0.33435482001379163,0.44508346648073455,-0.11128636935879799,1
2021-08,3,DAMPED_P80_Q010_R16,0.4476789811479361,0.44868256054454525,0.44508346648073455,0.0025955146672015372,1
2021-08,3,DAMPED_P95_Q001_R16,0.4289842785732489,0.42990573329035003,0.44508346648073455,-0.016099187907485657,1
2021-08,3,DAMPED_P95_Q010_R16,0.6943348327753927,0.6967509257634344,0.44508346648073455,0.2492513662946581,1
2021-08,3,DAMPED_ADAPT_R16,0.33379709712193656,0.33435482001379163,0.44508346648073455,-0.11128636935879799,1
2021-08,4,DAMPED_P80_Q001_R16,0.48903985659431726,0.4902376081992844,0.604048138024032,-0.11500828142971475,2
2021-08,4,DAMPED_P80_Q010_R16,0.6125928639048251,0.6144730513266132,0.604048138024032,0.008544725880793136,2
2021-08,4,DAMPED_P95_Q001_R16,0.5971682602278331,0.5989548644569306,0.604048138024032,-0.006879877796198919,2
2021-08,4,DAMPED_P95_Q010_R16,0.9010298505499785,0.9051013437769873,0.604048138024032,0.2969817125259465,2
2021-08,4,DAMPED_ADAPT_R16,0.48903985659431726,0.4902376081992844,0.604048138024032,-0.11500828142971475,2
2021-08,5,DAMPED_P80_Q001_R16,0.751439178813965,0.7542695681209418,0.8694249899004134,-0.11798581108644834,2
2021-08,5,DAMPED_P80_Q010_R16,0.8827290847520797,0.8866366271457377,0.8694249899004134,0.013304094851666282,2
2021-08,5,DAMPED_P95_Q001_R16,0.871563889845089,0.875373066342169,0.8694249899004134,0.002138899944675643,2
2021-08,5,DAMPED_P95_Q010_R16,1.2113261702653983,1.218692438850832,0.8694249899004134,0.34190118036498496,2
2021-08,5,DAMPED_ADAPT_R16,0.751439178813965,0.7542695681209418,0.8694249899004134,-0.11798581108644834,2
2021-08,6,DAMPED_P80_Q001_R16,0.669686840951125,0.671934257358788,0.7900546757629603,-0.12036783481183533,2
2021-08,6,DAMPED_P80_Q010_R16,0.807166265791325,0.8104326351237139,0.7900546757629603,0.01711159002836471,2
2021-08,6,DAMPED_P95_Q001_R16,0.8009697610695885,0.8041861054407277,0.7900546757629603,0.010915085306628214,2
2021-08,6,DAMPED_P95_Q010_R16,1.174289861710483,1.1812117127710404,0.7900546757629603,0.3842351859475228,2
2021-08,6,DAMPED_ADAPT_R16,0.669686840951125,0.671934257358788,0.7900546757629603,-0.12036783481183533,2
2021-08,7,DAMPED_P80_Q001_R16,0.24389934150561193,0.24419701791061368,0.3661727952977567,-0.12227345379214477,3
2021-08,7,DAMPED_P80_Q010_R16,0.3863303814674804,0.3870775992189014,0.3661727952977567,0.020157586169723685,3
2021-08,7,DAMPED_P95_Q001_R16,0.3855919339047376,0.3863362960281323,0.3661727952977567,0.019419138606980912,3
2021-08,7,DAMPED_P95_Q010_R16,0.7903536954570523,0.7934852349193589,0.3661727952977567,0.42418090015929555,3
2021-08,7,DAMPED_ADAPT_R16,0.24389934150561193,0.24419701791061368,0.3661727952977567,-0.12227345379214477,3
2021-08,8,DAMPED_P80_Q001_R16,0.6869667862465793,0.6893318156273207,0.8107647352229715,-0.12379794897639229,3
2021-08,8,DAMPED_P80_Q010_R16,0.8333591183057822,0.836841221493074,0.8107647352229715,0.0225943830828107,3
2021-08,8,DAMPED_P95_Q001_R16,0.8383960662304855,0.8419204485922543,0.8107647352229715,0.027631331007513915,3
2021-08,8,DAMPED_P95_Q010_R16,1.2726767910101402,1.280809787712975,0.8107647352229715,0.46191205578716865,3
2021-08,8,DAMPED_ADAPT_R16,0.6869667862465793,0.6893318156273207,0.8107647352229715,-0.12379794897639229,3
2021-08,9,DAMPED_P80_Q001_R16,0.47846770209329204,0.4796141865930659,0.6034852472170824,-0.12501754512379037,3
2021-08,9,DAMPED_P80_Q010_R16,0.6280290678303627,0.6300053053297807,0.6034852472170824,0.02454382061328031,3
2021-08,9,DAMPED_P95_Q001_R16,0.6390248344172611,0.641070954194849,0.6034852472170824,0.03553958720017869,3
2021-08,9,DAMPED_P95_Q010_R16,1.1010680825520816,1.1071521465558063,0.6034852472170824,0.49758283533499914,3
2021-08,9,DAMPED_ADAPT_R16,0.47846770209329204,0.4796141865930659,0.6034852472170824,-0.12501754512379037,3
2021-08,10,DAMPED_P80_Q001_R16,0.5771332796795863,0.578801902306532,0.7031265017212952,-0.12599322204170893,4
2021-08,10,DAMPED_P80_Q010_R16,0.7292298723589512,0.7318952283108633,0.7031265017212952,0.026103370637655998,4
2021-08,10,DAMPED_P95_Q001_R16,0.746264271034232,0.749055762492628,0.7031265017212952,0.04313776931293678,4
2021-08,10,DAMPED_P95_Q010_R16,1.2344575229878145,1.2421083997297249,0.7031265017212952,0.5313310212665193,4
2021-08,10,DAMPED_ADAPT_R16,0.5771332796795863,0.578801902306532,0.7031265017212952,-0.12599322204170893,4
2021-08,11,DAMPED_P80_Q001_R16,0.9618817340811572,0.9665226846497902,1.088655497657201,-0.12677376357604375,4
2021-08,11,DAMPED_P80_Q010_R16,1.1160065083143575,1.122257091611983,1.088655497657201,0.027351010657156616,4
2021-08,11,DAMPED_P95_Q001_R16,1.1390798109610394,1.1455920280006093,1.088655497657201,0.05042431330383845,4
2021-08,11,DAMPED_P95_Q010_R16,1.651936051847529,1.6656559593625282,1.088655497657201,0.5632805541903281,4
2021-08,11,DAMPED_ADAPT_R16,0.9618817340811572,0.9665226846497902,1.088655497657201,-0.12677376357604375,4
2021-08,12,DAMPED_P80_Q001_R16,0.39911533030547214,0.39991285620295264,0.5265135271089836,-0.12739819680351144,4
2021-08,12,DAMPED_P80_Q010_R16,0.5548626497817408,0.5564048636525465,0.5265135271089836,0.028349122672757243,4
2021-08,12,DAMPED_P95_Q001_R16,0.5839146739912038,0.5856227787300772,0.5265135271089836,0.0574011468822202,4
2021-08,12,DAMPED_P95_Q010_R16,1.120057142608022,1.1263532673962537,0.5265135271089836,0.5935436154990383,4
2021-08,12,DAMPED_ADAPT_R16,0.39911533030547214,0.39991285620295264,0.5265135271089836,-0.12739819680351144,4
2021-09,1,DAMPED_P80_Q001_R16,0.9183813669826588,0.9226114281067131,1.029788367127132,-0.11140700014447313,1
2021-09,1,DAMPED_P80_Q010_R16,1.0275597063936739,1.0328572306714068,1.029788367127132,-0.0022286607334580655,1
2021-09,1,DAMPED_P95_Q001_R16,1.0068188402420821,1.0119043139673818,1.029788367127132,-0.02296952688504983,1
2021-09,1,DAMPED_P95_Q010_R16,1.2231854723323072,1.2306969811487276,1.029788367127132,0.19339710520517528,1
2021-09,1,DAMPED_ADAPT_R16,0.9183813669826588,0.9226114281067131,1.029788367127132,-0.11140700014447313,1
2021-09,2,DAMPED_P80_Q001_R16,0.4516275146891406,0.4526488887725311,0.571193257234186,-0.11956574254504543,1
2021-09,2,DAMPED_P80_Q010_R16,0.579266229388844,0.5809472204484795,0.571193257234186,0.008072972154657965,1
2021-09,2,DAMPED_P95_Q001_R16,0.5602821030873084,0.5618546187320216,0.571193257234186,-0.0109111541468776,1
2021-09,2,DAMPED_P95_Q010_R16,0.8290135089460979,0.8324593414933259,0.571193257234186,0.2578202517119119,1
2021-09,2,DAMPED_ADAPT_R16,0.4516275146891406,0.4526488887725311,0.571193257234186,-0.11956574254504543,1
2021-09,3,DAMPED_P80_Q001_R16,0.600049016423499,0.6018529168246747,0.7261417528890017,-0.12609273646550279,1
2021-09,3,DAMPED_P80_Q010_R16,0.7424560313541528,0.7452190700294615,0.7261417528890017,0.0163142784651511,1
2021-09,3,DAMPED_P95_Q001_R16,0.7272393131544885,0.7298901202550643,0.7261417528890017,0.0010975602654867966,1
2021-09,3,DAMPED_P95_Q010_R16,1.0442675298324082,1.0497390323241511,0.7261417528890017,0.3181257769434065,1
2021-09,3,DAMPED_ADAPT_R16,0.600049016423499,0.6018529168246747,0.7261417528890017,-0.12609273646550279,1
2021-09,4,DAMPED_P80_Q001_R16,0.856991332452729,0.8606740157471235,0.9883056640545976,-0.13131433160186867,2
2021-09,4,DAMPED_P80_Q010_R16,1.0112129875681433,1.0163430233807988,0.9883056640545976,0.02290732351354563,2
2021-09,4,DAMPED_P95_Q001_R16,1.001254111260711,1.0062834316482716,0.9883056640545976,0.012948447206113323,2
2021-09,4,DAMPED_P95_Q010_R16,1.3630045188079998,1.3723357723375371,0.9883056640545976,0.37469885475340214,2
2021-09,4,DAMPED_ADAPT_R16,0.856991332452729,0.8606740157471235,0.9883056640545976,-0.13131433160186867,2
2021-09,5,DAMPED_P80_Q001_R16,0.7708733896375547,0.7738522680925423,0.9063649973485163,-0.13549160771096158,2
2021-09,5,DAMPED_P80_Q010_R16,0.9345467569007772,0.938927280484661,0.9063649973485163,0.028181759552260877,2
2021-09,5,DAMPED_P95_Q001_R16,0.9309258737473289,0.9352724660401703,0.9063649973485163,0.02456087639881266,2
2021-09,5,DAMPED_P95_Q010_R16,1.3342345390934744,1.3431751668509748,0.9063649973485163,0.42786954174495817,2
2021-09,5,DAMPED_ADAPT_R16,0.7708733896375547,0.7738522680925423,0.9063649973485163,-0.13549160771096158,2
2021-09,6,DAMPED_P80_Q001_R16,0.34159340623017437,0.3421775013935641,0.48042683482841,-0.1388334285982356,2
2021-09,6,DAMPED_P80_Q010_R16,0.5128281432116435,0.5141453574531716,0.48042683482841,0.03240130838323352,2
2021-09,6,DAMPED_P95_Q001_R16,0.5163027882395708,0.5176379278840589,0.48042683482841,0.03587595341116079,2
2021-09,6,DAMPED_P95_Q010_R16,0.9583495396729951,0.9629564137655885,0.48042683482841,0.4779227048445851,2
2021-09,6,DAMPED_ADAPT_R16,0.34159340623017437,0.3421775013935641,0.48042683482841,-0.1388334285982356,2
2021-09,7,DAMPED_P80_Q001_R16,0.7818668638016476,0.7849314244867357,0.9233737491097025,-0.14150688530805489,3
2021-09,7,DAMPED_P80_Q010_R16,0.9591506965577141,0.9637652886820872,0.9233737491097025,0.03577694744801163,3
2021-09,7,DAMPED_P95_Q001_R16,0.9702256411060209,0.9749475889070365,0.9233737491097025,0.04685189199631845,3
2021-09,7,DAMPED_P95_Q010_R16,1.4484797672650518,1.4590210701648034,0.9233737491097025,0.5251060181553493,3
2021-09,7,DAMPED_ADAPT_R16,0.7818668638016476,0.7849314244867357,0.9233737491097025,-0.14150688530805489,3
2021-09,8,DAMPED_P80_Q001_R16,0.5711325899127653,0.5727666615130387,0.7147782405886758,-0.1436456506759105,3
2021-09,8,DAMPED_P80_Q010_R16,0.7532556992885096,0.7560998066799033,0.7147782405886758,0.038477458699833766,3
2021-09,8,DAMPED_P95_Q001_R16,0.7722385665796349,0.775228018878047,0.7147782405886758,0.05746032599095907,3
2021-09,8,DAMPED_P95_Q010_R16,1.284414653082146,1.2926986872089294,0.7147782405886758,0.5696364124934703,3
2021-09,8,DAMPED_ADAPT_R16,0.5711325899127653,0.5727666615130387,0.7147782405886758,-0.1436456506759105,3
2021-09,9,DAMPED_P80_Q001_R16,0.6680100157105835,0.6702461791081199,0.8133666786807783,-0.14535666297019478,3
2021-09,9,DAMPED_P80_Q010_R16,0.8540045463820699,0.8576615681727545,0.8133666786807783,0.04063786770129163,3
2021-09,9,DAMPED_P95_Q001_R16,0.8810500508376395,0.8849427205223032,0.8133666786807783,0.06768337215686127,3
2021-09,9,DAMPED_P95_Q010_R16,1.4250719631497792,1.435274520636753,0.8133666786807783,0.611705284469001,3
2021-09,9,DAMPED_ADAPT_R16,0.6680100157105835,0.6702461791081199,0.8133666786807783,-0.14535666297019478,3
2021-09,10,DAMPED_P80_Q001_R16,1.0513279486813734,1.0568738190155678,1.1980534214869958,-0.14672547280562243,4
2021-09,10,DAMPED_P80_Q010_R16,1.2404196163894539,1.248144728738304,1.1980534214869958,0.042366194902458076,4
2021-09,10,DAMPED_P95_Q001_R16,1.2755647145982585,1.2837347423440957,1.1980534214869958,0.0775112931112627,4
2021-09,10,DAMPED_P95_Q010_R16,1.8495361322162038,1.866745988844513,1.1980534214869958,0.651482710729208,4
2021-09,10,DAMPED_ADAPT_R16,1.0513279486813734,1.0568738190155678,1.1980534214869958,-0.14672547280562243,4
2021-09,11,DAMPED_P80_Q001_R16,0.5421372947521327,0.5436095182724668,0.6899578154260972,-0.14782052067396456,4
2021-09,11,DAMPED_P80_Q010_R16,0.7337066720894881,0.7364048944686172,0.6899578154260972,0.0437488566633909,4
2021-09,11,DAMPED_P95_Q001_R16,0.7768984551214767,0.7799241415977063,0.6899578154260972,0.08694063969537946,4
2021-09,11,DAMPED_P95_Q010_R16,1.3790786794092638,1.388631834087316,0.6899578154260972,0.6891208639831665,4
2021-09,11,DAMPED_ADAPT_R16,0.5421372947521327,0.5436095182724668,0.6899578154260972,-0.14782052067396456,4
2021-09,12,DAMPED_P80_Q001_R16,-0.11534859710688494,-0.11528209618436366,0.03334796186175314,-0.1486965589686381,4
2021-09,12,DAMPED_P80_Q010_R16,0.07820294793389038,0.07823353441187432,0.03334796186175314,0.04485498607213723,4
2021-09,12,DAMPED_P95_Q001_R16,0.12932073815399225,0.1294043934779166,0.03334796186175314,0.0959727762922391,4
2021-09,12,DAMPED_P95_Q010_R16,0.7581047500815906,0.760985639593959,0.03334796186175314,0.7247567882198375,4
2021-09,12,DAMPED_ADAPT_R16,-0.11534859710688494,-0.11528209618436366,0.03334796186175314,-0.1486965589686381,4
2021-10,1,DAMPED_P80_Q001_R16,0.49644543354309767,0.4976797656353184,0.5899181546513801,-0.09347272110828242,1
2021-10,1,DAMPED_P80_Q010_R16,0.6027901529839405,0.6046105887910639,0.5899181546513801,0.012871998332560364,1
2021-10,1,DAMPED_P95_Q001_R16,0.589841742517295,0.5915847342024158,0.5899181546513801,-7.641213408504655e-05,1
2021-10,1,DAMPED_P95_Q010_R16,0.7877599170528985,0.7908709091715964,0.5899181546513801,0.1978417624015184,1
2021-10,1,DAMPED_ADAPT_R16,0.49644543354309767,0.4976797656353184,0.5899181546513801,-0.09347272110828242,1
2021-10,2,DAMPED_P80_Q001_R16,0.6418482099386172,0.643912469669738,0.7441348600845938,-0.1022866501459766,1
2021-10,2,DAMPED_P80_Q010_R16,0.7655964351593147,0.7685346180886052,0.7441348600845938,0.021461575074720907,1
2021-10,2,DAMPED_P95_Q001_R16,0.7562879104862303,0.7591549907402106,0.7441348600845938,0.0121530504016365,1
2021-10,2,DAMPED_P95_Q010_R16,1.0003152578946817,1.005335135207936,0.7441348600845938,0.25618039781008783,1
2021-10,2,DAMPED_ADAPT_R16,0.6418482099386172,0.643912469669738,0.7441348600845938,-0.1022866501459766,1
2021-10,3,DAMPED_P80_Q001_R16,0.8963755456967764,0.9004050220394282,1.0057133390729083,-0.10933779337613192,1
2021-10,3,DAMPED_P80_Q010_R16,1.0340465755413575,1.039411312491184,1.0057133390729083,0.028333236468449208,1
2021-10,3,DAMPED_P95_Q001_R16,1.0300355955982627,1.0353587232436328,1.0057133390729083,0.02432225652535447,1
2021-10,3,DAMPED_P95_Q010_R16,1.3163609900103337,1.325063163372248,1.0057133390729083,0.3106476509374254,1
2021-10,3,DAMPED_ADAPT_R16,0.8963755456967764,0.9004050220394282,1.0057133390729083,-0.10933779337613192,1
2021-10,4,DAMPED_P80_Q001_R16,0.8083256186647454,0.8116013905461634,0.9233043266250012,-0.11497870796025578,2
2021-10,4,DAMPED_P80_Q010_R16,0.9571348922084333,0.96173007722321,0.9233043266250012,0.033830565583432115,2
2021-10,4,DAMPED_P95_Q001_R16,0.9596283023397139,0.9642474986143611,0.9233043266250012,0.036323975714712686,2
2021-10,4,DAMPED_P95_Q010_R16,1.284932307624755,1.2932230348221683,0.9233043266250012,0.3616279809997538,2
2021-10,4,DAMPED_ADAPT_R16,0.8083256186647454,0.8116013905461634,0.9233043266250012,-0.11497870796025578,2
2021-10,5,DAMPED_P80_Q001_R16,0.37750004788387953,0.37821347676361294,0.4969914875114348,-0.11949143962755526,2
2021-10,5,DAMPED_P80_Q010_R16,0.535219916386853,0.5366547769256382,0.4969914875114348,0.03822842887541816,2
2021-10,5,DAMPED_P95_Q001_R16,0.5450698751534984,0.5465580836943399,0.4969914875114348,0.04807838764206357,2
2021-10,5,DAMPED_P95_Q010_R16,0.9064399337434861,0.9105605413784129,0.4969914875114348,0.4094484462320513,2
2021-10,5,DAMPED_ADAPT_R16,0.37750004788387953,0.37821347676361294,0.4969914875114348,-0.11949143962755526,2
2021-10,6,DAMPED_P80_Q001_R16,0.8165370355565645,0.8198797912940071,0.9396386605179595,-0.12310162496139498,2
2021-10,6,DAMPED_P80_Q010_R16,0.9813853800269665,0.9862167582267619,0.9396386605179595,0.04174671950900699,2
2021-10,6,DAMPED_P95_Q001_R16,0.9991659624489747,1.0041742921620769,0.9396386605179595,0.059527301931015186,2
2021-10,6,DAMPED_P95_Q010_R16,1.3940278700591622,1.4037897469219325,0.9396386605179595,0.45438920954120265,2
2021-10,6,DAMPED_ADAPT_R16,0.8165370355565645,0.8198797912940071,0.9396386605179595,-0.12310162496139498,2
2021-10,7,DAMPED_P80_Q001_R16,0.6048135857486515,0.6066462760398394,0.7308033589771179,-0.12598977322846638,3
2021-10,7,DAMPED_P80_Q010_R16,0.7753647109929963,0.7783784472820258,0.7308033589771179,0.04456135201587841,3
2021-10,7,DAMPED_P95_Q001_R16,0.8014329078490127,0.8046529778633512,0.7308033589771179,0.07062954887189477,3
2021-10,7,DAMPED_P95_Q010_R16,1.2274953507327897,1.235059995112199,0.7308033589771179,0.4966919917556718,3
2021-10,7,DAMPED_ADAPT_R16,0.6048135857486515,0.6066462760398394,0.7308033589771179,-0.12598977322846638,3
2021-10,8,DAMPED_P80_Q001_R16,0.7008996708112452,0.7033617213607142,0.829199962653369,-0.12830029184212388,3
2021-10,8,DAMPED_P80_Q010_R16,0.8760130206747441,0.8798612435064899,0.829199962653369,0.04681305802137503,3
2021-10,8,DAMPED_P95_Q001_R16,0.9105572688121988,0.9147154528108434,0.829199962653369,0.08135730615882975,3
2021-10,8,DAMPED_P95_Q010_R16,1.365766843169406,1.3751360437404143,0.829199962653369,0.5365668805160371,3
2021-10,8,DAMPED_ADAPT_R16,0.7008996708112452,0.7033617213607142,0.829199962653369,-0.12830029184212388,3
2021-10,9,DAMPED_P80_Q001_R16,1.0835845311938554,1.089476570887623,1.213733237926905,-0.13014870673304957,3
2021-10,9,DAMPED_P80_Q010_R16,1.262347660752678,1.2703489012127867,1.213733237926905,0.048614422825772996,3
2021-10,9,DAMPED_P95_Q001_R16,1.3054264116628032,1.3139843006794636,1.213733237926905,0.09169317373589814,3
2021-10,9,DAMPED_P95_Q010_R16,1.7879310592905853,1.8040102318796598,1.213733237926905,0.5741978213636802,3
2021-10,9,DAMPED_ADAPT_R16,1.0835845311938554,1.089476570887623,1.213733237926905,-0.13014870673304957,3
2021-10,10,DAMPED_P80_Q001_R16,0.5738874191940712,0.5755373077011604,0.7055148578398612,-0.13162743864579007,4
2021-10,10,DAMPED_P80_Q010_R16,0.7555703725091522,0.7584320081316094,0.7055148578398612,0.050055514669290924,4
2021-10,10,DAMPED_P95_Q001_R16,0.8071427042975585,0.8104088826827107,0.7055148578398612,0.10162784645769729,4
2021-10,10,DAMPED_P95_Q010_R16,1.3152619102290395,1.3239495262095275,0.7055148578398612,0.6097470523891783,4
2021-10,10,DAMPED_ADAPT_R16,0.5738874191940712,0.5755373077011604,0.7055148578398612,-0.13162743864579007,4
2021-10,11,DAMPED_P80_Q001_R16,-0.06620187234808528,-0.06617996374347551,0.06660855182789738,-0.13281042417598266,4
2021-10,11,DAMPED_P80_Q010_R16,0.1178169399720026,0.11788637139337242,0.06660855182789738,0.05120838814410522,4
2021-10,11,DAMPED_P95_Q001_R16,0.17776681619017076,0.1779249150634275,0.06660855182789738,0.11115826436227338,4
2021-10,11,DAMPED_P95_Q010_R16,0.7099672434674877,0.7124934858605111,0.06660855182789738,0.6433586916395904,4
2021-10,11,DAMPED_ADAPT_R16,-0.06620187234808528,-0.06617996374347551,0.06660855182789738,-0.13281042417598266,4
2021-10,12,DAMPED_P80_Q001_R16,0.8294393897742818,0.832888768520671,0.9631962023744185,-0.13375681260013672,4
2021-10,12,DAMPED_P80_Q010_R16,1.0153268892983753,1.0204988219464033,0.9631962023744185,0.05213068692395684,4
2021-10,12,DAMPED_P95_Q001_R16,1.083482346801133,1.0893732732726602,0.9631962023744185,0.12028614442671448,4
2021-10,12,DAMPED_P95_Q010_R16,1.6383578471228524,1.6518525256121348,0.9631962023744185,0.6751616447484339,4
2021-10,12,DAMPED_ADAPT_R16,0.8294393897742818,0.832888768520671,0.9631962023744185,-0.13375681260013672,4
2021-11,1,DAMPED_P80_Q001_R16,0.7241966911070972,0.7268253370350737,0.8210741780443027,-0.09687748693720555,1
2021-11,1,DAMPED_P80_Q010_R16,0.8374860059494162,0.8410027305034847,0.8210741780443027,0.01641182790511353,1
2021-11,1,DAMPED_P95_Q001_R16,0.8297465496557344,0.8331984871779432,0.8210741780443027,0.00867237161143164,1
2021-11,1,DAMPED_P95_Q010_R16,1.029935593680734,1.0352576859980474,0.8210741780443027,0.20886141563643124,1
2021-11,1,DAMPED_ADAPT_R16,0.7241966911070972,0.7268253370350737,0.8210741780443027,-0.09687748693720555,1
2021-11,2,DAMPED_P80_Q001_R16,0.9731076550644793,0.9778577429264157,1.0796762207876482,-0.10656856572316897,1
2021-11,2,DAMPED_P80_Q010_R16,1.104764992628032,1.1108900561441715,1.0796762207876482,0.025088771840383828,1
2021-11,2,DAMPED_P95_Q001_R16,1.102228747151735,1.1083256682888019,1.0796762207876482,0.022552526364086667,1
2021-11,2,DAMPED_P95_Q010_R16,1.3481319771903397,1.3572602505954128,1.0796762207876482,0.2684557564026915,1
2021-11,2,DAMPED_ADAPT_R16,0.9731076550644793,0.9778577429264157,1.0796762207876482,-0.10656856572316897,1
2021-11,3,DAMPED_P80_Q001_R16,0.8805646305918267,0.8844530057739491,0.9948860593437666,-0.11432142875193996,1
2021-11,3,DAMPED_P80_Q010_R16,1.0269163863323665,1.0322072681230015,0.9948860593437666,0.032030326988599866,1
2021-11,3,DAMPED_P95_Q001_R16,1.031164049584513,1.0364988672096556,0.9948860593437666,0.036277990240746294,1
2021-11,3,DAMPED_P95_Q010_R16,1.3188363632911964,1.327571367956196,0.9948860593437666,0.32395030394742974,1
2021-11,3,DAMPED_ADAPT_R16,0.8805646305918267,0.8844530057739491,0.9948860593437666,-0.11432142875193996,1
2021-11,4,DAMPED_P80_Q001_R16,0.4461445818584636,0.4471412884977156,0.5666683010334204,-0.12052371917495674,2
2021-11,4,DAMPED_P80_Q010_R16,0.6042518721405932,0.6060811564042743,0.5666683010334204,0.03758357110717281,2
2021-11,4,DAMPED_P95_Q001_R16,0.6164169354463036,0.6183206943250191,0.5666683010334204,0.04974863441288324,2
2021-11,4,DAMPED_P95_Q010_R16,0.9424423642017837,0.9468973364345962,0.5666683010334204,0.37577406316836337,2
2021-11,4,DAMPED_ADAPT_R16,0.4461445818584636,0.4471412884977156,0.5666683010334204,-0.12052371917495674,2
2021-11,5,DAMPED_P80_Q001_R16,0.8823059871691508,0.8862097791276625,1.007791538682521,-0.12548555151337015,2
2021-11,5,DAMPED_P80_Q010_R16,1.049817705084552,1.0553476255742165,1.007791538682521,0.04202616640203116,2
2021-11,5,DAMPED_P95_Q001_R16,1.0706824478503827,1.0764347637194736,1.007791538682521,0.06289090916786177,2
2021-11,5,DAMPED_P95_Q010_R16,1.4320813243535178,1.4423847346032865,1.007791538682521,0.42428978567099684,2
2021-11,5,DAMPED_ADAPT_R16,0.8823059871691508,0.8862097791276625,1.007791538682521,-0.12548555151337015,2
2021-11,6,DAMPED_P80_Q001_R16,0.6682820714716395,0.6705200586850719,0.7977370888557402,-0.1294550173841007,2
2021-11,6,DAMPED_P80_Q010_R16,0.8433173314936582,0.8468832691097867,0.7977370888557402,0.045580242637917934,2
2021-11,6,DAMPED_P95_Q001_R16,0.8733892892739904,0.8772144616323828,0.7977370888557402,0.07565220041825016,2
2021-11,6,DAMPED_P95_Q010_R16,1.2675433318984364,1.2756107122018696,0.7977370888557402,0.46980624304269614,2
2021-11,6,DAMPED_ADAPT_R16,0.6682820714716395,0.6705200586850719,0.7977370888557402,-0.1294550173841007,2
2021-11,7,DAMPED_P80_Q001_R16,0.7625277838225546,0.7654424305484834,0.8951583739032398,-0.13263059008068523,3
2021-11,7,DAMPED_P80_Q010_R16,0.9435818775298671,0.9480476463379865,0.8951583739032398,0.048423503626627284,3
2021-11,7,DAMPED_P95_Q001_R16,0.9831547051958855,0.9880035485840235,0.8951583739032398,0.08799633129264572,3
2021-11,7,DAMPED_P95_Q010_R16,1.4077464682444074,1.4177018796348977,0.8951583739032398,0.5125880943411676,3
2021-11,7,DAMPED_ADAPT_R16,0.7625277838225546,0.7654424305484834,0.8951583739032398,-0.13263059008068523,3
2021-11,8,DAMPED_P80_Q001_R16,1.143740346035822,1.1503060636424598,1.2789113942737746,-0.13517104823795267,3
