report_date,cutoff_date,origin,origin_clock,model,quarter,quarters_ahead,forecast,realised,error
2023-02-09,2023-01-20,2022-12,2023-01-10 23:59,TVWQRF_TVW3_FULLM,2023Q4,4,9.009,7.563594181986673,1.4454058180133273
2023-02-09,2023-01-20,2022-12,2023-01-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q1,1,10.908,16.393468660721577,-5.485468660721578
2023-02-09,2023-01-20,2022-12,2023-01-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q2,2,7.496,11.15840613352934,-3.6624061335293394
2023-02-09,2023-01-20,2022-12,2023-01-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q3,3,5.737,8.048806481176504,-2.311806481176504
2023-02-09,2023-01-20,2022-12,2023-01-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q4,4,7.209,7.563594181986673,-0.35459418198667336
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,cnb,2023Q2,1,11.637,11.15840613352934,0.4785938664706606
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,cnb,2023Q3,2,8.323,8.048806481176504,0.2741935188234965
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,cnb,2023Q4,3,8.333,7.563594181986673,0.7694058180133272
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,cnb,2024Q1,4,2.502,2.0857590939023543,0.4162409060976455
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,INDEPENDENT_BRIDGE,2023Q2,1,12.192,11.15840613352934,1.0335938664706603
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,INDEPENDENT_BRIDGE,2023Q3,2,9.556,8.048806481176504,1.5071935188234953
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,INDEPENDENT_BRIDGE,2023Q4,3,10.517,7.563594181986673,2.9534058180133265
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,INDEPENDENT_BRIDGE,2024Q1,4,5.589,2.0857590939023543,3.503240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LOCAL_CORE_R14B,2023Q2,1,12.388,11.15840613352934,1.22959386647066
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LOCAL_CORE_R14B,2023Q3,2,10.375,8.048806481176504,2.326193518823496
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LOCAL_CORE_R14B,2023Q4,3,11.925,7.563594181986673,4.361405818013328
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LOCAL_CORE_R14B,2024Q1,4,7.257,2.0857590939023543,5.171240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_PIPELINE_R14B,2023Q2,1,12.101,11.15840613352934,0.942593866470661
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_PIPELINE_R14B,2023Q3,2,9.356,8.048806481176504,1.307193518823496
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_PIPELINE_R14B,2023Q4,3,10.234,7.563594181986673,2.670405818013327
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_PIPELINE_R14B,2024Q1,4,5.169,2.0857590939023543,3.0832409060976453
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_CORE_R14B,2023Q2,1,12.173,11.15840613352934,1.0145938664706602
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_CORE_R14B,2023Q3,2,9.552,8.048806481176504,1.5031935188234957
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_CORE_R14B,2023Q4,3,10.636,7.563594181986673,3.0724058180133262
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_CORE_R14B,2024Q1,4,5.924,2.0857590939023543,3.838240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_GAP_R14B,2023Q2,1,12.248,11.15840613352934,1.0895938664706595
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_GAP_R14B,2023Q3,2,9.86,8.048806481176504,1.8111935188234956
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_GAP_R14B,2023Q4,3,11.205,7.563594181986673,3.641405818013327
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,STABLE_LONG_GAP_R14B,2024Q1,4,6.73,2.0857590939023543,4.644240906097647
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F1b,2023Q3,2,9.376,8.048806481176504,1.3271935188234956
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F1b,2023Q4,3,10.033,7.563594181986673,2.4694058180133265
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F1b,2024Q1,4,4.65,2.0857590939023543,2.564240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F2,2023Q3,2,9.088,8.048806481176504,1.0391935188234953
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F2,2023Q4,3,9.344,7.563594181986673,1.7804058180133264
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,F2,2024Q1,4,4.421,2.0857590939023543,2.335240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_TVW3_FULLM,2023Q2,1,12.223,11.15840613352934,1.064593866470661
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_TVW3_FULLM,2023Q3,2,10.466,8.048806481176504,2.4171935188234954
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_TVW3_FULLM,2023Q4,3,12.674,7.563594181986673,5.1104058180133265
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_TVW3_FULLM,2024Q1,4,7.708,2.0857590939023543,5.622240906097646
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q2,1,12.259,11.15840613352934,1.1005938664706605
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q3,2,10.377,8.048806481176504,2.328193518823497
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q4,3,12.491,7.563594181986673,4.927405818013327
2023-05-11,2023-04-21,2023-04,2023-05-10 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q1,4,7.48,2.0857590939023543,5.394240906097647
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,cnb,2023Q3,1,8.187,8.048806481176504,0.1381935188234955
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,cnb,2023Q4,2,8.189,7.563594181986673,0.6254058180133271
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,cnb,2024Q1,3,2.549,2.0857590939023543,0.4632409060976457
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,cnb,2024Q2,4,2.348,2.4619743363836153,-0.11397433638361543
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,INDEPENDENT_BRIDGE,2023Q3,1,7.951,8.048806481176504,-0.09780648117650426
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,INDEPENDENT_BRIDGE,2023Q4,2,8.179,7.563594181986673,0.6154058180133273
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,INDEPENDENT_BRIDGE,2024Q1,3,2.819,2.0857590939023543,0.7332409060976457
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,INDEPENDENT_BRIDGE,2024Q2,4,3.463,2.4619743363836153,1.0010256636163848
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LOCAL_CORE_R14B,2023Q3,1,8.238,8.048806481176504,0.18919351882349567
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LOCAL_CORE_R14B,2023Q4,2,9.145,7.563594181986673,1.5814058180133266
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q1,3,4.047,2.0857590939023543,1.9612409060976455
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q2,4,4.975,2.4619743363836153,2.5130256636163844
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_PIPELINE_R14B,2023Q3,1,8.063,8.048806481176504,0.014193518823496731
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_PIPELINE_R14B,2023Q4,2,8.321,7.563594181986673,0.7574058180133267
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_PIPELINE_R14B,2024Q1,3,2.759,2.0857590939023543,0.6732409060976456
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_PIPELINE_R14B,2024Q2,4,3.151,2.4619743363836153,0.6890256636163845
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_CORE_R14B,2023Q3,1,8.044,8.048806481176504,-0.004806481176503397
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_CORE_R14B,2023Q4,2,8.379,7.563594181986673,0.8154058180133266
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_CORE_R14B,2024Q1,3,2.9,2.0857590939023543,0.8142409060976457
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_CORE_R14B,2024Q2,4,3.64,2.4619743363836153,1.1780256636163848
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_GAP_R14B,2023Q3,1,8.095,8.048806481176504,0.04619351882349676
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_GAP_R14B,2023Q4,2,8.6,7.563594181986673,1.0364058180133267
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_GAP_R14B,2024Q1,3,3.301,2.0857590939023543,1.215240906097646
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,STABLE_LONG_GAP_R14B,2024Q2,4,4.244,2.4619743363836153,1.7820256636163845
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F1b,2023Q4,2,8.131,7.563594181986673,0.5674058180133272
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F1b,2024Q1,3,2.817,2.0857590939023543,0.7312409060976459
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F1b,2024Q2,4,3.37,2.4619743363836153,0.9080256636163848
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F2,2023Q4,2,8.033,7.563594181986673,0.4694058180133265
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F2,2024Q1,3,3.002,2.0857590939023543,0.9162409060976455
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,F2,2024Q2,4,3.316,2.4619743363836153,0.8540256636163845
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_TVW3_FULLM,2023Q3,1,8.18,8.048806481176504,0.13119351882349584
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_TVW3_FULLM,2023Q4,2,8.493,7.563594181986673,0.9294058180133273
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_TVW3_FULLM,2024Q1,3,2.201,2.0857590939023543,0.11524090609764581
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_TVW3_FULLM,2024Q2,4,2.76,2.4619743363836153,0.2980256636163845
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q3,1,8.343,8.048806481176504,0.2941935188234961
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q4,2,9.276,7.563594181986673,1.7124058180133268
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q1,3,3.614,2.0857590939023543,1.5282409060976456
2023-08-10,2023-07-21,2023-07,2023-08-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q2,4,4.544,2.4619743363836153,2.0820256636163843
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,cnb,2023Q4,1,7.487,7.563594181986673,-0.0765941819866729
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,cnb,2024Q1,2,2.724,2.0857590939023543,0.6382409060976459
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,cnb,2024Q2,3,2.601,2.4619743363836153,0.1390256636163847
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,cnb,2024Q3,4,2.236,2.3104616266815152,-0.07446162668151501
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,INDEPENDENT_BRIDGE,2023Q4,1,8.629,7.563594181986673,1.0654058180133266
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,INDEPENDENT_BRIDGE,2024Q1,2,3.176,2.0857590939023543,1.090240906097646
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,INDEPENDENT_BRIDGE,2024Q2,3,3.917,2.4619743363836153,1.4550256636163845
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,INDEPENDENT_BRIDGE,2024Q3,4,3.958,2.3104616266815152,1.647538373318485
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LOCAL_CORE_R14B,2023Q4,1,8.861,7.563594181986673,1.2974058180133277
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q1,2,3.539,2.0857590939023543,1.453240906097646
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q2,3,4.251,2.4619743363836153,1.789025663616385
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q3,4,4.491,2.3104616266815152,2.1805383733184844
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_PIPELINE_R14B,2023Q4,1,8.755,7.563594181986673,1.1914058180133278
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_PIPELINE_R14B,2024Q1,2,3.178,2.0857590939023543,1.0922409060976457
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_PIPELINE_R14B,2024Q2,3,3.639,2.4619743363836153,1.1770256636163845
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_PIPELINE_R14B,2024Q3,4,3.541,2.3104616266815152,1.2305383733184847
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_CORE_R14B,2023Q4,1,8.704,7.563594181986673,1.1404058180133276
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_CORE_R14B,2024Q1,2,3.138,2.0857590939023543,1.0522409060976456
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_CORE_R14B,2024Q2,3,3.755,2.4619743363836153,1.2930256636163846
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_CORE_R14B,2024Q3,4,4.046,2.3104616266815152,1.735538373318485
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_GAP_R14B,2023Q4,1,8.835,7.563594181986673,1.2714058180133279
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_GAP_R14B,2024Q1,2,3.455,2.0857590939023543,1.3692409060976458
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_GAP_R14B,2024Q2,3,4.276,2.4619743363836153,1.8140256636163845
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,STABLE_LONG_GAP_R14B,2024Q3,4,4.768,2.3104616266815152,2.4575383733184846
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F1b,2023Q4,1,8.601,7.563594181986673,1.0374058180133279
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F1b,2024Q1,2,3.307,2.0857590939023543,1.2212409060976457
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F1b,2024Q2,3,4.262,2.4619743363836153,1.8000256636163843
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F1b,2024Q3,4,4.502,2.3104616266815152,2.1915383733184846
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F2,2023Q4,1,8.315,7.563594181986673,0.7514058180133265
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F2,2024Q1,2,3.169,2.0857590939023543,1.0832409060976458
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F2,2024Q2,3,3.381,2.4619743363836153,0.9190256636163845
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,F2,2024Q3,4,3.114,2.3104616266815152,0.8035383733184847
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_TVW3_FULLM,2023Q4,1,8.49,7.563594181986673,0.9264058180133272
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_TVW3_FULLM,2024Q1,2,2.058,2.0857590939023543,-0.027759093902354426
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_TVW3_FULLM,2024Q2,3,2.479,2.4619743363836153,0.0170256636163848
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_TVW3_FULLM,2024Q3,4,2.418,2.3104616266815152,0.10753837331848493
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_QRF_MEAN_FULLM,2023Q4,1,8.794,7.563594181986673,1.2304058180133275
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q1,2,3.234,2.0857590939023543,1.1482409060976457
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q2,3,4.343,2.4619743363836153,1.8810256636163847
2023-11-09,2023-10-20,2023-09,2023-10-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q3,4,4.826,2.3104616266815152,2.5155383733184844
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,cnb,2024Q1,1,2.863,2.0857590939023543,0.7772409060976457
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,cnb,2024Q2,2,2.649,2.4619743363836153,0.18702566361638473
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,cnb,2024Q3,3,2.252,2.3104616266815152,-0.058461626681515444
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,cnb,2024Q4,4,2.716,2.8836531940027856,-0.16765319400278544
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,INDEPENDENT_BRIDGE,2024Q1,1,1.401,2.0857590939023543,-0.6847590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,INDEPENDENT_BRIDGE,2024Q2,2,1.631,2.4619743363836153,-0.8309743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,INDEPENDENT_BRIDGE,2024Q3,3,1.464,2.3104616266815152,-0.8464616266815153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,INDEPENDENT_BRIDGE,2024Q4,4,1.954,2.8836531940027856,-0.9296531940027857
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LOCAL_CORE_R14B,2024Q1,1,1.54,2.0857590939023543,-0.5457590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LOCAL_CORE_R14B,2024Q2,2,1.877,2.4619743363836153,-0.5849743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LOCAL_CORE_R14B,2024Q3,3,1.897,2.3104616266815152,-0.4134616266815152
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LOCAL_CORE_R14B,2024Q4,4,2.728,2.8836531940027856,-0.15565319400278543
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_PIPELINE_R14B,2024Q1,1,1.483,2.0857590939023543,-0.6027590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_PIPELINE_R14B,2024Q2,2,1.539,2.4619743363836153,-0.9229743363836154
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_PIPELINE_R14B,2024Q3,3,1.225,2.3104616266815152,-1.0854616266815151
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_PIPELINE_R14B,2024Q4,4,1.699,2.8836531940027856,-1.1846531940027856
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_CORE_R14B,2024Q1,1,1.467,2.0857590939023543,-0.6187590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_CORE_R14B,2024Q2,2,1.64,2.4619743363836153,-0.8219743363836154
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_CORE_R14B,2024Q3,3,1.622,2.3104616266815152,-0.6884616266815151
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_CORE_R14B,2024Q4,4,2.465,2.8836531940027856,-0.4186531940027858
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_GAP_R14B,2024Q1,1,1.512,2.0857590939023543,-0.5737590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_GAP_R14B,2024Q2,2,1.821,2.4619743363836153,-0.6409743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_GAP_R14B,2024Q3,3,1.943,2.3104616266815152,-0.36746162668151516
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,STABLE_LONG_GAP_R14B,2024Q4,4,2.921,2.8836531940027856,0.03734680599721418
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F1b,2024Q2,2,1.756,2.4619743363836153,-0.7059743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F1b,2024Q3,3,1.742,2.3104616266815152,-0.5684616266815152
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F1b,2024Q4,4,2.458,2.8836531940027856,-0.42565319400278545
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F2,2024Q2,2,1.736,2.4619743363836153,-0.7259743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F2,2024Q3,3,1.68,2.3104616266815152,-0.6304616266815153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,F2,2024Q4,4,2.139,2.8836531940027856,-0.7446531940027858
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_TVW3_FULLM,2024Q1,1,1.566,2.0857590939023543,-0.5197590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_TVW3_FULLM,2024Q2,2,1.827,2.4619743363836153,-0.6349743363836153
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_TVW3_FULLM,2024Q3,3,1.459,2.3104616266815152,-0.8514616266815151
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_TVW3_FULLM,2024Q4,4,1.861,2.8836531940027856,-1.0226531940027856
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q1,1,1.669,2.0857590939023543,-0.4167590939023542
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q2,2,2.178,2.4619743363836153,-0.28397433638361536
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q3,3,2.181,2.3104616266815152,-0.12946162668151517
2024-02-15,2024-01-26,2024-01,2024-02-14 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q4,4,3.057,2.8836531940027856,0.1733468059972143
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,cnb,2024Q2,1,2.439,2.4619743363836153,-0.022974336383615235
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,cnb,2024Q3,2,2.114,2.3104616266815152,-0.19646162668151534
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,cnb,2024Q4,3,2.515,2.8836531940027856,-0.3686531940027855
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,cnb,2025Q1,4,2.351,2.731002175839954,-0.3800021758399539
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,INDEPENDENT_BRIDGE,2024Q2,1,2.564,2.4619743363836153,0.10202566361638477
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,INDEPENDENT_BRIDGE,2024Q3,2,2.519,2.3104616266815152,0.2085383733184849
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,INDEPENDENT_BRIDGE,2024Q4,3,3.231,2.8836531940027856,0.34734680599721424
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,INDEPENDENT_BRIDGE,2025Q1,4,3.049,2.731002175839954,0.31799782416004607
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q2,1,2.462,2.4619743363836153,2.566361638489667e-05
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q3,2,2.364,2.3104616266815152,0.053538373318484656
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q4,3,3.089,2.8836531940027856,0.20534680599721433
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LOCAL_CORE_R14B,2025Q1,4,2.905,2.731002175839954,0.17399782416004594
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_PIPELINE_R14B,2024Q2,1,2.445,2.4619743363836153,-0.01697433638361545
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_PIPELINE_R14B,2024Q3,2,2.324,2.3104616266815152,0.01353837331848462
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_PIPELINE_R14B,2024Q4,3,3.021,2.8836531940027856,0.13734680599721427
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_PIPELINE_R14B,2025Q1,4,2.76,2.731002175839954,0.028997824160045926
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_CORE_R14B,2024Q2,1,2.371,2.4619743363836153,-0.0909743363836153
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_CORE_R14B,2024Q3,2,2.251,2.3104616266815152,-0.059461626681515334
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_CORE_R14B,2024Q4,3,3.088,2.8836531940027856,0.20434680599721444
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_CORE_R14B,2025Q1,4,3.104,2.731002175839954,0.37299782416004623
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_GAP_R14B,2024Q2,1,2.38,2.4619743363836153,-0.0819743363836154
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_GAP_R14B,2024Q3,2,2.284,2.3104616266815152,-0.026461626681515416
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_GAP_R14B,2024Q4,3,3.157,2.8836531940027856,0.2733468059972144
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,STABLE_LONG_GAP_R14B,2025Q1,4,3.217,2.731002175839954,0.4859978241600462
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F1b,2024Q2,1,2.41,2.4619743363836153,-0.05197433638361515
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F1b,2024Q3,2,2.263,2.3104616266815152,-0.04746162668151532
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F1b,2024Q4,3,2.854,2.8836531940027856,-0.029653194002785543
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F1b,2025Q1,4,2.605,2.731002175839954,-0.12600217583995388
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F2,2024Q2,1,2.292,2.4619743363836153,-0.16997433638361548
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F2,2024Q3,2,2.105,2.3104616266815152,-0.20546162668151524
