report_date,cutoff_date,origin,origin_clock,model,quarter,quarters_ahead,forecast,realised,error
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F2,2024Q4,3,2.434,2.8836531940027856,-0.4496531940027855
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,F2,2025Q1,4,2.702,2.731002175839954,-0.029002175839953903
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_TVW3_FULLM,2024Q2,1,2.035,2.4619743363836153,-0.42697433638361515
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_TVW3_FULLM,2024Q3,2,1.193,2.3104616266815152,-1.1174616266815152
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_TVW3_FULLM,2024Q4,3,1.684,2.8836531940027856,-1.1996531940027857
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_TVW3_FULLM,2025Q1,4,0.727,2.731002175839954,-2.004002175839954
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q2,1,2.231,2.4619743363836153,-0.23097433638361542
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q3,2,1.874,2.3104616266815152,-0.4364616266815151
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q4,3,3.002,2.8836531940027856,0.11834680599721414
2024-05-09,2024-04-26,2024-03,2024-04-09 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q1,4,2.706,2.731002175839954,-0.0250021758399539
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,cnb,2024Q3,1,2.039,2.3104616266815152,-0.2714616266815151
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,cnb,2024Q4,2,2.316,2.8836531940027856,-0.5676531940027858
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,cnb,2025Q1,3,2.187,2.731002175839954,-0.544002175839954
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,cnb,2025Q2,4,1.749,2.380373322135418,-0.6313733221354179
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,INDEPENDENT_BRIDGE,2024Q3,1,1.934,2.3104616266815152,-0.3764616266815153
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,INDEPENDENT_BRIDGE,2024Q4,2,2.469,2.8836531940027856,-0.4146531940027858
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,INDEPENDENT_BRIDGE,2025Q1,3,2.26,2.731002175839954,-0.4710021758399541
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,INDEPENDENT_BRIDGE,2025Q2,4,2.235,2.380373322135418,-0.1453733221354181
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q3,1,2.189,2.3104616266815152,-0.12146162668151517
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LOCAL_CORE_R14B,2024Q4,2,2.835,2.8836531940027856,-0.04865319400278567
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LOCAL_CORE_R14B,2025Q1,3,2.603,2.731002175839954,-0.12800217583995366
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LOCAL_CORE_R14B,2025Q2,4,2.392,2.380373322135418,0.011626677864581936
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_PIPELINE_R14B,2024Q3,1,2.062,2.3104616266815152,-0.2484616266815154
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_PIPELINE_R14B,2024Q4,2,2.595,2.8836531940027856,-0.28865319400278544
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_PIPELINE_R14B,2025Q1,3,2.274,2.731002175839954,-0.45700217583995384
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_PIPELINE_R14B,2025Q2,4,2.041,2.380373322135418,-0.33937332213541804
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_CORE_R14B,2024Q3,1,2.143,2.3104616266815152,-0.16746162668151543
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_CORE_R14B,2024Q4,2,2.786,2.8836531940027856,-0.0976531940027856
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_CORE_R14B,2025Q1,3,2.574,2.731002175839954,-0.15700217583995402
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_CORE_R14B,2025Q2,4,2.496,2.380373322135418,0.11562667786458203
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_GAP_R14B,2024Q3,1,2.176,2.3104616266815152,-0.13446162668151507
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_GAP_R14B,2024Q4,2,2.873,2.8836531940027856,-0.010653194002785416
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_GAP_R14B,2025Q1,3,2.717,2.731002175839954,-0.014002175839953779
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,STABLE_LONG_GAP_R14B,2025Q2,4,2.696,2.380373322135418,0.3156266778645822
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F1b,2024Q3,1,1.864,2.3104616266815152,-0.4464616266815151
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F1b,2024Q4,2,2.336,2.8836531940027856,-0.5476531940027858
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F1b,2025Q1,3,2.048,2.731002175839954,-0.6830021758399538
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F1b,2025Q2,4,1.951,2.380373322135418,-0.4293733221354179
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F2,2024Q3,1,2.112,2.3104616266815152,-0.19846162668151512
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F2,2024Q4,2,2.391,2.8836531940027856,-0.4926531940027856
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F2,2025Q1,3,2.611,2.731002175839954,-0.12000217583995365
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,F2,2025Q2,4,2.224,2.380373322135418,-0.15637332213541777
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_TVW3_FULLM,2024Q3,1,2.125,2.3104616266815152,-0.18546162668151522
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_TVW3_FULLM,2024Q4,2,2.769,2.8836531940027856,-0.11465319400278551
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_TVW3_FULLM,2025Q1,3,1.669,2.731002175839954,-1.0620021758399538
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_TVW3_FULLM,2025Q2,4,1.178,2.380373322135418,-1.202373322135418
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q3,1,2.256,2.3104616266815152,-0.05446162668151544
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q4,2,3.039,2.8836531940027856,0.1553468059972145
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q1,3,2.331,2.731002175839954,-0.4000021758399539
2024-08-08,2024-07-26,2024-06,2024-07-09 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q2,4,2.183,2.380373322135418,-0.19737332213541814
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,cnb,2024Q4,1,3.022,2.8836531940027856,0.13834680599721416
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,cnb,2025Q1,2,2.937,2.731002175839954,0.20599782416004597
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,cnb,2025Q2,3,2.567,2.380373322135418,0.1866266778645822
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,cnb,2025Q3,4,2.634,2.4988240301354065,0.13517596986459335
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,INDEPENDENT_BRIDGE,2024Q4,1,2.716,2.8836531940027856,-0.16765319400278544
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,INDEPENDENT_BRIDGE,2025Q1,2,2.339,2.731002175839954,-0.3920021758399539
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,INDEPENDENT_BRIDGE,2025Q2,3,1.865,2.380373322135418,-0.515373322135418
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,INDEPENDENT_BRIDGE,2025Q3,4,1.494,2.4988240301354065,-1.0048240301354066
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LOCAL_CORE_R14B,2024Q4,1,2.923,2.8836531940027856,0.03934680599721441
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LOCAL_CORE_R14B,2025Q1,2,2.686,2.731002175839954,-0.04500217583995392
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LOCAL_CORE_R14B,2025Q2,3,2.528,2.380373322135418,0.14762667786458206
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LOCAL_CORE_R14B,2025Q3,4,2.577,2.4988240301354065,0.07817596986459341
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_PIPELINE_R14B,2024Q4,1,2.843,2.8836531940027856,-0.040653194002785664
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_PIPELINE_R14B,2025Q1,2,2.522,2.731002175839954,-0.20900217583995406
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_PIPELINE_R14B,2025Q2,3,1.874,2.380373322135418,-0.5063733221354179
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_PIPELINE_R14B,2025Q3,4,1.423,2.4988240301354065,-1.0758240301354065
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_CORE_R14B,2024Q4,1,2.925,2.8836531940027856,0.04134680599721419
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_CORE_R14B,2025Q1,2,2.662,2.731002175839954,-0.06900217583995394
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_CORE_R14B,2025Q2,3,2.454,2.380373322135418,0.07362667786458221
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_CORE_R14B,2025Q3,4,2.534,2.4988240301354065,0.03517596986459326
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_GAP_R14B,2024Q4,1,2.932,2.8836531940027856,0.048346805997214304
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_GAP_R14B,2025Q1,2,2.691,2.731002175839954,-0.040002175839954024
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_GAP_R14B,2025Q2,3,2.506,2.380373322135418,0.12562667786458181
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,STABLE_LONG_GAP_R14B,2025Q3,4,2.609,2.4988240301354065,0.11017596986459344
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F1b,2025Q1,2,2.661,2.731002175839954,-0.07000217583995383
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F1b,2025Q2,3,2.47,2.380373322135418,0.08962667786458223
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F1b,2025Q3,4,2.459,2.4988240301354065,-0.039824030135406474
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F2,2025Q1,2,3.095,2.731002175839954,0.36399782416004633
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F2,2025Q2,3,2.799,2.380373322135418,0.41862667786458196
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,F2,2025Q3,4,2.707,2.4988240301354065,0.2081759698645933
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_TVW3_FULLM,2024Q4,1,2.944,2.8836531940027856,0.060346805997214314
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_TVW3_FULLM,2025Q1,2,2.275,2.731002175839954,-0.45600217583995395
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_TVW3_FULLM,2025Q2,3,1.99,2.380373322135418,-0.390373322135418
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_TVW3_FULLM,2025Q3,4,1.757,2.4988240301354065,-0.7418240301354067
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_QRF_MEAN_FULLM,2024Q4,1,2.954,2.8836531940027856,0.07034680599721455
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q1,2,2.387,2.731002175839954,-0.34400217583995385
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q2,3,2.229,2.380373322135418,-0.15137332213541788
2024-11-14,2024-10-31,2024-10,2024-11-10 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q3,4,2.053,2.4988240301354065,-0.4458240301354066
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,cnb,2025Q1,1,2.575,2.731002175839954,-0.15600217583995368
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,cnb,2025Q2,2,2.235,2.380373322135418,-0.1453733221354181
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,cnb,2025Q3,3,2.39,2.4988240301354065,-0.10882403013540642
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,cnb,2025Q4,4,2.399,2.2333587331890636,0.16564126681093638
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,INDEPENDENT_BRIDGE,2025Q1,1,2.594,2.731002175839954,-0.137002175839954
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,INDEPENDENT_BRIDGE,2025Q2,2,2.578,2.380373322135418,0.19762667786458188
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,INDEPENDENT_BRIDGE,2025Q3,3,2.705,2.4988240301354065,0.20617596986459352
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,INDEPENDENT_BRIDGE,2025Q4,4,2.901,2.2333587331890636,0.6676412668109362
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q1,1,2.583,2.731002175839954,-0.14800217583995368
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q2,2,2.464,2.380373322135418,0.083626677864582
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q3,3,2.529,2.4988240301354065,0.030175969864593366
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q4,4,2.627,2.2333587331890636,0.39364126681093614
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_PIPELINE_R14B,2025Q1,1,2.606,2.731002175839954,-0.125002175839954
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_PIPELINE_R14B,2025Q2,2,2.514,2.380373322135418,0.13362667786458182
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_PIPELINE_R14B,2025Q3,3,2.572,2.4988240301354065,0.07317596986459352
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_PIPELINE_R14B,2025Q4,4,2.81,2.2333587331890636,0.5766412668109364
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_CORE_R14B,2025Q1,1,2.55,2.731002175839954,-0.18100217583995404
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_CORE_R14B,2025Q2,2,2.363,2.380373322135418,-0.01737332213541798
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_CORE_R14B,2025Q3,3,2.452,2.4988240301354065,-0.04682403013540659
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_CORE_R14B,2025Q4,4,2.632,2.2333587331890636,0.3986412668109365
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_GAP_R14B,2025Q1,1,2.553,2.731002175839954,-0.17800217583995392
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_GAP_R14B,2025Q2,2,2.376,2.380373322135418,-0.0043733221354180785
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_GAP_R14B,2025Q3,3,2.476,2.4988240301354065,-0.02282403013540657
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,STABLE_LONG_GAP_R14B,2025Q4,4,2.668,2.2333587331890636,0.4346412668109365
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F1b,2025Q2,2,2.493,2.380373322135418,0.11262667786458191
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F1b,2025Q3,3,2.534,2.4988240301354065,0.03517596986459326
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F1b,2025Q4,4,2.61,2.2333587331890636,0.37664126681093624
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F2,2025Q2,2,2.237,2.380373322135418,-0.14337332213541787
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F2,2025Q3,3,2.175,2.4988240301354065,-0.3238240301354067
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,F2,2025Q4,4,1.914,2.2333587331890636,-0.3193587331890637
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_TVW3_FULLM,2025Q1,1,2.847,2.731002175839954,0.11599782416004611
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_TVW3_FULLM,2025Q2,2,2.951,2.380373322135418,0.5706266778645821
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_TVW3_FULLM,2025Q3,3,2.982,2.4988240301354065,0.48317596986459366
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_TVW3_FULLM,2025Q4,4,3.156,2.2333587331890636,0.9226412668109365
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q1,1,2.9,2.731002175839954,0.16899782416004605
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q2,2,3.018,2.380373322135418,0.6376266778645818
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q3,3,3.049,2.4988240301354065,0.5501759698645934
2025-02-13,2025-01-24,2025-01,2025-02-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q4,4,3.29,2.2333587331890636,1.0566412668109364
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,cnb,2025Q2,1,2.381,2.380373322135418,0.000626677864581815
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,cnb,2025Q3,2,2.47,2.4988240301354065,-0.028824030135406353
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,cnb,2025Q4,3,2.425,2.2333587331890636,0.19164126681093618
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,cnb,2026Q1,4,2.304,1.6208666864394397,0.6831333135605602
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,INDEPENDENT_BRIDGE,2025Q2,1,2.541,2.380373322135418,0.16062667786458196
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,INDEPENDENT_BRIDGE,2025Q3,2,2.573,2.4988240301354065,0.0741759698645934
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,INDEPENDENT_BRIDGE,2025Q4,3,2.76,2.2333587331890636,0.5266412668109361
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,INDEPENDENT_BRIDGE,2026Q1,4,2.831,1.6208666864394397,1.2101333135605603
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q2,1,2.531,2.380373322135418,0.15062667786458217
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q3,2,2.567,2.4988240301354065,0.06817596986459362
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LOCAL_CORE_R14B,2025Q4,3,2.663,2.2333587331890636,0.4296412668109362
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LOCAL_CORE_R14B,2026Q1,4,2.514,1.6208666864394397,0.8931333135605601
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_PIPELINE_R14B,2025Q2,1,2.536,2.380373322135418,0.15562667786458206
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_PIPELINE_R14B,2025Q3,2,2.571,2.4988240301354065,0.07217596986459363
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_PIPELINE_R14B,2025Q4,3,2.777,2.2333587331890636,0.5436412668109365
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_PIPELINE_R14B,2026Q1,4,2.772,1.6208666864394397,1.1511333135605601
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_CORE_R14B,2025Q2,1,2.606,2.380373322135418,0.2256266778645819
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_CORE_R14B,2025Q3,2,2.872,2.4988240301354065,0.37317596986459334
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_CORE_R14B,2025Q4,3,3.182,2.2333587331890636,0.9486412668109363
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_CORE_R14B,2026Q1,4,3.17,1.6208666864394397,1.5491333135605603
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_GAP_R14B,2025Q2,1,2.599,2.380373322135418,0.21862667786458223
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_GAP_R14B,2025Q3,2,2.843,2.4988240301354065,0.3441759698645934
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_GAP_R14B,2025Q4,3,3.131,2.2333587331890636,0.8976412668109361
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,STABLE_LONG_GAP_R14B,2026Q1,4,3.097,1.6208666864394397,1.4761333135605603
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F1b,2025Q3,2,2.564,2.4988240301354065,0.06517596986459351
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F1b,2025Q4,3,2.757,2.2333587331890636,0.5236412668109365
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F1b,2026Q1,4,2.83,1.6208666864394397,1.2091333135605604
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F2,2025Q3,2,2.43,2.4988240301354065,-0.06882403013540639
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F2,2025Q4,3,2.178,2.2333587331890636,-0.0553587331890637
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,F2,2026Q1,4,2.565,1.6208666864394397,0.9441333135605603
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_TVW3_FULLM,2025Q2,1,2.455,2.380373322135418,0.0746266778645821
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_TVW3_FULLM,2025Q3,2,2.626,2.4988240301354065,0.12717596986459334
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_TVW3_FULLM,2025Q4,3,3.017,2.2333587331890636,0.7836412668109363
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_TVW3_FULLM,2026Q1,4,2.34,1.6208666864394397,0.7191333135605602
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q2,1,2.488,2.380373322135418,0.10762667786458202
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q3,2,2.547,2.4988240301354065,0.048175969864593604
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q4,3,2.866,2.2333587331890636,0.6326412668109365
2025-05-15,2025-04-25,2025-04,2025-05-05 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q1,4,2.267,1.6208666864394397,0.6461333135605603
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,cnb,2025Q3,1,2.686,2.4988240301354065,0.1871759698645934
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,cnb,2025Q4,2,2.652,2.2333587331890636,0.4186412668109365
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,cnb,2026Q1,3,2.558,1.6208666864394397,0.9371333135605602
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,cnb,2026Q2,4,2.481,2.0459219462608442,0.43507805373915565
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,INDEPENDENT_BRIDGE,2025Q3,1,2.651,2.4988240301354065,0.15217596986459325
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,INDEPENDENT_BRIDGE,2025Q4,2,2.82,2.2333587331890636,0.5866412668109362
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,INDEPENDENT_BRIDGE,2026Q1,3,2.897,1.6208666864394397,1.2761333135605601
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,INDEPENDENT_BRIDGE,2026Q2,4,3.497,2.0459219462608442,1.4510780537391557
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LOCAL_CORE_R14B,2025Q3,1,2.658,2.4988240301354065,0.15917596986459337
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LOCAL_CORE_R14B,2025Q4,2,2.852,2.2333587331890636,0.6186412668109362
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q1,3,2.782,1.6208666864394397,1.1611333135605604
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q2,4,3.08,2.0459219462608442,1.0340780537391558
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_PIPELINE_R14B,2025Q3,1,2.688,2.4988240301354065,0.18917596986459362
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_PIPELINE_R14B,2025Q4,2,2.903,2.2333587331890636,0.6696412668109364
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_PIPELINE_R14B,2026Q1,3,2.924,1.6208666864394397,1.3031333135605603
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_PIPELINE_R14B,2026Q2,4,3.412,2.0459219462608442,1.3660780537391557
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_CORE_R14B,2025Q3,1,2.645,2.4988240301354065,0.14617596986459347
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_CORE_R14B,2025Q4,2,2.807,2.2333587331890636,0.5736412668109363
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_CORE_R14B,2026Q1,3,2.732,1.6208666864394397,1.1111333135605606
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_CORE_R14B,2026Q2,4,3.075,2.0459219462608442,1.029078053739156
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_GAP_R14B,2025Q3,1,2.647,2.4988240301354065,0.14817596986459325
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_GAP_R14B,2025Q4,2,2.814,2.2333587331890636,0.5806412668109364
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_GAP_R14B,2026Q1,3,2.744,1.6208666864394397,1.1231333135605606
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,STABLE_LONG_GAP_R14B,2026Q2,4,3.092,2.0459219462608442,1.0460780537391559
