mode,report_date,quarter,quarters_ahead,origin,model,forecast,realised,error
cutoff,2022-11-10,2023Q1,2,2022-09,INDEPENDENT_BRIDGE,14.572919095326057,16.393468660721577,-1.8205495653955204
cutoff,2022-11-10,2023Q1,2,2022-09,STABLE_PIPELINE_R14B,14.391310255726914,16.393468660721577,-2.0021584049946632
cutoff,2022-11-10,2023Q1,2,2022-09,STABLE_LOCAL_CORE_R14B,13.755293026995849,16.393468660721577,-2.6381756337257283
cutoff,2022-11-10,2023Q1,2,2022-09,STABLE_LONG_CORE_R14B,14.5504717040211,16.393468660721577,-1.8429969567004783
cutoff,2022-11-10,2023Q1,2,2022-09,STABLE_LONG_GAP_R14B,15.107974761248016,16.393468660721577,-1.2854938994735612
cutoff,2022-11-10,2023Q1,2,2022-09,TVWQRF_TVW3_FULLM,16.722185049805947,16.393468660721577,0.32871638908437006
cutoff,2022-11-10,2023Q1,2,2022-09,TVWQRF_QRF_MEAN_FULLM,15.31766086034827,16.393468660721577,-1.0758078003733083
cutoff,2022-11-10,2023Q1,2,2022-09,cnb,14.8665554,16.393468660721577,-1.526913260721578
report,2022-11-10,2023Q2,3,2022-10,INDEPENDENT_BRIDGE,13.824131022268043,11.15840613352934,2.665724888738703
report,2022-11-10,2023Q2,3,2022-10,STABLE_PIPELINE_R14B,13.532374947091848,11.15840613352934,2.3739688135625077
report,2022-11-10,2023Q2,3,2022-10,STABLE_LOCAL_CORE_R14B,12.04130992398617,11.15840613352934,0.8829037904568295
report,2022-11-10,2023Q2,3,2022-10,STABLE_LONG_CORE_R14B,12.982721425485954,11.15840613352934,1.824315291956614
report,2022-11-10,2023Q2,3,2022-10,STABLE_LONG_GAP_R14B,13.777956215118763,11.15840613352934,2.6195500815894235
report,2022-11-10,2023Q2,3,2022-10,TVWQRF_TVW3_FULLM,15.22575237713684,11.15840613352934,4.067346243607501
report,2022-11-10,2023Q2,3,2022-10,TVWQRF_QRF_MEAN_FULLM,13.78065255272066,11.15840613352934,2.6222464191913204
report,2022-11-10,2023Q2,3,2022-10,cnb,10.1921138,11.15840613352934,-0.9662923335293403
cutoff,2022-11-10,2023Q2,3,2022-09,INDEPENDENT_BRIDGE,12.783579338876256,11.15840613352934,1.6251732053469166
cutoff,2022-11-10,2023Q2,3,2022-09,STABLE_PIPELINE_R14B,12.383489198731965,11.15840613352934,1.2250830652026252
cutoff,2022-11-10,2023Q2,3,2022-09,STABLE_LOCAL_CORE_R14B,10.72700717586352,11.15840613352934,-0.43139895766582015
cutoff,2022-11-10,2023Q2,3,2022-09,STABLE_LONG_CORE_R14B,12.36847095248172,11.15840613352934,1.2100648189523806
cutoff,2022-11-10,2023Q2,3,2022-09,STABLE_LONG_GAP_R14B,13.27119479729213,11.15840613352934,2.1127886637627906
cutoff,2022-11-10,2023Q2,3,2022-09,TVWQRF_TVW3_FULLM,14.083633470931105,11.15840613352934,2.9252273374017648
cutoff,2022-11-10,2023Q2,3,2022-09,TVWQRF_QRF_MEAN_FULLM,12.081697184172443,11.15840613352934,0.9232910506431029
cutoff,2022-11-10,2023Q2,3,2022-09,cnb,10.1921138,11.15840613352934,-0.9662923335293403
report,2022-11-10,2023Q3,4,2022-10,INDEPENDENT_BRIDGE,13.545967705113775,8.048806481176504,5.497161223937271
report,2022-11-10,2023Q3,4,2022-10,STABLE_PIPELINE_R14B,13.191340837320725,8.048806481176504,5.142534356144221
report,2022-11-10,2023Q3,4,2022-10,STABLE_LOCAL_CORE_R14B,10.544616928525214,8.048806481176504,2.4958104473487097
report,2022-11-10,2023Q3,4,2022-10,STABLE_LONG_CORE_R14B,12.57447331735095,8.048806481176504,4.525666836174446
report,2022-11-10,2023Q3,4,2022-10,STABLE_LONG_GAP_R14B,13.74394008445698,8.048806481176504,5.6951336032804765
report,2022-11-10,2023Q3,4,2022-10,TVWQRF_TVW3_FULLM,14.12292719490415,8.048806481176504,6.0741207137276465
report,2022-11-10,2023Q3,4,2022-10,TVWQRF_QRF_MEAN_FULLM,12.082523463732779,8.048806481176504,4.033716982556275
report,2022-11-10,2023Q3,4,2022-10,cnb,6.95297995,8.048806481176504,-1.0958265311765043
cutoff,2022-11-10,2023Q3,4,2022-09,INDEPENDENT_BRIDGE,12.310436459835685,8.048806481176504,4.261629978659181
cutoff,2022-11-10,2023Q3,4,2022-09,STABLE_PIPELINE_R14B,11.832658294034834,8.048806481176504,3.7838518128583303
cutoff,2022-11-10,2023Q3,4,2022-09,STABLE_LOCAL_CORE_R14B,9.448582315599074,8.048806481176504,1.3997758344225701
cutoff,2022-11-10,2023Q3,4,2022-09,STABLE_LONG_CORE_R14B,12.293951827743632,8.048806481176504,4.245145346567128
cutoff,2022-11-10,2023Q3,4,2022-09,STABLE_LONG_GAP_R14B,13.53529612104695,8.048806481176504,5.486489639870445
cutoff,2022-11-10,2023Q3,4,2022-09,TVWQRF_TVW3_FULLM,12.677312810140506,8.048806481176504,4.6285063289640025
cutoff,2022-11-10,2023Q3,4,2022-09,TVWQRF_QRF_MEAN_FULLM,10.172158643408272,8.048806481176504,2.123352162231768
cutoff,2022-11-10,2023Q3,4,2022-09,cnb,6.95297995,8.048806481176504,-1.0958265311765043
report,2023-02-09,2023Q1,1,2022-12,INDEPENDENT_BRIDGE,11.356566757967665,16.393468660721577,-5.036901902753913
report,2023-02-09,2023Q1,1,2022-12,STABLE_PIPELINE_R14B,11.2925675749528,16.393468660721577,-5.100901085768777
report,2023-02-09,2023Q1,1,2022-12,STABLE_LOCAL_CORE_R14B,11.780485325793272,16.393468660721577,-4.612983334928305
report,2023-02-09,2023Q1,1,2022-12,STABLE_LONG_CORE_R14B,11.551661569682954,16.393468660721577,-4.841807091038623
report,2023-02-09,2023Q1,1,2022-12,STABLE_LONG_GAP_R14B,11.755042684932794,16.393468660721577,-4.638425975788783
report,2023-02-09,2023Q1,1,2022-12,TVWQRF_TVW3_FULLM,11.144469948257722,16.393468660721577,-5.248998712463855
report,2023-02-09,2023Q1,1,2022-12,TVWQRF_QRF_MEAN_FULLM,10.908460924263629,16.393468660721577,-5.485007736457948
report,2023-02-09,2023Q1,1,2022-12,cnb,16.3076255004732,16.393468660721577,-0.0858431602483769
cutoff,2023-02-09,2023Q1,1,2022-12,INDEPENDENT_BRIDGE,11.356566757967665,16.393468660721577,-5.036901902753913
cutoff,2023-02-09,2023Q1,1,2022-12,STABLE_PIPELINE_R14B,11.2925675749528,16.393468660721577,-5.100901085768777
cutoff,2023-02-09,2023Q1,1,2022-12,STABLE_LOCAL_CORE_R14B,11.780485325793272,16.393468660721577,-4.612983334928305
cutoff,2023-02-09,2023Q1,1,2022-12,STABLE_LONG_CORE_R14B,11.551661569682954,16.393468660721577,-4.841807091038623
cutoff,2023-02-09,2023Q1,1,2022-12,STABLE_LONG_GAP_R14B,11.755042684932794,16.393468660721577,-4.638425975788783
cutoff,2023-02-09,2023Q1,1,2022-12,TVWQRF_TVW3_FULLM,11.144469948257722,16.393468660721577,-5.248998712463855
cutoff,2023-02-09,2023Q1,1,2022-12,TVWQRF_QRF_MEAN_FULLM,10.908460924263629,16.393468660721577,-5.485007736457948
cutoff,2023-02-09,2023Q1,1,2022-12,cnb,16.3076255004732,16.393468660721577,-0.0858431602483769
report,2023-02-09,2023Q2,2,2022-12,INDEPENDENT_BRIDGE,8.172404333783053,11.15840613352934,-2.986001799746287
report,2023-02-09,2023Q2,2,2022-12,STABLE_PIPELINE_R14B,7.934105292342586,11.15840613352934,-3.2243008411867535
report,2023-02-09,2023Q2,2,2022-12,STABLE_LOCAL_CORE_R14B,8.772711329215824,11.15840613352934,-2.385694804313516
report,2023-02-09,2023Q2,2,2022-12,STABLE_LONG_CORE_R14B,8.375187190505171,11.15840613352934,-2.7832189430241687
report,2023-02-09,2023Q2,2,2022-12,STABLE_LONG_GAP_R14B,8.893475921884075,11.15840613352934,-2.2649302116452645
report,2023-02-09,2023Q2,2,2022-12,TVWQRF_TVW3_FULLM,8.325261455510944,11.15840613352934,-2.833144678018396
report,2023-02-09,2023Q2,2,2022-12,TVWQRF_QRF_MEAN_FULLM,7.496106450479598,11.15840613352934,-3.662299683049742
report,2023-02-09,2023Q2,2,2022-12,cnb,11.3077531,11.15840613352934,0.14934696647065948
cutoff,2023-02-09,2023Q2,2,2022-12,INDEPENDENT_BRIDGE,8.172404333783053,11.15840613352934,-2.986001799746287
cutoff,2023-02-09,2023Q2,2,2022-12,STABLE_PIPELINE_R14B,7.934105292342586,11.15840613352934,-3.2243008411867535
cutoff,2023-02-09,2023Q2,2,2022-12,STABLE_LOCAL_CORE_R14B,8.772711329215824,11.15840613352934,-2.385694804313516
cutoff,2023-02-09,2023Q2,2,2022-12,STABLE_LONG_CORE_R14B,8.375187190505171,11.15840613352934,-2.7832189430241687
cutoff,2023-02-09,2023Q2,2,2022-12,STABLE_LONG_GAP_R14B,8.893475921884075,11.15840613352934,-2.2649302116452645
cutoff,2023-02-09,2023Q2,2,2022-12,TVWQRF_TVW3_FULLM,8.325261455510944,11.15840613352934,-2.833144678018396
cutoff,2023-02-09,2023Q2,2,2022-12,TVWQRF_QRF_MEAN_FULLM,7.496106450479598,11.15840613352934,-3.662299683049742
cutoff,2023-02-09,2023Q2,2,2022-12,cnb,11.3077531,11.15840613352934,0.14934696647065948
report,2023-02-09,2023Q3,3,2022-12,INDEPENDENT_BRIDGE,5.6645504296252085,8.048806481176504,-2.3842560515512954
report,2023-02-09,2023Q3,3,2022-12,STABLE_PIPELINE_R14B,5.410206133076842,8.048806481176504,-2.6386003480996623
report,2023-02-09,2023Q3,3,2022-12,STABLE_LOCAL_CORE_R14B,7.2043368635589475,8.048806481176504,-0.8444696176175563
report,2023-02-09,2023Q3,3,2022-12,STABLE_LONG_CORE_R14B,7.127768193766457,8.048806481176504,-0.9210382874100471
report,2023-02-09,2023Q3,3,2022-12,STABLE_LONG_GAP_R14B,7.999656057743496,8.048806481176504,-0.049150423433007795
report,2023-02-09,2023Q3,3,2022-12,TVWQRF_TVW3_FULLM,7.044142817164407,8.048806481176504,-1.0046636640120967
report,2023-02-09,2023Q3,3,2022-12,TVWQRF_QRF_MEAN_FULLM,5.736373778525142,8.048806481176504,-2.3124327026513622
report,2023-02-09,2023Q3,3,2022-12,cnb,7.77590417,8.048806481176504,-0.2729023111765043
cutoff,2023-02-09,2023Q3,3,2022-12,INDEPENDENT_BRIDGE,5.6645504296252085,8.048806481176504,-2.3842560515512954
cutoff,2023-02-09,2023Q3,3,2022-12,STABLE_PIPELINE_R14B,5.410206133076842,8.048806481176504,-2.6386003480996623
cutoff,2023-02-09,2023Q3,3,2022-12,STABLE_LOCAL_CORE_R14B,7.2043368635589475,8.048806481176504,-0.8444696176175563
cutoff,2023-02-09,2023Q3,3,2022-12,STABLE_LONG_CORE_R14B,7.127768193766457,8.048806481176504,-0.9210382874100471
cutoff,2023-02-09,2023Q3,3,2022-12,STABLE_LONG_GAP_R14B,7.999656057743496,8.048806481176504,-0.049150423433007795
cutoff,2023-02-09,2023Q3,3,2022-12,TVWQRF_TVW3_FULLM,7.044142817164407,8.048806481176504,-1.0046636640120967
cutoff,2023-02-09,2023Q3,3,2022-12,TVWQRF_QRF_MEAN_FULLM,5.736373778525142,8.048806481176504,-2.3124327026513622
cutoff,2023-02-09,2023Q3,3,2022-12,cnb,7.77590417,8.048806481176504,-0.2729023111765043
report,2023-02-09,2023Q4,4,2022-12,INDEPENDENT_BRIDGE,6.828869221166937,7.563594181986673,-0.7347249608197357
report,2023-02-09,2023Q4,4,2022-12,STABLE_PIPELINE_R14B,6.5446876415717865,7.563594181986673,-1.0189065404148865
report,2023-02-09,2023Q4,4,2022-12,STABLE_LOCAL_CORE_R14B,9.033253818733002,7.563594181986673,1.4696596367463286
report,2023-02-09,2023Q4,4,2022-12,STABLE_LONG_CORE_R14B,9.780482239912882,7.563594181986673,2.2168880579262087
report,2023-02-09,2023Q4,4,2022-12,STABLE_LONG_GAP_R14B,11.047220080267726,7.563594181986673,3.483625898281053
report,2023-02-09,2023Q4,4,2022-12,TVWQRF_TVW3_FULLM,9.00938312732336,7.563594181986673,1.4457889453366874
report,2023-02-09,2023Q4,4,2022-12,TVWQRF_QRF_MEAN_FULLM,7.208916310315373,7.563594181986673,-0.35467787167130016
report,2023-02-09,2023Q4,4,2022-12,cnb,7.62282898,7.563594181986673,0.05923479801332743
cutoff,2023-02-09,2023Q4,4,2022-12,INDEPENDENT_BRIDGE,6.828869221166937,7.563594181986673,-0.7347249608197357
cutoff,2023-02-09,2023Q4,4,2022-12,STABLE_PIPELINE_R14B,6.5446876415717865,7.563594181986673,-1.0189065404148865
cutoff,2023-02-09,2023Q4,4,2022-12,STABLE_LOCAL_CORE_R14B,9.033253818733002,7.563594181986673,1.4696596367463286
cutoff,2023-02-09,2023Q4,4,2022-12,STABLE_LONG_CORE_R14B,9.780482239912882,7.563594181986673,2.2168880579262087
cutoff,2023-02-09,2023Q4,4,2022-12,STABLE_LONG_GAP_R14B,11.047220080267726,7.563594181986673,3.483625898281053
cutoff,2023-02-09,2023Q4,4,2022-12,TVWQRF_TVW3_FULLM,9.00938312732336,7.563594181986673,1.4457889453366874
cutoff,2023-02-09,2023Q4,4,2022-12,TVWQRF_QRF_MEAN_FULLM,7.208916310315373,7.563594181986673,-0.35467787167130016
cutoff,2023-02-09,2023Q4,4,2022-12,cnb,7.62282898,7.563594181986673,0.05923479801332743
report,2023-05-11,2023Q2,1,2023-04,INDEPENDENT_BRIDGE,12.191910991016238,11.15840613352934,1.0335048574868981
report,2023-05-11,2023Q2,1,2023-04,STABLE_PIPELINE_R14B,12.101405962208739,11.15840613352934,0.9429998286793992
report,2023-05-11,2023Q2,1,2023-04,STABLE_LOCAL_CORE_R14B,12.388330366211706,11.15840613352934,1.2299242326823663
report,2023-05-11,2023Q2,1,2023-04,STABLE_LONG_CORE_R14B,12.17299654219117,11.15840613352934,1.0145904086618298
report,2023-05-11,2023Q2,1,2023-04,STABLE_LONG_GAP_R14B,12.248663542978258,11.15840613352934,1.0902574094489186
report,2023-05-11,2023Q2,1,2023-04,TVWQRF_TVW3_FULLM,12.223446865514065,11.15840613352934,1.065040731984725
report,2023-05-11,2023Q2,1,2023-04,TVWQRF_QRF_MEAN_FULLM,12.258770608497244,11.15840613352934,1.100364474967904
report,2023-05-11,2023Q2,1,2023-04,cnb,11.6366874653985,11.15840613352934,0.47828133186916055
cutoff,2023-05-11,2023Q2,1,2023-03,INDEPENDENT_BRIDGE,12.542984362161762,11.15840613352934,1.3845782286324226
cutoff,2023-05-11,2023Q2,1,2023-03,STABLE_PIPELINE_R14B,12.321806787382462,11.15840613352934,1.163400653853122
cutoff,2023-05-11,2023Q2,1,2023-03,STABLE_LOCAL_CORE_R14B,12.907928538105589,11.15840613352934,1.7495224045762487
cutoff,2023-05-11,2023Q2,1,2023-03,STABLE_LONG_CORE_R14B,12.395482014170947,11.15840613352934,1.2370758806416067
cutoff,2023-05-11,2023Q2,1,2023-03,STABLE_LONG_GAP_R14B,12.559906645458119,11.15840613352934,1.401500511928779
cutoff,2023-05-11,2023Q2,1,2023-03,TVWQRF_TVW3_FULLM,13.152859440951673,11.15840613352934,1.994453307422333
cutoff,2023-05-11,2023Q2,1,2023-03,TVWQRF_QRF_MEAN_FULLM,13.032106891052202,11.15840613352934,1.8737007575228617
cutoff,2023-05-11,2023Q2,1,2023-03,cnb,11.6366874653985,11.15840613352934,0.47828133186916055
report,2023-05-11,2023Q3,2,2023-04,INDEPENDENT_BRIDGE,9.55594199945441,8.048806481176504,1.5071355182779058
report,2023-05-11,2023Q3,2,2023-04,STABLE_PIPELINE_R14B,9.356077583254255,8.048806481176504,1.3072711020777508
report,2023-05-11,2023Q3,2,2023-04,STABLE_LOCAL_CORE_R14B,10.375497978008177,8.048806481176504,2.326691496831673
report,2023-05-11,2023Q3,2,2023-04,STABLE_LONG_CORE_R14B,9.5518828975705,8.048806481176504,1.5030764163939967
report,2023-05-11,2023Q3,2,2023-04,STABLE_LONG_GAP_R14B,9.860146761462692,8.048806481176504,1.8113402802861884
report,2023-05-11,2023Q3,2,2023-04,TVWQRF_TVW3_FULLM,10.46531815285149,8.048806481176504,2.4165116716749857
report,2023-05-11,2023Q3,2,2023-04,TVWQRF_QRF_MEAN_FULLM,10.376735067563564,8.048806481176504,2.32792858638706
report,2023-05-11,2023Q3,2,2023-04,cnb,8.32302304,8.048806481176504,0.2742165588234968
cutoff,2023-05-11,2023Q3,2,2023-03,INDEPENDENT_BRIDGE,10.047794497330012,8.048806481176504,1.9989880161535076
cutoff,2023-05-11,2023Q3,2,2023-03,STABLE_PIPELINE_R14B,9.839620396625675,8.048806481176504,1.7908139154491707
cutoff,2023-05-11,2023Q3,2,2023-03,STABLE_LOCAL_CORE_R14B,11.09830468288157,8.048806481176504,3.0494982017050667
cutoff,2023-05-11,2023Q3,2,2023-03,STABLE_LONG_CORE_R14B,9.977363491905729,8.048806481176504,1.9285570107292251
cutoff,2023-05-11,2023Q3,2,2023-03,STABLE_LONG_GAP_R14B,10.405529154108144,8.048806481176504,2.3567226729316406
cutoff,2023-05-11,2023Q3,2,2023-03,TVWQRF_TVW3_FULLM,11.892526583054055,8.048806481176504,3.843720101877551
cutoff,2023-05-11,2023Q3,2,2023-03,TVWQRF_QRF_MEAN_FULLM,11.445740408894167,8.048806481176504,3.3969339277176633
cutoff,2023-05-11,2023Q3,2,2023-03,cnb,8.32302304,8.048806481176504,0.2742165588234968
report,2023-05-11,2023Q4,3,2023-04,INDEPENDENT_BRIDGE,10.517203670163171,7.563594181986673,2.9536094881764985
report,2023-05-11,2023Q4,3,2023-04,STABLE_PIPELINE_R14B,10.233892989839234,7.563594181986673,2.6702988078525607
report,2023-05-11,2023Q4,3,2023-04,STABLE_LOCAL_CORE_R14B,11.92535116894394,7.563594181986673,4.361756986957268
report,2023-05-11,2023Q4,3,2023-04,STABLE_LONG_CORE_R14B,10.635482435866038,7.563594181986673,3.071888253879365
report,2023-05-11,2023Q4,3,2023-04,STABLE_LONG_GAP_R14B,11.205257170205554,7.563594181986673,3.641662988218881
report,2023-05-11,2023Q4,3,2023-04,TVWQRF_TVW3_FULLM,12.67367393972606,7.563594181986673,5.110079757739387
report,2023-05-11,2023Q4,3,2023-04,TVWQRF_QRF_MEAN_FULLM,12.491120959548262,7.563594181986673,4.927526777561589
report,2023-05-11,2023Q4,3,2023-04,cnb,8.33257222,7.563594181986673,0.7689780380133264
cutoff,2023-05-11,2023Q4,3,2023-03,INDEPENDENT_BRIDGE,11.077229441883233,7.563594181986673,3.51363525989656
cutoff,2023-05-11,2023Q4,3,2023-03,STABLE_PIPELINE_R14B,10.85488790255704,7.563594181986673,3.2912937205703674
cutoff,2023-05-11,2023Q4,3,2023-03,STABLE_LOCAL_CORE_R14B,12.798650241470718,7.563594181986673,5.2350560594840445
cutoff,2023-05-11,2023Q4,3,2023-03,STABLE_LONG_CORE_R14B,11.38629982646349,7.563594181986673,3.8227056444768177
cutoff,2023-05-11,2023Q4,3,2023-03,STABLE_LONG_GAP_R14B,12.095694667473069,7.563594181986673,4.532100485486396
cutoff,2023-05-11,2023Q4,3,2023-03,TVWQRF_TVW3_FULLM,14.78413963088714,7.563594181986673,7.220545448900467
cutoff,2023-05-11,2023Q4,3,2023-03,TVWQRF_QRF_MEAN_FULLM,14.039185910094249,7.563594181986673,6.475591728107576
cutoff,2023-05-11,2023Q4,3,2023-03,cnb,8.33257222,7.563594181986673,0.7689780380133264
report,2023-05-11,2024Q1,4,2023-04,INDEPENDENT_BRIDGE,5.589045668907453,2.0857590939023543,3.5032865750050983
report,2023-05-11,2024Q1,4,2023-04,STABLE_PIPELINE_R14B,5.169255485244398,2.0857590939023543,3.083496391342044
report,2023-05-11,2024Q1,4,2023-04,STABLE_LOCAL_CORE_R14B,7.256953965951776,2.0857590939023543,5.171194872049421
report,2023-05-11,2024Q1,4,2023-04,STABLE_LONG_CORE_R14B,5.924428067264686,2.0857590939023543,3.838668973362332
report,2023-05-11,2024Q1,4,2023-04,STABLE_LONG_GAP_R14B,6.730390295765813,2.0857590939023543,4.644631201863458
report,2023-05-11,2024Q1,4,2023-04,TVWQRF_TVW3_FULLM,7.708094060095693,2.0857590939023543,5.622334966193339
report,2023-05-11,2024Q1,4,2023-04,TVWQRF_QRF_MEAN_FULLM,7.479471022507428,2.0857590939023543,5.393711928605073
report,2023-05-11,2024Q1,4,2023-04,cnb,2.50204809,2.0857590939023543,0.4162889960976459
cutoff,2023-05-11,2024Q1,4,2023-03,INDEPENDENT_BRIDGE,5.911684800887376,2.0857590939023543,3.825925706985022
cutoff,2023-05-11,2024Q1,4,2023-03,STABLE_PIPELINE_R14B,5.583004003681947,2.0857590939023543,3.497244909779593
cutoff,2023-05-11,2024Q1,4,2023-03,STABLE_LOCAL_CORE_R14B,8.14757357401661,2.0857590939023543,6.061814480114256
cutoff,2023-05-11,2024Q1,4,2023-03,STABLE_LONG_CORE_R14B,7.005712245923706,2.0857590939023543,4.9199531520213515
cutoff,2023-05-11,2024Q1,4,2023-03,STABLE_LONG_GAP_R14B,7.980297238990901,2.0857590939023543,5.894538145088546
cutoff,2023-05-11,2024Q1,4,2023-03,TVWQRF_TVW3_FULLM,10.2914158498844,2.0857590939023543,8.205656755982046
cutoff,2023-05-11,2024Q1,4,2023-03,TVWQRF_QRF_MEAN_FULLM,9.365589126307652,2.0857590939023543,7.2798300324052985
cutoff,2023-05-11,2024Q1,4,2023-03,cnb,2.50204809,2.0857590939023543,0.4162889960976459
report,2023-08-10,2023Q3,1,2023-07,INDEPENDENT_BRIDGE,7.951094198938077,8.048806481176504,-0.09771228223842687
report,2023-08-10,2023Q3,1,2023-07,STABLE_PIPELINE_R14B,8.062986818699192,8.048806481176504,0.014180337522688546
report,2023-08-10,2023Q3,1,2023-07,STABLE_LOCAL_CORE_R14B,8.237895230615107,8.048806481176504,0.18908874943860354
report,2023-08-10,2023Q3,1,2023-07,STABLE_LONG_CORE_R14B,8.044238122048457,8.048806481176504,-0.004568359128047206
report,2023-08-10,2023Q3,1,2023-07,STABLE_LONG_GAP_R14B,8.095379746582706,8.048806481176504,0.046573265406202324
report,2023-08-10,2023Q3,1,2023-07,TVWQRF_TVW3_FULLM,8.180069908898707,8.048806481176504,0.13126342772220312
report,2023-08-10,2023Q3,1,2023-07,TVWQRF_QRF_MEAN_FULLM,8.343317830775288,8.048806481176504,0.29451134959878367
report,2023-08-10,2023Q3,1,2023-07,cnb,8.1866590723162,8.048806481176504,0.13785259113969595
cutoff,2023-08-10,2023Q3,1,2023-06,INDEPENDENT_BRIDGE,6.955968529913015,8.048806481176504,-1.0928379512634887
cutoff,2023-08-10,2023Q3,1,2023-06,STABLE_PIPELINE_R14B,7.300005729539664,8.048806481176504,-0.74880075163684
cutoff,2023-08-10,2023Q3,1,2023-06,STABLE_LOCAL_CORE_R14B,8.146360663636806,8.048806481176504,0.09755418246030167
cutoff,2023-08-10,2023Q3,1,2023-06,STABLE_LONG_CORE_R14B,7.670579422916248,8.048806481176504,-0.37822705826025604
cutoff,2023-08-10,2023Q3,1,2023-06,STABLE_LONG_GAP_R14B,7.827810627137866,8.048806481176504,-0.2209958540386383
cutoff,2023-08-10,2023Q3,1,2023-06,TVWQRF_TVW3_FULLM,7.832092273682619,8.048806481176504,-0.21671420749388481
cutoff,2023-08-10,2023Q3,1,2023-06,TVWQRF_QRF_MEAN_FULLM,8.114164740239778,8.048806481176504,0.06535825906327375
cutoff,2023-08-10,2023Q3,1,2023-06,cnb,8.1866590723162,8.048806481176504,0.13785259113969595
report,2023-08-10,2023Q4,2,2023-07,INDEPENDENT_BRIDGE,8.179200123899776,7.563594181986673,0.6156059419131026
report,2023-08-10,2023Q4,2,2023-07,STABLE_PIPELINE_R14B,8.32156045355538,7.563594181986673,0.7579662715687068
report,2023-08-10,2023Q4,2,2023-07,STABLE_LOCAL_CORE_R14B,9.145024647637038,7.563594181986673,1.5814304656503655
report,2023-08-10,2023Q4,2,2023-07,STABLE_LONG_CORE_R14B,8.379054649456847,7.563594181986673,0.8154604674701744
report,2023-08-10,2023Q4,2,2023-07,STABLE_LONG_GAP_R14B,8.59949829524686,7.563594181986673,1.0359041132601874
report,2023-08-10,2023Q4,2,2023-07,TVWQRF_TVW3_FULLM,8.492553083134807,7.563594181986673,0.9289589011481336
report,2023-08-10,2023Q4,2,2023-07,TVWQRF_QRF_MEAN_FULLM,9.276128203384467,7.563594181986673,1.7125340213977935
report,2023-08-10,2023Q4,2,2023-07,cnb,8.18874505,7.563594181986673,0.6251508680133266
cutoff,2023-08-10,2023Q4,2,2023-06,INDEPENDENT_BRIDGE,6.768424025446692,7.563594181986673,-0.7951701565399807
cutoff,2023-08-10,2023Q4,2,2023-06,STABLE_PIPELINE_R14B,7.096355012381404,7.563594181986673,-0.4672391696052687
cutoff,2023-08-10,2023Q4,2,2023-06,STABLE_LOCAL_CORE_R14B,9.160380917474368,7.563594181986673,1.5967867354876955
cutoff,2023-08-10,2023Q4,2,2023-06,STABLE_LONG_CORE_R14B,7.9738821508353155,7.563594181986673,0.4102879688486425
cutoff,2023-08-10,2023Q4,2,2023-06,STABLE_LONG_GAP_R14B,8.397548085278808,7.563594181986673,0.8339539032921355
cutoff,2023-08-10,2023Q4,2,2023-06,TVWQRF_TVW3_FULLM,8.750470077378344,7.563594181986673,1.1868758953916707
cutoff,2023-08-10,2023Q4,2,2023-06,TVWQRF_QRF_MEAN_FULLM,9.710665724742173,7.563594181986673,2.1470715427554996
cutoff,2023-08-10,2023Q4,2,2023-06,cnb,8.18874505,7.563594181986673,0.6251508680133266
report,2023-08-10,2024Q1,3,2023-07,INDEPENDENT_BRIDGE,2.8185632290948033,2.0857590939023543,0.732804135192449
report,2023-08-10,2024Q1,3,2023-07,STABLE_PIPELINE_R14B,2.7588507030963263,2.0857590939023543,0.673091609193972
report,2023-08-10,2024Q1,3,2023-07,STABLE_LOCAL_CORE_R14B,4.046752770329351,2.0857590939023543,1.9609936764269968
report,2023-08-10,2024Q1,3,2023-07,STABLE_LONG_CORE_R14B,2.8999255456221498,2.0857590939023543,0.8141664517197955
report,2023-08-10,2024Q1,3,2023-07,STABLE_LONG_GAP_R14B,3.3012979883117755,2.0857590939023543,1.2155388944094212
report,2023-08-10,2024Q1,3,2023-07,TVWQRF_TVW3_FULLM,2.2010445148020614,2.0857590939023543,0.11528542089970717
report,2023-08-10,2024Q1,3,2023-07,TVWQRF_QRF_MEAN_FULLM,3.613730514277971,2.0857590939023543,1.527971420375617
report,2023-08-10,2024Q1,3,2023-07,cnb,2.54878083,2.0857590939023543,0.46302173609764585
cutoff,2023-08-10,2024Q1,3,2023-06,INDEPENDENT_BRIDGE,1.3261959881537806,2.0857590939023543,-0.7595631057485737
cutoff,2023-08-10,2024Q1,3,2023-06,STABLE_PIPELINE_R14B,1.4349914546904394,2.0857590939023543,-0.6507676392119148
cutoff,2023-08-10,2024Q1,3,2023-06,STABLE_LOCAL_CORE_R14B,4.192706104946243,2.0857590939023543,2.106947011043889
cutoff,2023-08-10,2024Q1,3,2023-06,STABLE_LONG_CORE_R14B,2.6199425443344544,2.0857590939023543,0.5341834504321001
cutoff,2023-08-10,2024Q1,3,2023-06,STABLE_LONG_GAP_R14B,3.295797588166632,2.0857590939023543,1.210038494264278
cutoff,2023-08-10,2024Q1,3,2023-06,TVWQRF_TVW3_FULLM,2.8894710659083107,2.0857590939023543,0.8037119720059565
cutoff,2023-08-10,2024Q1,3,2023-06,TVWQRF_QRF_MEAN_FULLM,4.2702586408221235,2.0857590939023543,2.184499546919769
cutoff,2023-08-10,2024Q1,3,2023-06,cnb,2.54878083,2.0857590939023543,0.46302173609764585
