origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,family
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,ALPHA_0,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,component
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,ALPHA_0,0.09055862604945425,0.1863932898415576,2.969348659003822,3.0053754316371775,0.09051764646419452,0.18621979310646208,component
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,ALPHA_0,0.31387616830354415,0.0930232558139509,2.769818529130847,3.0326140272253976,0.4039022518532269,0.2791998091031148,component
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,ALPHA_0,0.25170817441997406,0.6505576208178487,2.9467680608364977,2.801024191431436,0.6552941718288768,0.9276504370292084,component
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,ALPHA_0,0.18017448720095988,0.1846722068328699,2.7462121212121224,2.596145995175366,0.8353065395034529,1.112152334386138,component
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,ALPHA_0,0.34608913136908975,0.3686635944700533,2.9300567107750517,2.7566053228597793,1.1807981606533653,1.4801380302261997,component
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,ALPHA_0,0.057882842874308324,0.0918273645546419,2.9272898961284195,2.718995869464546,1.238664257871774,1.571923259249096,component
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,ALPHA_0,-0.07826855952889304,-0.5504587155963248,2.6515151515151705,2.9301861205549753,1.1603650525140845,1.019943936889315,component
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,ALPHA_0,0.33222624189734584,0.4612546125461358,2.735849056603792,2.882440993795638,1.4920406423025514,1.4801380302262204,component
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,ALPHA_0,0.09037032029517136,0.2754820936639035,3.116147308781873,3.0726545385875057,1.5823701532083048,1.7552413674152,component
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,ALPHA_0,0.1647465912624387,0.1831501831501825,3.207547169811327,3.145064673252726,1.7469811861388123,1.938224035122816,component
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,ALPHA_0,0.8680841953446873,1.4625228519195457,3.6414565826330487,2.971874620575959,2.6113191950561263,3.3901551675681305,component
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,ALPHA_0,0.3448780342643371,0.2702702702702675,3.7278657968313063,2.999715375016489,2.9556038888371874,3.660060864484629,component
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,ALPHA_0,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,component
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,ALPHA_0,0.3442600404465341,0.0930232558139509,2.769818529130847,2.9383756042254587,0.3436688220664942,0.09298001599665273,component
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,ALPHA_0,0.23246157501103976,0.6505576208178487,2.9467680608364977,2.6872796186290566,0.5758606231578299,0.7414306439227463,component
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,ALPHA_0,0.16083372477910707,0.1846722068328699,2.7462121212121224,2.46284283699846,0.7365651490135483,0.925932541279676,component
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,ALPHA_0,0.3252186420307566,0.3686635944700533,2.9300567107750517,2.6017496075901287,1.0612560990110602,1.2939182371197377,component
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,ALPHA_0,0.035637665023952575,0.0918273645546419,2.9272898961284195,2.541394442869287,1.0968874153274804,1.3857034661426337,component
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,ALPHA_0,-0.10347967889885837,-0.5504587155963248,2.6515151515151705,2.726294269369255,0.9933541592447094,0.8337241437828525,component
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,ALPHA_0,0.3096879632396604,0.4612546125461358,2.735849056603792,2.6555783501138084,1.3025635770553312,1.293918237119758,component
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,ALPHA_0,0.06696959852272216,0.2754820936639035,3.116147308781873,2.821327631278391,1.3695107609491883,1.5690215743087381,component
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,ALPHA_0,0.14193007298556803,0.1831501831501825,3.207547169811327,2.8701230901994137,1.5113402084073384,1.752004242016354,component
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,ALPHA_0,0.8423227053180146,1.4625228519195457,3.6414565826330487,2.6711659977734494,2.350135172161468,3.2039353744616688,component
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,ALPHA_0,0.3012444419034991,0.2702702702702675,3.7278657968313063,2.7885085167498462,2.650926782188719,3.473841071378167,component
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,ALPHA_0,0.042907053292615766,-0.0898472596585708,3.4418604651162905,2.7304360990515075,2.6938246330374604,3.3839534248764616,component
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,ALPHA_0,0.3871075486743048,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0,component
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,ALPHA_0,0.23654905669222231,0.6505576208178487,2.9467680608364977,2.824539189608261,0.23626971983685038,0.6484506279260935,component
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,ALPHA_0,0.11662436173053053,0.1846722068328699,2.7462121212121224,2.5545165246702797,0.35282612818696824,0.8329525252830231,component
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,ALPHA_0,0.28266949274179043,0.3686635944700533,2.9300567107750517,2.649993988911115,0.6350968619879649,1.200938221123085,component
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,ALPHA_0,-0.0059802041232508985,0.0918273645546419,2.9272898961284195,2.5469300450452015,0.629116479043378,1.2927234501459808,component
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,ALPHA_0,-0.14290542073815965,-0.5504587155963248,2.6515151515151705,2.691295107651219,0.4861088511241637,0.7407441277861999,component
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,ALPHA_0,0.27000480807886207,0.4612546125461358,2.735849056603792,2.580005913460242,0.7557498010303152,1.2009382211231054,component
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,ALPHA_0,0.028348341675206033,0.2754820936639035,3.116147308781873,2.7059780761743646,0.7840941253223657,1.4760415583120852,component
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,ALPHA_0,0.1035365307110025,0.1831501831501825,3.207547169811327,2.71532353149714,0.8875770939351139,1.6590242260197012,component
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,ALPHA_0,0.8051014739168638,1.4625228519195457,3.6414565826330487,2.4788265939299405,1.689454916817859,3.110955358465016,component
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,ALPHA_0,0.2634992331855238,0.2702702702702675,3.7278657968313063,2.557340540383434,1.9526075994125474,3.3808610553815144,component
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,ALPHA_0,0.01320552513205983,-0.0898472596585708,3.4418604651162905,2.3800542245525524,1.9658122526918915,3.290973408879809,component
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,ALPHA_0,0.23953183819269225,-0.1798561151079125,3.159851301115256,2.229548750191628,2.2050576706642753,3.1109553584650236,component
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,ALPHA_0,0.2254766707170906,0.6505576208178487,2.9467680608364977,2.5119894464748858,0.0,0.0,component
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,ALPHA_0,0.15885726224780355,0.1846722068328699,2.7462121212121224,2.2859173485581037,0.15873121756872058,0.18450189735692968,component
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,ALPHA_0,0.285653363447457,0.3686635944700533,2.9300567107750517,2.3841910590340185,0.4439773670917963,0.5524875931969915,component
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,ALPHA_0,-0.004978906729948204,0.0918273645546419,2.9272898961284195,2.2824181921652054,0.4389983364101726,0.6442728222198875,component
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,ALPHA_0,-0.14170516876274752,-0.5504587155963248,2.6515151515151705,2.427642010666314,0.297192670922566,0.09229349986010649,component
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,ALPHA_0,0.2703923485624825,0.4612546125461358,2.735849056603792,2.317033994768659,0.5672201170051645,0.552487593197012,component
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,ALPHA_0,0.027616557579583676,0.2754820936639035,3.116147308781873,2.441933771121881,0.5948328619154213,0.8275909303859917,component
