"Ukazatel","IndicatorType","Typ údaje","TYPUDAJEVYR","Území","Uz0","Měsíce, měsíce klouzavých průměrů, čtvrtletí, roky","CASMQRMPK","Hodnota"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","únor 2024","2024-02","103.6"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","březen 2024","2024-03","103.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2024","2024-Q1","104.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","duben 2024","2024-04","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","květen 2024","2024-05","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červen 2024","2024-06","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2024","2024-Q2","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červenec 2024","2024-07","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","srpen 2024","2024-08","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","září 2024","2024-09","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2024","2024-Q3","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","říjen 2024","2024-10","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","listopad 2024","2024-11","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2024","2024-12","103.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2024","2024-Q4","104.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","2024","2024","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","leden 2025","2025-01","102.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","únor 2025","2025-02","103.8"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","březen 2025","2025-03","105.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2025","2025-Q1","104"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","duben 2025","2025-04","104.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","květen 2025","2025-05","105"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červen 2025","2025-06","105"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2025","2025-Q2","104.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červenec 2025","2025-07","105.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","srpen 2025","2025-08","105.3"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","září 2025","2025-09","105.3"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2025","2025-Q3","105.3"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","říjen 2025","2025-10","105.8"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","listopad 2025","2025-11","105.8"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2025","2025-12","106.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2025","2025-Q4","106.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","2025","2025","105.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","leden 2026","2026-01","106.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","únor 2026","2026-02","104.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","březen 2026","2026-03","102.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2026","2026-Q1","104.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","duben 2026","2026-04","102.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","květen 2026","2026-05","102.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červen 2026","2026-06","102.6"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2026","2026-Q2","102.7"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","červenec 2026","2026-07","102.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2015","2015-12M12","103.1"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2016","2016-12M12","100.2"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2017","2017-12M12","102.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2018","2018-12M12","102.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2019","2019-12M12","102.3"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2020","2020-12M12","100.8"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2021","2021-12M12","102"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2022","2022-12M12","104.9"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2023","2023-12M12","106.5"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2024","2024-12M12","104.4"
"Index cen tržních služeb - vydavatelské služby","614818","   Meziroční index","IR","Česko","CZ","prosinec 2025","2025-12M12","105.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","leden 2025","2025-01","91.4"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","únor 2025","2025-02","100.6"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","březen 2025","2025-03","105.6"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2025","2025-Q1","99.2"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","duben 2025","2025-04","92.8"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","květen 2025","2025-05","110.9"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","červen 2025","2025-06","101.8"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2025","2025-Q2","101.5"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","červenec 2025","2025-07","103.6"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","srpen 2025","2025-08","104.7"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","září 2025","2025-09","99.7"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2025","2025-Q3","102.7"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","říjen 2025","2025-10","110.9"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","listopad 2025","2025-11","101.3"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","prosinec 2025","2025-12","103.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2025","2025-Q4","105.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","2025","2025","102.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","leden 2026","2026-01","114.6"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","únor 2026","2026-02","106.3"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","březen 2026","2026-03","101.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2026","2026-Q1","107"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","duben 2026","2026-04","104.8"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","květen 2026","2026-05","102.1"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","červen 2026","2026-06","107.6"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2026","2026-Q2","104.8"
"Index cen tržních služeb - produkce filmů, videozáznamů a televizních pořadů, zvukových nahrávek a hudební vydavatelské služby","614819","   Meziroční index","IR","Česko","CZ","červenec 2026","2026-07","104.3"
