"Ukazatel","IndicatorType","Druh PHM","CENPHM","Území","Uz0","Týdny","CASTPHM","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 38. týden 2019","2019-W38","13.561","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 39. týden 2019","2019-W39","13.549","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 40. týden 2019","2019-W40","13.53","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 41. týden 2019","2019-W41","13.555","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 42. týden 2019","2019-W42","13.626","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 43. týden 2019","2019-W43","13.612","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 44. týden 2019","2019-W44","13.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 45. týden 2019","2019-W45","13.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 46. týden 2019","2019-W46","13.963","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 47. týden 2019","2019-W47","13.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 48. týden 2019","2019-W48","13.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 49. týden 2019","2019-W49","13.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 50. týden 2019","2019-W50","13.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 51. týden 2019","2019-W51","13.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 02. týden 2020","2020-W02","13.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 03. týden 2020","2020-W03","14.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 04. týden 2020","2020-W04","14.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 05. týden 2020","2020-W05","14.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 06. týden 2020","2020-W06","14.08","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 07. týden 2020","2020-W07","14.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 08. týden 2020","2020-W08","13.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 09. týden 2020","2020-W09","13.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 10. týden 2020","2020-W10","13.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 11. týden 2020","2020-W11","13.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 12. týden 2020","2020-W12","13.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 13. týden 2020","2020-W13","13.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 14. týden 2020","2020-W14","12.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 15. týden 2020","2020-W15","12.627","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 17. týden 2020","2020-W17","12.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 18. týden 2020","2020-W18","12.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 19. týden 2020","2020-W19","11.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 20. týden 2020","2020-W20","11.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 21. týden 2020","2020-W21","11.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 22. týden 2020","2020-W22","11.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 23. týden 2020","2020-W23","11.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 24. týden 2020","2020-W24","11.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 25. týden 2020","2020-W25","12.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 26. týden 2020","2020-W26","12.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 27. týden 2020","2020-W27","11.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 28. týden 2020","2020-W28","12.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 29. týden 2020","2020-W29","12.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 30. týden 2020","2020-W30","12.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 31. týden 2020","2020-W31","12.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 32. týden 2020","2020-W32","12.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 33. týden 2020","2020-W33","12.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 34. týden 2020","2020-W34","12.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 35. týden 2020","2020-W35","12.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 36. týden 2020","2020-W36","12.19","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 37. týden 2020","2020-W37","12.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 38. týden 2020","2020-W38","12.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 39. týden 2020","2020-W39","12.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 40. týden 2020","2020-W40","12.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 41. týden 2020","2020-W41","12.197","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 42. týden 2020","2020-W42","12.17","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 43. týden 2020","2020-W43","12.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 44. týden 2020","2020-W44","12.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 45. týden 2020","2020-W45","12.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 46. týden 2020","2020-W46","12.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 47. týden 2020","2020-W47","12.33","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 48. týden 2020","2020-W48","12.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 49. týden 2020","2020-W49","12.56","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 50. týden 2020","2020-W50","12.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 51. týden 2020","2020-W51","12.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 01. týden 2021","2021-W01","12.57","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 02. týden 2021","2021-W02","12.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 03. týden 2021","2021-W03","12.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 04. týden 2021","2021-W04","12.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 05. týden 2021","2021-W05","12.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 06. týden 2021","2021-W06","12.98","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 07. týden 2021","2021-W07","13.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 08. týden 2021","2021-W08","13.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 09. týden 2021","2021-W09","13.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 10. týden 2021","2021-W10","13.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 11. týden 2021","2021-W11","14.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 12. týden 2021","2021-W12","14.08","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 13. týden 2021","2021-W13","14.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 15. týden 2021","2021-W15","14.15","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 16. týden 2021","2021-W16","14.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 17. týden 2021","2021-W17","14.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 18. týden 2021","2021-W18","13.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 19. týden 2021","2021-W19","13.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 20. týden 2021","2021-W20","13.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 21. týden 2021","2021-W21","13.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 22. týden 2021","2021-W22","13.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 23. týden 2021","2021-W23","13.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 24. týden 2021","2021-W24","13.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 25. týden 2021","2021-W25","13.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 26. týden 2021","2021-W26","13.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 28. týden 2021","2021-W28","13.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 29. týden 2021","2021-W29","14.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 30. týden 2021","2021-W30","14.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 31. týden 2021","2021-W31","14.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 32. týden 2021","2021-W32","14.56","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 33. týden 2021","2021-W33","14.98","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 34. týden 2021","2021-W34","15.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 35. týden 2021","2021-W35","15.11","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 36. týden 2021","2021-W36","15.17","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 37. týden 2021","2021-W37","15.42","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 38. týden 2021","2021-W38","15.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 39. týden 2021","2021-W39","15.56","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 40. týden 2021","2021-W40","15.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 41. týden 2021","2021-W41","16.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 42. týden 2021","2021-W42","17.04","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 43. týden 2021","2021-W43","17.73","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 44. týden 2021","2021-W44","17.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 45. týden 2021","2021-W45","15.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 46. týden 2021","2021-W46","15.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 47. týden 2021","2021-W47","15.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 48. týden 2021","2021-W48","15.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 49. týden 2021","2021-W49","15.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 50. týden 2021","2021-W50","15.57","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 01. týden 2022","2022-W01","16.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 02. týden 2022","2022-W02","17.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 03. týden 2022","2022-W03","17.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 04. týden 2022","2022-W04","16.93","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 05. týden 2022","2022-W05","16.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 06. týden 2022","2022-W06","16.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 07. týden 2022","2022-W07","16.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 08. týden 2022","2022-W08","16.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 09. týden 2022","2022-W09","16.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 10. týden 2022","2022-W10","17.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 11. týden 2022","2022-W11","22.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 12. týden 2022","2022-W12","23.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 13. týden 2022","2022-W13","22.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 14. týden 2022","2022-W14","22.49","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 15. týden 2022","2022-W15","21.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 16. týden 2022","2022-W16","21.29","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 17. týden 2022","2022-W17","21.04","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 18. týden 2022","2022-W18","20.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 19. týden 2022","2022-W19","20.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 20. týden 2022","2022-W20","20.47","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 21. týden 2022","2022-W21","20.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 22. týden 2022","2022-W22","20.17","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 23. týden 2022","2022-W23","20.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 24. týden 2022","2022-W24","19.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 25. týden 2022","2022-W25","19.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 26. týden 2022","2022-W26","19.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 27. týden 2022","2022-W27","19.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 28. týden 2022","2022-W28","19.47","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 29. týden 2022","2022-W29","19.33","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 30. týden 2022","2022-W30","19.19","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 31. týden 2022","2022-W31","18.97","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 32. týden 2022","2022-W32","18.59","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 33. týden 2022","2022-W33","18.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 34. týden 2022","2022-W34","18.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 35. týden 2022","2022-W35","18.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 36. týden 2022","2022-W36","18.53","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 37. týden 2022","2022-W37","18.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 38. týden 2022","2022-W38","18.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 39. týden 2022","2022-W39","18.3","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 40. týden 2022","2022-W40","18.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 41. týden 2022","2022-W41","18.16","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 42. týden 2022","2022-W42","17.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 43. týden 2022","2022-W43","17.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 44. týden 2022","2022-W44","17.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 45. týden 2022","2022-W45","17.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 46. týden 2022","2022-W46","17.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 47. týden 2022","2022-W47","17.73","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 48. týden 2022","2022-W48","17.57","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 49. týden 2022","2022-W49","17.49","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 50. týden 2022","2022-W50","17.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 51. týden 2022","2022-W51","17.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 01. týden 2023","2023-W01","16.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 02. týden 2023","2023-W02","17.04","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 03. týden 2023","2023-W03","16.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 04. týden 2023","2023-W04","16.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 05. týden 2023","2023-W05","16.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 06. týden 2023","2023-W06","16.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 07. týden 2023","2023-W07","16.59","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 08. týden 2023","2023-W08","16.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 09. týden 2023","2023-W09","16.78","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 10. týden 2023","2023-W10","16.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 11. týden 2023","2023-W11","16.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 12. týden 2023","2023-W12","16.65","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 13. týden 2023","2023-W13","16.58","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 14. týden 2023","2023-W14","16.69","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 15. týden 2023","2023-W15","16.42","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 16. týden 2023","2023-W16","16.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 17. týden 2023","2023-W17","16.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 18. týden 2023","2023-W18","15.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 19. týden 2023","2023-W19","15.79","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 20. týden 2023","2023-W20","15.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 21. týden 2023","2023-W21","15.41","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 22. týden 2023","2023-W22","15.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","LPG","0722301","Česko","CZ"," 23. týden 2023","2023-W23","15.31","koruna česká","Kč"
