origin,target,model,h,mm_forecast,mm_actual,cumulative_arithmetic_forecast,cumulative_compounded_forecast,arithmetic_minus_compounded_forecast,cumulative_arithmetic_actual,cumulative_compounded_actual,arithmetic_minus_compounded_actual
2020-11,2021-04,CORE_AGG_CUMULATIVE_R13,5,0.29070074518937705,0.3,1.3043690281650173,1.3099895657037837,-0.005620537538766346,1.1,1.1024960874,-0.0024960873999999578
2020-11,2021-05,CORE_AGG_CUMULATIVE_R13,6,0.2913765279976146,0.4,1.595745556162632,1.605183095815077,-0.009437539652445093,1.5,1.5069060717496001,-0.006906071749600118
2020-11,2021-06,CORE_AGG_CUMULATIVE_R13,7,0.1814878396301287,0.9,1.7772333957927606,1.7895841475679082,-0.01235075177514755,2.4,2.420468226395346,-0.02046822639534618
2020-11,2021-07,CORE_AGG_CUMULATIVE_R13,8,0.7571303645106879,1.5,2.5343637603034486,2.5602639970583034,-0.025900236754854866,3.8999999999999995,3.9567752497912765,-0.056775249791277016
2020-11,2021-08,CORE_AGG_CUMULATIVE_R13,9,0.2743257574488389,1.0,2.8086895177522875,2.8416132181097624,-0.03292370035747494,4.8999999999999995,4.99634300228919,-0.09634300228919024
2020-11,2021-09,CORE_AGG_CUMULATIVE_R13,10,,0.2,,,,5.1,5.206335688293768,-0.10633568829376827
2020-11,2021-10,CORE_AGG_CUMULATIVE_R13,11,,1.3,,,,6.3999999999999995,6.574018052241586,-0.1740180522415864
2020-11,2021-11,CORE_AGG_CUMULATIVE_R13,12,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-11,2020-12,CORE_SPLIT_MONTHLY_R13,1,0.31188040969691405,0.0,0.31188040969691405,0.31188040969691405,0.0,0.0,0.0,0.0
2020-11,2021-01,CORE_SPLIT_MONTHLY_R13,2,0.4670534594430298,0.7,0.7789338691399439,0.7803905173827584,-0.001456648242814551,0.7,0.7,0.0
2020-11,2021-02,CORE_SPLIT_MONTHLY_R13,3,0.37783886759198204,0.3,1.1567727367319258,1.1611780036684145,-0.004405266936488683,1.0,1.0020999999999998,-0.0020999999999997687
2020-11,2021-03,CORE_SPLIT_MONTHLY_R13,4,-0.10260304786070858,-0.2,1.0541696888712173,1.057383551784854,-0.003213862913636678,0.8,0.8000957999999999,-9.579999999986821e-05
2020-11,2021-04,CORE_SPLIT_MONTHLY_R13,5,0.2680474290237844,0.3,1.3222171178950017,1.3282652702341182,-0.006048152339116486,1.1,1.1024960874,-0.0024960873999999578
2020-11,2021-05,CORE_SPLIT_MONTHLY_R13,6,0.2999486068107835,0.4,1.6221657247057852,1.6321979902177204,-0.010032265511935146,1.5,1.5069060717496001,-0.006906071749600118
2020-11,2021-06,CORE_SPLIT_MONTHLY_R13,7,0.40743248661149856,0.9,2.0295982113172837,2.0462805816871863,-0.01668237036990261,2.4,2.420468226395346,-0.02046822639534618
2020-11,2021-07,CORE_SPLIT_MONTHLY_R13,8,0.7262935862425562,1.5,2.75589179755984,2.7874361725510632,-0.0315443749912232,3.8999999999999995,3.9567752497912765,-0.056775249791277016
2020-11,2021-08,CORE_SPLIT_MONTHLY_R13,9,0.21374250095948052,1.0,2.9696342985193205,3.0071366092984033,-0.03750231077908284,4.8999999999999995,4.99634300228919,-0.09634300228919024
2020-11,2021-09,CORE_SPLIT_MONTHLY_R13,10,,0.2,,,,5.1,5.206335688293768,-0.10633568829376827
2020-11,2021-10,CORE_SPLIT_MONTHLY_R13,11,,1.3,,,,6.3999999999999995,6.574018052241586,-0.1740180522415864
2020-11,2021-11,CORE_SPLIT_MONTHLY_R13,12,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-11,2020-12,CORE_SPLIT_CUMULATIVE_R13,1,0.31188040969691405,0.0,0.31188040969691405,0.31188040969691405,0.0,0.0,0.0,0.0
2020-11,2021-01,CORE_SPLIT_CUMULATIVE_R13,2,0.4795120185425484,0.7,0.7913924282394624,0.7928879322874388,-0.0014955040479763815,0.7,0.7,0.0
2020-11,2021-02,CORE_SPLIT_CUMULATIVE_R13,3,0.4137698436242456,0.3,1.205162271863708,1.209938507069226,-0.0047762352055178425,1.0,1.0020999999999998,-0.0020999999999997687
2020-11,2021-03,CORE_SPLIT_CUMULATIVE_R13,4,-0.09111136047373547,-0.2,1.1140509113899726,1.117724755160804,-0.003673843770831464,0.8,0.8000957999999999,-9.579999999986821e-05
2020-11,2021-04,CORE_SPLIT_CUMULATIVE_R13,5,0.2404490158473429,0.3,1.3544999272373155,1.360861329181813,-0.0063614019444975245,1.1,1.1024960874,-0.0024960873999999578
2020-11,2021-05,CORE_SPLIT_CUMULATIVE_R13,6,0.263462519474456,0.4,1.6179624467117715,1.6279092082006852,-0.009946761488913713,1.5,1.5069060717496001,-0.006906071749600118
2020-11,2021-06,CORE_SPLIT_CUMULATIVE_R13,7,0.28124584824235743,0.9,1.899208294954129,1.9137334835042625,-0.014525188550133628,2.4,2.420468226395346,-0.02046822639534618
2020-11,2021-07,CORE_SPLIT_CUMULATIVE_R13,8,0.6756420831773227,1.5,2.5748503781314516,2.602305555455995,-0.02745517732454328,3.8999999999999995,3.9567752497912765,-0.056775249791277016
2020-11,2021-08,CORE_SPLIT_CUMULATIVE_R13,9,0.20182905288852515,1.0,2.7766794310199767,2.809386817000363,-0.03270738598038614,4.8999999999999995,4.99634300228919,-0.09634300228919024
2020-11,2021-09,CORE_SPLIT_CUMULATIVE_R13,10,,0.2,,,,5.1,5.206335688293768,-0.10633568829376827
2020-11,2021-10,CORE_SPLIT_CUMULATIVE_R13,11,,1.3,,,,6.3999999999999995,6.574018052241586,-0.1740180522415864
2020-11,2021-11,CORE_SPLIT_CUMULATIVE_R13,12,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-11,2020-12,CORE_AGG_CUMULATIVE_LABOUR_R13,1,,0.0,,,,0.0,0.0,0.0
2020-11,2021-01,CORE_AGG_CUMULATIVE_LABOUR_R13,2,,0.7,,,,0.7,0.7,0.0
2020-11,2021-02,CORE_AGG_CUMULATIVE_LABOUR_R13,3,,0.3,,,,1.0,1.0020999999999998,-0.0020999999999997687
2020-11,2021-03,CORE_AGG_CUMULATIVE_LABOUR_R13,4,,-0.2,,,,0.8,0.8000957999999999,-9.579999999986821e-05
2020-11,2021-04,CORE_AGG_CUMULATIVE_LABOUR_R13,5,,0.3,,,,1.1,1.1024960874,-0.0024960873999999578
2020-11,2021-05,CORE_AGG_CUMULATIVE_LABOUR_R13,6,,0.4,,,,1.5,1.5069060717496001,-0.006906071749600118
2020-11,2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,7,,0.9,,,,2.4,2.420468226395346,-0.02046822639534618
2020-11,2021-07,CORE_AGG_CUMULATIVE_LABOUR_R13,8,,1.5,,,,3.8999999999999995,3.9567752497912765,-0.056775249791277016
2020-11,2021-08,CORE_AGG_CUMULATIVE_LABOUR_R13,9,,1.0,,,,4.8999999999999995,4.99634300228919,-0.09634300228919024
2020-11,2021-09,CORE_AGG_CUMULATIVE_LABOUR_R13,10,,0.2,,,,5.1,5.206335688293768,-0.10633568829376827
2020-11,2021-10,CORE_AGG_CUMULATIVE_LABOUR_R13,11,,1.3,,,,6.3999999999999995,6.574018052241586,-0.1740180522415864
2020-11,2021-11,CORE_AGG_CUMULATIVE_LABOUR_R13,12,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-11,2020-12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,1,,0.0,,,,0.0,0.0,0.0
2020-11,2021-01,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2,,0.7,,,,0.7,0.7,0.0
2020-11,2021-02,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,3,,0.3,,,,1.0,1.0020999999999998,-0.0020999999999997687
2020-11,2021-03,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4,,-0.2,,,,0.8,0.8000957999999999,-9.579999999986821e-05
2020-11,2021-04,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5,,0.3,,,,1.1,1.1024960874,-0.0024960873999999578
2020-11,2021-05,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6,,0.4,,,,1.5,1.5069060717496001,-0.006906071749600118
2020-11,2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,7,,0.9,,,,2.4,2.420468226395346,-0.02046822639534618
2020-11,2021-07,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,8,,1.5,,,,3.8999999999999995,3.9567752497912765,-0.056775249791277016
2020-11,2021-08,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,9,,1.0,,,,4.8999999999999995,4.99634300228919,-0.09634300228919024
2020-11,2021-09,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,10,,0.2,,,,5.1,5.206335688293768,-0.10633568829376827
2020-11,2021-10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,11,,1.3,,,,6.3999999999999995,6.574018052241586,-0.1740180522415864
2020-11,2021-11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,12,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-01,CORE_AGG_MONTHLY_R13,1,0.22127391629431747,0.7,0.22127391629431747,0.22127391629431747,0.0,0.7,0.7,0.0
2020-12,2021-02,CORE_AGG_MONTHLY_R13,2,0.22591804802530535,0.3,0.4471919643196228,0.447691862032104,-0.0004998977124811566,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_AGG_MONTHLY_R13,3,-0.0016246902282378017,-0.2,0.445567274091385,0.44605989819793124,-0.0004926241065462134,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_AGG_MONTHLY_R13,4,0.3945426314898812,0.3,0.8401099055812662,0.8423624261481836,-0.002252520566917382,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_AGG_MONTHLY_R13,5,0.3166938911357532,0.4,1.1568037967170195,1.161724027628771,-0.004920230911751533,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_AGG_MONTHLY_R13,6,0.24257610446544328,0.9,1.3993799011824628,1.407118196985075,-0.007738295802612205,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_AGG_MONTHLY_R13,7,0.6189038422787935,1.5,2.0182837434612564,2.0347307478504133,-0.016447004389156916,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_AGG_MONTHLY_R13,8,0.10995998194869996,1.0,2.1282437254099564,2.1469281193621543,-0.018684393952197897,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_AGG_MONTHLY_R13,9,-0.37447681642377806,0.2,1.7537669089861785,1.764411554866082,-0.010644645879903436,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_AGG_MONTHLY_R13,10,0.3780377026098517,1.3,2.13180461159603,2.149119398382532,-0.017314786786502,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_AGG_MONTHLY_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_AGG_MONTHLY_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2020-12,2021-01,CORE_AGG_CUMULATIVE_R13,1,0.22127391629431747,0.7,0.22127391629431747,0.22127391629431747,0.0,0.7,0.7,0.0
2020-12,2021-02,CORE_AGG_CUMULATIVE_R13,2,0.33696383214932146,0.3,0.5582377484436389,0.5589833615115312,-0.0007456130678922257,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_AGG_CUMULATIVE_R13,3,-0.014250684600956132,-0.2,0.5439870638426828,0.5446530179547543,-0.0006659541120714874,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_AGG_CUMULATIVE_R13,4,0.3892551526286995,0.3,0.9332422164713823,0.9360282605197903,-0.0027860440484079874,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_AGG_CUMULATIVE_R13,5,0.3246482596696072,0.4,1.2578904761409895,1.2637153196471906,-0.0058248435062011605,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_AGG_CUMULATIVE_R13,6,0.23931925762160766,0.9,1.4972097337625971,1.5060588913902284,-0.008849157627631277,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_AGG_CUMULATIVE_R13,7,0.6301587063086256,1.5,2.1273684400712227,2.145708158925085,-0.01833971885386232,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_AGG_CUMULATIVE_R13,8,0.1524052972732215,1.0,2.279773737344444,2.301383629096532,-0.02160989175208794,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_AGG_CUMULATIVE_R13,9,-0.39920588559002157,0.2,1.8805678517544226,1.8929904846091516,-0.012422632854728999,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_AGG_CUMULATIVE_R13,10,0.332549791212307,1.3,2.2131176429667296,2.231835411725695,-0.01871776875896547,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_AGG_CUMULATIVE_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_AGG_CUMULATIVE_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2020-12,2021-01,CORE_SPLIT_MONTHLY_R13,1,0.18576863854637377,0.7,0.18576863854637377,0.18576863854637377,0.0,0.7,0.7,0.0
2020-12,2021-02,CORE_SPLIT_MONTHLY_R13,2,0.2705832951809929,0.3,0.45635193372736665,0.4568545926309584,-0.0005026589035917461,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_SPLIT_MONTHLY_R13,3,0.02794430999756317,-0.2,0.48429624372492985,0.4849265674921244,-0.0006303237671945738,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_SPLIT_MONTHLY_R13,4,0.3695184628561762,0.3,0.853814706581106,0.8562369235464786,-0.0024222169653725922,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_SPLIT_MONTHLY_R13,5,0.32763137673109033,0.4,1.1814460833121965,1.1866736010982644,-0.005227517786067892,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_SPLIT_MONTHLY_R13,6,0.23121249298094917,0.9,1.4126585762931456,1.4206298316958599,-0.007971255402714261,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_SPLIT_MONTHLY_R13,7,0.5872091795425826,1.5,1.9998677558357283,2.0161810800174806,-0.016313324181752353,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_SPLIT_MONTHLY_R13,8,0.14449031290236908,1.0,2.144358068738097,2.1635845792710455,-0.01922651053294855,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_SPLIT_MONTHLY_R13,9,-0.3337017461952828,0.2,1.810656322542814,1.8226629135543233,-0.012006591011509249,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_SPLIT_MONTHLY_R13,10,0.36823241494211273,1.3,2.1788887374849266,2.197606964159272,-0.018718226674345306,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_SPLIT_MONTHLY_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_SPLIT_MONTHLY_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2020-12,2021-01,CORE_SPLIT_CUMULATIVE_R13,1,0.18576863854637377,0.7,0.18576863854637377,0.18576863854637377,0.0,0.7,0.7,0.0
2020-12,2021-02,CORE_SPLIT_CUMULATIVE_R13,2,0.38662142119433046,0.3,0.5723900597407042,0.5731082810911856,-0.000718221350481385,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_SPLIT_CUMULATIVE_R13,3,0.00578300555016531,-0.2,0.5781730652908695,0.5789244295250549,-0.0007513642341853144,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_SPLIT_CUMULATIVE_R13,4,0.37299943335002217,0.3,0.9511724986408917,0.9540832477167305,-0.00291074907583877,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_SPLIT_CUMULATIVE_R13,5,0.34495604231505983,0.4,1.2961285409559515,1.3023304578435047,-0.006201916887553116,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_SPLIT_CUMULATIVE_R13,6,0.238172264843183,0.9,1.5343008057991345,1.543604512633876,-0.009303706834741465,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_SPLIT_CUMULATIVE_R13,7,0.5865210441087609,1.5,2.1208218499078955,2.139179122047047,-0.018357272139151615,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_SPLIT_CUMULATIVE_R13,8,0.19065742142374287,1.0,2.3114792713316383,2.33391504722452,-0.022435775892881704,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_SPLIT_CUMULATIVE_R13,9,-0.35717275433585005,0.2,1.9543065169957883,1.9684061842306397,-0.014099667234851454,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_SPLIT_CUMULATIVE_R13,10,0.3286359273968902,1.3,2.2829424443926785,2.3035110015460143,-0.02056855715333583,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_SPLIT_CUMULATIVE_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_SPLIT_CUMULATIVE_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2020-12,2021-01,CORE_AGG_CUMULATIVE_LABOUR_R13,1,,0.7,,,,0.7,0.7,0.0
2020-12,2021-02,CORE_AGG_CUMULATIVE_LABOUR_R13,2,,0.3,,,,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_AGG_CUMULATIVE_LABOUR_R13,3,,-0.2,,,,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_AGG_CUMULATIVE_LABOUR_R13,4,,0.3,,,,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_AGG_CUMULATIVE_LABOUR_R13,5,,0.4,,,,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,6,,0.9,,,,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_AGG_CUMULATIVE_LABOUR_R13,7,,1.5,,,,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_AGG_CUMULATIVE_LABOUR_R13,8,,1.0,,,,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_AGG_CUMULATIVE_LABOUR_R13,9,,0.2,,,,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_AGG_CUMULATIVE_LABOUR_R13,10,,1.3,,,,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_AGG_CUMULATIVE_LABOUR_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_AGG_CUMULATIVE_LABOUR_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2020-12,2021-01,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,1,,0.7,,,,0.7,0.7,0.0
2020-12,2021-02,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,2,,0.3,,,,1.0,1.0020999999999998,-0.0020999999999997687
2020-12,2021-03,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,3,,-0.2,,,,0.8,0.8000957999999999,-9.579999999986821e-05
2020-12,2021-04,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,4,,0.3,,,,1.1,1.1024960874,-0.0024960873999999578
2020-12,2021-05,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,5,,0.4,,,,1.5,1.5069060717496001,-0.006906071749600118
2020-12,2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,6,,0.9,,,,2.4,2.420468226395346,-0.02046822639534618
2020-12,2021-07,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,7,,1.5,,,,3.9,3.9567752497912765,-0.05677524979127657
2020-12,2021-08,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,8,,1.0,,,,4.9,4.99634300228919,-0.09634300228918935
2020-12,2021-09,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,9,,0.2,,,,5.1000000000000005,5.206335688293768,-0.10633568829376738
2020-12,2021-10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,10,,1.3,,,,6.4,6.574018052241586,-0.1740180522415855
2020-12,2021-11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,11,,1.1,,,,7.5,7.746332250816243,-0.2463322508162431
2020-12,2021-12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,12,,0.8,,,,8.3,8.608302908822774,-0.3083029088227729
2021-01,2021-02,CORE_AGG_MONTHLY_R13,1,0.33832934405535975,0.3,0.33832934405535975,0.3383293440553598,-5.551115123125783e-17,0.3,0.3,0.0
2021-01,2021-03,CORE_AGG_MONTHLY_R13,2,-0.03482501035052579,-0.2,0.303504333704834,0.3033865104757478,0.00011782322908621135,0.09999999999999998,0.09940000000000002,0.0005999999999999617
2021-01,2021-04,CORE_AGG_MONTHLY_R13,3,0.3764949198848597,0.3,0.6799992535896937,0.6810236651601647,-0.001024411570470951,0.39999999999999997,0.39969819999999995,0.0003018000000000187
2021-01,2021-05,CORE_AGG_MONTHLY_R13,4,0.22080298179331714,0.4,0.9008022353830109,0.9033303675128735,-0.0025281321298626924,0.8,0.8012969928,-0.001296992799999952
2021-01,2021-06,CORE_AGG_MONTHLY_R13,5,0.17207851955143944,0.9,1.0728807549344503,1.0769633245873877,-0.004082569652937407,1.7000000000000002,1.7085086657352002,-0.008508665735200038
2021-01,2021-07,CORE_AGG_MONTHLY_R13,6,0.7784425862436672,1.5,1.8513233411781176,1.8637894519878688,-0.01246611080975124,3.2,3.234136295721228,-0.03413629572122767
2021-01,2021-08,CORE_AGG_MONTHLY_R13,7,0.15968235714947043,1.0,2.011005698327588,2.026447952066577,-0.015442253738988665,4.2,4.26647765867844,-0.06647765867843969
2021-01,2021-09,CORE_AGG_MONTHLY_R13,8,-0.35567368053501147,0.2,1.6553320177925763,1.6635667295163237,-0.008234711723747346,4.3999999999999995,4.4750106139957975,-0.075010613995798
2021-01,2021-10,CORE_AGG_MONTHLY_R13,9,0.38324313663739284,1.3,2.038575154429969,2.0531853714679715,-0.014610217038002471,5.699999999999999,5.833185751977742,-0.1331857519777424
2021-01,2021-11,CORE_AGG_MONTHLY_R13,10,0.01688677072182465,1.1,2.0554619251517936,2.07041885889597,-0.014956933744176393,6.799999999999999,6.997350795249497,-0.1973507952494984
2021-01,2021-12,CORE_AGG_MONTHLY_R13,11,0.0742906871282823,0.8,2.129752612280076,2.146247674420959,-0.016495062140883032,7.599999999999999,7.8533296016114935,-0.25332960161149476
2021-01,2022-01,CORE_AGG_MONTHLY_R13,12,,1.7,,,,9.299999999999999,9.68683620483889,-0.38683620483889136
2021-01,2021-02,CORE_AGG_CUMULATIVE_R13,1,0.33832934405535975,0.3,0.33832934405535975,0.3383293440553598,-5.551115123125783e-17,0.3,0.3,0.0
2021-01,2021-03,CORE_AGG_CUMULATIVE_R13,2,-0.0514885727295149,-0.2,0.28684077132584485,0.2866665703754656,0.000174200950379233,0.09999999999999998,0.09940000000000002,0.0005999999999999617
2021-01,2021-04,CORE_AGG_CUMULATIVE_R13,3,0.3639321275334243,0.3,0.6507728988592691,0.6516419696573844,-0.0008690707981152679,0.39999999999999997,0.39969819999999995,0.0003018000000000187
2021-01,2021-05,CORE_AGG_CUMULATIVE_R13,4,0.2172646701758979,0.4,0.868037569035167,0.870322427609386,-0.0022848585742190064,0.8,0.8012969928,-0.001296992799999952
2021-01,2021-06,CORE_AGG_CUMULATIVE_R13,5,0.16105507655286033,0.9,1.0290926455880274,1.0327792026142895,-0.003686557026262083,1.7000000000000002,1.7085086657352002,-0.008508665735200038
2021-01,2021-07,CORE_AGG_CUMULATIVE_R13,6,0.7662371281027487,1.5,1.795329773690776,1.8069298684187922,-0.011600094728016153,3.2,3.234136295721228,-0.03413629572122767
2021-01,2021-08,CORE_AGG_CUMULATIVE_R13,7,0.23102672124610013,1.0,2.026356494936876,2.0421310804951167,-0.015774585558240517,4.2,4.26647765867844,-0.06647765867843969
2021-01,2021-09,CORE_AGG_CUMULATIVE_R13,8,-0.36067912326382845,0.2,1.6656773716730477,1.6740864167542602,-0.00840904508121243,4.3999999999999995,4.4750106139957975,-0.075010613995798
2021-01,2021-10,CORE_AGG_CUMULATIVE_R13,9,0.3639468870376199,1.3,2.0296242587106677,2.044126089191977,-0.014501830481309153,5.699999999999999,5.833185751977742,-0.1331857519777424
2021-01,2021-11,CORE_AGG_CUMULATIVE_R13,10,0.04625860184403097,1.1,2.0758828605546986,2.0913302751847973,-0.015447414630098688,6.799999999999999,6.997350795249497,-0.1973507952494984
2021-01,2021-12,CORE_AGG_CUMULATIVE_R13,11,0.03187076820086654,0.8,2.107753628755565,2.123867566409983,-0.01611393765441793,7.599999999999999,7.8533296016114935,-0.25332960161149476
2021-01,2022-01,CORE_AGG_CUMULATIVE_R13,12,,1.7,,,,9.299999999999999,9.68683620483889,-0.38683620483889136
2021-01,2021-02,CORE_SPLIT_MONTHLY_R13,1,0.34866954840385667,0.3,0.34866954840385667,0.34866954840385667,0.0,0.3,0.3,0.0
2021-01,2021-03,CORE_SPLIT_MONTHLY_R13,2,-0.002298565658518853,-0.2,0.34637098274533784,0.34636296834683644,8.014398501399178e-06,0.09999999999999998,0.09940000000000002,0.0005999999999999617
2021-01,2021-04,CORE_SPLIT_MONTHLY_R13,3,0.2674410912971636,0.3,0.6138120740425015,0.6147303765463961,-0.0009183025038945747,0.39999999999999997,0.39969819999999995,0.0003018000000000187
2021-01,2021-05,CORE_SPLIT_MONTHLY_R13,4,0.24923409655825404,0.4,0.8630461706007555,0.8654965908049048,-0.0024504202041493173,0.8,0.8012969928,-0.001296992799999952
2021-01,2021-06,CORE_SPLIT_MONTHLY_R13,5,0.23152101946384293,0.9,1.0945671900645983,1.099021416799204,-0.004454226734605715,1.7000000000000002,1.7085086657352002,-0.008508665735200038
2021-01,2021-07,CORE_SPLIT_MONTHLY_R13,6,0.7055914839772488,1.5,1.8001586740418472,1.812367502300474,-0.012208828258626792,3.2,3.234136295721228,-0.03413629572122767
2021-01,2021-08,CORE_SPLIT_MONTHLY_R13,7,0.16301719167129713,1.0,1.9631758657131444,1.9783391645767843,-0.015163298863639874,4.2,4.26647765867844,-0.06647765867843969
2021-01,2021-09,CORE_SPLIT_MONTHLY_R13,8,-0.3268134283551648,0.2,1.6363624373579797,1.6450602581733733,-0.008697820815393609,4.3999999999999995,4.4750106139957975,-0.075010613995798
2021-01,2021-10,CORE_SPLIT_MONTHLY_R13,9,0.29848451068085036,1.3,1.93484694803883,1.948455018916238,-0.013608070877408007,5.699999999999999,5.833185751977742,-0.1331857519777424
2021-01,2021-11,CORE_SPLIT_MONTHLY_R13,10,0.03205629253239188,1.1,1.966903240571222,1.9811359138893554,-0.014232673318133493,6.799999999999999,6.997350795249497,-0.1973507952494984
2021-01,2021-12,CORE_SPLIT_MONTHLY_R13,11,0.1481470434882642,0.8,2.1150502840594863,2.132217951661531,-0.01716766760204491,7.599999999999999,7.8533296016114935,-0.25332960161149476
2021-01,2022-01,CORE_SPLIT_MONTHLY_R13,12,,1.7,,,,9.299999999999999,9.68683620483889,-0.38683620483889136
