origin,model,block,h,native_target_prediction,projection_coefficient,projected_core_target
2021-05,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,10,3.057968507844149,0.106143269,0.5918613545778212
2021-05,CORE_SPLIT_CUMULATIVE_R13,catering,10,4.068936052279345,0.054804978,0.40662622865299314
2021-05,CORE_SPLIT_CUMULATIVE_R13,accommodation,10,1.290518287317095,0.008724414,0.020530283446213927
2021-05,CORE_SPLIT_CUMULATIVE_R13,package_holidays,10,9.458504508688046,0.019151497,0.3303084760595755
2021-05,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,10,0.247863453665081,1.0,0.4519672984000453
2021-05,CORE_AGG_CUMULATIVE_LABOUR_R13,core,10,,0.5484101494566364,
2021-05,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,10,,0.5484101494566364,
2021-05,CORE_AGG_MONTHLY_R13,core,11,0.3303500226794158,0.5484101494566364,0.3303500226794158
2021-05,CORE_AGG_CUMULATIVE_R13,core,11,2.2594286665378114,0.5484101494566364,2.2594286665378114
2021-05,CORE_SPLIT_MONTHLY_R13,actual_rent,11,0.26374896296142475,0.036321093,0.01746804033781461
2021-05,CORE_SPLIT_MONTHLY_R13,imputed_rent,11,0.3680486833081156,0.106143269,0.07123480562162375
2021-05,CORE_SPLIT_MONTHLY_R13,catering,11,0.2961162250438042,0.054804978,0.029592164213313784
2021-05,CORE_SPLIT_MONTHLY_R13,accommodation,11,0.46607216418185093,0.008724414,0.007414535486309339
2021-05,CORE_SPLIT_MONTHLY_R13,package_holidays,11,-0.957884074222427,0.019151497,-0.03345108399615633
2021-05,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,11,0.12649150478284787,1.0,0.2306512833655165
2021-05,CORE_SPLIT_CUMULATIVE_R13,actual_rent,11,2.566298755985282,0.036321093,0.169965446252734
2021-05,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,11,3.4721994022631875,0.106143269,0.6720345995441913
2021-05,CORE_SPLIT_CUMULATIVE_R13,catering,11,4.411014051464624,0.054804978,0.4408115500556118
2021-05,CORE_SPLIT_CUMULATIVE_R13,accommodation,11,1.8577209157688073,0.008724414,0.029553658665297473
2021-05,CORE_SPLIT_CUMULATIVE_R13,package_holidays,11,8.01301385811434,0.019151497,0.2798292683253296
2021-05,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,11,0.36508323658310127,1.0,0.665712034951988
2021-05,CORE_AGG_CUMULATIVE_LABOUR_R13,core,11,,0.5484101494566364,
2021-05,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,11,,0.5484101494566364,
2021-05,CORE_AGG_MONTHLY_R13,core,12,0.5139491408034095,0.5484101494566364,0.5139491408034095
2021-05,CORE_AGG_CUMULATIVE_R13,core,12,2.7756166933420285,0.5484101494566364,2.7756166933420285
2021-05,CORE_SPLIT_MONTHLY_R13,actual_rent,12,0.2231895775318154,0.036321093,0.014781800464844917
2021-05,CORE_SPLIT_MONTHLY_R13,imputed_rent,12,0.42203421714193257,0.106143269,0.08168355651638548
2021-05,CORE_SPLIT_MONTHLY_R13,catering,12,0.37566483983334864,0.054804978,0.037541798420104085
2021-05,CORE_SPLIT_MONTHLY_R13,accommodation,12,0.48513720421776196,0.008724414,0.007717832758186351
2021-05,CORE_SPLIT_MONTHLY_R13,package_holidays,12,0.6047500585573177,0.019151497,0.021118990856908073
2021-05,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,12,0.1564374884231462,1.0,0.28525636985045616
2021-05,CORE_SPLIT_CUMULATIVE_R13,actual_rent,12,2.8941387865191253,0.036321093,0.19167822500042944
2021-05,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,12,3.964464761737685,0.106143269,0.7673111995886164
2021-05,CORE_SPLIT_CUMULATIVE_R13,catering,12,4.898551814241968,0.054804978,0.4895332894137458
2021-05,CORE_SPLIT_CUMULATIVE_R13,accommodation,12,2.7150931754730925,0.008724414,0.04319321393827508
2021-05,CORE_SPLIT_CUMULATIVE_R13,package_holidays,12,8.59489114579838,0.019151497,0.3001494997077909
2021-05,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,12,0.5077780602205441,1.0,0.9259093047852042
2021-05,CORE_AGG_CUMULATIVE_LABOUR_R13,core,12,,0.5484101494566364,
2021-05,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,12,,0.5484101494566364,
2021-06,CORE_AGG_MONTHLY_R13,core,1,0.5235230045705745,0.5481060061489085,0.5235230045705745
2021-06,CORE_AGG_CUMULATIVE_R13,core,1,0.5235230045705745,0.5481060061489085,0.5235230045705745
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,1,0.3524003052040179,0.036321093,0.023352351762162875
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,1,0.28620367103140953,0.106143269,0.05542466767791851
2021-06,CORE_SPLIT_MONTHLY_R13,catering,1,0.3526271856350933,0.054804978,0.035259101221530545
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,1,0.647651040129181,0.008724414,0.01030891057246051
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,1,12.169981977331556,0.019151497,0.4252341166018867
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,1,0.012842446407545484,1.0,0.023430588724576887
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,1,0.3524003052040179,0.036321093,0.023352351762162875
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,1,0.28620367103140953,0.106143269,0.05542466767791851
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,1,0.3526271856350933,0.054804978,0.035259101221530545
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,1,0.647651040129181,0.008724414,0.01030891057246051
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,1,12.169981977331556,0.019151497,0.4252341166018867
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,1,0.012842446407545484,1.0,0.023430588724576887
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,1,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,1,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,2,0.059039882667133614,0.5481060061489085,0.059039882667133614
2021-06,CORE_AGG_CUMULATIVE_R13,core,2,0.5609068491546818,0.5481060061489085,0.5609068491546818
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,2,0.22988444400209213,0.036321093,0.015233648557364761
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,2,0.36534471598470086,0.106143269,0.07075069791509879
2021-06,CORE_SPLIT_MONTHLY_R13,catering,2,0.3441017684566239,0.054804978,0.034406646959644745
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,2,0.23023113727553302,0.008724414,0.00366467751629943
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,2,0.18650484060336026,0.019151497,0.006516708182778678
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,2,-0.01994444397438932,1.0,-0.03638793180633537
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,2,0.5472658907325179,0.036321093,0.03626542145138141
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,2,0.6597226644554525,0.106143269,0.1277583523134529
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,2,0.6840393528536444,0.054804978,0.0683969182306193
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,2,0.9067510572003115,0.008724414,0.01443310514609465
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,2,11.7321478276539,0.019151497,0.4099356536951126
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,2,-0.009482515857667836,1.0,-0.017300514410147957
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,2,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,2,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,3,-0.23787946416480688,0.5481060061489085,-0.23787946416480685
2021-06,CORE_AGG_CUMULATIVE_R13,core,3,0.31022898200266885,0.5481060061489085,0.31022898200266885
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,3,0.12337393735954905,0.036321093,0.008175564949738836
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,3,0.3692986179664473,0.106143269,0.07151638936335876
2021-06,CORE_SPLIT_MONTHLY_R13,catering,3,0.5623689978953308,0.054804978,0.05623113086113922
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,3,-0.40402006806799323,0.008724414,-0.006430942734781365
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,3,-11.285184438677192,0.019151497,-0.39431820395534145
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,3,0.006857966578965348,1.0,0.012512117185415748
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,3,0.6514592969046251,0.036321093,0.04316995880931676
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,3,1.0254984221782173,0.106143269,0.19859252345935063
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,3,1.2489433118072395,0.054804978,0.12488151919329084
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,3,0.48602870690290345,0.008724414,0.007736305764461166
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,3,0.14292103637155928,0.019151497,0.004993836536363704
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,3,-0.01128103290958355,1.0,-0.020581845086584838
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,3,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,3,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,4,0.3753212345883776,0.5481060061489085,0.3753212345883776
2021-06,CORE_AGG_CUMULATIVE_R13,core,4,0.687272798422933,0.5481060061489085,0.687272798422933
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,4,0.2048992701941693,0.036321093,0.013577967336363536
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,4,0.5131528156144289,0.106143269,0.09937442161703303
2021-06,CORE_SPLIT_MONTHLY_R13,catering,4,0.403808704451971,0.054804978,0.0403767280698003
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,4,-0.3247102776907772,0.008724414,-0.005168538313480304
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,4,-0.5047431706400605,0.019151497,-0.01763634627214321
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,4,0.14512496938595126,1.0,0.2647753678264273
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,4,0.8456162131850798,0.036321093,0.05603606743374906
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,4,1.5567558690216998,0.106143269,0.30147299084332085
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,4,1.652101835151301,0.054804978,0.1651932358220282
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,4,0.15136728275444877,0.008724414,0.002409371227444816
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,4,-0.42811835984581226,0.019151497,-0.014958981277801351
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,4,0.13729033379330768,1.0,0.25048135260902227
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,4,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,4,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,5,0.14661189845493164,0.5481060061489085,0.14661189845493164
2021-06,CORE_AGG_CUMULATIVE_R13,core,5,0.8030185402682835,0.5481060061489085,0.8030185402682835
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,5,0.2598838546117886,0.036321093,0.017221605942389195
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,5,0.3946937064471277,0.106143269,0.07643426597416778
2021-06,CORE_SPLIT_MONTHLY_R13,catering,5,0.3669989468875244,0.054804978,0.03669612991748457
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,5,-0.1889616637021899,0.008724414,-0.003007775440831046
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,5,0.8113286275813034,0.019151497,0.028348818664315222
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,5,-0.01337327948008872,1.0,-0.02439907486884114
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,5,1.0855434287574846,0.036321093,0.07193521579606209
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,5,1.9544609250347755,0.106143269,0.3784904186209457
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,5,2.0781652687864876,0.054804978,0.2077952085153124
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,5,-0.14952353873920451,0.008724414,-0.002380023645191461
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,5,0.08003927500876862,0.019151497,0.0027966705674014438
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,5,0.11805115717318772,1.0,0.21538015611731098
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,5,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,5,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,6,0.2864564826600769,0.5481060061489085,0.2864564826600769
2021-06,CORE_AGG_CUMULATIVE_R13,core,6,1.0120036832979853,0.5481060061489085,1.0120036832979853
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,6,0.19390545564150105,0.036321093,0.012849445195915155
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,6,0.3402590208908685,0.106143269,0.06589273676793844
2021-06,CORE_SPLIT_MONTHLY_R13,catering,6,0.5707370748514575,0.054804978,0.05706785271482793
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,6,0.3404470671552988,0.008724414,0.005419026840843794
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,6,1.7447153762386205,0.019151497,0.06096249798220599
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,6,0.030105814684804565,1.0,0.054926992857336925
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,6,1.2364454728421286,0.036321093,0.08193497335317854
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,6,2.3075263143782903,0.106143269,0.44686316800748893
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,6,2.725676942017368,0.054804978,0.27253973349415483
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,6,0.30154153491647195,0.008724414,0.00479975252833123
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,6,1.1813806428146225,0.019151497,0.04127889054836509
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,6,0.12763750307901275,1.0,0.23287010477374046
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,6,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,6,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,7,0.26759984919632906,0.5481060061489085,0.26759984919632906
2021-06,CORE_AGG_CUMULATIVE_R13,core,7,1.4995570822861963,0.5481060061489085,1.4995570822861963
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,7,0.2794905916833169,0.036321093,0.018520876726895168
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,7,0.2532428249406296,0.106143269,0.04904164703258231
2021-06,CORE_SPLIT_MONTHLY_R13,catering,7,0.38403066945448294,0.054804978,0.03839912745831188
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,7,0.19954650149766323,0.008724414,0.003176258372991195
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,7,2.523106109777034,0.019151497,0.08816042617666318
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,7,0.0437505285440188,1.0,0.07982129013950767
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,7,1.6677084471723074,0.036321093,0.1105132819693543
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,7,2.5047350516951785,0.106143269,0.4850535542089675
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,7,3.0194149184427284,0.054804978,0.30191051789563583
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,7,0.9888716757278374,0.008724414,0.01574025059958848
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,7,5.861331866434424,0.019151497,0.2048021338878131
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,7,0.24042572638006718,1.0,0.4386482243997683
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,7,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,7,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,8,0.2423683797452915,0.5481060061489085,0.24236837974529152
2021-06,CORE_AGG_CUMULATIVE_R13,core,8,1.6946128193852585,0.5481060061489085,1.6946128193852585
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,8,0.30880317075231956,0.036321093,0.020463320156617143
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,8,0.0850240358394819,0.106143269,0.016465298694654233
2021-06,CORE_SPLIT_MONTHLY_R13,catering,8,0.3228665069546338,0.054804978,0.03228333864631706
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,8,0.24643469119065517,0.008724414,0.00392259571285435
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,8,2.5140834422846132,0.019151497,0.08784516309347384
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,8,0.0468657921425282,1.0,0.08550497826472601
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,8,2.0173801515819885,0.036321093,0.13368481877583493
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,8,2.624164166671923,0.106143269,0.5081815559735834
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,8,3.4273051345975323,0.054804978,0.34269535526650396
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,8,0.68589693309285,0.008724414,0.010917685153055207
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,8,10.113682233837139,0.019151497,0.35338447816180896
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,8,0.21603199024547853,1.0,0.3941427165948394
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,8,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,8,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,9,-0.020199958161316506,0.5481060061489085,-0.020199958161316506
2021-06,CORE_AGG_CUMULATIVE_R13,core,9,1.6694854807201909,0.5481060061489085,1.6694854807201909
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,9,0.17355095140677623,0.036321093,0.011500622462749403
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,9,0.10080632071950957,0.106143269,0.01952161132517173
2021-06,CORE_SPLIT_MONTHLY_R13,catering,9,0.2659877872098543,0.054804978,0.026596050148635603
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,9,0.25309439709351617,0.008724414,0.004028600811800517
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,9,-4.838301831516027,0.019151497,-0.16905620805439558
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,9,0.019738338084851856,1.0,0.03601189890900298
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,9,2.194552720707868,0.036321093,0.14542543334323252
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,9,2.7465186290170864,0.106143269,0.5318760648174159
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,9,3.662328930643254,0.054804978,0.3661953239354532
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,9,0.9282572823023116,0.008724414,0.014775427998357042
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,9,5.15236231915387,0.019151497,0.18002986719941252
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,9,0.22708765832549754,1.0,0.41431339152996394
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,9,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,9,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,10,0.2739968364516448,0.5481060061489085,0.2739968364516448
2021-06,CORE_AGG_CUMULATIVE_R13,core,10,1.937135749819629,0.5481060061489085,1.9371357498196293
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,10,0.2613902108461863,0.036321093,0.017321426970195678
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,10,0.347012474792646,0.106143269,0.06720057442367236
2021-06,CORE_SPLIT_MONTHLY_R13,catering,10,0.294378432202815,0.054804978,0.02943482340926341
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,10,0.41611972747421166,0.008724414,0.006623537664839775
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,10,-1.884919984474409,0.019151497,-0.0658614191833803
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,10,0.12054951233307187,1.0,0.2199383166407434
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,10,2.4036519763962962,0.036321093,0.15928171922021464
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,10,3.112390017725217,0.106143269,0.6027287553469557
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,10,3.925507844364617,0.054804978,0.39251051554939925
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,10,1.2790957582939677,0.008724414,0.020359858888261757
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,10,3.1558763745358975,0.019151497,0.11027019635116889
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,10,0.3566610533658099,1.0,0.6507154626379206
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,10,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,10,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,11,0.33710183807027927,0.5481060061489085,0.33710183807027927
2021-06,CORE_AGG_CUMULATIVE_R13,core,11,2.276156131987924,0.5481060061489085,2.276156131987924
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,11,0.2485372933881466,0.036321093,0.016469708497714723
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,11,0.4987630000743387,0.106143269,0.09658776712940237
2021-06,CORE_SPLIT_MONTHLY_R13,catering,11,0.36428485697813895,0.054804978,0.03642474876839079
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,11,0.4239237104962503,0.008724414,0.006747756662569092
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,11,0.766269009338371,0.019151497,0.02677438026386059
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,11,0.08057045684114604,1.0,0.1469979455383979
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,11,2.6599345314522322,0.036321093,0.17626467947249722
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,11,3.6447221796372027,0.106143269,0.7058173462861046
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,11,4.3904915177178045,0.054804978,0.43900411296047614
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,11,1.8668829552627595,0.008724414,0.02971589365658373
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,11,3.8778428160225245,0.019151497,0.13549659048499887
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,11,0.4256290162751568,1.0,0.77654506883751
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,11,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,11,,0.5481060061489085,
2021-06,CORE_AGG_MONTHLY_R13,core,12,0.4425587122289938,0.5481060061489085,0.4425587122289938
2021-06,CORE_AGG_CUMULATIVE_R13,core,12,2.687341361437186,0.5481060061489085,2.687341361437186
2021-06,CORE_SPLIT_MONTHLY_R13,actual_rent,12,0.28969972018548434,0.036321093,0.0191974004314638
2021-06,CORE_SPLIT_MONTHLY_R13,imputed_rent,12,0.23047662743360742,0.106143269,0.04463286734583229
2021-06,CORE_SPLIT_MONTHLY_R13,catering,12,0.4100610854859211,0.054804978,0.041001902034633955
2021-06,CORE_SPLIT_MONTHLY_R13,accommodation,12,0.28880911395936415,0.008724414,0.004597085689424332
2021-06,CORE_SPLIT_MONTHLY_R13,package_holidays,12,5.526826674696503,0.019151497,0.19311411167279513
2021-06,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,12,0.06151420530748807,1.0,0.11223048938963096
2021-06,CORE_SPLIT_CUMULATIVE_R13,actual_rent,12,3.123376728804826,0.036321093,0.20697539411771285
2021-06,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,12,4.069424262231288,0.106143269,0.7880628734139302
2021-06,CORE_SPLIT_CUMULATIVE_R13,catering,12,5.165386579923304,0.054804978,0.5164856701046309
2021-06,CORE_SPLIT_CUMULATIVE_R13,accommodation,12,2.7320373651410628,0.008724414,0.04348688897688203
2021-06,CORE_SPLIT_CUMULATIVE_R13,package_holidays,12,9.121101304527247,0.019151497,0.31870248147379754
2021-06,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,12,0.42990595050165653,1.0,0.7843481838891954
2021-06,CORE_AGG_CUMULATIVE_LABOUR_R13,core,12,,0.5481060061489085,
2021-06,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,core,12,,0.5481060061489085,
2021-07,CORE_AGG_MONTHLY_R13,core,1,0.06776827150927084,0.548162729046482,0.06776827150927084
2021-07,CORE_AGG_CUMULATIVE_R13,core,1,0.06776827150927084,0.548162729046482,0.06776827150927084
2021-07,CORE_SPLIT_MONTHLY_R13,actual_rent,1,0.25558588013712724,0.036321093,0.01693504142117673
2021-07,CORE_SPLIT_MONTHLY_R13,imputed_rent,1,0.47092799711242705,0.106143269,0.09118795282576932
2021-07,CORE_SPLIT_MONTHLY_R13,catering,1,0.3778940947769875,0.054804978,0.03778162296186786
2021-07,CORE_SPLIT_MONTHLY_R13,accommodation,1,0.2045395725751394,0.008724414,0.003255398107114365
2021-07,CORE_SPLIT_MONTHLY_R13,package_holidays,1,1.901467209610085,0.019151497,0.06643272450097203
2021-07,CORE_SPLIT_MONTHLY_R13,remaining_core_tax_reconciliation,1,0.0009889799785179343,1.0,0.0018041722395797412
2021-07,CORE_SPLIT_CUMULATIVE_R13,actual_rent,1,0.25558588013712724,0.036321093,0.01693504142117673
2021-07,CORE_SPLIT_CUMULATIVE_R13,imputed_rent,1,0.47092799711242705,0.106143269,0.09118795282576932
2021-07,CORE_SPLIT_CUMULATIVE_R13,catering,1,0.3778940947769875,0.054804978,0.03778162296186786
2021-07,CORE_SPLIT_CUMULATIVE_R13,accommodation,1,0.2045395725751394,0.008724414,0.003255398107114365
2021-07,CORE_SPLIT_CUMULATIVE_R13,package_holidays,1,1.901467209610085,0.019151497,0.06643272450097203
2021-07,CORE_SPLIT_CUMULATIVE_R13,remaining_core_tax_reconciliation,1,0.0009889799785179343,1.0,0.0018041722395797412
