scope,sample,h,model,n_common,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_arithmetic_n,cumulative_arithmetic_rmse,cumulative_arithmetic_mae,cumulative_arithmetic_bias,cumulative_compounded_n,cumulative_compounded_rmse,cumulative_compounded_mae,cumulative_compounded_bias
primary_common,recent_targets,12,CORE_SPLIT_CUMULATIVE_R13,31,31,0.4233672250285939,0.35361326318291253,0.31944114245462296,31,2.2764827528178397,2.1888251931948055,2.1888251931948055,31,2.3600315878690976,2.2686872128447417,2.2686872128447417
primary_common,recent_targets,12,INDEPENDENT_BRIDGE,31,31,0.4373446233284642,0.3026878166912192,0.18248366045564973,31,2.2241820061184137,1.664308820506492,0.7131173444132196,31,2.3067759924255795,1.7176070623570554,0.7560519016237593
primary_common,recent_origins,1,CORE_AGG_MONTHLY_R13,30,30,0.25341920996404366,0.20096522441192508,0.07883473818685639,30,0.25341920996404366,0.20096522441192508,0.07883473818685639,30,0.25341920996404366,0.20096522441192508,0.07883473818685638
primary_common,recent_origins,1,CORE_AGG_CUMULATIVE_R13,30,30,0.25341920996404366,0.20096522441192508,0.07883473818685639,30,0.25341920996404366,0.20096522441192508,0.07883473818685639,30,0.25341920996404366,0.20096522441192508,0.07883473818685638
primary_common,recent_origins,1,CORE_SPLIT_MONTHLY_R13,30,30,0.23038176328261173,0.18013129458299162,0.07046563803087427,30,0.23038176328261173,0.18013129458299162,0.07046563803087427,30,0.23038176328261176,0.18013129458299165,0.07046563803087427
primary_common,recent_origins,1,CORE_SPLIT_CUMULATIVE_R13,30,30,0.23038176328261173,0.18013129458299162,0.07046563803087427,30,0.23038176328261173,0.18013129458299162,0.07046563803087427,30,0.23038176328261176,0.18013129458299165,0.07046563803087427
primary_common,recent_origins,1,INDEPENDENT_BRIDGE,30,30,0.21888029643592544,0.1811209506523802,-0.041063650525510184,30,0.21888029643592544,0.1811209506523802,-0.041063650525510184,30,0.2188802964359255,0.18112095065238024,-0.041063650525510184
primary_common,recent_origins,2,CORE_AGG_MONTHLY_R13,29,29,0.2523533146537243,0.20787586081161777,0.09452524723402339,29,0.4030858665892479,0.3405352618084663,0.18444985462747704,29,0.4041774125860801,0.3413707927729511,0.18507020556628492
primary_common,recent_origins,2,CORE_AGG_CUMULATIVE_R13,29,29,0.2457825270830998,0.19525497690938798,0.09322630859742605,29,0.3938459290288745,0.32852832506054125,0.1831509159908797,29,0.39489858160830404,0.32932826340580057,0.18376330024000198
primary_common,recent_origins,2,CORE_SPLIT_MONTHLY_R13,29,29,0.2241847631558476,0.17250926203887965,0.08553483851720363,29,0.3434864705480897,0.2920099341788907,0.1671112093296296,29,0.344376699775935,0.29273567788581606,0.1676744846546511
primary_common,recent_origins,2,CORE_SPLIT_CUMULATIVE_R13,29,29,0.21729402644484194,0.1637209949316715,0.08493703947028851,29,0.33426836232485513,0.2854882975395304,0.1665134102827144,29,0.3351295859439522,0.2862003739933024,0.1670660413481832
primary_common,recent_origins,2,INDEPENDENT_BRIDGE,29,29,0.20030055989268833,0.1572300284742763,-0.03160547732953312,29,0.3514433067597244,0.3002496126460586,-0.06837361509039191,29,0.3523071281182933,0.300876852492699,-0.0683761708838142
primary_common,recent_origins,3,CORE_AGG_MONTHLY_R13,28,28,0.2483512087959363,0.2060701512333141,0.09614519462786439,28,0.4905380449325532,0.394287400422722,0.2944929478268835,28,0.4931192328279144,0.397102143120352,0.29682221697788747
primary_common,recent_origins,3,CORE_AGG_CUMULATIVE_R13,28,28,0.23460375934894834,0.18541163769390898,0.09382087383411546,28,0.46723060217498397,0.36260272524503295,0.2912121159989706,28,0.4696430071168034,0.3652332225209763,0.29346862841681404
primary_common,recent_origins,3,CORE_SPLIT_MONTHLY_R13,28,28,0.2355577725148341,0.18393251975866196,0.09742641431860186,28,0.39912819559717405,0.337598445404315,0.2778429110204474,28,0.4014754162152892,0.3401351522350273,0.28008533518011447
primary_common,recent_origins,3,CORE_SPLIT_CUMULATIVE_R13,28,28,0.2385436977057541,0.1928720208672158,0.0986119332107499,28,0.39754060342792885,0.32898612471289124,0.27907899666939373,28,0.39982200516526034,0.3313515291869454,0.2812717279498301
primary_common,recent_origins,3,INDEPENDENT_BRIDGE,28,28,0.17266550821974744,0.13781210199880947,-0.004859723962744732,28,0.4255828051134777,0.36689820420798414,-0.07491038446508977,28,0.42715289698131337,0.36814569254023716,-0.07458017898847794
primary_common,recent_origins,4,CORE_AGG_MONTHLY_R13,27,27,0.24683961265291296,0.18312481680790513,0.08152008067740446,27,0.5816161577721597,0.47108731738278786,0.3841392716550754,27,0.5866049600991877,0.47601941875453907,0.3885764229766106
primary_common,recent_origins,4,CORE_AGG_CUMULATIVE_R13,27,27,0.2433661372180771,0.17389832039931666,0.0796437460442993,27,0.5601475390699001,0.4409175956207654,0.37982948885876106,27,0.5649229617586669,0.44557283129432484,0.38413003657433614
primary_common,recent_origins,4,CORE_SPLIT_MONTHLY_R13,27,27,0.24919937761588518,0.1844167846679211,0.09038004862794499,27,0.4993696598904794,0.4239927102447329,0.378132830201738,27,0.5041369202236431,0.42858519921284965,0.38247467427319176
primary_common,recent_origins,4,CORE_SPLIT_CUMULATIVE_R13,27,27,0.2580086710778107,0.19642435711350517,0.09569943779339293,27,0.49378165306844596,0.41846261912651467,0.38577663296379255,27,0.4984375316835148,0.42303344690182193,0.39012293217675414
primary_common,recent_origins,4,INDEPENDENT_BRIDGE,27,27,0.16134231972233254,0.12908457260771902,-0.020368265443839524,27,0.4813464547550784,0.4083634653154012,-0.0956214878878402,27,0.4840538109917514,0.4105071826413254,-0.09466574346577329
primary_common,recent_origins,5,CORE_AGG_MONTHLY_R13,26,26,0.26802258271331986,0.18611335750114816,0.08716458165989063,26,0.689463297495934,0.5651871381459136,0.48450659010316355,26,0.6985133649211535,0.5731851254276484,0.4918891824546815
primary_common,recent_origins,5,CORE_AGG_CUMULATIVE_R13,26,26,0.30566734273908824,0.21805789561181993,0.09738891338331832,26,0.7302783972465076,0.564582882852826,0.4922706389214631,26,0.7391015343714407,0.5721801924099413,0.49945434474819617
primary_common,recent_origins,5,CORE_SPLIT_MONTHLY_R13,26,26,0.27196470523776,0.19653969292336998,0.09925001791721007,26,0.6380015438293726,0.5284665260761889,0.4937290088736513,26,0.6466789833208941,0.5361243419810433,0.5010784347583086
primary_common,recent_origins,5,CORE_SPLIT_CUMULATIVE_R13,26,26,0.2699972819181492,0.19168670620972048,0.10041456000133928,26,0.6411386609574202,0.5322617084541896,0.5035963865476683,26,0.6495775378250599,0.5398380094371811,0.51090745617781
primary_common,recent_origins,5,INDEPENDENT_BRIDGE,26,26,0.21251130574728633,0.1387457156696801,-0.03549259318832842,26,0.5823597969458815,0.508363114484863,-0.13287408428939032,26,0.5870403777782792,0.5120752674244007,-0.13172441858501838
primary_common,recent_origins,6,CORE_AGG_MONTHLY_R13,25,25,0.24450865158210386,0.17604686238021108,0.09403471464709158,25,0.7928188289260486,0.6862109992433382,0.6012507066076569,25,0.8068002523258128,0.6984833459789545,0.6124032440952802
primary_common,recent_origins,6,CORE_AGG_CUMULATIVE_R13,25,25,0.3146673367648776,0.2463701613527541,0.09501729123009336,25,0.803860109248914,0.6831366649004331,0.613811756386933,25,0.8169877847370939,0.6949035634327559,0.6245901446644901
primary_common,recent_origins,6,CORE_SPLIT_MONTHLY_R13,25,25,0.24427265429643266,0.18067689435025433,0.10872418546829773,25,0.7634678372310466,0.657114027758432,0.6249625165999714,25,0.7771617931851265,0.6689586695128567,0.6363605046830362
primary_common,recent_origins,6,CORE_SPLIT_CUMULATIVE_R13,25,25,0.26485142835557673,0.20879290952774757,0.11027010243378221,25,0.7771030053996686,0.6665239934740224,0.638720366583114,25,0.790512102308579,0.6783326851884804,0.6501168854485576
primary_common,recent_origins,6,INDEPENDENT_BRIDGE,25,25,0.21129173311324304,0.1582223445042295,-0.06276988940996227,25,0.7274967183254016,0.6491496376318263,-0.18658836126507553,25,0.7349406901883445,0.6553689178458565,-0.18564588461437043
primary_common,recent_origins,7,CORE_AGG_MONTHLY_R13,24,24,0.2601786520501228,0.19762600560469412,0.12959682729000993,24,0.9615651601649381,0.8388568383848595,0.770800040443015,24,0.9812212185674002,0.8560256295640034,0.7869230975450155
primary_common,recent_origins,7,CORE_AGG_CUMULATIVE_R13,24,24,0.2887779738274676,0.23500193997915098,0.1331242630600125,24,0.9497437907480127,0.8367006710737867,0.7901363868073276,24,0.9685621555756272,0.8534966839884305,0.8060428380652166
primary_common,recent_origins,7,CORE_SPLIT_MONTHLY_R13,24,24,0.2616609968402189,0.1917829281454396,0.13645823089084133,24,0.9446620870429739,0.8354645322817623,0.7962926569915586,24,0.9642254464695474,0.8525782268679128,0.8127654875487099
primary_common,recent_origins,7,CORE_SPLIT_CUMULATIVE_R13,24,24,0.28232798438609874,0.22812777258773656,0.14693017059069555,24,0.9517701884469134,0.8518912633634373,0.8229218891295339,24,0.9712541030189886,0.8692169656220031,0.8396790798741604
primary_common,recent_origins,7,INDEPENDENT_BRIDGE,24,24,0.20435143044695472,0.1644411891794487,-0.03669335899505266,24,0.8724861232724195,0.7488246632802941,-0.1968705727448005,24,0.8825306748738425,0.7573574890511351,-0.19477031131231456
primary_common,recent_origins,8,CORE_AGG_MONTHLY_R13,23,23,0.2647365140336669,0.1969789777335022,0.1474351310014253,23,1.1591262437815693,1.0192947552256069,0.970199245983972,23,1.1857012502860265,1.0429888151606435,0.9928207088974967
primary_common,recent_origins,8,CORE_AGG_CUMULATIVE_R13,23,23,0.2843190535889962,0.2215837883198936,0.15133126708935163,23,1.1504167317274052,1.0287762910384806,0.9905342518526716,23,1.176189885839561,1.052210266758242,1.0130660165580323
primary_common,recent_origins,8,CORE_SPLIT_MONTHLY_R13,23,23,0.2610115833085277,0.18310934238706536,0.14913964598375348,23,1.1415056012499103,1.0094956149594758,0.9989384563034406,23,1.1679478747419396,1.032881368712015,1.022119513150163
primary_common,recent_origins,8,CORE_SPLIT_CUMULATIVE_R13,23,23,0.29279817391353424,0.23118314565869244,0.1570885072799828,23,1.163962744482204,1.0400977124678814,1.0309040651024026,23,1.190807774425636,1.0640011908167768,1.05463309818189
primary_common,recent_origins,8,INDEPENDENT_BRIDGE,23,23,0.22152025648412974,0.1935959364619602,-0.020068346045995045,23,1.0413895581475845,0.8684282832794893,-0.18368830953077528,23,1.0552278188879338,0.8795966316986991,-0.18032234752642423
primary_common,recent_origins,9,CORE_AGG_MONTHLY_R13,22,22,0.23400814211641738,0.1781619622944717,0.13356818007114238,22,1.3116579292623267,1.1990426186384484,1.172557824150989,22,1.3457859178990599,1.2305995762232043,1.203630972741089
primary_common,recent_origins,9,CORE_AGG_CUMULATIVE_R13,22,22,0.24280620412397078,0.19476614049449825,0.14085450966581273,22,1.3097623920653583,1.2108860385009546,1.1964032025407332,22,1.3432341531163556,1.2421910391144775,1.227514315892034
primary_common,recent_origins,9,CORE_SPLIT_MONTHLY_R13,22,22,0.22407847227213581,0.1653360830168591,0.1380396083674398,22,1.2940512655895917,1.1879028728912366,1.1879028728912366,22,1.3283717182237933,1.2194571295434096,1.2194571295434096
primary_common,recent_origins,9,CORE_SPLIT_CUMULATIVE_R13,22,22,0.24001606024233735,0.18306646472733246,0.15026103709356417,22,1.331119491073308,1.2328301480962123,1.2328301480962123,22,1.3663641465318763,1.265420266599068,1.265420266599068
primary_common,recent_origins,9,INDEPENDENT_BRIDGE,22,22,0.1686760545571581,0.13895764869318247,-0.020940455811605956,22,1.1367998024035357,0.9723282628701181,-0.15567573863749584,22,1.1551012126859848,0.9877626623790928,-0.15129110348134783
primary_common,recent_origins,10,CORE_AGG_MONTHLY_R13,21,21,0.19305996225916805,0.14457229367737254,0.11936006231058738,21,1.434157960432297,1.3616269609145781,1.3616269609145781,21,1.4769301691563947,1.4023772684753701,1.4023772684753701
primary_common,recent_origins,10,CORE_AGG_CUMULATIVE_R13,21,21,0.19415460266028758,0.15286291372466376,0.1284041320134411,21,1.457906885642417,1.3893651630352777,1.3893651630352777,21,1.5008435410275573,1.4303768986647003,1.4303768986647003
primary_common,recent_origins,10,CORE_SPLIT_MONTHLY_R13,21,21,0.19077102181173733,0.14560939429520878,0.13470066070474115,21,1.4560762248750898,1.3741010965218505,1.3741010965218505,21,1.4992718691432265,1.4148125396277695,1.4148125396277695
primary_common,recent_origins,10,CORE_SPLIT_CUMULATIVE_R13,21,21,0.19474442749276483,0.15519461601273832,0.1453038111172361,21,1.5117291987625046,1.4279559082152908,1.4279559082152908,21,1.5566438316525133,1.4702186033608549,1.4702186033608549
primary_common,recent_origins,10,INDEPENDENT_BRIDGE,21,21,0.1828745081692194,0.13026541337192962,-0.03611079596635757,21,1.2224059673082865,0.9927827162042258,-0.14596659176694354,21,1.2447247477289984,1.0103475741229593,-0.13826674719806656
primary_common,recent_origins,11,CORE_AGG_MONTHLY_R13,20,20,0.2013311827707634,0.15578972991560852,0.10678918262331641,20,1.5382449032305356,1.4801210434987309,1.4801210434987309,20,1.5894744716830915,1.529158831050101,1.529158831050101
primary_common,recent_origins,11,CORE_AGG_CUMULATIVE_R13,20,20,0.23240297052803643,0.19454622618547918,0.11854965923915665,20,1.5766516485231798,1.5238203345258654,1.5238203345258654,20,1.6282615396231097,1.5735093318258282,1.5735093318258282
primary_common,recent_origins,11,CORE_SPLIT_MONTHLY_R13,20,20,0.19788964570530168,0.15182825847459594,0.1282194189169795,20,1.6186654271437872,1.5457552539990789,1.5457552539990789,20,1.671663691598299,1.596427035836837,1.596427035836837
primary_common,recent_origins,11,CORE_SPLIT_CUMULATIVE_R13,20,20,0.21168011163459524,0.17187041194466007,0.13873361087275607,20,1.6890458713691385,1.612423968985237,1.612423968985237,20,1.7442966008791336,1.6652006703316586,1.6652006703316586
primary_common,recent_origins,11,INDEPENDENT_BRIDGE,20,20,0.15764284805466514,0.12038052984610255,-0.02495132947415507,20,1.3498529278570301,1.0838130302766917,-0.19328191340517728,20,1.3740327994518862,1.1047203250673703,-0.18341689130634523
primary_common,recent_origins,12,CORE_AGG_MONTHLY_R13,19,19,0.22633900573965798,0.1654110672746379,0.13812975897837143,19,1.685859251652305,1.6129152372279618,1.6129152372279618,19,1.7475853811722522,1.671732683004814,1.671732683004814
primary_common,recent_origins,12,CORE_AGG_CUMULATIVE_R13,19,19,0.3345852518664619,0.28026092016379944,0.2466069892010922,19,1.8331428956661502,1.7705475414805336,1.7705475414805336,19,1.9001986670479911,1.8349173610359184,1.8349173610359184
primary_common,recent_origins,12,CORE_SPLIT_MONTHLY_R13,19,19,0.20779414186806744,0.16417355103217438,0.1559682413606469,19,1.8012593537567205,1.7319033008808156,1.7319033008808156,19,1.867217201874625,1.795083933039043,1.795083933039043
primary_common,recent_origins,12,CORE_SPLIT_CUMULATIVE_R13,19,19,0.32075251743234257,0.27140004103934373,0.2705036270899662,19,1.9792391062840498,1.9167594328990856,1.9167594328990856,19,2.0522927346041673,1.987147876403434,1.987147876403434
primary_common,recent_origins,12,INDEPENDENT_BRIDGE,19,19,0.21759617404786805,0.15910159809344238,-0.02350999338366829,19,1.546492396191417,1.1956751484589412,-0.2735310864710017,19,1.5759908993751304,1.2202167937576416,-0.2649924580090226
labour_common,full,1,CORE_AGG_CUMULATIVE_LABOUR_R13,52,52,0.3387561327896498,0.2651949133563591,0.07259667372029445,52,0.3387561327896498,0.2651949133563591,0.07259667372029445,52,0.3387561327896498,0.2651949133563591,0.07259667372029444
labour_common,full,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,52,52,0.3282163164664457,0.25574194495987923,0.05882494785822638,52,0.3282163164664457,0.25574194495987923,0.05882494785822638,52,0.3282163164664457,0.25574194495987923,0.058824947858226354
labour_common,full,1,INDEPENDENT_BRIDGE,52,52,0.33198018131806756,0.26020140418239923,0.02719556107468031,52,0.33198018131806756,0.26020140418239923,0.02719556107468031,52,0.33198018131806756,0.26020140418239923,0.027195561074680318
labour_common,full,2,CORE_AGG_CUMULATIVE_LABOUR_R13,50,50,0.30583383992548563,0.24543672286815965,0.10663387464445248,50,0.5639607059999955,0.44187229047461535,0.2017953287218836,50,0.5670878917007702,0.4438343334669321,0.20196934571720995
labour_common,full,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,50,50,0.2851360231144374,0.2242175365642752,0.08300368780511878,50,0.5321057403926142,0.41170729727816385,0.16315160447024135,50,0.5351578812771667,0.41349645646804606,0.16319913855666518
labour_common,full,2,INDEPENDENT_BRIDGE,50,50,0.2920579613531257,0.23018828788337253,0.06282957548266667,50,0.5409446865454091,0.4369600496502399,0.11525816153460036,50,0.5446832000239571,0.4392631507490941,0.11646114463264753
labour_common,full,3,CORE_AGG_CUMULATIVE_LABOUR_R13,48,48,0.30750353645447653,0.25202713163274804,0.20205324820843204,48,0.6989954248877713,0.5733590306781062,0.4504642127055137,48,0.705083694011076,0.5784245698500491,0.4534332270176931
labour_common,full,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,48,48,0.28056351470694973,0.23216104342568497,0.17102134646983966,48,0.6239764302286055,0.5019030980090463,0.3799663633073134,48,0.6295272099606577,0.5063511749392916,0.3824790782982926
labour_common,full,3,INDEPENDENT_BRIDGE,48,48,0.40994059781000114,0.29472458943262025,0.19622625426728893,48,0.8338305415739315,0.6474859424594621,0.34028482645932906,48,0.8468493771223982,0.6547546948270723,0.34704404412804574
labour_common,full,4,CORE_AGG_CUMULATIVE_LABOUR_R13,46,46,0.2956548567189927,0.2527572738775031,0.20794024610856196,46,0.8517833499813883,0.7508846616852777,0.7092287256002302,46,0.8611081435365349,0.7600451307295252,0.7175008189412054
labour_common,full,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,46,46,0.2691100686633385,0.21794833016181878,0.16234641550108392,46,0.7291739219230721,0.6328681983420835,0.5915537338225052,46,0.7370390876431142,0.6405685870983803,0.5986578927880545
labour_common,full,4,INDEPENDENT_BRIDGE,46,46,0.4433260615638444,0.28200275596717367,0.16423814810035642,46,1.1826427998566733,0.8308231067375015,0.4802223026525836,46,1.2115046101484879,0.8452951546887604,0.4941349716928679
labour_common,full,5,CORE_AGG_CUMULATIVE_LABOUR_R13,44,44,0.40134265198787067,0.30652179461279405,0.25420018819678813,44,1.1557409614130918,1.0202360997383215,0.9946241607429588,44,1.172540590981173,1.0361891420232356,1.0100318836745634
labour_common,full,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,44,44,0.37620698253603324,0.2858393571720096,0.20359334721786204,44,0.9976507550143607,0.8456505873120705,0.8205106661395064,44,1.0122723384384653,0.8590016615400958,0.8334185317930021
labour_common,full,5,INDEPENDENT_BRIDGE,44,44,0.4270423196658474,0.27806419224787177,0.12057639846156822,44,1.5600713219194742,1.0563381353746246,0.5940289267642037,44,1.6126534674885795,1.0809789496479851,0.6171634635295248
labour_common,full,6,CORE_AGG_CUMULATIVE_LABOUR_R13,42,42,0.45290425899121184,0.3899800229432872,0.2709764539382424,42,1.4365709573157206,1.3155186489821833,1.3155186489821833,42,1.4633737549955779,1.3405853941973394,1.3405853941973394
labour_common,full,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,42,42,0.41023673271436467,0.3392894694483119,0.20647181840948065,42,1.2150728531977213,1.0848171336738244,1.0723531562343571,42,1.238158092462297,1.105472363358766,1.092820274011956
labour_common,full,6,INDEPENDENT_BRIDGE,42,42,0.4885236627740724,0.32090767968976436,0.18936468331226924,42,1.8552822825506132,1.2713353099183362,0.7074326866450316,42,1.9300864759237124,1.3060152528482103,0.7389984514596126
labour_common,full,7,CORE_AGG_CUMULATIVE_LABOUR_R13,40,40,0.42961688550202953,0.37861085016406887,0.3159038144020391,40,1.7865319877201118,1.677076174500693,1.677076174500693,40,1.8280549709221845,1.7157540494955925,1.7157540494955925
labour_common,full,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,40,40,0.3888760739023795,0.3307920669785266,0.245095347326774,40,1.4979556548552428,1.3594204558370615,1.3575709736533814,40,1.5336328071806868,1.3904487415048878,1.3886079484086176
labour_common,full,7,INDEPENDENT_BRIDGE,40,40,0.44818688255888545,0.2799980178025345,0.113866895504065,40,2.057736227000723,1.3535982226183474,0.7442084186454009,40,2.1533626115794755,1.395040196187606,0.7818590583875269
labour_common,full,8,CORE_AGG_CUMULATIVE_LABOUR_R13,38,38,0.39417989453388735,0.32154086982759966,0.2994783963689106,38,2.132243100005917,2.021289276800097,2.021289276800097,38,2.189305403580463,2.0751505833721446,2.0751505833721446
labour_common,full,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,38,38,0.3245866412769549,0.2654002595123107,0.2233982874022197,38,1.751530406458362,1.622984912766993,1.6215214047767759,38,1.7988482326705149,1.665222101236289,1.6637408340937014
labour_common,full,8,INDEPENDENT_BRIDGE,38,38,0.35448759835372196,0.2580079127565477,0.07466324576542598,38,2.1154000933298662,1.4012700702292136,0.7119252287071955,38,2.2197101854642742,1.4450486887254455,0.7506014391079184
labour_common,full,9,CORE_AGG_CUMULATIVE_LABOUR_R13,36,36,0.45364370071119614,0.3995115359660421,0.3970345401249344,36,2.5538951197150017,2.4524058103980977,2.4524058103980977,36,2.6317408908765616,2.5269607481855383,2.5269607481855383
labour_common,full,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,36,36,0.3913697922001359,0.3366383933715775,0.3071524214521719,36,2.0566335848138975,1.9469520896972026,1.9469520896972026,36,2.1177093794526654,2.0034843792907795,2.0034843792907795
labour_common,full,9,INDEPENDENT_BRIDGE,36,36,0.3090478952144772,0.2300587107285842,0.0972001228239032,36,1.8202594407846329,1.3884565722358573,0.6344208227403487,36,1.8844943353940016,1.4261702092398987,0.6649075950566732
labour_common,full,10,CORE_AGG_CUMULATIVE_LABOUR_R13,34,34,0.36925569050416607,0.34143555558146754,0.3309093133964865,34,2.899814915077527,2.8151977089484226,2.8151977089484226,34,2.9992218015395817,2.910872445909789,2.910872445909789
labour_common,full,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,34,34,0.30598738010951526,0.2600324262460262,0.23673772571655127,34,2.2756442495636025,2.192337609083,2.192337609083,34,2.3484596648889116,2.2617945141951235,2.2617945141951235
labour_common,full,10,INDEPENDENT_BRIDGE,34,34,0.21229396639595774,0.15815220490177198,0.01016602025582982,34,1.736857598461469,1.3401788983506817,0.5563847536408728,34,1.7896089560405584,1.3754134325576826,0.5845952276741873
labour_common,full,11,CORE_AGG_CUMULATIVE_LABOUR_R13,32,32,0.4402182075574356,0.37413380773604904,0.3676070392063625,32,3.3156231249909336,3.2373349393775346,3.2373349393775346,32,3.442623142817477,3.359970679314736,3.359970679314736
labour_common,full,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,32,32,0.35562839510183775,0.2968296631178681,0.2590146322007311,32,2.5416300256141384,2.471255475807461,2.471255475807461,32,2.6313548236206343,2.55731159874846,2.55731159874846
labour_common,full,11,INDEPENDENT_BRIDGE,32,32,0.2803177517642175,0.20324705666293663,0.06917006027095227,32,1.8555453259428505,1.4195541889234073,0.5417002094762645,32,1.9149202709566429,1.4591351813447682,0.5737185568455052
labour_common,full,12,CORE_AGG_CUMULATIVE_LABOUR_R13,30,30,0.7125098150619056,0.6524795716676591,0.6218222932268438,30,3.9941572210217138,3.9159356648432806,3.9159356648432806,30,4.168310952198815,4.085009993304606,4.085009993304606
labour_common,full,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,30,30,0.6222231263295509,0.5358522271288066,0.5154461088825472,30,3.0831578593463345,3.0059324943333112,3.0059324943333112,30,3.2046968445245865,3.123643236770484,3.123643236770484
labour_common,full,12,INDEPENDENT_BRIDGE,30,30,0.39342733202676977,0.2749792927763359,0.15076833133291412,30,2.020560782189277,1.5345634605680731,0.5516656019383585,30,2.0874426225934166,1.5798245125738637,0.5862175131494577
labour_common,recent_targets,1,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.2728314905796567,0.22059019715901015,0.1546976388026035,31,0.2728314905796567,0.22059019715901015,0.1546976388026035,31,0.2728314905796567,0.22059019715901015,0.1546976388026035
labour_common,recent_targets,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.261377695755403,0.21139480163521923,0.1312173891458008,31,0.261377695755403,0.21139480163521923,0.1312173891458008,31,0.261377695755403,0.21139480163521926,0.13121738914580078
labour_common,recent_targets,1,INDEPENDENT_BRIDGE,31,31,0.22454759440903632,0.18672030537156056,-0.028297050607042958,31,0.22454759440903632,0.18672030537156056,-0.028297050607042958,31,0.22454759440903638,0.18672030537156067,-0.028297050607042944
labour_common,recent_targets,2,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.276601747511123,0.22810616365741634,0.1850091643407928,31,0.47487489854646586,0.38403252608125443,0.35361222701896805,31,0.4763224376803108,0.3853147308977601,0.3548833605866249
labour_common,recent_targets,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.2520644445544107,0.20546945461803004,0.14774433237269807,31,0.43336242101530914,0.3529621453345276,0.2929480120157131,31,0.43462926935680396,0.3540428218873038,0.29397604272159794
labour_common,recent_targets,2,INDEPENDENT_BRIDGE,31,31,0.19979777465896156,0.15884909107247594,-0.025610522181855316,31,0.35862596029058597,0.30751537535869167,-0.037325708652826625,31,0.3595233620429977,0.30818756530460384,-0.03724268237019879
labour_common,recent_targets,3,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.2773367201926297,0.22172547358688044,0.19627403846138744,31,0.6587320069381392,0.5672194456232991,0.5650210939495204,31,0.6631052388684368,0.571469301419711,0.569253828229698
labour_common,recent_targets,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.23790735594309947,0.18915616477000965,0.14319572025549737,31,0.5609194407218427,0.47484934582853955,0.44984404102290865,31,0.5643829303316857,0.4783484244533942,0.4531708007915829
labour_common,recent_targets,3,INDEPENDENT_BRIDGE,31,31,0.18058646619238883,0.14681329773856192,-0.005700253485176867,31,0.42431180704567134,0.36567092495580517,-0.03338199384568099,31,0.4259097087687096,0.3669544926570588,-0.03292693969145795
labour_common,recent_targets,4,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.3049872079962787,0.2499137646350002,0.21296097384269316,31,0.9049510404386701,0.8049826395668995,0.8026282194628686,31,0.9146018773197965,0.8139593898915622,0.8115689639785406
labour_common,recent_targets,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.2640654350577449,0.20438277761748783,0.13862897165918367,31,0.7461245354586344,0.6411034790751065,0.6135263366922956,31,0.7535434939257843,0.6480086192610749,0.6201711748791174
labour_common,recent_targets,4,INDEPENDENT_BRIDGE,31,31,0.17421860024305452,0.1425308166441056,-0.011110855588603889,31,0.5069731153678302,0.4234347784066646,-0.015519858254223124,31,0.5101200758074912,0.4258427300352576,-0.014146592703183206
labour_common,recent_targets,5,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.4175023391049469,0.31722036059373976,0.26174833755152543,31,1.2482835847658142,1.1011413644015347,1.1011413644015347,31,1.2651064103550689,1.1167524607578765,1.1167524607578765
labour_common,recent_targets,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.373062881176489,0.2787943398459957,0.18040969002917573,31,1.034462456422279,0.850274575537295,0.836302011031925,31,1.0473031106207187,0.8617550397694163,0.8475992590905101
labour_common,recent_targets,5,INDEPENDENT_BRIDGE,31,31,0.2231181564120637,0.15702750550694486,-0.016872638283044205,31,0.6619271024296237,0.5517482173616447,0.013936373228399883,31,0.6674535924147343,0.5560154339136469,0.016054406938005077
