scope,sample,h,model,n_common,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_arithmetic_n,cumulative_arithmetic_rmse,cumulative_arithmetic_mae,cumulative_arithmetic_bias,cumulative_compounded_n,cumulative_compounded_rmse,cumulative_compounded_mae,cumulative_compounded_bias
primary_common,recent_targets,10,CORE_AGG_MONTHLY_R13,31,31,0.23321371960679887,0.18199634017861893,0.1457263875862292,31,1.6958177773905945,1.57110710060539,1.57110710060539,31,1.746358767270053,1.6179256126746404,1.6179256126746404
primary_common,recent_targets,10,CORE_AGG_CUMULATIVE_R13,31,31,0.24450802225360244,0.19363887270205263,0.15601857144351824,31,1.7509423937970876,1.6308934231932102,1.6308934231932102,31,1.8028061465594,1.679073528371443,1.679073528371443
primary_common,recent_targets,10,CORE_SPLIT_MONTHLY_R13,31,31,0.2503124264165111,0.19516420822019426,0.17880735298625894,31,1.6645388611884633,1.5510470273144576,1.5510470273144576,31,1.7141668117531597,1.5969155247005282,1.5969155247005282
primary_common,recent_targets,10,CORE_SPLIT_CUMULATIVE_R13,31,31,0.26189385006909455,0.20462937343125043,0.19317199168640295,31,1.713768652257353,1.60413357756964,1.60413357756964,31,1.764747748792517,1.6514660508904726,1.6514660508904726
primary_common,recent_targets,10,INDEPENDENT_BRIDGE,31,31,0.19486275446649584,0.14752728773015603,-0.014780140591199904,31,1.501776192883795,1.152563286569832,0.29291809559778337,31,1.5395852758431066,1.1782704969760442,0.3109214980715654
primary_common,recent_targets,11,CORE_AGG_MONTHLY_R13,31,31,0.26377183699150236,0.2131099672164733,0.16514021790190095,31,1.8827154344041286,1.7746653029191601,1.7746653029191601,31,1.9464195401145081,1.8337642388318172,1.8337642388318172
primary_common,recent_targets,11,CORE_AGG_CUMULATIVE_R13,31,31,0.2952010805961038,0.23644989323561585,0.1653921826054165,31,1.925771024017162,1.828854012917798,1.828854012917798,31,1.9898874686860266,1.8889658124012125,1.8889658124012125
primary_common,recent_targets,11,CORE_SPLIT_MONTHLY_R13,31,31,0.27564653624873026,0.22050232414080656,0.19486233285485097,31,1.898389863248699,1.795102273436735,1.795102273436735,31,1.9616779842384513,1.854166638214227,1.854166638214227
primary_common,recent_targets,11,CORE_SPLIT_CUMULATIVE_R13,31,31,0.29339393517231743,0.2350898216171324,0.2003022617019753,31,1.939132452034556,1.8431637804281336,1.8431637804281336,31,2.0032620217512225,1.9035341079085104,1.9035341079085104
primary_common,recent_targets,11,INDEPENDENT_BRIDGE,31,31,0.2408348448396873,0.18249903874668089,0.04409697795495505,31,1.7097164884140599,1.322677676162184,0.41650582641029443,31,1.759352339876426,1.3570249366936256,0.44304648559761217
primary_common,recent_targets,12,CORE_AGG_MONTHLY_R13,31,31,0.38193573474353815,0.29044180616267534,0.2706008379297932,31,2.207185451739948,2.0686976979069804,2.0686976979069804,31,2.290080690854125,2.145229124480219,2.145229124480219
primary_common,recent_targets,12,CORE_AGG_CUMULATIVE_R13,31,31,0.48722632743644034,0.4098674370445484,0.3593853523041559,31,2.3114523034097214,2.201942286075309,2.201942286075309,31,2.396752515360588,2.2826063564480235,2.2826063564480235
primary_common,recent_targets,12,CORE_SPLIT_MONTHLY_R13,31,31,0.3289865322450605,0.2645883922964775,0.2510597951486032,31,2.197079962250449,2.087462372949409,2.087462372949409,31,2.2786888791106144,2.164052161711084,2.164052161711084
