period,import_mm_l3,eurczk_mm_l1,unemployment_rate_l3
2013-05,,0.6936326085262179,
2013-06,,0.1896284829721262,
2013-07,,-0.4944184788906458,
2013-08,,0.7297853344202521,
2013-09,,-0.5048364098809266,
2013-10,,-0.1200712681075355,
2013-11,,-0.5002520649939779,
2013-12,,4.938031023462464,
2014-01,,2.198700092850503,
2014-02,,-0.1199258640113276,
2014-03,,-0.1491777033910679,
2014-04,,-0.1785519075902852,
2014-05,,0.2044243264948564,
2014-06,,-0.0364298724954359,
2014-07,,0.0400874635568593,
2014-08,,0.0218571272449175,
2014-09,,1.307498998433898,
2014-10,,-0.7837215990796675,
2014-11,,-0.0652221175447498,
2014-12,,0.3118201595359027,
2015-01,,-0.1156654377213906,
2015-02,,0.9444886733733782,
2015-03,,-1.0288582183186956,
2015-04,-0.2000000000000028,-0.829469718922049,
2015-05,-0.4000000000000057,0.233755798239521,
2015-06,0.2999999999999971,-0.1712640746274085,
2015-07,1.0,-0.3285151116951379,
2015-08,-0.4000000000000057,-0.7873727385922513,
2015-09,-0.2999999999999971,-0.1845631390498758,
2015-10,-0.7999999999999972,0.1516216116267843,
2015-11,-1.0,0.0775422790045166,
2015-12,-0.7000000000000028,-0.2324465926281327,
2016-01,-0.2999999999999971,-0.0517751479289896,
2016-02,0.0,0.0,
2016-03,-1.2000000000000028,0.0481018278694733,
2016-04,-1.5,0.0443803395095754,
2016-05,-1.0999999999999943,-0.0739344201693081,
2016-06,0.2000000000000028,-0.0184972808996985,
2016-07,-0.2999999999999971,0.1295049211869958,
2016-08,0.4000000000000057,-0.0849931635933609,
2016-09,0.7000000000000028,-0.0480804793253963,
2016-10,0.2000000000000028,-0.0148011100832512,
2016-11,-0.0999999999999943,0.0,
2016-12,0.0,0.0407090781244123,
2017-01,0.9000000000000057,-0.0073986386504798,
2017-02,0.7999999999999972,-0.0369959304476585,
2017-03,1.2999999999999972,0.0,
2017-04,1.0999999999999943,0.0,
2017-05,0.4000000000000057,-0.7253886010362587,
2017-06,-0.2000000000000028,-0.9692812406799978,
2017-07,-0.5999999999999943,-1.1331124830597727,
2017-08,-1.4000000000000057,-0.7196436050717736,
2017-09,-1.9000000000000057,0.1035514305438356,
2017-10,-1.0999999999999943,-0.0996130416459184,
2017-11,-0.4000000000000057,-1.188878235858093,
2017-12,0.2999999999999971,-0.8888026392392723,
2018-01,-0.5,0.4346804511278002,
2018-02,-0.2999999999999971,-0.7603228447771504,2.44327985242105
2018-03,0.4000000000000057,-0.522552255225528,2.36776501852558
2018-04,-0.5999999999999943,0.4344563371381227,2.575615682684517
2018-05,-0.2999999999999971,-0.2556136694325306,2.3619281402944154
2018-06,0.4000000000000057,1.1039268254218415,2.281674215510113
2018-07,0.0,0.5186398377788226,2.34700346399861
2018-08,1.7000000000000028,0.2521627807735571,2.3313940801517403
2018-09,1.2999999999999972,-0.6152774553053075,2.370800646004713
2018-10,0.5999999999999943,-0.2920219600513918,2.2587412394234443
2018-11,-0.0999999999999943,0.8200562324273797,2.4978689996135404
2018-12,-0.0999999999999943,0.449298938724918,2.170875490570808
2019-01,0.7999999999999972,-0.4010179686897652,2.113279610756358
2019-02,0.0999999999999943,-0.7007355787843506,1.99798380180449
2019-03,-1.2999999999999972,0.296307848259203,2.20538385600012
2019-04,-0.5999999999999943,-0.1904761904762075,2.0747204745455634
2019-05,0.5,0.0038946876460554,1.9667893971257109
2019-06,-0.0999999999999943,0.3621918448416972,2.0738154887593363
2019-07,0.5999999999999943,-0.6441598758246014,2.079790373828736
2019-08,0.2999999999999971,-0.2069989064208743,2.1750609479348797
2019-09,-1.4000000000000057,0.9823490274353252,1.9342753790588147
2019-10,-0.4000000000000057,0.251918455933664,2.140793758336601
2019-11,0.5,-0.6494761665442383,2.1017621718050123
2019-12,0.2999999999999971,-0.6576131366979321,2.188526445202144
2020-01,-0.4000000000000057,-0.1253427340383917,2.153784377315304
2020-02,-0.2000000000000028,-1.1098909718409322,2.108040030344837
2020-03,-0.2999999999999971,-0.6543723973825077,2.03256940265424
2020-04,-0.7999999999999972,6.0878243512974,2.022480360940321
2020-05,-1.2999999999999972,2.588899341486361,1.893361546828132
2020-06,2.9000000000000057,0.018339874555262,1.9840882691958823
2020-07,1.7000000000000028,-2.1563737714537234,2.2558141862310443
2020-08,-1.0999999999999943,-0.6559220389805165,2.4876429570754626
2020-09,-2.200000000000003,-1.2790039615166893,2.694502052137573
2020-10,-0.2999999999999971,2.121073148360475,2.73594101178265
2020-11,-1.0999999999999943,1.800082332248043,2.8414926117710184
2020-12,1.9000000000000057,-2.716712006470112,2.8479174770159656
2021-01,1.5999999999999943,-0.5706080187431462,2.922342508239353
2021-02,-1.7999999999999972,-0.6498935846762088,2.984846943912064
2021-03,-0.0999999999999943,-1.0175586243831414,3.2276889265489936
2021-04,0.2999999999999971,1.1748792270531272,3.245038455383149
2021-05,0.4000000000000057,-0.9740631804117772,3.1974796185280687
2021-06,2.299999999999997,-1.4118191637093047,3.448218342244569
2021-07,0.4000000000000057,-0.4069175991861629,3.3438361100342364
2021-08,0.0999999999999943,0.7346585998271316,3.214922477093048
2021-09,1.2000000000000028,-0.6747006747006679,2.8909086859668096
2021-10,2.4000000000000057,-0.3180461755929009,2.674689240100402
2021-11,0.2999999999999971,0.3860243431677679,2.8521773317209425
2021-12,1.4000000000000057,-0.3335295271728489,2.662338134744344
2022-01,2.5999999999999943,-0.5629921259842408,2.491693100950704
2022-02,0.7999999999999972,-3.1199271489092184,2.1945775088895965
2022-03,0.7999999999999972,-0.1226041113245424,2.1900096136399845
2022-04,-0.5999999999999943,2.3282458365726955,2.4040267586547284
2022-05,1.5,-2.283269353806772,2.514346865805443
2022-06,7.0,1.2726603101853806,2.381202589072588
2022-07,-0.2999999999999971,-0.1171811863584948,2.450828409889263
2022-08,2.0999999999999943,-0.5744568955054818,2.528214963022337
2022-09,1.4000000000000057,-0.0366196036945098,2.474019199366189
2022-10,2.700000000000003,0.0203516769781808,2.392765650877089
2022-11,2.5999999999999943,-0.1668497944898872,2.4662426175312784
2022-12,-2.0,-0.6725909016794374,2.208364017372518
2023-01,-2.200000000000003,-0.4021832806664904,2.3252416507052147
2023-02,-1.7999999999999972,-1.2814701883060664,2.716872136180725
2023-03,-0.7999999999999972,-1.0267968945654848,2.1454141846299795
2023-04,-2.0,-0.1223009446693623,2.627392751733848
2023-05,-1.5,-1.034497318751848,2.515235617397507
2023-06,-0.9000000000000057,0.7082515573001213,2.587666963009701
2023-07,-2.9000000000000057,0.3897644467039551,2.7995211013872803
2023-08,-0.7000000000000028,0.8693450371370703,2.5741359864260427
2023-09,-0.0999999999999943,0.8785875658940512,2.6755015053235773
2023-10,0.0999999999999943,1.1405109489051268,2.833249998930383
2023-11,1.2999999999999972,0.816008529134371,2.627436334574477
2023-12,2.0,-0.3945334743349793,2.684078835947777
2024-01,0.7999999999999972,-0.0245007962758836,2.918493571232036
2024-02,-1.0,0.9516807580770336,2.6082090977412418
2024-03,-1.2000000000000028,2.0877164589739428,2.768779834772055
2024-04,0.2999999999999971,0.2298668357641142,2.9655583974287127
2024-05,1.2999999999999972,-0.0395413206801031,2.5663031506432765
2024-06,0.4000000000000057,-1.8750000000000044,3.126261610324793
2024-07,0.4000000000000057,-0.1088446343626592,2.792775944060819
2024-08,-1.4000000000000057,2.122765244763713,2.7234881997137235
2024-09,0.0999999999999943,-0.4979253112033288,2.7787065680098326
2024-10,1.7999999999999972,-0.3177250883672822,2.757977844951876
2024-11,-0.2999999999999971,0.7769233834017397,2.7604366423079885
2024-12,-0.5999999999999943,0.0316280540839652,2.8506617862015005
2025-01,1.0,-0.6521223618686234,2.626387081112023
2025-02,0.7999999999999972,0.0994549866730309,2.8592965148083365
2025-03,-0.2000000000000028,-0.3417852316985881,2.7583560498518844
2025-04,0.5999999999999943,-0.2911150103684812,2.49508926060392
2025-05,-0.2999999999999971,0.1479822421309506,2.702912017708639
2025-06,-1.0999999999999943,-0.4672523961661401,2.7393427977099423
2025-07,-1.0999999999999943,-0.4694458933515166,2.8285529142610977
2025-08,-0.7000000000000028,-0.7296621785052082,2.913492037807482
2025-09,-0.4000000000000057,-0.43857868020305,3.010588222297657
2025-10,-0.7000000000000028,-0.6933964188114317,3.05593564587122
2025-11,-0.5999999999999943,-0.1314330307635391,3.1116362448768378
2025-12,-0.5,-0.3125642607443968,3.1625728978243286
2026-01,-0.4000000000000057,0.0866372375098123,3.192376261819196
2026-02,-0.0999999999999943,0.078318219291007,3.218911360799075
2026-03,-0.2000000000000028,-0.0782569298570678,3.236547397820048
2026-04,0.4000000000000057,0.7295960428689074,3.2488393562544333
2026-05,-0.0999999999999943,-0.2250685436019139,3.2436051343717818
2026-06,2.5,-0.282995652530571,3.204369102807414
2026-07,2.700000000000003,-0.4236416731789538,3.207849203307701
