candidate,reference,h,metric,fuel_squared_gain_count,fuel_squared_gain_mean,cross_term_gain_count,cross_term_gain_mean,headline_squared_gain_count,headline_squared_gain_mean,sample
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,7,mm,83,3.19805661120692e-05,83,-0.0025092020098878326,83,-0.0024772214437756702,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,7,yy,80,-0.04523332729012983,80,-0.1310506528292128,80,-0.1762839801193428,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,8,mm,82,8.140269907889375e-05,82,-0.00024466452573088885,82,-0.0001632618266520415,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,8,yy,79,-0.03857945168916763,79,-0.16849257639884327,79,-0.20707202808801106,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,9,mm,81,0.0001600742979285309,81,-0.0010335477446974499,81,-0.0008734734467689016,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,9,yy,78,-0.023894677293442714,78,-0.2158072177229635,78,-0.23970189501640604,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,10,mm,80,0.00012468349187261032,80,2.38905935915567e-06,80,0.00012707255123175313,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,10,yy,77,-0.015931091233180924,77,-0.23648941419086403,77,-0.25242050542404454,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,11,mm,79,5.767895168522792e-05,79,-0.0004859689535563085,79,-0.00042829000187110853,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,11,yy,76,-0.011605984909089838,76,-0.19199999240219684,76,-0.20360597731128643,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,12,mm,78,3.304095944892737e-05,78,0.00013162182978026743,78,0.00016466278922917072,full
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,12,yy,75,-0.003351254766468538,75,-0.16943868627137007,75,-0.17278994103783948,full
FUEL_ECM_R14,FUEL_ZERO_R14,1,mm,88,0.010067297954808192,88,0.00837928018820095,88,0.018446578143009203,full
FUEL_ECM_R14,FUEL_ZERO_R14,1,yy,88,0.011816595106665146,88,0.012449033689059497,88,0.02426562879572464,full
FUEL_ECM_R14,FUEL_ZERO_R14,2,mm,86,-0.0012567666525822412,86,-0.0081676122008152,86,-0.009424378853397407,full
FUEL_ECM_R14,FUEL_ZERO_R14,2,yy,86,0.013749357405869267,86,-0.03585849734887522,86,-0.022109139943005958,full
FUEL_ECM_R14,FUEL_ZERO_R14,3,mm,84,-0.00210397008040623,84,-0.008535124655192917,84,-0.010639094735599184,full
FUEL_ECM_R14,FUEL_ZERO_R14,3,yy,84,-0.0025908582867941814,84,-0.022387374639860527,84,-0.024978232926654746,full
FUEL_ECM_R14,FUEL_ZERO_R14,4,mm,86,-0.0014156926373388857,86,-0.0022053195310988015,86,-0.003621012168437641,full
FUEL_ECM_R14,FUEL_ZERO_R14,4,yy,83,-0.014481368933714196,83,-0.04697256167709958,83,-0.061453930610813695,full
FUEL_ECM_R14,FUEL_ZERO_R14,5,mm,85,-0.0008288493995444379,85,-0.0044331445895930055,85,-0.005261993989137445,full
FUEL_ECM_R14,FUEL_ZERO_R14,5,yy,82,-0.021384689355931855,82,-0.06795552274668408,82,-0.089340212102616,full
FUEL_ECM_R14,FUEL_ZERO_R14,6,mm,84,-1.6424204828462406e-05,84,-0.002196601553265069,84,-0.002213025758093526,full
FUEL_ECM_R14,FUEL_ZERO_R14,6,yy,81,-0.0318971590009695,81,-0.0949494470758941,81,-0.12684660607686338,full
FUEL_ECM_R14,FUEL_ZERO_R14,7,mm,83,3.1980566112071834e-05,83,-0.0025092020098878096,83,-0.0024772214437756416,full
FUEL_ECM_R14,FUEL_ZERO_R14,7,yy,80,-0.03741374506295612,80,-0.07588408409406903,80,-0.11329782915702477,full
FUEL_ECM_R14,FUEL_ZERO_R14,8,mm,82,8.140269907889861e-05,82,-0.00024466452573088804,82,-0.0001632618266520337,full
FUEL_ECM_R14,FUEL_ZERO_R14,8,yy,79,-0.02472915071387863,79,-0.08994805382662724,79,-0.11467720454050666,full
FUEL_ECM_R14,FUEL_ZERO_R14,9,mm,81,0.00016007429792853732,81,-0.0010335477446973866,81,-0.0008734734467688134,full
FUEL_ECM_R14,FUEL_ZERO_R14,9,yy,78,-0.007995103658200903,78,-0.11723086487773775,78,-0.12522596853593818,full
FUEL_ECM_R14,FUEL_ZERO_R14,10,mm,80,0.00012468349187260734,80,2.3890593591813004e-06,80,0.00012707255123177414,full
FUEL_ECM_R14,FUEL_ZERO_R14,10,yy,77,-0.0001915272247163784,77,-0.11367754632124363,77,-0.11386907354595956,full
FUEL_ECM_R14,FUEL_ZERO_R14,11,mm,79,5.7678951685229645e-05,79,-0.0004859689535563005,79,-0.00042829000187110246,full
FUEL_ECM_R14,FUEL_ZERO_R14,11,yy,76,7.740850840246152e-05,76,-0.02968440573126322,76,-0.02960699722285965,full
FUEL_ECM_R14,FUEL_ZERO_R14,12,mm,78,3.304095944892616e-05,78,0.00013162182978027802,78,0.00016466278922919148,full
FUEL_ECM_R14,FUEL_ZERO_R14,12,yy,75,0.007722813880700164,75,0.006187279809571058,75,0.01391009369027147,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,1,mm,88,0.012003107921282695,88,0.007351394241070594,88,0.019354502162353307,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,1,yy,88,0.013931218849299798,88,0.01142585343462272,88,0.025357072283922488,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,2,mm,86,0.0009198689937887476,86,-0.009329772151536402,86,-0.008409903157747652,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,2,yy,86,0.01993184614069576,86,-0.04174185582193073,86,-0.021810009681234976,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,3,mm,84,-4.879080889514005e-05,84,-0.009098653331421595,84,-0.009147444140316704,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,3,yy,84,0.003590960421737234,84,-0.03670602985521413,84,-0.033115069433476946,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,4,mm,86,0.00048506884807274166,86,-0.004739290719005499,86,-0.004254221870932737,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,4,yy,83,-0.011736105213588241,83,-0.08480419042788394,83,-0.09654029564147212,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,5,mm,85,0.0010648312931589839,85,-0.007266363490681144,85,-0.006201532197522136,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,5,yy,82,-0.02209781517699585,82,-0.13764879464195484,82,-0.15974660981895072,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,6,mm,84,0.0018602192900995108,84,-0.004634276084085287,84,-0.0027740567939858077,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,6,yy,81,-0.03436219959165074,81,-0.1983177440070203,81,-0.23267994359867097,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,7,mm,83,0.0019280862992457162,83,-0.006143653181945795,83,-0.004215566882700076,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,7,yy,80,-0.0395403236332012,80,-0.21345739972147357,80,-0.2529977233546749,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,8,mm,82,0.001982666400456038,82,-0.0007963748982629646,82,0.0011862915021931082,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,8,yy,79,-0.025613835216643725,79,-0.25478159615534723,79,-0.28039543137199113,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,9,mm,81,0.0020602399301018572,81,-0.00033561937788702554,81,0.001724620552214876,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,9,yy,78,-0.00822419168238502,78,-0.3181938910458055,78,-0.32641808272819095,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,10,mm,80,0.0020451793123213583,80,0.0004706029850948955,80,0.002515782297416248,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,10,yy,77,-0.0026763155217467732,77,-0.35503052061063806,77,-0.3577068361323848,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,11,mm,79,0.0019673064408066874,79,-0.0014999586635043624,79,0.0004673477773023032,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,11,yy,76,-0.006700428008084505,76,-0.3207053636671255,76,-0.32740579167520945,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,12,mm,78,0.0018189717731598766,78,-0.004069912982145588,78,-0.002250941208985657,full
FUEL_ECM_R14,INDEPENDENT_BRIDGE,12,yy,75,-0.004489691850303525,75,-0.3460550297420728,75,-0.3505447215923777,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,1,mm,88,0.0019358099664745021,88,-0.00102788594713036,88,0.0009079240193441008,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,1,yy,88,0.0021146237426346508,88,-0.0010231802544367768,88,0.0010914434881978392,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,2,mm,86,0.002176635646370989,86,-0.0011621599507212,86,0.0010144756956497547,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,2,yy,86,0.006182488734826495,86,-0.005883358473055518,86,0.0002991302617709765,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,3,mm,84,0.00205517927151109,84,-0.000563528676228679,84,0.0014916505952824776,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,3,yy,84,0.006181818708531415,84,-0.014318655215353606,84,-0.008136836506822193,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,4,mm,86,0.0019007614854116275,86,-0.0025339711879066983,86,-0.0006332097024950971,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,4,yy,83,0.0027452637201259545,83,-0.03783162875078437,83,-0.03508636503065842,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,5,mm,85,0.001893680692703422,85,-0.002833218901088137,85,-0.0009395382083846908,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,5,yy,82,-0.0007131258210639936,82,-0.06969327189527078,82,-0.0704063977163347,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,6,mm,84,0.0018766434949279733,84,-0.0024376745308202176,84,-0.0005610310358922822,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,6,yy,81,-0.0024650405906812517,81,-0.10336829693112617,81,-0.10583333752180758,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,7,mm,83,0.0018961057331336444,83,-0.0036344511720579854,83,-0.0017383454389244331,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,7,yy,80,-0.002126578570245087,80,-0.13757331562740455,80,-0.13969989419765014,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,8,mm,82,0.0019012637013771391,82,-0.0005517103725320767,82,0.001349553328845142,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,8,yy,79,-0.000884684502765095,79,-0.16483354232872,79,-0.16571822683148443,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,9,mm,81,0.0019001656321733199,81,0.0006979283668103617,81,0.0025980939989836897,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,9,yy,78,-0.0002290880241841164,78,-0.20096302616806772,78,-0.2011921141922528,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,10,mm,80,0.0019204958204487507,80,0.00046821392573571355,80,0.0023887097461844737,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,10,yy,77,-0.002484788297030397,77,-0.24135297428939445,77,-0.24383776258642523,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,11,mm,79,0.001909627489121458,79,-0.0010139897099480616,79,0.0008956377791734059,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,11,yy,76,-0.006777836516486967,76,-0.29102095793586225,76,-0.2977987944523498,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,12,mm,78,0.0017859308137109504,78,-0.004201534811925867,78,-0.0024156039982148486,full
FUEL_ZERO_R14,INDEPENDENT_BRIDGE,12,yy,75,-0.012212505731003688,75,-0.3522423095516438,75,-0.3644548152826492,full
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,1,mm,31,0.00396734478944213,31,0.009355727492091752,31,0.013323072281533878,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,1,yy,31,0.004161250942050257,31,0.013364215207942379,31,0.017525466149992633,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,2,mm,31,0.0016649916419252822,31,0.00370845056847515,31,0.005373442210400432,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,2,yy,31,0.008991969652874812,31,0.020426741175918743,31,0.029418710828793552,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,3,mm,31,0.0016374994062055876,31,0.0009035443456980913,31,0.0025410437519036754,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,3,yy,31,-0.0006665726902055781,31,0.007703794192221617,31,0.0070372215020160405,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,4,mm,31,0.0015481793496421527,31,0.0024418974015486213,31,0.0039900767511907706,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,4,yy,31,0.0002474144733325797,31,-0.0035763943627329735,31,-0.003328979889400401,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,5,mm,31,0.0015981380901212354,31,0.0030571874898791956,31,0.00465532558000043,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,5,yy,31,0.00388385109173177,31,-0.007115831004896233,31,-0.003231979913164479,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,6,mm,31,0.0015124648882597082,31,0.004347135443467409,31,0.005859600331727117,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,6,yy,31,0.010442557838691814,31,0.004400731752255164,31,0.014843289590946966,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,7,mm,31,0.0015086392468956363,31,0.0023626021799813468,31,0.00387124142687698,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,7,yy,31,0.016055027745011077,31,0.018948546740222696,31,0.035003574485233814,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,8,mm,31,0.0014761620761962347,31,0.0012384396561298595,31,0.002714601732326103,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,8,yy,31,0.02680183276494678,31,0.021125655879171607,31,0.04792748864411839,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,9,mm,31,0.0014640951788891887,31,0.00341966385832268,31,0.004883759037211869,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,9,yy,31,0.03091953029522642,31,0.08460076404844365,31,0.11552029434367002,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,10,mm,31,0.001459471873638858,31,0.004642793898243597,31,0.006102265771882452,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,10,yy,31,0.03335335054771193,31,0.17321067415240043,31,0.2065640247001124,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,11,mm,31,0.001440398377539425,31,0.0050653499970785155,31,0.006505748374617938,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,11,yy,31,0.03042270225231033,31,0.24897998627262338,31,0.2794026885249337,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,12,mm,31,0.0015367618217152726,31,0.007069158505907321,31,0.008605920327622595,recent_targets
FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,12,yy,31,0.029337381129875613,31,0.29725436210392664,31,0.3265917432338023,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,1,mm,31,-0.0007680911736787687,31,0.0031857363771598335,31,0.0024176452034810696,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,1,yy,31,-0.0007863500790307846,31,0.006524100726628045,31,0.005737750647597259,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,2,mm,31,-0.002578087589405083,31,0.002123177172800119,31,-0.00045491041660495913,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,2,yy,31,-0.003891805030863255,31,0.016764420959416302,31,0.012872615928553047,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,3,mm,31,-0.002437263021320137,31,0.002472848287371733,31,3.558526605159825e-05,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,3,yy,31,-0.015504499495760061,31,0.030037905921121356,31,0.014533406425361309,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,4,mm,31,-0.0028722437288923454,31,0.00225010110233321,31,-0.0006221426265591346,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,4,yy,31,-0.03860340272846358,31,0.05297314291751388,31,0.014369740189050297,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,5,mm,31,-0.0014203648777634445,31,0.0007975716473521836,31,-0.0006227932304112512,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,5,yy,31,-0.0634383796963923,31,0.0758846487776674,31,0.012446269081275123,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,6,mm,31,-0.00039918618366736153,31,0.000855509520900755,31,0.00045632333723339644,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,6,yy,31,-0.08109070474031509,31,0.10626170018971674,31,0.02517099544940167,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,7,mm,31,-6.749428190272855e-05,31,0.00026186474948631323,31,0.00019437046758358475,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,7,yy,31,-0.08823137485072519,31,0.12052903451281613,31,0.03229765966209093,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,8,mm,31,-0.00012476535714510143,31,6.450667531749864e-06,31,-0.00011831468961335113,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,8,yy,31,-0.08844365613307764,31,0.12182411544089984,31,0.03338045930782219,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,9,mm,31,-1.6774399240555345e-05,31,8.01541696653158e-05,31,6.337977042475636e-05,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,9,yy,31,-0.06875038405164052,31,0.13971481764506355,31,0.07096443359342308,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,10,mm,31,1.2939575338670784e-06,31,-3.133462565411456e-05,31,-3.0040668120242643e-05,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,10,yy,31,-0.05242945555030589,31,0.1721849653561774,31,0.11975550980587145,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,11,mm,31,-6.815746034187427e-06,31,6.236486105770253e-05,31,5.554911502351237e-05,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,11,yy,31,-0.044525226203198126,31,0.18837075627430833,31,0.1438455300711102,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,12,mm,31,2.8290395343281845e-07,31,5.3800774349874674e-05,31,5.408367830329318e-05,recent_targets
FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,12,yy,31,-0.036528048066527444,31,0.20626636049599553,31,0.16973831242946805,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,1,mm,31,0.0014570943598899836,31,0.008578466233884148,31,0.010035560593774135,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,1,yy,31,0.0015375392927242427,31,0.016440662282144945,31,0.017978201574869193,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,2,mm,31,-0.002578087589405083,31,0.002123177172800119,31,-0.00045491041660495913,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,2,yy,31,0.0006580281776462293,31,0.025641371220934097,31,0.02629939939858032,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,3,mm,31,-0.002437263021320137,31,0.002472848287371733,31,3.558526605159825e-05,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,3,yy,31,-0.021279504418292138,31,0.03265324683362256,31,0.01137374241533043,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,4,mm,31,-0.0028722437288923454,31,0.00225010110233321,31,-0.0006221426265591346,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,4,yy,31,-0.04444680690836088,31,0.05449416320708229,31,0.01004735629872139,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,5,mm,31,-0.0014203648777634445,31,0.0007975716473521836,31,-0.0006227932304112512,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,5,yy,31,-0.06759231269609063,31,0.07571877652508414,31,0.008126463828993522,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,6,mm,31,-0.00039918618366736153,31,0.000855509520900755,31,0.00045632333723339644,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,6,yy,31,-0.08400450262209899,31,0.11130341186309035,31,0.02729890924099134,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,7,mm,31,-6.749428190272855e-05,31,0.00026186474948631323,31,0.00019437046758358475,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,7,yy,31,-0.09334556546946718,31,0.13588349884825077,31,0.04253793337878355,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,8,mm,31,-0.00012476535714510143,31,6.450667531749864e-06,31,-0.00011831468961335113,recent_targets
FUEL_ECM_R14,FUEL_ZERO_R14,8,yy,31,-0.08889720762174526,31,0.13495818294867643,31,0.046060975326931146,recent_targets
