origin,target,h,model,mm_forecast,mm_actual,cumulative_forecast,cumulative_actual
2019-02,2019-03,1,INDEPENDENT_BRIDGE,-0.542306325016606,1.1190233977619535,-0.542306325016606,1.1190233977619537
2019-02,2019-04,2,INDEPENDENT_BRIDGE,1.514808756482089,3.9235412474849074,0.9642875277671751,5.086469989827059
2019-02,2019-05,3,INDEPENDENT_BRIDGE,2.669340463458103,2.613746369796721,3.6593681083880467,7.833163784333685
2019-02,2019-06,4,INDEPENDENT_BRIDGE,2.085558302277124,-0.09433962264150386,5.821244666060538,7.731434384537149
2019-02,2019-07,5,INDEPENDENT_BRIDGE,-0.30580217020895195,-1.3220018885741314,5.497641003329601,6.307222787385566
2019-02,2019-08,6,INDEPENDENT_BRIDGE,-0.8563273073263544,-0.4784688995215336,4.594235894832965,5.798575788402858
2019-02,2019-09,7,INDEPENDENT_BRIDGE,0.5468734029722588,-0.48076923076922906,5.16623395198387,5.289928789420154
2019-02,2019-10,8,INDEPENDENT_BRIDGE,0.9288164202613469,0.09661835748790981,6.14303520150036,5.39165818921668
2019-02,2019-11,9,INDEPENDENT_BRIDGE,0.020726800048553873,-0.579150579150578,6.16503525617204,4.781281790437434
2019-02,2019-12,10,INDEPENDENT_BRIDGE,-1.1627906976744151,-0.4854368932038833,4.930558102030509,4.2726347914547285
2019-02,2020-01,11,INDEPENDENT_BRIDGE,-1.5298289223570793,0.7804878048780495,3.325300075794946,5.086469989827059
2019-02,2020-02,12,INDEPENDENT_BRIDGE,-1.9500000000000017,-1.4520813165537216,1.3104567243169427,3.560528992878946
2019-03,2019-04,1,INDEPENDENT_BRIDGE,1.514808756482089,3.9235412474849074,1.514808756482089,3.9235412474849074
2019-03,2019-05,2,INDEPENDENT_BRIDGE,2.669340463458103,2.613746369796721,4.2245846230209745,6.639839034205243
2019-03,2019-06,3,INDEPENDENT_BRIDGE,2.085558302277124,-0.09433962264150386,6.3982491006402356,6.5392354124748655
2019-03,2019-07,4,INDEPENDENT_BRIDGE,-0.30580217020895195,-1.3220018885741314,6.072880945826151,5.130784708249508
2019-03,2019-08,5,INDEPENDENT_BRIDGE,-0.8563273073263544,-0.4784688995215336,5.16454990061927,4.627766599597594
2019-03,2019-09,6,INDEPENDENT_BRIDGE,0.5468734029722588,-0.48076923076922906,5.739666853381245,4.124748490945686
2019-03,2019-10,7,INDEPENDENT_BRIDGE,0.9288164202613469,0.09661835748790981,6.721794241845093,4.225352112676053
2019-03,2019-11,8,INDEPENDENT_BRIDGE,0.020726800048553873,-0.579150579150578,6.743914254745829,3.6217303822937628
2019-03,2019-12,9,INDEPENDENT_BRIDGE,-1.1627906976744151,-0.4854368932038833,5.502705949458092,3.1187122736418504
2019-03,2020-01,10,INDEPENDENT_BRIDGE,-1.5298289223570793,0.7804878048780495,3.888695039973938,3.9235412474849096
2019-03,2020-02,11,INDEPENDENT_BRIDGE,-1.503006012024044,-1.4520813165537216,2.3272417077098053,2.414486921529181
2019-03,2020-03,12,INDEPENDENT_BRIDGE,-0.542306325016606,-5.599214145383103,1.7723146037138648,-3.3199195171026097
