origin,target,h,candidate,reference,metric,candidate_fuel_error,reference_fuel_error,shared_other_error,fuel_squared_gain,cross_term_gain,headline_squared_gain
2021-03,2021-12,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.06358985822784832,0.05527631211134346,-0.4084517751766043,-0.0009881993888071925,0.006791365338597949,0.005803165949790759
2021-03,2022-01,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.6230385381361017,-0.4208042306966946,-7.156605347140523,-0.21110081943053363,-2.894622251992242,-3.10572307142278
2021-03,2022-01,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419466,0.03214392507191177,-3.506838874382616,0.0007209763995103472,-0.10151016334081217,-0.10078918694130401
2021-03,2022-02,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.7627760439839584,-0.6112991384109385,-8.215243954206192,-0.20814065665386183,-2.4888394654212274,-2.6969801220750753
2021-03,2022-02,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1361783284356095,-0.18591474179475742,-0.9552468292436913,0.01601975408109459,0.09502110231855923,0.11104085639965344
2021-03,2022-03,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.5245732925111706,-1.3923684223388797,-9.309257325720344,-0.3856339007118903,-2.4614583122946114,-2.847092213006505
2021-03,2022-03,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.761694043031704,-0.9707524214840755,0.0279518632517608,0.03606340043797124,0.06401526368973176
2021-04,2021-05,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.04560310751635521,0.038071738785586895,-0.1672977458574736,-0.0006301861209902918,-0.027997226342570947,-0.02862741246356124
2021-04,2021-05,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.04452735299999966,0.03717364549382196,0.10764336179238079,-0.0006008052458862287,0.0175891402793384,0.01698833503345217
2021-04,2021-06,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.10060675174582023,0.05255603242383433,-0.48356121300989185,-0.007359581952709977,-0.14812716340210086,-0.15548674535481083
2021-04,2021-06,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.05409960118460022,0.014339860532902787,-0.3100388235220375,-0.0027211352482296946,-0.04243778038675231,-0.04515891563498203
2021-04,2021-07,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.20197887795549474,-0.05996296329194184,-1.308923908829012,-0.03719991017340988,-0.3717760522746902,-0.40897596244809975
2021-04,2021-07,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.09985950437317817,-0.11033378220476285,-0.8077327351876012,0.002201622881951252,0.016920834164041502,0.019122457045992802
2021-04,2021-08,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.23497523051052926,-0.10132869492921559,-1.9941530638579126,-0.044945854537418325,-0.5330232968069444,-0.5779691513443623
2021-04,2021-08,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.03234354107648732,-0.04053775399514765,-0.6625458833461529,0.0005972048496046866,0.010858084073040529,0.011455288922645301
2021-04,2021-09,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.2487759568136867,-0.11560164524799577,-2.5351662603587393,-0.048525736304521845,-0.6752380428556846,-0.7237637791602065
2021-04,2021-09,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.012816392890551365,-0.013628157076629288,-0.5111609370103913,2.1466738580305382e-05,0.0008298842839741381,0.000851351022554514
2021-04,2021-10,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.45110885447614546,-0.2972339020458623,-3.1871195625937467,-0.1151512060613709,-0.9808357421674753,-1.0959869482288465
2021-04,2021-10,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.19791353401677528,-0.17767211733865007,-0.617051134582806,-0.0076023856674102275,-0.024979978253600984,-0.032582363921011215
2021-04,2021-11,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.6061784964554717,-0.4629666691642176,-3.156000947841258,-0.15311423280800626,-0.9039533253465533,-1.057067558154559
2021-04,2021-11,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.15088903083700408,-0.16139116237924522,0.03556449726861585,0.00327960766719353,-0.0007470060570973588,0.0025326016100961704
2021-04,2021-12,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5422863500203037,-0.4072193270614175,-3.5849371776964167,-0.12824690508598957,-0.968413584172173,-1.0966604892581664
2021-04,2021-12,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.06358985822784832,0.05527631211134346,-0.3980297886619306,-0.0009881993888071925,0.0066180780075672865,0.00562987861876009
2021-04,2022-01,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5217217749852217,-0.3726461845203124,-7.360282359292423,-0.13332843165618355,-2.194476877399947,-2.3278053090561386
2021-04,2022-01,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419466,0.03214392507191177,-3.6055642613659993,0.0007209763995103472,-0.10436790232385354,-0.10364692592434466
2021-04,2022-02,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.6609768294961624,-0.5626441114677614,-8.456383073943032,-0.1203219729614523,-1.6630782647003668,-1.7834002376618088
2021-04,2022-02,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.13617832843560948,-0.18591474179475742,-0.9915509041108435,0.016019754081094597,0.09863237126698754,0.11465212534808189
2021-04,2022-03,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.4208307361963013,-1.3401898254500688,-9.579153756867864,-0.22265121268023758,-1.544943366264038,-1.7675945789442835
2021-04,2022-03,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.7602621178734849,-0.9732717044414885,0.025772535935254193,0.033369687186092026,0.05914222312134543
2021-04,2022-04,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.301156938445923,-1.1679175321956057,-11.24044065206451,-0.3289780164560936,-2.9953392769460088,-3.324317293402146
2021-04,2022-04,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.1146406209016396,0.16652556261500037,-1.7719258565890588,0.014588291043528965,-0.18387253957904037,-0.16928424853551194
2021-05,2021-06,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.05552318215572827,0.01471720070059801,0.2071132637831905,-0.0028662277602364995,0.029095429885509193,0.02622920212527269
2021-05,2021-06,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.054099601184600166,0.014339860532902815,-0.19121185380551692,-0.0027211352482296876,-0.026172872696910904,-0.02889400794514059
2021-05,2021-07,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.15777906343635317,-0.09842386193391084,-0.5138160785261001,-0.015206976260867216,-0.060995313752222814,-0.07620229001308998
2021-05,2021-07,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.09985950437317817,-0.11033378220476286,-0.7044390866124225,0.0022016228819512554,0.014756981417212534,0.01695860429916385
2021-05,2021-08,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.1912347820032707,-0.14022987356293193,-1.0692193861204995,-0.016906324408362594,-0.10907087378342263,-0.1259771981917852
2021-05,2021-08,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.032343541076487306,-0.04053775399514764,-0.5365222290708582,0.0005972048496046868,0.008792754761201732,0.009389959610806409
2021-05,2021-09,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.20518241977170382,-0.15484125189448283,-1.52911027048505,-0.018124012095120993,-0.15395439365854138,-0.17207840575366218
2021-05,2021-09,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.012816392890551365,-0.013628157076629288,-0.43542760116646034,2.1466738580305382e-05,0.0007069290645135087,0.0007283958030938065
2021-05,2021-10,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.4096679961636922,-0.33841081684203855,-2.0893573847463838,-0.05330598612507917,-0.2977634276637887,-0.3510694137888679
2021-05,2021-10,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1979135340167752,-0.17767211733865002,-0.5303926415241805,-0.007602385667410214,-0.021471796920204834,-0.02907418258761496
2021-05,2021-11,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5672448461607238,-0.5066539683599856,-1.8350198463083762,-0.06506847184098197,-0.22237092653920057,-0.2874393983801822
2021-05,2021-11,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.15088903083700406,-0.16139116237924522,0.2486388017879661,0.003279607667193537,-0.005222474805764896,-0.0019428671385713584
2021-05,2021-12,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5029067778173553,-0.4507330039375419,-2.1697006404234163,-0.04975498633607456,-0.22640294120067514,-0.27615792753674917
2021-05,2021-12,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.0635898582278483,0.055276312111343456,-0.31023727176524557,-0.00098819938880719,0.005158343731758027,0.004170144342950828
2021-05,2022-01,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.48221019903510554,-0.4154422650948475,-5.96744548840919,-0.05993440042633855,-0.7968680123243913,-0.8568024127507243
2021-05,2022-01,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419466,0.03214392507191177,-3.6204763724167144,0.0007209763995103472,-0.10479955341554531,-0.1040785770160344
2021-05,2022-02,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.6234779128823491,-0.6080912882623428,-7.037931378802007,-0.018949692991574396,-0.21658001645397948,-0.23552970944555085
2021-05,2022-02,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1361783284356095,-0.18591474179475745,-0.9684137157874301,0.016019754081094597,0.09633084974214406,0.11235060382323825
2021-05,2022-03,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.3940640151008847,-1.3964119542013251,-8.132647687318165,0.006551867637164088,0.038189922990321014,0.044741790627483624
2021-05,2022-03,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.7602621178734849,-0.9532790952919306,0.025772535935254193,0.0326842186675786,0.05845675460283273
2021-05,2022-04,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.2696602650158093,-1.2123949098101976,-10.054452297475287,-0.14213577122633803,-1.151543564425602,-1.2936793356519445
2021-05,2022-04,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.11464062090163954,0.17269453615587668,-1.7484383684561369,0.016680930857379966,-0.20300738573921845,-0.18632645488183863
2021-05,2022-05,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.3846621089543834,-1.2439310880667311,-11.971576440076309,-0.36992460411511896,-3.369544348093008,-3.739468952208142
2021-05,2022-05,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.11376926289752626,-0.03206826440370464,-1.2987481789477928,-0.011915071598380534,-0.21221804602413438,-0.2241331176225152
2021-06,2021-07,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.10196825990579539,-0.11266372540966252,-0.9755608017628394,0.0022955889949679963,0.020868153804358816,0.02316374279932676
2021-06,2021-07,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.09985950437317814,-0.11033378220476284,-0.7601174416319914,0.002201622881951257,0.015923362536573678,0.01812498541852492
2021-06,2021-08,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.13519798933551863,-0.1542865913492908,-1.5422585481060058,0.0055258559498160414,0.05887911925426726,0.06440497520408295
2021-06,2021-08,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.03234354107648732,-0.040537753995147655,-0.546872209149381,0.000597204849604687,0.008962374642136348,0.009559579491741022
2021-06,2021-09,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.1490298912907102,-0.1690406028941358,-1.8982059654714218,0.006364816928692011,0.07596890427790136,0.08233372120659332
2021-06,2021-09,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.012816392890551365,-0.013628157076629288,-0.333045659111228,2.1466738580305382e-05,0.0005407090767904231,0.0005621758153707412
2021-06,2021-10,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.35277654893621735,-0.35203688890916496,-2.421732943246937,-0.0005213223265036065,-0.0035825181086313928,-0.004103840435134565
2021-06,2021-10,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.19791353401677525,-0.17767211733865007,-0.49356264390213167,-0.0076023856674102205,-0.019980814263960332,-0.027583199931370594
2021-06,2021-11,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5092680278444033,-0.5193470854662525,-2.2954632516171887,0.010367470997763084,0.046272212763774134,0.05663968376153683
2021-06,2021-11,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1508890308370041,-0.16139116237924525,0.12609573245441585,0.00327960766719353,-0.002648547938303041,0.000631059728890489
2021-06,2021-12,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.4449250856703717,-0.4636296504038171,-2.650487966212847,0.016994120874778085,0.09915244747849246,0.11614656835327075
2021-06,2021-12,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.0635898582278483,0.055276312111343456,-0.32854019003425405,-0.00098819938880719,0.005462668041950069,0.004474468653142882
2021-06,2022-01,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.42489116646587677,-0.42873416985979507,-6.377462855197827,0.0032804850646342143,0.04901722279422626,0.05229770785885535
2021-06,2022-01,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419466,0.03214392507191177,-3.553888625444007,0.0007209763995103472,-0.10287208160579865,-0.10215110520628912
2021-06,2022-02,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.5660167697850036,-0.6210369070374853,-7.346926603489221,0.06531185622483632,0.8084578202157718,0.8737696764406166
2021-06,2022-02,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1361783284356095,-0.18591474179475742,-0.8700828101086286,0.01601975408109459,0.08654959660050351,0.10256935068159834
2021-06,2022-03,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.3351722616212287,-1.407797505667419,-8.30729153737076,0.1992088487606598,1.206638150528806,1.4058469992894516
2021-06,2022-03,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.7602621178734849,-0.8219565539022552,0.025772535935254193,0.02818168139390864,0.05395421732916317
2021-06,2022-04,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.2115524432337272,-1.2244343743147952,-10.199396969504019,0.03138021429805016,0.262775857659208,0.2941560719572749
2021-06,2022-04,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.11464062090163954,0.17269453615587668,-1.720658024630749,0.016680930857379966,-0.1997818702868732,-0.18310093942949246
2021-06,2022-05,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.3315832412223871,-1.2687200241062202,-11.720800020241077,-0.16346342873623,-1.4736143928951773,-1.637077821631408
2021-06,2022-05,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.11376926289752626,-0.03989280995635003,-1.310362847601021,-0.011352008894032983,-0.193609918493325,-0.20496192738735775
2021-06,2022-06,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.4669508974732453,-1.3338859328620667,-12.878001514665112,-0.37269325371025386,-3.427221631623234,-3.7999148853335214
2021-06,2022-06,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1311970834473326,-0.06275762172982957,-1.191074833587194,-0.013274155619901978,-0.16303304095194412,-0.17630719657184613
2021-07,2021-08,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.03330365704444205,-0.041741114654504585,-0.8575437130337558,0.000633187080066683,0.014470977454995895,0.01510416453506258
2021-07,2021-08,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.03234354107648735,-0.04053775399514767,-0.4355381487104507,0.0005972048496046864,0.00713778464946515,0.0077349894990698664
2021-07,2021-09,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.046791840254388095,-0.05611658978635825,-1.130556617166269,0.0009595953348582329,0.021084314573573862,0.02204390990843197
2021-07,2021-09,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.012816392890551365,-0.013628157076629288,-0.25625016967098424,2.1466738580305382e-05,0.0004160294208305926,0.00043749615941085507
2021-07,2021-10,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.251990287784448,-0.24038852732398475,-1.451158640582892,-0.005712461068694753,-0.03367198987634836,-0.03938445094504317
2021-07,2021-10,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.19791353401677525,-0.17767211733865007,-0.3002756773341806,-0.0076023856674102205,-0.012156010206454836,-0.019758395873865048
2021-07,2021-11,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.41020166726401186,-0.40949822297520555,-1.1562332185932442,-0.0005766132063239338,-0.0016266913082951103,-0.002203304514619031
2021-07,2021-11,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.15088903083700406,-0.16139116237924522,0.2849836585784753,0.003279607667193537,-0.005985871739560586,-0.002706264072367048
2021-07,2021-12,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.345454943934171,-0.3534437996470148,-1.3411109141619377,0.005583401220357914,0.021427883176319537,0.02701128439667766
2021-07,2021-12,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.06358985822784835,0.055276312111343484,-0.16945021777621327,-0.0009881993888071938,0.0028174643998686833,0.0018292650110614886
2021-07,2022-01,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.32626101816985376,-0.3192463293397836,-4.878221942735704,-0.004528033180304064,-0.06843841794462269,-0.07296645112492683
2021-07,2022-01,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419578,0.03214392507191177,-3.3654959856406537,0.0007209763995103433,-0.09741880350444461,-0.09669782710493635
2021-07,2022-02,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.4695493717115191,-0.51449470359388,-5.771841539440738,0.04422818755147215,0.518834667125122,0.5630628546765948
2021-07,2022-02,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1361783284356095,-0.18591474179475742,-0.8011152054366628,0.01601975408109459,0.07968919401179313,0.09570894809288744
2021-07,2022-03,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.250714608683075,-1.3135846326542078,-6.665366737193062,0.1612175547720327,0.8381035330874386,0.9993210878594709
2021-07,2022-03,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.760262117873485,-0.7683415657214236,0.025772535935254304,0.026343432756949767,0.05211596869220392
2021-07,2022-04,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.1274476501901365,-1.129702278267498,-8.400442407157708,0.005089033603514759,0.03787974662687084,0.04296878023038175
2021-07,2022-04,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.11464062090163954,0.17269453615587668,-1.5647964717795977,0.016680930857379966,-0.1816851235256441,-0.16500419266826438
2021-07,2022-05,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.2500915521123126,-1.1751886955110766,-9.850649809743032,-0.18166041860554483,-1.4756836202563495,-1.6573440388618934
2021-07,2022-05,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.11376926289752631,-0.039892809956350084,-1.247620516669171,-0.011352008894032994,-0.18433955677631197,-0.1956915656703455
2021-07,2022-06,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.387734400020527,-1.256404900972238,-11.003700862335208,-0.34725348981327264,-2.8902210438554157,-3.23747453366866
2021-07,2022-06,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1311970834473326,-0.07709748226273239,-0.9941848448656789,-0.01126865293383402,-0.10757000722201374,-0.11883866015584776
2021-07,2022-07,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.392266024627122,-1.2721035331895347,-11.534543974149612,-0.32015728417771183,-2.772039083060451,-3.092196367238131
2021-07,2022-07,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.006769132411067191,-0.017243410242651858,-0.871305564707959,0.00025151404319783067,0.018252593121913865,0.01850410716511175
2021-08,2021-09,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.013361727762546849,-0.014208032347182709,-0.7562789812340034,2.333241437817496e-05,0.0012800847381641486,0.001303417152542341
2021-08,2021-09,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.012816392890551365,-0.013628157076629288,-0.2628796170360477,2.1466738580305382e-05,0.0004267925167194869,0.0004482592552997877
2021-08,2021-10,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.2191840465902546,-0.19899050975698884,-1.077576915714019,-0.008444423306332619,-0.04352017827629588,-0.0519646015826285
2021-08,2021-10,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.19791353401677525,-0.17767211733865007,-0.30289668019589944,-0.0076023856674102205,-0.012262115828532054,-0.019864501495942266
2021-08,2021-11,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.37757661178789004,-0.36832505389901193,-0.9162601859279675,-0.006900752439512964,-0.016953668302773613,-0.02385442074228661
2021-08,2021-11,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.15088903083700408,-0.16139116237924522,0.1557798111413632,0.00327960766719353,-0.003272040136464156,7.567530729373302e-06
2021-08,2021-12,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.3126108175125344,-0.3120303910931126,-1.0736516526016322,-0.00036255826013428805,-0.0012463515688517228,-0.0016089098289859827
2021-08,2021-12,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.06358985822784835,0.055276312111343484,-0.14431642837074427,-0.0009881993888071938,0.0023995625652589074,0.0014113631764517132
2021-08,2022-01,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.2935580644087512,-0.2779505586813986,-4.574938784463882,-0.008919824108110902,-0.14280676656161506,-0.15172659066972471
2021-08,2022-01,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419578,0.03214392507191177,-3.3304298486987824,0.0007209763995103433,-0.09640376705246981,-0.09568279065295826
2021-08,2022-02,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.43703329828737836,-0.47355129747989544,-5.528522472673806,0.03325272753294781,0.4037811583858291,0.4370338859187797
2021-08,2022-02,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1361783284356095,-0.18591474179475745,-0.8590438542624093,0.016019754081094597,0.08545152045846166,0.10147127453955651
2021-08,2022-03,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.2201990629308055,-1.2747080792665475,-6.374906300405461,0.13599493417019493,0.6949797433352518,0.830974677505445
2021-08,2022-03,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.7431190698254369,-0.7602621178734849,-0.7252645756459067,0.025772535935254193,0.02486649093568985,0.050639026870944015
2021-08,2022-04,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.0972609470093806,-1.091006723304206,-8.058194566923095,-0.013685915536942428,-0.100795502962719,-0.11448141849965054
2021-08,2022-04,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.11464062090163951,0.17269453615587665,-1.5150346962699572,0.016680930857379962,-0.17590739172897002,-0.15922646087159031
2021-08,2022-05,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.2188241917916471,-1.1351204339381464,-9.64277481982776,-0.19703401095263606,-1.6142729771093935,-1.8113069880620287
2021-08,2022-05,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.11376926289752626,-0.03989280995635003,-1.375578509022841,-0.011352008894032983,-0.20324572197743854,-0.21459773087147171
2021-08,2022-06,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.356027275651786,-1.215819764823336,-10.859595017646381,-0.36059227177653264,-3.0451935720584724,-3.405785843834991
2021-08,2022-06,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.13119708344733266,-0.07709748226273244,-1.0545960546726953,-0.011268652933834028,-0.11410645193729134,-0.12537510487112535
2021-08,2022-07,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.356839893359889,-1.2239951659477235,-11.685572051618273,-0.34285032994948006,-3.1047332677049,-3.4475835976544147
2021-08,2022-07,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.006769132411067247,-0.013219567439315849,-0.7551236363971326,0.00012893580968405873,0.009741751909749052,0.009870687719433113
2021-08,2022-08,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-1.0020898429023815,-0.8778387629509972,-11.78179916344299,-0.2335831595087824,-2.927802539656215,-3.1613856991650096
2021-08,2022-08,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.3355371262327417,0.3273429133140814,-0.5800912573612378,-0.005431780183576623,0.009506782550142695,0.00407500236656607
2021-09,2021-10,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.206661050723417,-0.18552499017246316,-0.6950604685768536,-0.008289267907614181,-0.029381680300829466,-0.03767094820844363
2021-09,2021-10,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1979135340167752,-0.17767211733865002,-0.367610198632356,-0.007602385667410214,-0.014881902411291762,-0.022484288078701842
2021-09,2021-11,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.3658994296331439,-0.3557156018642793,-0.3848274893106902,-0.007348803196193576,-0.007838033743729317,-0.015186836939922954
2021-09,2021-11,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.15088903083700406,-0.16139116237924522,0.2962846911296211,0.003279607667193537,-0.00622324160039115,-0.002943633933197614
2021-09,2021-12,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.30008490954746403,-0.29862519151770783,-0.6695209957888837,-0.0008739479291219737,-0.0019546237377067116,-0.0028285716668287053
2021-09,2021-12,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.0635898582278483,0.055276312111343456,-0.2669514846931942,-0.00098819938880719,0.0044386269577326104,0.0034504275689254196
2021-09,2022-01,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.2810571859546682,-0.2645122472195478,-4.147196232745987,-0.009026412847621776,-0.1372302151866091,-0.14625662803423012
2021-09,2022-01,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.017670753224419578,0.03214392507191177,-3.306972858513697,0.0007209763995103433,-0.09572477295252245,-0.09500379655301039
2021-09,2022-02,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,-0.42539722140560077,-0.4611782703125131,-4.9878498974126195,0.03172260102883573,0.35694100223931746,0.38866360326815297
