origin,h,target,as_of_utc,mm_forecast,model,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,0.3177548805881821,INDEPENDENT_BRIDGE,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,,INDEPENDENT_BRIDGE,0.1863932898415576,2.969348659003822,,,0.18621979310646208
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,,INDEPENDENT_BRIDGE,0.0930232558139509,2.769818529130847,,,0.2791998091031148
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,,INDEPENDENT_BRIDGE,0.6505576208178487,2.9467680608364977,,,0.9276504370292084
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,0.17741077288815393,INDEPENDENT_BRIDGE,0.1846722068328699,2.7462121212121224,,,1.112152334386138
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,0.2380018198536309,INDEPENDENT_BRIDGE,0.3686635944700533,2.9300567107750517,,,1.4801380302261997
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,-0.05208307393788107,INDEPENDENT_BRIDGE,0.0918273645546419,2.9272898961284195,,,1.571923259249096
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,-0.07645697798335958,INDEPENDENT_BRIDGE,-0.5504587155963248,2.6515151515151705,,,1.019943936889315
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,0.36844866327245823,INDEPENDENT_BRIDGE,0.4612546125461358,2.735849056603792,,,1.4801380302262204
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,0.13774961893604237,INDEPENDENT_BRIDGE,0.2754820936639035,3.116147308781873,,,1.7552413674152
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,0.10176532651536213,INDEPENDENT_BRIDGE,0.1831501831501825,3.207547169811327,,,1.938224035122816
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,0.8983535269695786,INDEPENDENT_BRIDGE,1.4625228519195457,3.6414565826330487,,,3.3901551675681305
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,0.3217704998290794,INDEPENDENT_BRIDGE,0.2702702702702675,3.7278657968313063,,,3.660060864484629
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.0994602395416571,INDEPENDENT_BRIDGE,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.34301094895950196,INDEPENDENT_BRIDGE,0.0930232558139509,2.769818529130847,2.937094221029207,0.34242400820172825,0.09298001599665273
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,,INDEPENDENT_BRIDGE,0.6505576208178487,2.9467680608364977,,,0.7414306439227463
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,,INDEPENDENT_BRIDGE,0.1846722068328699,2.7462121212121224,,,0.925932541279676
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.23548810814609786,INDEPENDENT_BRIDGE,0.3686635944700533,2.9300567107750517,,,1.2939182371197377
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.04550357679304582,INDEPENDENT_BRIDGE,0.0918273645546419,2.9272898961284195,,,1.3857034661426337
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.14605484428631435,INDEPENDENT_BRIDGE,-0.5504587155963248,2.6515151515151705,,,0.8337241437828525
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.2951091269048117,INDEPENDENT_BRIDGE,0.4612546125461358,2.735849056603792,,,1.293918237119758
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.04815749054553061,INDEPENDENT_BRIDGE,0.2754820936639035,3.116147308781873,,,1.5690215743087381
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.07155023305884053,INDEPENDENT_BRIDGE,0.1831501831501825,3.207547169811327,,,1.752004242016354
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.8775281768515804,INDEPENDENT_BRIDGE,1.4625228519195457,3.6414565826330487,,,3.2039353744616688
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.2469877599091953,INDEPENDENT_BRIDGE,0.2702702702702675,3.7278657968313063,,,3.473841071378167
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.03107533707456992,INDEPENDENT_BRIDGE,-0.0898472596585708,3.4418604651162905,,,3.3839534248764616
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.3871075486743048,INDEPENDENT_BRIDGE,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.22612644035728488,INDEPENDENT_BRIDGE,0.6505576208178487,2.9467680608364977,2.8138474735438552,0.22587115928837312,0.6484506279260935
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.1491157529835127,INDEPENDENT_BRIDGE,0.1846722068328699,2.7462121212121224,2.577131998510301,0.374875845131639,0.8329525252830231
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,,INDEPENDENT_BRIDGE,0.3686635944700533,2.9300567107750517,,,1.200938221123085
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.030205687988361082,INDEPENDENT_BRIDGE,0.0918273645546419,2.9272898961284195,,,1.2927234501459808
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.1611807895771693,INDEPENDENT_BRIDGE,-0.5504587155963248,2.6515151515151705,,,0.7407441277861999
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.23797785127099852,INDEPENDENT_BRIDGE,0.4612546125461358,2.735849056603792,,,1.2009382211231054
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,-0.016486896454371666,INDEPENDENT_BRIDGE,0.2754820936639035,3.116147308781873,,,1.4760415583120852
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.018417015911927147,INDEPENDENT_BRIDGE,0.1831501831501825,3.207547169811327,,,1.6590242260197012
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.729687086538439,INDEPENDENT_BRIDGE,1.4625228519195457,3.6414565826330487,,,3.110955358465016
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.12881668535093577,INDEPENDENT_BRIDGE,0.2702702702702675,3.7278657968313063,,,3.3808610553815144
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,-0.0858135457289312,INDEPENDENT_BRIDGE,-0.0898472596585708,3.4418604651162905,,,3.290973408879809
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.23588406478368276,INDEPENDENT_BRIDGE,-0.1798561151079125,3.159851301115256,,,3.1109553584650236
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,0.2254766707170906,INDEPENDENT_BRIDGE,0.6505576208178487,2.9467680608364977,2.5119894464748858,0.0,0.0
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,0.14039028474726456,INDEPENDENT_BRIDGE,0.1846722068328699,2.7462121212121224,2.267058190357526,0.14029182972376025,0.18450189735692968
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,0.4136681843623348,INDEPENDENT_BRIDGE,0.3686635944700533,2.9300567107750517,2.495983292695754,0.5531067595380093,0.5524875931969915
