sample,h,candidate,reference,n,metric,delta,lower,upper,block,draws,seed
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,mae,0.00042502283098100335,-0.04230142019092072,0.04903684023098152,18,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,rmse,0.012795306889448188,-0.031845731532171975,0.03683699923715466,12,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,mae,-0.004067759138331795,-0.04608928818594124,0.038121649229198716,12,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,rmse,0.012795306889448188,-0.022229691355115176,0.044344963534274084,6,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,mae,-0.004067759138331795,-0.041983006712828695,0.033214090427357595,6,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,rmse,0.012795306889448188,-0.0345215092340731,0.033317587730875065,18,5000,42
full,7,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,80,mae,-0.004067759138331795,-0.049773572485402234,0.043436722118883615,18,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,rmse,0.04199370832500904,-0.06374500968866206,0.0966012737397379,12,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,mae,0.003977717069157727,-0.06054510451432104,0.07282305059858922,12,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,rmse,0.04199370832500904,-0.04290495380179233,0.09755329677046563,6,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,mae,0.003977717069157727,-0.05126653944539058,0.06298589445422866,6,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,rmse,0.04199370832500904,-0.06447135629595217,0.09200779616951528,18,5000,42
full,7,FUEL_ECM_R14,INDEPENDENT_BRIDGE,80,mae,0.003977717069157727,-0.06251335788416397,0.07078990466485882,18,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,rmse,0.02919840143556085,-0.03900894087311428,0.06931122370218473,12,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,mae,0.008045476207489521,-0.026563647564632992,0.04814288857937342,12,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,rmse,0.02919840143556085,-0.033170450123922786,0.06992083494811256,6,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,mae,0.008045476207489521,-0.02856552997237686,0.045948502746113486,6,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,rmse,0.02919840143556085,-0.03735179318256459,0.06525740477222866,18,5000,42
full,7,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,80,mae,0.008045476207489521,-0.022468693534682983,0.04047096575905226,18,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,rmse,0.018733360134849608,-0.039383468685209824,0.05146750483901434,12,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,mae,0.0035526942381767235,-0.03258766225799087,0.043729276667487,12,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,rmse,0.018733360134849608,-0.03571019366636202,0.05245464168691886,6,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,mae,0.0035526942381767235,-0.035701472923301475,0.043424747545416066,6,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,rmse,0.018733360134849608,-0.035855480556258354,0.04774330690040988,18,5000,42
full,7,FUEL_ECM_R14,FUEL_ZERO_R14,80,mae,0.0035526942381767235,-0.028973059789698045,0.03625542966163038,18,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,rmse,0.024766032006931837,-0.042437167942448575,0.05610258401557313,12,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,mae,0.006602868848220922,-0.03491952221363549,0.05028192494395806,12,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,rmse,0.024766032006931837,-0.02759952501694078,0.060742222135722265,6,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,mae,0.006602868848220922,-0.030836968289370475,0.04651694028250131,6,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,rmse,0.024766032006931837,-0.04211297577480513,0.055968867008178234,18,5000,42
full,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,79,mae,0.006602868848220922,-0.03365462079867586,0.05487487781182055,18,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,rmse,0.010980558240756721,-0.04694736826802604,0.03678115659133872,12,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,mae,0.003029625855136331,-0.034938128136134616,0.04208042806214269,12,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,rmse,0.010980558240756721,-0.031716840394699,0.04336847869607293,6,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,mae,0.003029625855136331,-0.03284351517233762,0.037600801243378584,6,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,rmse,0.010980558240756721,-0.04608142923271336,0.03534799689228877,18,5000,42
full,8,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,79,mae,0.003029625855136331,-0.03362433983129095,0.044167076963254115,18,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,rmse,0.04179776545701408,-0.09381373872347165,0.11040069431045706,12,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,mae,-0.0013964297330537612,-0.07667443954808312,0.07581832474297086,12,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,rmse,0.04179776545701408,-0.07408752031707586,0.10895340912764777,6,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,mae,-0.0013964297330537612,-0.0685236931160161,0.06730429241988098,6,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,rmse,0.04179776545701408,-0.08828707550342668,0.10610719535562632,18,5000,42
full,8,FUEL_ECM_R14,INDEPENDENT_BRIDGE,79,mae,-0.0013964297330537612,-0.07186767168451201,0.07497248933219826,18,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,rmse,0.03081720721625736,-0.05195724085980725,0.07727118144513456,12,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,mae,-0.004426055588190092,-0.049385829373427184,0.043505553144920404,12,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,rmse,0.03081720721625736,-0.04642979490664487,0.07555079057833065,6,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,mae,-0.004426055588190092,-0.049894849218475486,0.04069532701646503,6,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,rmse,0.03081720721625736,-0.048435921722415065,0.07390936113681534,18,5000,42
full,8,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,79,mae,-0.004426055588190092,-0.04434766282765632,0.037948520623851976,18,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,rmse,0.017031733450082243,-0.05496624655229738,0.05584365912608122,12,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,mae,-0.007999298581274683,-0.05020653795321235,0.035478772790535566,12,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,rmse,0.017031733450082243,-0.05385666380167592,0.05612450951327849,6,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,mae,-0.007999298581274683,-0.05356093718358456,0.03635496488908009,6,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,rmse,0.017031733450082243,-0.052223926435298,0.05064458151795971,18,5000,42
full,8,FUEL_ECM_R14,FUEL_ZERO_R14,79,mae,-0.007999298581274683,-0.042767862662151615,0.025937281583847272,18,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,rmse,0.02556839413072476,-0.05594561246877891,0.061623309618163875,12,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,mae,0.0031383136914087117,-0.04264881522345563,0.05104281983926761,12,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,rmse,0.02556839413072476,-0.03445726431141523,0.06314431239389129,6,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,mae,0.0031383136914087117,-0.036675682260426244,0.0456556365867027,6,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,rmse,0.02556839413072476,-0.05399842616682085,0.0638099788637913,18,5000,42
full,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,78,mae,0.0031383136914087117,-0.04081008329195808,0.057758290660653376,18,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,rmse,0.011040664971556868,-0.06260430348237413,0.041422934838994896,12,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,mae,-0.005828656074448713,-0.04472522175177355,0.03581362805035161,12,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,rmse,0.011040664971556868,-0.04316173965056416,0.0456005269024804,6,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,mae,-0.005828656074448713,-0.04362065257323231,0.03180623566709111,6,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,rmse,0.011040664971556868,-0.06167901757179209,0.041770416811764056,18,5000,42
full,9,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,78,mae,-0.005828656074448713,-0.04414828287742496,0.03886046815257284,18,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,rmse,0.04139938027441836,-0.11855847522859891,0.12299014843375701,12,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,mae,-0.010539938148691252,-0.07873669881951484,0.06893127148433972,12,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,rmse,0.04139938027441836,-0.0956017005688298,0.11823308414939543,6,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,mae,-0.010539938148691252,-0.0768394007495673,0.0625065773998633,6,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,rmse,0.04139938027441836,-0.11264828239501733,0.11670857034086524,18,5000,42
full,9,FUEL_ECM_R14,INDEPENDENT_BRIDGE,78,mae,-0.010539938148691252,-0.07805394359924728,0.07179276565861324,18,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,rmse,0.030358715302861494,-0.06152177752518174,0.08203480215242955,12,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,mae,-0.00471128207424254,-0.04525265167685128,0.04383634550096552,12,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,rmse,0.030358715302861494,-0.05375578661429352,0.08090241699619054,6,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,mae,-0.00471128207424254,-0.04547462314532276,0.04063124095704761,6,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,rmse,0.030358715302861494,-0.05911215801703466,0.07386652065406725,18,5000,42
full,9,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,78,mae,-0.00471128207424254,-0.041822237706231315,0.037403783223328095,18,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,rmse,0.015830986143693604,-0.07028629931204741,0.06194427004279024,12,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,mae,-0.013678251840099964,-0.050737791341695294,0.02845310266651624,12,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,rmse,0.015830986143693604,-0.06240403195190052,0.06270592520993232,6,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,mae,-0.013678251840099964,-0.05475830668937724,0.029704965994461752,6,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,rmse,0.015830986143693604,-0.0634466070247279,0.05420422766469435,18,5000,42
full,9,FUEL_ECM_R14,FUEL_ZERO_R14,78,mae,-0.013678251840099964,-0.04678036055835335,0.024169610039158403,18,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,rmse,0.027019415314615713,-0.06593897210569945,0.06810036914390685,12,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,mae,-0.002238347450708833,-0.04690974081034132,0.049842736780320335,12,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,rmse,0.027019415314615713,-0.043921269905624616,0.06691172805946421,6,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,mae,-0.002238347450708833,-0.04345944774383129,0.042692989939424754,6,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,rmse,0.027019415314615713,-0.065601442633627,0.0701554746244531,18,5000,42
full,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,77,mae,-0.002238347450708833,-0.04573724002217515,0.05446226853401471,18,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,rmse,0.011686527250385659,-0.07260936688310779,0.04723321065084267,12,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,mae,-0.006212238308281215,-0.04668086475000721,0.03565587778028255,12,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,rmse,0.011686527250385659,-0.055346010710025546,0.04807031833874377,6,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,mae,-0.006212238308281215,-0.046157229856950005,0.033263579948539596,6,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,rmse,0.011686527250385659,-0.07259107409899315,0.04810637323689963,18,5000,42
full,10,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,77,mae,-0.006212238308281215,-0.043979037658811844,0.03892865504103518,18,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,rmse,0.03958203173622721,-0.13247456114303596,0.1230450622608783,12,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,mae,-0.0033901995216103487,-0.0722569152188269,0.07301140950985642,12,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,rmse,0.03958203173622721,-0.10493172060857071,0.12391536087897181,6,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,mae,-0.0033901995216103487,-0.07295340949249876,0.0724338976386058,6,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,rmse,0.03958203173622721,-0.1318102967345531,0.11694368433115669,18,5000,42
full,10,FUEL_ECM_R14,INDEPENDENT_BRIDGE,77,mae,-0.0033901995216103487,-0.0650214061557325,0.06978629431323236,18,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,rmse,0.02789550448584155,-0.06268148124636974,0.07985054378940391,12,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,mae,0.0028220387866708663,-0.037186502102856116,0.04894708979735185,12,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,rmse,0.02789550448584155,-0.05575416281463119,0.078882233208806,6,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,mae,0.0028220387866708663,-0.0389185461377358,0.04760977653585075,6,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,rmse,0.02789550448584155,-0.06115352984465194,0.07259906416501309,18,5000,42
full,10,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,77,mae,0.0028220387866708663,-0.03028346831574169,0.03806075517490254,18,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,rmse,0.012562616421611494,-0.07618534870614742,0.05970878770028703,12,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,mae,-0.0011518520709015156,-0.041086084714845116,0.039607357277833696,12,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,rmse,0.012562616421611494,-0.06523390118255026,0.060552361039931106,6,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,mae,-0.0011518520709015156,-0.042531189330832164,0.042098555594592205,6,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,rmse,0.012562616421611494,-0.0670131747351228,0.05103628644393116,18,5000,42
full,10,FUEL_ECM_R14,FUEL_ZERO_R14,77,mae,-0.0011518520709015156,-0.032999990054363916,0.029975183732384263,18,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,rmse,0.029679773605139737,-0.07063393433152444,0.07669191181990329,12,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,mae,-0.00710284374986081,-0.05924000212592436,0.05007987002764011,12,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,rmse,0.029679773605139737,-0.05396237114288519,0.072098337179366,6,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,mae,-0.00710284374986081,-0.05445821497244681,0.04259764306625846,6,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,rmse,0.029679773605139737,-0.07211301168236363,0.07834168846202247,18,5000,42
full,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,76,mae,-0.00710284374986081,-0.05543000189127743,0.054008364766796976,18,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,rmse,0.012359700937814466,-0.07887870015785983,0.051835879136092465,12,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,mae,-0.021189495529454927,-0.07198801781931613,0.030140058892248536,12,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,rmse,0.012359700937814466,-0.05825950877958794,0.049038359322677805,6,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,mae,-0.021189495529454927,-0.06929804210769573,0.025182551134590423,6,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,rmse,0.012359700937814466,-0.08067774208440508,0.052020806069025816,18,5000,42
full,11,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,76,mae,-0.021189495529454927,-0.06651860191917217,0.030428027663228316,18,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,rmse,0.03262095868245485,-0.14522778930913668,0.12005652466378286,12,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,mae,-0.030711164561234572,-0.1261399757820244,0.0646237676082094,12,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,rmse,0.03262095868245485,-0.12136234476266576,0.11712166128468585,6,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,mae,-0.030711164561234572,-0.12343205510655239,0.058951421942327525,6,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,rmse,0.03262095868245485,-0.1447296835948852,0.11269064096379783,18,5000,42
full,11,FUEL_ECM_R14,INDEPENDENT_BRIDGE,76,mae,-0.030711164561234572,-0.11156747538378224,0.05925975782365153,18,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,rmse,0.020261257744640382,-0.07240133904981577,0.07265445152425097,12,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,mae,-0.009521669031779645,-0.061038933856304156,0.04179228443587078,12,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,rmse,0.020261257744640382,-0.06375706500523227,0.07223831408338466,6,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,mae,-0.009521669031779645,-0.05840998600837034,0.03935418119935714,6,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,rmse,0.020261257744640382,-0.06878251794330549,0.06414426889057809,18,5000,42
full,11,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,76,mae,-0.009521669031779645,-0.0527149106075458,0.03241587132917907,18,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,rmse,0.0029411850773151116,-0.08507605593472474,0.04789428363687795,12,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,mae,-0.023608320811373762,-0.07747856834996436,0.025203160796063575,12,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,rmse,0.0029411850773151116,-0.0765544326140528,0.052006136823237084,6,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,mae,-0.023608320811373762,-0.07531691160661397,0.029118150575547192,6,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,rmse,0.0029411850773151116,-0.07480958581808902,0.0390090716343479,18,5000,42
full,11,FUEL_ECM_R14,FUEL_ZERO_R14,76,mae,-0.023608320811373762,-0.06724936703820773,0.015569350958176062,18,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,rmse,0.033673013494749604,-0.0799096041516184,0.08737992665005517,12,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,mae,-0.005697353788705062,-0.06717493816527931,0.06092104311812689,12,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,rmse,0.033673013494749604,-0.05567139936903086,0.079107647830542,6,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,mae,-0.005697353788705062,-0.05873271876657324,0.0483273799119063,6,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,rmse,0.033673013494749604,-0.08191965807362099,0.088013192687449,18,5000,42
full,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,75,mae,-0.005697353788705062,-0.0676528101395295,0.06456338232569281,18,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,rmse,0.01644944461867226,-0.0888912769810796,0.06351835985555433,12,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,mae,-0.018355714307343618,-0.07584521809914314,0.04144967453332617,12,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,rmse,0.01644944461867226,-0.06475380319904366,0.05816413822862869,6,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,mae,-0.018355714307343618,-0.07097398298084019,0.033501126132895534,6,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,rmse,0.01644944461867226,-0.08785034322192449,0.06458145411438827,18,5000,42
full,12,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,75,mae,-0.018355714307343618,-0.07384671939768639,0.04193029054146202,18,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,rmse,0.03239165530163035,-0.16302151995493266,0.12690238067475576,12,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,mae,-0.034913373110125434,-0.145742637011552,0.07103097989503604,12,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,rmse,0.03239165530163035,-0.13204414596074082,0.12389390906828568,6,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,mae,-0.034913373110125434,-0.13331705280742934,0.06312787868578829,6,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,rmse,0.03239165530163035,-0.15428254531519112,0.11378193541403808,18,5000,42
full,12,FUEL_ECM_R14,INDEPENDENT_BRIDGE,75,mae,-0.034913373110125434,-0.13659847601517577,0.062268742082574435,18,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,rmse,0.01594221068295809,-0.07680608011313074,0.06882297775356527,12,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,mae,-0.016557658802781816,-0.07383180939952631,0.04038084736954628,12,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,rmse,0.01594221068295809,-0.06645597088462932,0.0709317235578997,6,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,mae,-0.016557658802781816,-0.06873773898282842,0.04035623873676358,6,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,rmse,0.01594221068295809,-0.0734224166416844,0.0572557739973538,18,5000,42
full,12,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,75,mae,-0.016557658802781816,-0.07186233683189655,0.03178674834249213,18,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,rmse,-0.001281358193119253,-0.087140385901217,0.04759064502875102,12,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,mae,-0.029216019321420372,-0.0869415801629754,0.024995560173566807,12,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,rmse,-0.001281358193119253,-0.08208521915863357,0.04948412576936716,6,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,mae,-0.029216019321420372,-0.08592702259489894,0.025104655249140406,6,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,rmse,-0.001281358193119253,-0.08298167228066249,0.03461768765439834,18,5000,42
full,12,FUEL_ECM_R14,FUEL_ZERO_R14,75,mae,-0.029216019321420372,-0.08047528944833514,0.01724625310482446,18,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,rmse,-0.007312072120644331,-0.018651537013598778,0.007388961139782051,12,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,mae,-0.002207314989054854,-0.01527428379580764,0.009713656734314347,12,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,rmse,-0.007312072120644331,-0.018559841372251227,0.006114893726649485,6,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,mae,-0.002207314989054854,-0.013914932934506703,0.008492107754567803,6,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,rmse,-0.007312072120644331,-0.016354273627411375,0.006445650437482048,18,5000,42
recent_targets,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,31,mae,-0.002207314989054854,-0.01307742271142931,0.00875846973542857,18,5000,42
recent_targets,1,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,31,rmse,-0.024850316216806723,-0.042596979600907,-0.004532542578028555,12,5000,42
recent_targets,1,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,31,mae,-0.023024533683741466,-0.04249659457443126,-0.007803967470759242,12,5000,42
recent_targets,1,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,31,rmse,-0.024850316216806723,-0.04449753609467043,-0.0009514399700619034,6,5000,42
recent_targets,1,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,31,mae,-0.023024533683741466,-0.04488248847378463,-0.0029846722716215623,6,5000,42
