report_date,report_clock_utc,origin,as_of_utc,quarter,quarters_ahead,realised,cnb,known_months,forecast_months,model,forecast,complete
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,INDEPENDENT_BRIDGE,11.177362264313452,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,STABLE_PIPELINE_R14B,11.099646397134174,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,STABLE_LOCAL_CORE_R14B,10.31548462118809,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,STABLE_LONG_CORE_R14B,10.502604464871233,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,STABLE_LONG_GAP_R14B,10.562925954060326,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEAN_FULL,6.523443376241076,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEAN_FULL_OWNH0,6.04751463542468,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEAN_INDEP,6.353310031442118,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEAN_INDEP_OWNH0,5.8659772724658765,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEDIAN_FULL,6.201646715076197,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEDIAN_FULL_OWNH0,5.647543431744182,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEDIAN_INDEP,6.099069770576663,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,5.495597974993868,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_TVW3_FULL,6.628902455048738,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_TVW3_FULL_OWNH0,6.216349847400021,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_TVW3_INDEP,6.5331714925646684,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,TVWQRF_TVW3_INDEP_OWNH0,6.116561102439189,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,CNB,9.63663198795535,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q2,2,15.772308516091229,9.50510416,0,3,INDEPENDENT_BRIDGE,12.086840018543763,True
2022-02-10,2022-02-09T23:00:00+00:00,2021-12,2022-01-11T22:59:00+00:00,2022Q2,2,15.772308516091229,9.50510416,0,3,STABLE_PIPELINE_R14B,11.85802063081618,True
