sample,h,model,n,mse_difference,lower,upper,block,draws,seed
full,1,TVWQRF_QRF_MEAN_FULL,88,0.3291798617167567,0.07578555140693956,0.6162823930424405,12,2000,1409
full,1,TVWQRF_QRF_MEAN_FULL_OWNH0,88,1.1517592887878971,0.2162974614388395,2.301497591053991,12,2000,1409
full,1,TVWQRF_QRF_MEAN_INDEP,88,0.3762507288118361,0.09202402640100237,0.7348405358519738,12,2000,1409
full,1,TVWQRF_QRF_MEAN_INDEP_OWNH0,88,1.1824308395269676,0.24474271633550115,2.339126838581151,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_FULL,88,0.4286030396291276,0.0883895647910939,0.8768680621193532,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_FULL_OWNH0,88,1.4185584717178186,0.25040303100690864,2.9789508006989167,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_INDEP,88,0.4457144317328349,0.08648162697018444,0.9572462972104717,12,2000,1409
full,1,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,88,1.3903527346490119,0.2520210394283275,2.8928108219842175,12,2000,1409
full,1,TVWQRF_TVW3_FULL,88,0.32681700483944387,0.08316544097255345,0.6415196014608988,12,2000,1409
full,1,TVWQRF_TVW3_FULL_OWNH0,88,1.1240545103451554,0.248832651914873,2.2135395059363767,12,2000,1409
full,1,TVWQRF_TVW3_INDEP,88,0.40173367794590503,0.09296916419113913,0.8224905660751928,12,2000,1409
full,1,TVWQRF_TVW3_INDEP_OWNH0,88,1.182002304200111,0.2621056455398371,2.3000126886036925,12,2000,1409
full,2,TVWQRF_QRF_MEAN_FULL,86,0.8488769872982138,0.08910402033321585,1.8529016039598518,12,2000,1409
full,2,TVWQRF_QRF_MEAN_FULL_OWNH0,86,1.8396487528229128,0.18127650334538578,4.005183339475881,12,2000,1409
full,2,TVWQRF_QRF_MEAN_INDEP,86,0.9775365374397584,0.12998651542552137,2.042541026311348,12,2000,1409
full,2,TVWQRF_QRF_MEAN_INDEP_OWNH0,86,1.9304982345263222,0.26286971316454205,4.060292448922837,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_FULL,86,1.2095803717930953,0.08242207084837402,2.5624174050733,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_FULL_OWNH0,86,2.4817267758454746,0.20556441474829468,5.411724752438646,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_INDEP,86,1.2765329879129659,0.1031377084910952,2.8950659269791656,12,2000,1409
full,2,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,86,2.4618663348920884,0.2391441443015813,5.303044450968776,12,2000,1409
full,2,TVWQRF_TVW3_FULL,86,0.8643884308799573,0.07265230761191709,1.9835388803224112,12,2000,1409
full,2,TVWQRF_TVW3_FULL_OWNH0,86,1.8055469207391557,0.19263394369177678,3.9721913153810484,12,2000,1409
full,2,TVWQRF_TVW3_INDEP,86,1.0528433908772634,0.11520697066123539,2.2894337374229243,12,2000,1409
full,2,TVWQRF_TVW3_INDEP_OWNH0,86,1.9396015813861622,0.27388204414605744,4.178661553813307,12,2000,1409
full,3,TVWQRF_QRF_MEAN_FULL,84,1.2354041313743045,0.12091778944814519,2.6058129569851727,12,2000,1409
full,3,TVWQRF_QRF_MEAN_FULL_OWNH0,84,2.410591741940139,0.2992600868382597,5.0268478413163855,12,2000,1409
full,3,TVWQRF_QRF_MEAN_INDEP,84,1.5148738100670622,0.22824461824602396,3.043804469914586,12,2000,1409
full,3,TVWQRF_QRF_MEAN_INDEP_OWNH0,84,2.6487593204314193,0.40515812452477734,5.746905206944776,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_FULL,84,1.9493046626897585,0.1421013973905817,4.453182080691537,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_FULL_OWNH0,84,3.46024241965159,0.3582321720039361,7.4773286396638525,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_INDEP,84,2.0820472458177655,0.16005275105903569,4.666737726040528,12,2000,1409
full,3,TVWQRF_QRF_MEDIAN_INDEP_OWNH0,84,3.4605876882562994,0.3650197765884201,8.062557430463361,12,2000,1409
full,3,TVWQRF_TVW3_FULL,84,1.2746679804018772,0.0988023201930712,2.862807705176381,12,2000,1409
