origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,original_yy
2020-10,8,2021-06,2020-11-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1874404334545713,0.523560209424101,2.765388046387192,1.0807046975896746,1.392620657023689,2.7278418183676947,1.4072413537465367
2020-10,9,2021-07,2020-11-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.255399740069143,1.041666666666674,3.3747779751332514,0.8982148449833397,1.647694806211044,3.764120521922361,1.2147865381073666
2020-10,10,2021-08,2020-11-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.3093162301622171,0.6872852233676952,4.085257548845505,1.1762964798710358,1.9565336379159894,4.4490547064798385,1.5278603001937756
2020-10,11,2021-09,2020-11-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1771970887238006,0.1706484641638139,4.915102770330665,1.98621380989514,2.1335739178116535,4.619557731588213,2.3440063152040413
2020-10,12,2021-10,2020-11-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2003581091732397,1.0221465076660996,5.798394290811807,2.005880928913342,2.3337315778247776,5.636515648551113,2.361176171752894
2020-11,0,2020-11,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1331935220806632,0.0,2.655677655677633,2.7924083683630028,0.0,0.0,2.7924083683630028
2020-11,1,2020-12,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1438604861845547,-0.1784121320249632,2.285191956124307,2.7421805528596197,0.1437571061239564,-0.17857147602345325,2.752095375930874
2020-11,2,2021-01,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2294188465523671,1.3404825737265424,2.162162162162171,1.4543438748827595,0.3729131894493931,1.1530061215537624,1.503318814827125
2020-11,3,2021-02,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1327675131962371,0.1763668430335041,2.066486972147356,1.3005225391531545,0.5055926445159373,1.3292176208936846,1.3641251520237525
2020-11,4,2021-03,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,-0.0372684187478297,0.1760563380281743,2.33812949640288,1.3278577600721668,0.4683172793669983,1.5051191614116473,1.4174691622593882
2020-11,5,2021-04,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1355255987367384,0.5272407732864748,3.0630630630630717,1.6013710807817432,0.6037511250540629,2.030974886758352,1.7378976248256641
2020-11,6,2021-05,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1572421722887491,0.1748251748251661,2.872531418312392,1.3510880711194782,0.7608698012807259,2.20564742025251,1.5319914548042646
2020-11,7,2021-06,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2849213704620497,0.523560209424101,2.765388046387192,0.9714503285836177,1.0453860401612443,2.7278418183676947,1.1854625023145393
2020-11,8,2021-07,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.544776031866921,1.041666666666674,3.3747779751332514,1.0315565721937885,1.588683534783972,3.764120521922361,1.284935119344487
2020-11,9,2021-08,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1249462863226701,0.6872852233676952,4.085257548845505,1.1942588801831333,1.7135518281937188,4.4490547064798385,1.4114868843804333
2020-11,10,2021-09,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1621240540970781,0.1706484641638139,4.915102770330665,1.996208355716217,1.8755446031171383,4.619557731588213,2.2113160051969896
2020-11,11,2021-10,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1699883477955496,1.0221465076660996,5.798394290811807,1.9965714626860591,2.045388634245289,5.636515648551113,2.202395958167629
2020-11,12,2021-11,2020-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1561396594347235,0.1686340640809414,5.976806422836781,2.0336182505372635,2.2014065224527446,5.8050076850430585,2.225816265990459
2020-12,0,2020-12,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1743986297500019,-0.1784121320249632,2.285191956124307,2.646710113299568,0.0,0.0,2.646710113299568
2020-12,1,2021-01,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1982008864894505,1.3404825737265424,2.162162162162171,1.3646656242459203,0.19800472768198973,1.3315775975772155,1.3676320199548306
2020-12,2,2021-02,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0848699764504486,0.1763668430335041,2.066486972147356,1.141675821187754,0.2828387099319981,1.507789096917138,1.180202698086421
2020-12,3,2021-03,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1890224823337482,0.1760563380281743,2.33812949640288,1.4068841531068665,0.47168276957555955,1.6836906374351004,1.4626174101775669
2020-12,4,2021-04,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0576250108935784,0.5272407732864748,3.0630630630630717,1.6232908574726246,0.5292911836353809,2.2095463627818055,1.704006128845546
2020-12,5,2021-05,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0971153644471223,0.1748251748251661,2.872531418312392,1.3262628931338438,0.6263594216213331,2.3842188962759634,1.4372367531516526
2020-12,6,2021-06,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2365055501768292,0.523560209424101,2.765388046387192,0.9095597587401416,0.8625857376047544,2.906413294391148,1.0422262025807638
2020-12,7,2021-07,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2080003158278669,1.041666666666674,3.3747779751332514,0.6552370236719508,1.0703700322736296,3.942691997945814,0.8027833648472722
2020-12,8,2021-08,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1702982552609161,0.6872852233676952,4.085257548845505,0.8289359507741876,1.240523444475973,4.62762618250329,0.9744487461720482
2020-12,9,2021-09,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0697920653889442,0.1706484641638139,4.915102770330665,1.5271582492708577,1.3102911665287804,4.798129207611665,1.6770160257372146
2020-12,10,2021-10,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1469937238672556,1.0221465076660996,5.798394290811807,1.4927852194315536,1.4571769603757123,5.815087124574566,1.6448040731506908
2020-12,11,2021-11,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1436861923638748,0.1686340640809414,5.976806422836781,1.6602941171365782,1.6007600229072734,5.983579161066511,1.790853621859122
2020-12,12,2021-12,2021-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1167216428218372,0.4208754208754106,6.613047363717604,1.6320451110435108,1.7174135989801984,6.4035713785990875,1.7322459355234723
2021-01,0,2021-01,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.8285790522695597,1.3404825737265424,2.162162162162171,1.6461080716122942,0.0,0.0,1.6461080716122944
2021-01,1,2021-02,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0555457709595837,0.1763668430335041,2.066486972147356,1.420102028450996,0.055530350006420204,0.1762114993399223,1.4284372744385492
2021-01,2,2021-03,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1264693487272661,0.1760563380281743,2.33812949640288,1.633347467480068,0.1819197936160746,0.3521130398578847,1.648041137942834
2021-01,3,2021-04,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.054144426332803,0.5272407732864748,3.0630630630630717,1.875709291020634,0.23604956714324285,0.8779687652045898,1.8863266756805404
2021-01,4,2021-05,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1524815249815117,0.1748251748251661,2.872531418312392,1.6193920952690561,0.38841495708877805,1.0526412986987477,1.6752870694623216
2021-01,5,2021-06,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.167507640304021,0.523560209424101,2.765388046387192,1.1363866708135264,0.5557824598172697,1.5748356968139323,1.2096337655447573
2021-01,6,2021-07,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0725196036867697,1.041666666666674,3.3747779751332514,0.7477042854898779,0.6282757807454457,2.611114400368598,0.8332835633539254
2021-01,7,2021-08,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1625442574445111,0.6872852233676952,4.085257548845505,0.9069431415341956,0.7906880779882833,3.296048584926075,0.9971822753788974
2021-01,8,2021-09,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0545569782357573,0.1706484641638139,4.915102770330665,1.571422157242769,0.8452301793153514,3.4665516100344496,1.6844244684398317
2021-01,9,2021-10,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1979702298841829,1.0221465076660996,5.798394290811807,1.5711191747721078,1.0430047063862389,4.48350952699735,1.7039528553408387
2021-01,10,2021-11,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.3004222575564517,0.1686340640809414,5.976806422836781,1.8598273117663753,1.3429765980526407,4.6520015634892955,2.009494166533003
2021-01,11,2021-12,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1678346422125975,0.4208754208754106,6.613047363717604,2.227806431445225,1.5106705553196587,5.071993781021873,2.3633300356185805
2021-01,12,2022-01,2021-02-11T22:59:00+00:00,TVWQRF_TVW3_FULL,0.201632767259945,4.442581726739303,9.876543209876534,1.643672239997125,1.712100316554081,9.4187215059701,1.726840757575942
2021-02,0,2021-02,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.4287738547440542,0.1763668430335041,2.066486972147356,2.3236563803052745,0.0,0.0,2.3236563803052745
2021-02,1,2021-03,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2409383377186324,0.1760563380281743,2.33812949640288,2.6624326795423015,0.24064854669083638,0.17590154051796242,2.6624326795423015
2021-02,2,2021-04,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1987792957679836,0.5272407732864748,3.0630630630630717,3.085546392666404,0.43923053784057764,0.7017572658646675,3.051849393106274
2021-02,3,2021-05,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2353996731444436,0.1748251748251661,2.872531418312392,2.9552693539257513,0.6743535799950154,0.8764297993588254,2.9235374791913094
2021-02,4,2021-06,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1096452196147376,0.523560209424101,2.765388046387192,2.3918320176611974,0.7839387331414958,1.3986241974740101,2.3929852584618607
2021-02,5,2021-07,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1968849395893575,1.041666666666674,3.3747779751332514,2.1487393338426632,0.9806301083580922,2.434902901028676,2.1390106592656775
2021-02,6,2021-08,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1382354616895536,0.6872852233676952,4.085257548845505,2.2899451152708594,1.1187701127936938,3.119837085586153,2.280202992215656
2021-02,7,2021-09,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,-0.10860713523857,0.1706484641638139,4.915102770330665,2.8638508142128862,1.0101039572686354,3.290340110694527,2.8082470397248738
2021-02,8,2021-10,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1934626120653806,1.0221465076660996,5.798394290811807,2.9073272619498347,1.2033796714355625,4.307298027657428,2.823365320687504
2021-02,9,2021-11,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.3472181788328914,0.1686340640809414,5.976806422836781,3.280727674240792,1.5499964396857402,4.475790064149373,3.1803867371686847
2021-02,10,2021-12,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.166249132218278,0.4208754208754106,6.613047363717604,3.644734185318704,1.7161075310075526,4.89578228168195,3.5366451708150635
2021-02,11,2022-01,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.7046183766110462,4.442581726739303,9.876543209876534,3.0070600836673753,2.4182550721859366,9.242510006630175,2.88700107911976
2021-02,12,2022-02,2021-03-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.6021177939707203,1.2841091492777013,11.091549295774657,3.1977805905547863,3.0185673807752016,10.518444382006189,3.064588013398858
2021-03,0,2021-03,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1519100744195733,0.1760563380281743,2.33812949640288,2.3134620904142373,0.0,0.0,2.3134620904142373
2021-03,1,2021-04,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2235385794545308,0.5272407732864748,3.0630630630630717,2.737227476353749,0.2232891036858935,0.5258557253467051,2.7269328207027304
2021-03,2,2021-05,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1907251721354866,0.1748251748251661,2.872531418312392,2.583195406767878,0.41383262629585754,0.7005282588408629,2.5532975076943645
2021-03,3,2021-06,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.164386159380376,0.523560209424101,2.765388046387192,2.1195684499597003,0.5780838195194645,1.2227226569560476,2.0804418923735284
2021-03,4,2021-07,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0975996378171512,1.041666666666674,3.3747779751332514,1.7405136807931334,0.675635859857566,2.2590013605107133,1.726341696314105
2021-03,5,2021-08,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0569702376125258,0.6872852233676952,4.085257548845505,1.7957691488390777,0.7325898755910266,2.9439355450681903,1.7842954348930251
2021-03,6,2021-09,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0664786130218862,0.1706484641638139,4.915102770330665,2.500657016428937,0.7990464013712852,3.114438570176565,2.4891038524052984
2021-03,7,2021-10,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3756635706815905,1.0221465076660996,5.798394290811807,2.7424420122062068,1.1740061186576571,4.131396487139466,2.6905781721292996
2021-03,8,2021-11,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2694076851790777,0.1686340640809414,5.976806422836781,3.0313490437102057,1.4430515518099076,4.29988852363141,2.967234481679844
2021-03,9,2021-12,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3801984903245061,0.4208754208754106,6.613047363717604,3.616233419825706,1.822529114400651,4.719880741163989,3.5434484266181827
2021-03,10,2022-01,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.5546192556975392,4.442581726739303,9.876543209876534,2.8195866976492434,2.37561602069655,9.066608466112214,2.740501806727078
2021-03,11,2022-02,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1375939909939682,1.2841091492777013,11.091549295774657,2.7717363838345754,2.5131154379006917,10.342542841488228,2.7007365167634103
2021-03,12,2022-03,2021-04-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1950124100502506,1.6640253565768592,12.741652021089632,2.817751427960453,2.7079379455992623,11.992874992936022,2.744935789763536
2021-04,0,2021-04,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.256026468736474,0.5272407732864748,3.0630630630630717,2.785007316596494,0.0,0.0,2.785007316596494
2021-04,1,2021-05,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3229452654722159,0.1748251748251661,2.872531418312392,2.7311314826793636,0.3224249172421004,0.17467253349415784,2.746688295142007
2021-04,2,2021-06,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1672087759771387,0.523560209424101,2.765388046387192,2.260523609087622,0.4894940549820082,0.6968669316093424,2.2758230235031918
2021-04,3,2021-07,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2412976278730854,1.041666666666674,3.3747779751332514,2.0335380447287186,0.7305010275979376,1.733145635164008,2.067360772208265
2021-04,4,2021-08,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1461830080261565,0.6872852233676952,4.085257548845505,2.155077043349919,0.8765772922793416,2.418079819721485,2.2165659103979882
2021-04,5,2021-09,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1387697933072794,0.1706484641638139,4.915102770330665,2.9352132485044944,1.0152508892929297,2.5885828448298596,2.998723407256458
2021-04,6,2021-10,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2401577175243279,1.0221465076660996,5.798394290811807,2.998330151582745,1.2551206890498474,3.605540761792761,3.061879252931783
2021-04,7,2021-11,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2656495384711763,0.1686340640809414,5.976806422836781,3.2871207943179797,1.5204180027856011,3.774032798284706,3.335662659506918
2021-04,8,2021-12,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3292223497608115,0.4208754208754106,6.613047363717604,3.802093747886224,1.8490996022905912,4.194025015817283,3.86116767985911
2021-04,9,2022-01,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3311929663277055,4.442581726739303,9.876543209876534,2.7858441743194953,2.179745332652037,8.540752740765509,2.826773580982311
2021-04,10,2022-02,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2097053632439936,1.2841091492777013,11.091549295774657,2.8136570780481653,2.3892311211189683,9.816687116141523,2.8609941519337467
2021-04,11,2022-03,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.261371252134566,1.6640253565768592,12.741652021089632,2.894071340135588,2.6502613926173297,11.467019267589317,2.948595692678758
2021-04,12,2022-04,2021-05-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2735688355019015,1.7926734216679563,14.160839160839142,2.9213047347807644,2.9234567096454604,13.2438137896633,2.9666091935847585
2021-05,0,2021-05,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.5680138323904842,0.1748251748251661,2.872531418312392,3.2763086393669005,0.0,0.0,3.2763086393669005
2021-05,1,2021-06,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3295399591929197,0.523560209424101,2.765388046387192,2.9528870100600924,0.32899816622597855,0.5221943981151846,2.9696190133901235
2021-05,2,2021-07,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1691241995397761,1.041666666666674,3.3747779751332514,2.66267404535787,0.4979795118357687,1.5584731016698505,2.6857559411641767
2021-05,3,2021-08,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.318447612012265,0.6872852233676952,4.085257548845505,2.997607907405201,0.8159211533228503,2.243407286227327,3.0127562788355573
2021-05,4,2021-09,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1753875208146056,0.1706484641638139,4.915102770330665,3.81522796865596,0.9911550498241892,2.413910311335702,3.838963092733204
2021-05,5,2021-10,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2237009854641974,1.0221465076660996,5.798394290811807,3.8497168119307,1.2146061971580961,3.430868228298603,3.8855761371695765
2021-05,6,2021-11,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4063744271855516,0.1686340640809414,5.976806422836781,4.2594258258454945,1.6201571536307011,3.599360264790548,4.30774055212541
2021-05,7,2021-12,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.427832307434122,0.4208754208754106,6.613047363717604,4.883976309522017,2.047076860655423,4.019352482323126,4.9412306523420435
2021-05,8,2022-01,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.404590192973875,4.442581726739303,9.876543209876534,3.9085474613559703,2.450850788453226,8.366080207271349,3.972084900318576
2021-05,9,2022-02,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4718775506230526,1.2841091492777013,11.091549295774657,4.206247789088126,2.9216184870213358,9.642014582647365,4.278792613392225
2021-05,10,2022-03,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.259245192039186,1.6640253565768592,12.741652021089632,4.274590912099845,3.180528218364614,11.292346734095156,4.3653884884173735
2021-05,11,2022-04,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2454866559942169,1.7926734216679563,14.160839160839142,3.9682684649061897,3.425714048092452,13.069141256169143,4.0728769494233426
2021-05,12,2022-05,2021-06-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.22755106120051,1.7611026033690802,15.968586387434565,3.6162944778651465,3.653006603945862,14.814916143856053,3.7205488210089994
2021-06,0,2021-06,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3296679179291987,0.523560209424101,2.765388046387192,2.5671716627536876,0.0,0.0,2.5671716627536876
2021-06,1,2021-07,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3519246908968369,1.041666666666674,3.3747779751332514,2.4632852090375117,0.3513068850065438,1.0362787035546657,2.4710787737164983
2021-06,2,2021-08,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.232683752395745,0.6872852233676952,4.085257548845505,2.6895054306111836,0.5837203479576931,1.7212128881121427,2.709512324927582
2021-06,3,2021-09,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2853995227962088,0.1706484641638139,4.915102770330665,3.6080756567122356,0.8687133795481503,1.8917159132205172,3.646986618072697
2021-06,4,2021-10,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2733854267755409,1.0221465076660996,5.798394290811807,3.7044177992191973,1.1417257880628755,2.9086738301834183,3.744918035126817
2021-06,5,2021-11,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3079520120984753,0.1686340640809414,5.976806422836781,4.03206781133703,1.4492045991916105,3.077165866675363,4.064402597665904
2021-06,6,2021-12,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3878558072471826,0.4208754208754106,6.613047363717604,4.623506156954958,1.8363101850285624,3.49715808420794,4.654739177850407
2021-06,7,2022-01,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4890226507951355,4.442581726739303,9.876543209876534,3.679653453253821,2.3241410040310426,7.8438858091561645,3.775432962883936
2021-06,8,2022-02,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3823269239803938,1.2841091492777013,11.091549295774657,3.883710775229014,2.705738916175643,9.119820184532179,3.9887926329029586
2021-06,9,2022-03,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4461758006834242,1.6640253565768592,12.741652021089632,4.154667610413062,3.1509223034774254,10.770152335979972,4.26919293827518
2021-06,10,2022-04,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.201964058366647,1.7926734216679563,14.160839160839142,3.817653604425497,3.352682688624742,12.546946858053959,3.9318083618617723
2021-06,11,2022-05,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2511040242459641,1.7611026033690802,15.968586387434565,3.869169931687281,3.6034719734878093,14.292721745740868,4.010947993463127
2021-06,12,2022-06,2021-07-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2568414965349423,1.5801354401805856,17.187499999999993,3.79377428754437,3.8599841959388543,15.860503017663849,3.935449436701389
2021-07,0,2021-07,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.6445519678863136,1.041666666666674,3.3747779751332514,2.9684936651910006,0.0,0.0,2.9684936651910006
2021-07,1,2021-08,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2982620784180064,0.6872852233676952,4.085257548845505,3.2796840823273388,0.297818159556264,0.6849341845574768,3.275609634512513
2021-07,2,2021-09,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2109015125860248,0.1706484641638139,4.915102770330665,4.126992217113294,0.5084975871012233,0.8554372096658516,4.140831375327976
2021-07,3,2021-10,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2695181352482425,1.0221465076660996,5.798394290811807,4.221613398319885,0.7776531735004933,1.8723951266287528,4.235209160152224
2021-07,4,2021-11,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1921404438354052,0.1686340640809414,5.976806422836781,4.427873329840632,0.9696092636926122,2.0408871631206975,4.435487153665305
2021-07,5,2021-12,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3019569573653957,0.4208754208754106,6.613047363717604,4.919055851270478,1.2711112466919088,2.4608793806532745,4.938059602526736
2021-07,6,2022-01,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3724891255239509,4.442581726739303,9.876543209876534,3.9122019172598352,1.6429083494134453,6.807607105601498,3.935702483411591
2021-07,7,2022-02,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3088869516849843,1.2841091492777013,11.091549295774657,4.0569049504357535,1.9513192254589091,8.083541480977512,4.073195696830396
2021-07,8,2022-03,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3411713889417898,1.6640253565768592,12.741652021089632,4.221370163943594,2.2919099451609326,9.733873632425304,4.244734202481286
2021-07,9,2022-04,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.263830554161844,1.7926734216679563,14.160839160839142,3.947855745255459,2.5553930774521003,11.51066815449929,3.971583083763211
2021-07,10,2022-05,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2241961812951904,1.7611026033690802,15.968586387434565,3.993890263476385,2.7793383141109578,13.2564430421862,4.0228253164516
2021-07,11,2022-06,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2490953151965242,1.5801354401805856,17.187499999999993,3.708887600377885,3.0281239011661185,14.82422431410918,3.738806190106959
2021-07,12,2022-07,2021-08-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2117687122366168,1.333333333333342,17.525773195876276,3.2629273458196306,3.2396686995292834,16.148746989111253,3.292717282140109
2021-08,0,2021-08,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2245033523586543,0.6872852233676952,4.085257548845505,3.606857817180742,0.0,0.0,3.606857817180742
2021-08,1,2021-09,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3358490032206289,0.1706484641638139,4.915102770330665,4.605118667469048,0.33528629001494925,0.17050302510837467,4.605118667469048
2021-08,2,2021-10,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4491243044898865,1.0221465076660996,5.798394290811807,4.887459264017332,0.7834050409664839,1.1874609420712758,4.887459264017332
2021-08,3,2021-11,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2883235200434519,0.1686340640809414,5.976806422836781,5.189874478651489,1.071313705974012,1.3559529785632205,5.189874478651488
2021-08,4,2021-12,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2969741670251781,0.4208754208754106,6.613047363717604,5.694370173585595,1.3678477758211167,1.7759451960957975,5.690826489073254
2021-08,5,2022-01,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3478254037892225,4.442581726739303,9.876543209876534,4.659065508458413,1.715069666096725,6.122672921044022,4.655556535285014
2021-08,6,2022-02,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3746516813005334,1.2841091492777013,11.091549295774657,4.866223209735801,2.0890212759937805,7.398607296420036,4.862707291050201
2021-08,7,2022-03,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4917593631766928,1.6640253565768592,12.741652021089632,5.196707210738002,2.5795754522787857,9.048939447867829,5.193180211698413
2021-08,8,2022-04,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3645740923061052,1.7926734216679563,14.160839160839142,5.026484701093813,2.943486584073908,10.825733969941814,5.022963409216017
2021-08,9,2022-05,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4594103386711691,1.7611026033690802,15.968586387434565,5.324852871985733,3.401844854425193,12.571508857628725,5.321321576522465
2021-08,10,2022-06,2021-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3644300652605536,1.5801354401805856,17.187499999999993,5.158122217136203,3.7656124822497192,14.139290129551704,5.154596511761018
