edge,horizon,model,forecast,target_period,actual,convention,policy
2010-12,1,QRF_MEDIAN,0.4694835680751019,2011-01,0.6417112299465177,realtime,full
2010-12,1,QRF_MEAN,0.6348414382824235,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW1,0.5347753801003384,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW2,0.4735946777349676,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW3,0.5858064481312445,2011-01,0.6417112299465177,realtime,full
2010-12,2,QRF_MEDIAN,0.2392344497607723,2011-02,0.1062699256110688,realtime,full
2010-12,2,QRF_MEAN,0.3392978461945957,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW1,0.23683836137505423,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW2,0.21950024509816696,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW3,0.24849704435953562,2011-02,0.1062699256110688,realtime,full
2010-12,3,QRF_MEDIAN,0.2202643171806295,2011-03,0.1061571125265281,realtime,full
2010-12,3,QRF_MEAN,0.20465824432783847,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW1,0.22078411497927625,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW2,0.1932459137881426,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW3,0.21345136874565004,2011-03,0.1061571125265281,realtime,full
2010-12,4,QRF_MEDIAN,0.21586672879776447,2011-04,0.212089077412525,realtime,full
2010-12,4,QRF_MEAN,0.18792363057035366,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW1,0.18916797506431346,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW2,0.1914868784349966,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW3,0.18318435790178544,2011-04,0.212089077412525,realtime,full
2010-12,5,QRF_MEDIAN,0.2176278563656097,2011-05,0.5291005291005346,realtime,full
2010-12,5,QRF_MEAN,0.2840158704072748,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW1,0.2267552844573117,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW2,0.1940693142205218,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW3,0.23301025757507396,2011-05,0.5291005291005346,realtime,full
2010-12,6,QRF_MEDIAN,0.0,2011-06,-0.1052631578947305,realtime,full
2010-12,6,QRF_MEAN,0.017723503043433668,2011-06,-0.1052631578947305,realtime,full
