edge,horizon,model,actual,original,target_period,corrected,calibration_status
2010-12,1,QRF_MEDIAN,0.6417112299465177,0.4694835680751019,2011-01,0.4694835680751019,fixed_insufficient_history
2010-12,1,QRF_MEAN,0.6417112299465177,0.6348414382824235,2011-01,0.6348414382824235,fixed_insufficient_history
2010-12,1,TVW1,0.6417112299465177,0.6105623712941083,2011-01,0.5347753801003384,fixed_insufficient_history
2010-12,1,TVW2,0.6417112299465177,0.5210148712844553,2011-01,0.4735946777349676,fixed_insufficient_history
2010-12,1,TVW3,0.6417112299465177,0.668002579005609,2011-01,0.5858064481312445,fixed_insufficient_history
2010-12,2,QRF_MEDIAN,0.1062699256110688,0.2392344497607723,2011-02,0.2392344497607723,fixed_insufficient_history
2010-12,2,QRF_MEAN,0.1062699256110688,0.3392978461945957,2011-02,0.3392978461945957,fixed_insufficient_history
2010-12,2,TVW1,0.1062699256110688,0.2834872071343497,2011-02,0.23683836137505423,fixed_insufficient_history
2010-12,2,TVW2,0.1062699256110688,0.25360830778899457,2011-02,0.21950024509816696,fixed_insufficient_history
2010-12,2,TVW3,0.1062699256110688,0.3371678046382724,2011-02,0.24849704435953562,fixed_insufficient_history
2010-12,3,QRF_MEDIAN,0.1061571125265281,0.2202643171806295,2011-03,0.2202643171806295,fixed_insufficient_history
2010-12,3,QRF_MEAN,0.1061571125265281,0.20465824432783847,2011-03,0.20465824432783847,fixed_insufficient_history
2010-12,3,TVW1,0.1061571125265281,0.26509687731472553,2011-03,0.22078411497927625,fixed_insufficient_history
2010-12,3,TVW2,0.1061571125265281,0.20626621104204323,2011-03,0.1932459137881426,fixed_insufficient_history
2010-12,3,TVW3,0.1061571125265281,0.23970743197587976,2011-03,0.21345136874565004,fixed_insufficient_history
2010-12,4,QRF_MEDIAN,0.212089077412525,0.21586672879776447,2011-04,0.21586672879776447,fixed_insufficient_history
2010-12,4,QRF_MEAN,0.212089077412525,0.18792363057035366,2011-04,0.18792363057035366,fixed_insufficient_history
2010-12,4,TVW1,0.212089077412525,0.2411648929593602,2011-04,0.18916797506431346,fixed_insufficient_history
2010-12,4,TVW2,0.212089077412525,0.22653360740696019,2011-04,0.1914868784349966,fixed_insufficient_history
2010-12,4,TVW3,0.212089077412525,0.28830392701314417,2011-04,0.18318435790178544,fixed_insufficient_history
2010-12,5,QRF_MEDIAN,0.5291005291005346,0.2176278563656097,2011-05,0.2176278563656097,fixed_insufficient_history
2010-12,5,QRF_MEAN,0.5291005291005346,0.2840158704072748,2011-05,0.2840158704072748,fixed_insufficient_history
2010-12,5,TVW1,0.5291005291005346,0.2577666215643241,2011-05,0.2267552844573117,fixed_insufficient_history
2010-12,5,TVW2,0.5291005291005346,0.22974203811194774,2011-05,0.1940693142205218,fixed_insufficient_history
2010-12,5,TVW3,0.5291005291005346,0.2833332302304963,2011-05,0.23301025757507396,fixed_insufficient_history
2010-12,6,QRF_MEDIAN,-0.1052631578947305,0.0,2011-06,0.0,fixed_insufficient_history
2010-12,6,QRF_MEAN,-0.1052631578947305,0.017723503043433668,2011-06,0.017723503043433668,fixed_insufficient_history
2010-12,6,TVW1,-0.1052631578947305,0.049750646190578326,2011-06,0.0003263749644899653,fixed_insufficient_history
2010-12,6,TVW2,-0.1052631578947305,0.0047470920764403,2011-06,-0.029155057169497615,fixed_insufficient_history
2010-12,6,TVW3,-0.1052631578947305,0.07639787661105822,2011-06,-0.0025872963599507413,fixed_insufficient_history
2010-12,7,QRF_MEDIAN,0.2107481559536328,0.0,2011-07,0.0,fixed_insufficient_history
2010-12,7,QRF_MEAN,0.2107481559536328,0.06837802252471939,2011-07,0.06837802252471939,fixed_insufficient_history
2010-12,7,TVW1,0.2107481559536328,0.0893802129770571,2011-07,0.030185853120316963,fixed_insufficient_history
2010-12,7,TVW2,0.2107481559536328,0.044578124743535764,2011-07,0.0012447523559344434,fixed_insufficient_history
2010-12,7,TVW3,0.2107481559536328,0.16194722340487072,2011-07,0.03852609873689573,fixed_insufficient_history
2010-12,8,QRF_MEDIAN,-0.2103049421661285,0.1074113856068814,2011-08,0.1074113856068814,fixed_insufficient_history
2010-12,8,QRF_MEAN,-0.2103049421661285,0.20874094419224742,2011-08,0.20874094419224742,fixed_insufficient_history
2010-12,8,TVW1,-0.2103049421661285,0.1772500023770828,2011-08,0.1250290623318273,fixed_insufficient_history
2010-12,8,TVW2,-0.2103049421661285,0.13935009641143015,2011-08,0.1152537108692608,fixed_insufficient_history
2010-12,8,TVW3,-0.2103049421661285,0.2709003067832904,2011-08,0.1377332515419183,fixed_insufficient_history
2010-12,9,QRF_MEDIAN,-0.2107481559536439,0.0,2011-09,0.0,fixed_insufficient_history
2010-12,9,QRF_MEAN,-0.2107481559536439,0.09924820635821559,2011-09,0.09924820635821559,fixed_insufficient_history
2010-12,9,TVW1,-0.2107481559536439,0.12849835095368303,2011-09,0.0562646117714009,fixed_insufficient_history
2010-12,9,TVW2,-0.2107481559536439,0.07465851929994748,2011-09,0.037421109204532864,fixed_insufficient_history
2010-12,9,TVW3,-0.2107481559536439,0.13303690409662433,2011-09,0.06347130346468642,fixed_insufficient_history
2010-12,10,QRF_MEDIAN,0.2111932418162654,0.2409638554216941,2011-10,0.2409638554216941,fixed_insufficient_history
2010-12,10,QRF_MEAN,0.2111932418162654,0.3744921812635047,2011-10,0.3744921812635047,fixed_insufficient_history
2010-12,10,TVW1,0.2111932418162654,0.2986611426743657,2011-10,0.24730019953391594,fixed_insufficient_history
2010-12,10,TVW2,0.2111932418162654,0.2805052199592417,2011-10,0.2344753005116007,fixed_insufficient_history
2010-12,10,TVW3,0.2111932418162654,0.35804573636203174,2011-10,0.282009557894268,fixed_insufficient_history
2010-12,11,QRF_MEDIAN,0.4214963119072656,0.2534854245880735,2011-11,0.2534854245880735,fixed_insufficient_history
2010-12,11,QRF_MEAN,0.4214963119072656,0.5153390353750925,2011-11,0.5153390353750925,fixed_insufficient_history
2010-12,11,TVW1,0.4214963119072656,0.4002398177895791,2011-11,0.35307618089156423,fixed_insufficient_history
2010-12,11,TVW2,0.4214963119072656,0.31341778777150087,2011-11,0.30076162176110305,fixed_insufficient_history
2010-12,11,TVW3,0.4214963119072656,0.42096846038973823,2011-11,0.4046438592285914,fixed_insufficient_history
2010-12,12,QRF_MEDIAN,0.4197271773347388,0.2176278563656097,2011-12,0.2176278563656097,fixed_insufficient_history
2010-12,12,QRF_MEAN,0.4197271773347388,0.32850829737842435,2011-12,0.32850829737842435,fixed_insufficient_history
2010-12,12,TVW1,0.4197271773347388,0.2244734274343862,2011-12,0.2267552844573117,fixed_insufficient_history
2010-12,12,TVW2,0.4197271773347388,0.22823111805077595,2011-12,0.19293612417464293,fixed_insufficient_history
2010-12,12,TVW3,0.4197271773347388,0.22990733174745567,2011-12,0.24686278394490255,fixed_insufficient_history
2010-12,13,QRF_MEDIAN,1.7763845350052376,0.3329633740288606,2012-01,0.3329633740288606,fixed_insufficient_history
2010-12,13,QRF_MEAN,1.7763845350052376,0.5842699954383337,2012-01,0.5842699954383337,fixed_insufficient_history
2010-12,13,TVW1,1.7763845350052376,0.3264220645873905,2012-01,0.4130318611812633,fixed_insufficient_history
2010-12,13,TVW2,1.7763845350052376,0.32755221322597894,2012-01,0.3859759551107178,fixed_insufficient_history
2010-12,13,TVW3,1.7763845350052376,0.34286446104750284,2012-01,0.47254642565905125,fixed_insufficient_history
2011-01,1,QRF_MEDIAN,0.1062699256110688,0.1209189842805269,2011-02,0.1209189842805269,fixed_insufficient_history
2011-01,1,QRF_MEAN,0.1062699256110688,0.12623883469073413,2011-02,0.12623883469073413,fixed_insufficient_history
2011-01,1,TVW1,0.1062699256110688,0.120471899510024,2011-02,0.1203228712531897,fixed_insufficient_history
2011-01,1,TVW2,0.1062699256110688,0.1320403079988375,2011-02,0.12441322108863283,fixed_insufficient_history
2011-01,1,TVW3,0.1062699256110688,0.10363834904667989,2011-02,0.11867947908773667,fixed_insufficient_history
2011-01,2,QRF_MEDIAN,0.1061571125265281,0.216216216216214,2011-03,0.216216216216214,fixed_insufficient_history
2011-01,2,QRF_MEAN,0.1061571125265281,0.2169410094485644,2011-03,0.2169410094485644,fixed_insufficient_history
2011-01,2,TVW1,0.1061571125265281,0.24307920407987152,2011-03,0.21889500119588234,fixed_insufficient_history
2011-01,2,TVW2,0.1061571125265281,0.2199681327601244,2011-03,0.1865977211917147,fixed_insufficient_history
2011-01,2,TVW3,0.1061571125265281,0.24227346675354328,2011-03,0.21606912569742634,fixed_insufficient_history
2011-01,3,QRF_MEDIAN,0.212089077412525,0.4513885352912972,2011-04,0.4513885352912972,fixed_insufficient_history
2011-01,3,QRF_MEAN,0.212089077412525,0.5264313560077923,2011-04,0.5264313560077923,fixed_insufficient_history
2011-01,3,TVW1,0.212089077412525,0.47525212913431353,2011-04,0.43383457338002823,fixed_insufficient_history
2011-01,3,TVW2,0.212089077412525,0.4679925579274208,2011-04,0.42907631239513094,fixed_insufficient_history
2011-01,3,TVW3,0.212089077412525,0.5142283756862147,2011-04,0.46651956245320336,fixed_insufficient_history
2011-01,4,QRF_MEDIAN,0.5291005291005346,0.3337041156840969,2011-05,0.3337041156840969,fixed_insufficient_history
2011-01,4,QRF_MEAN,0.5291005291005346,0.35658012902062547,2011-05,0.35658012902062547,fixed_insufficient_history
2011-01,4,TVW1,0.5291005291005346,0.3412989612614568,2011-05,0.2990977629464852,fixed_insufficient_history
2011-01,4,TVW2,0.5291005291005346,0.3471148667853318,2011-05,0.31308640661864784,fixed_insufficient_history
2011-01,4,TVW3,0.5291005291005346,0.3464965954008862,2011-05,0.3058152682803398,fixed_insufficient_history
2011-01,5,QRF_MEDIAN,-0.1052631578947305,0.357995226730301,2011-06,0.357995226730301,fixed_insufficient_history
2011-01,5,QRF_MEAN,-0.1052631578947305,0.4224309136395619,2011-06,0.4224309136395619,fixed_insufficient_history
2011-01,5,TVW1,-0.1052631578947305,0.38785393236288707,2011-06,0.34675208151501674,fixed_insufficient_history
2011-01,5,TVW2,-0.1052631578947305,0.3904434085032004,2011-06,0.36242321665084665,fixed_insufficient_history
2011-01,5,TVW3,-0.1052631578947305,0.41073121481203945,2011-06,0.3538421481916759,fixed_insufficient_history
2011-01,6,QRF_MEDIAN,0.2107481559536328,0.0,2011-07,0.0,fixed_insufficient_history
