metric,h,sample,model,n,rmse,mae,bias
headline_yy,6,full,PRESS_ULC_R23B,81,2.2853419771613006,1.530541968570849,-0.8205786932263309
headline_yy,6,full,PRESS_DOMESTIC_R23B,81,2.2794819738062144,1.5159187706972332,-0.7988906571523784
headline_yy,6,full,PRESS_MOMENTUM_R23B,81,2.2587068181108987,1.4905308297650641,-0.6917322554267642
headline_yy,6,full,PRESS_JOINT_R23B,81,2.2719128874476837,1.5219372457728189,-0.7863874354787985
headline_yy,6,full,PRESS_SIGNED_R23B,81,2.2795054532038885,1.5214509638466531,-0.7944767834992953
headline_yy,6,full,PRESS_LEVELS_R23B,81,2.2992714961269995,1.5553957558103142,-0.7382228044679001
headline_yy,6,origins_2024plus,STATE_FAST_R15,25,0.5357843828577382,0.40512388334604266,0.20571164892072513
headline_yy,6,origins_2024plus,STABLE_LOCAL_CORE_R14B,25,0.46673464962254085,0.32608283357619144,0.18621887644095936
headline_yy,6,origins_2024plus,DAMPED_P95_Q001_R16,25,0.5159368686757626,0.3682964745998784,0.03855093019026587
headline_yy,6,origins_2024plus,CORE_FEEDBACK_R21,25,0.5488817291729015,0.39344832478919256,0.0950366801001338
headline_yy,6,origins_2024plus,PRESS_ULC_R23B,25,0.6794663791176055,0.5366135415307217,0.2787620634356801
headline_yy,6,origins_2024plus,PRESS_DOMESTIC_R23B,25,0.6818669160295382,0.5377283021219837,0.28659907938662826
headline_yy,6,origins_2024plus,PRESS_MOMENTUM_R23B,25,0.5251471590913106,0.4024142693269278,0.18229474725311634
headline_yy,6,origins_2024plus,PRESS_JOINT_R23B,25,0.6586454173489247,0.5047082974961378,0.20768880926396613
headline_yy,6,origins_2024plus,PRESS_SIGNED_R23B,25,0.6334343747401829,0.4899962811201997,0.19961957722404935
headline_yy,6,origins_2024plus,PRESS_LEVELS_R23B,25,0.7189642156033658,0.5831710269831127,0.3451970613754321
headline_yy,12,full,STATE_FAST_R15,75,4.869472205001029,3.0264336489400625,-1.6393559194623943
headline_yy,12,full,STABLE_LOCAL_CORE_R14B,75,5.397208838300782,3.3702160589936043,-1.6354642795914578
headline_yy,12,full,DAMPED_P95_Q001_R16,75,4.810145946520235,3.0035900676131853,-1.582534133354861
headline_yy,12,full,CORE_FEEDBACK_R21,75,4.810479827390977,2.9911896324446663,-1.6332167995554274
headline_yy,12,full,PRESS_ULC_R23B,75,4.836672738407749,2.9818298904335463,-1.729633762719245
headline_yy,12,full,PRESS_DOMESTIC_R23B,75,4.84902711606889,3.0086681356746436,-1.7081617854769688
headline_yy,12,full,PRESS_MOMENTUM_R23B,75,4.829063384081071,3.0160066696468273,-1.5721759078370245
headline_yy,12,full,PRESS_JOINT_R23B,75,4.822676992757503,2.9827138719216864,-1.690352762766481
headline_yy,12,full,PRESS_SIGNED_R23B,75,4.844112861200119,2.9938416558429384,-1.6942133510836643
headline_yy,12,full,PRESS_LEVELS_R23B,75,4.867334727124516,3.040975463308035,-1.6464948298626592
headline_yy,12,origins_2024plus,STATE_FAST_R15,19,0.8579638828422467,0.7435036938746832,0.5699470690098746
headline_yy,12,origins_2024plus,STABLE_LOCAL_CORE_R14B,19,0.7076852773291332,0.5576900611391219,0.4935375467580544
headline_yy,12,origins_2024plus,DAMPED_P95_Q001_R16,19,0.7158989707447333,0.6074881598966505,0.04295093746202474
headline_yy,12,origins_2024plus,CORE_FEEDBACK_R21,19,0.8003624311884685,0.6866650034564103,0.3568891702128041
headline_yy,12,origins_2024plus,PRESS_ULC_R23B,19,0.9598731036529308,0.8493219715132628,0.5982927124984542
headline_yy,12,origins_2024plus,PRESS_DOMESTIC_R23B,19,0.9577567945102087,0.846121933916805,0.6027120215295728
headline_yy,12,origins_2024plus,PRESS_MOMENTUM_R23B,19,0.8486336404980156,0.7337468312815372,0.5601902064167286
headline_yy,12,origins_2024plus,PRESS_JOINT_R23B,19,0.9181028967659256,0.8010592819232129,0.5269360197745009
headline_yy,12,origins_2024plus,PRESS_SIGNED_R23B,19,0.916220852458932,0.8096819539676122,0.5366254243897445
headline_yy,12,origins_2024plus,PRESS_LEVELS_R23B,19,1.0006011200982508,0.869996863461862,0.6676349251158304
core_cumulative_log,3,full,STATE_FAST_R15,84,0.8213825884343018,0.6118143485368274,-0.006841261747163983
core_cumulative_log,3,full,STABLE_LOCAL_CORE_R14B,84,1.0453943968556547,0.755742828039839,-0.007760952220562929
core_cumulative_log,3,full,DAMPED_P95_Q001_R16,84,0.8540597587008443,0.626965564601989,-0.0029138750769926855
core_cumulative_log,3,full,CORE_FEEDBACK_R21,84,0.8302972922153962,0.6096410059520866,-0.008954693765311935
core_cumulative_log,3,full,PRESS_ULC_R23B,84,0.7857009483330433,0.5846536929275783,-0.03921740377132753
core_cumulative_log,3,full,PRESS_DOMESTIC_R23B,84,0.7967324254009307,0.5912339147894317,-0.031177848838781306
core_cumulative_log,3,full,PRESS_MOMENTUM_R23B,84,0.8218836285803122,0.6153045434988338,0.035196938485385465
core_cumulative_log,3,full,PRESS_JOINT_R23B,84,0.7910888941003379,0.5675954074408388,-0.01932618071077925
core_cumulative_log,3,full,PRESS_SIGNED_R23B,84,0.8070574403588321,0.5849714636721919,-0.031330071755586726
core_cumulative_log,3,full,PRESS_LEVELS_R23B,84,0.8136200761135761,0.6077595578243912,-0.004508074620125059
core_cumulative_log,3,origins_2024plus,STATE_FAST_R15,28,0.293924769947105,0.24839172841230872,-0.013764320365533421
core_cumulative_log,3,origins_2024plus,STABLE_LOCAL_CORE_R14B,28,0.23104974313868976,0.18019836480784504,-0.035423441120236945
core_cumulative_log,3,origins_2024plus,DAMPED_P95_Q001_R16,28,0.30558697135433216,0.25800508229235164,-0.1283875783201335
core_cumulative_log,3,origins_2024plus,CORE_FEEDBACK_R21,28,0.32250807020108724,0.28400049376658226,-0.1176685725677605
core_cumulative_log,3,origins_2024plus,PRESS_ULC_R23B,28,0.32298912238783584,0.2811358304728379,0.04446822915322879
core_cumulative_log,3,origins_2024plus,PRESS_DOMESTIC_R23B,28,0.323003289149847,0.28075655975651775,0.04708127262735302
core_cumulative_log,3,origins_2024plus,PRESS_MOMENTUM_R23B,28,0.3229135333842497,0.26369951212999776,-0.05582332065043162
core_cumulative_log,3,origins_2024plus,PRESS_JOINT_R23B,28,0.3243234097646234,0.2846554588832163,-0.003878359117414596
core_cumulative_log,3,origins_2024plus,PRESS_SIGNED_R23B,28,0.3259666178564151,0.28168970235731583,-0.029103124240219453
core_cumulative_log,3,origins_2024plus,PRESS_LEVELS_R23B,28,0.32365854000324445,0.2840430435252958,0.04476538038596766
core_cumulative_log,6,full,STATE_FAST_R15,81,1.7578133542553755,1.2704829448666362,-0.016502323148481227
core_cumulative_log,6,full,STABLE_LOCAL_CORE_R14B,81,2.2186931029208434,1.5513898144143379,-0.011012501583214153
core_cumulative_log,6,full,DAMPED_P95_Q001_R16,81,1.867288297104576,1.3247815340561138,-0.00235141760781411
core_cumulative_log,6,full,CORE_FEEDBACK_R21,81,1.787151738294919,1.2685890715449675,-0.02079466851645532
core_cumulative_log,6,full,PRESS_ULC_R23B,81,1.628732616503805,1.15254602703351,-0.12915772988473745
core_cumulative_log,6,full,PRESS_DOMESTIC_R23B,81,1.6979765049103575,1.1930656592294682,-0.09351690155485565
core_cumulative_log,6,full,PRESS_MOMENTUM_R23B,81,1.784257956824621,1.282549809842021,0.07665844120387919
core_cumulative_log,6,full,PRESS_JOINT_R23B,81,1.6914914202540376,1.1895103605613833,-0.08287997322598573
core_cumulative_log,6,full,PRESS_SIGNED_R23B,81,1.7243488062403554,1.2182823793457527,-0.0984687583938918
core_cumulative_log,6,full,PRESS_LEVELS_R23B,81,1.740550812928763,1.258507293091086,0.01252321511569096
core_cumulative_log,6,origins_2024plus,STATE_FAST_R15,25,0.3938743006936503,0.3356366658815446,-0.05830634374332721
core_cumulative_log,6,origins_2024plus,STABLE_LOCAL_CORE_R14B,25,0.2777697368437639,0.2335218589910712,-0.09424221069874747
core_cumulative_log,6,origins_2024plus,DAMPED_P95_Q001_R16,25,0.5052411534705303,0.41030567335927876,-0.36535296571255693
core_cumulative_log,6,origins_2024plus,CORE_FEEDBACK_R21,25,0.4739264336070374,0.40069835529036774,-0.26114419253662247
core_cumulative_log,6,origins_2024plus,PRESS_ULC_R23B,25,0.512257040794551,0.4045020401645873,0.08082874409789119
core_cumulative_log,6,origins_2024plus,PRESS_DOMESTIC_R23B,25,0.5100551865475975,0.4065790430891482,0.09512342360796416
core_cumulative_log,6,origins_2024plus,PRESS_MOMENTUM_R23B,25,0.43015193154108444,0.3539965023790736,-0.1017414293372439
core_cumulative_log,6,origins_2024plus,PRESS_JOINT_R23B,25,0.5142160951431675,0.4131597938976995,-0.04988610679839905
core_cumulative_log,6,origins_2024plus,PRESS_SIGNED_R23B,25,0.5084582650514167,0.4066258114970168,-0.06512214841866189
core_cumulative_log,6,origins_2024plus,PRESS_LEVELS_R23B,25,0.5535952938012939,0.4528580377196329,0.2024906805575013
core_cumulative_log,12,full,STATE_FAST_R15,75,4.278484676610996,3.045111518494906,0.004065149672115821
core_cumulative_log,12,full,STABLE_LOCAL_CORE_R14B,75,5.014212105585778,3.5378303817904864,0.012725816570060135
core_cumulative_log,12,full,DAMPED_P95_Q001_R16,75,4.658799633866294,3.3391249091081554,0.06967906016914174
core_cumulative_log,12,full,CORE_FEEDBACK_R21,75,4.37051695964413,3.085122583665265,0.0017759099114898192
core_cumulative_log,12,full,PRESS_ULC_R23B,75,4.12268801532808,2.8619244399890484,-0.14920521781606916
core_cumulative_log,12,full,PRESS_DOMESTIC_R23B,75,4.196349695356946,2.903327520550829,-0.11348097752561524
core_cumulative_log,12,full,PRESS_MOMENTUM_R23B,75,4.328811994842628,3.0882126326573482,0.11458713576617557
core_cumulative_log,12,full,PRESS_JOINT_R23B,75,4.212781296265987,2.924718858605775,-0.08872208729449035
core_cumulative_log,12,full,PRESS_SIGNED_R23B,75,4.253250432809182,2.9465611734615025,-0.09609107799914038
core_cumulative_log,12,full,PRESS_LEVELS_R23B,75,4.246943555284942,2.969371922641341,-0.004652580509186072
core_cumulative_log,12,origins_2024plus,STATE_FAST_R15,19,0.586464779452992,0.501141098515128,-0.04257736171658057
core_cumulative_log,12,origins_2024plus,STABLE_LOCAL_CORE_R14B,19,0.46942527007497536,0.41592356947431414,-0.1840189299929348
core_cumulative_log,12,origins_2024plus,DAMPED_P95_Q001_R16,19,1.1568758495675375,1.0288173829451974,-1.0094166502320414
core_cumulative_log,12,origins_2024plus,CORE_FEEDBACK_R21,19,0.7485090997900434,0.6124369553933995,-0.4323192861163989
core_cumulative_log,12,origins_2024plus,PRESS_ULC_R23B,19,0.602611944990237,0.4481008995646285,0.015748300391489625
core_cumulative_log,12,origins_2024plus,PRESS_DOMESTIC_R23B,19,0.5986512069193386,0.44707219852293345,0.02363134853967079
core_cumulative_log,12,origins_2024plus,PRESS_MOMENTUM_R23B,19,0.5957949479983761,0.5154722533888179,-0.06061684041840354
core_cumulative_log,12,origins_2024plus,PRESS_JOINT_R23B,19,0.6206129247962406,0.4811706538240945,-0.11478510869523263
core_cumulative_log,12,origins_2024plus,PRESS_SIGNED_R23B,19,0.6141637909344946,0.49706127533363853,-0.09746320052443988
core_cumulative_log,12,origins_2024plus,PRESS_LEVELS_R23B,19,0.6254448836858686,0.4493182827491744,0.14242407220579423
