model,n,corr_applied,corr_level_part,corr_deviation_part,mean_abs_level_part,mean_abs_deviation_part,rmse_fast_full,rmse_delivered_full,rmse_deviation_part_only_full,rmse_level_part_only_full,mean_level_part_full,mean_deviation_part_full,rmse_fast_origins_2024plus,rmse_delivered_origins_2024plus,rmse_deviation_part_only_origins_2024plus,rmse_level_part_only_origins_2024plus,mean_level_part_origins_2024plus,mean_deviation_part_origins_2024plus
PRESS_ULC_R23B,84,0.42379580013650664,-0.5729243699827267,0.46953611323963707,0.09099101489691812,0.3098277722400386,1.7578133542553755,1.628732616503805,1.6030279271624472,1.8096761217751187,0.09382102874845018,-0.2064764354847064,0.3938743006936503,0.512257040794551,0.5222565589500106,0.40466802208092795,0.11101121439892372,0.02812387344229453
PRESS_DOMESTIC_R23B,84,0.26506311322329523,-0.3705154732028597,0.29006899423935584,0.05109362680205942,0.2573947084291084,1.7578133542553755,1.6979765049103575,1.688652180558815,1.784685179056307,0.05210413816743049,-0.12911871657380491,0.3938743006936503,0.5100551865475975,0.5169171195168467,0.3969289811911087,0.06848208535171792,0.08494768199957341
PRESS_MOMENTUM_R23B,84,0.03225290148163887,-0.213645753908234,0.04330781613501915,0.01525177399919608,0.17942985361820632,1.7578133542553755,1.784257956824621,1.7814206339432985,1.7621336870839213,-0.012637042411868325,0.1057978067642288,0.3938743006936503,0.43015193154108444,0.417716231178661,0.4051418861246255,-0.025722993877232963,-0.017712091716683743
PRESS_JOINT_R23B,84,0.27743347159016685,-0.5894893093223529,0.3343540970279818,0.06600385444928925,0.35529307872354876,1.7578133542553755,1.6914914202540376,1.6625210485289361,1.8033911003044367,0.06669441894286382,-0.1330720690203683,0.3938743006936503,0.5142160951431675,0.5346669942936919,0.3974634092432274,0.027429509673862103,-0.01900927272893405
PRESS_SIGNED_R23B,84,0.21890067519661704,-0.4758524517018465,0.255378327037843,0.04277465068420409,0.3139046628803259,1.7578133542553755,1.7243488062403554,1.7098660132541086,1.7887948681484842,0.04347526028108836,-0.125441695526499,0.3938743006936503,0.5084582650514167,0.5307284765627384,0.40009080479600906,0.02817582017200983,-0.03499162484734466
PRESS_LEVELS_R23B,84,0.14323267772612205,-0.3462256786988417,0.2076532572039966,0.06590175481768284,0.1979218656040363,1.7578133542553755,1.740550812928763,1.7201607980723528,1.7858800206745218,0.06741245818916373,-0.038386919924991526,0.3938743006936503,0.5535952938012939,0.5295788184648177,0.4021525299436964,0.11062953810886354,0.150167486191965
