origin,model,band,feature,coefficient,band_log_core_correction,applied,alpha,kind
2019-02,PRESS_ULC_R23B,1,ulc_sameq,0.003996426027592011,0.006237536428260942,False,3.0,ridge
2019-02,PRESS_ULC_R23B,2,ulc_sameq,0.009512206522916834,0.0157516486942507,True,3.0,ridge
2019-02,PRESS_DOMESTIC_R23B,1,ulc_sameq,0.0037255978726536978,0.005814833625666021,False,3.0,ridge
2019-02,PRESS_DOMESTIC_R23B,1,tightening,0.004891068237007753,0.0031964367434597924,False,3.0,ridge
2019-02,PRESS_DOMESTIC_R23B,2,ulc_sameq,0.009139467803156552,0.01513441552608265,True,3.0,ridge
2019-02,PRESS_DOMESTIC_R23B,2,tightening,0.006917279309149157,0.004454784500712712,True,3.0,ridge
2019-02,PRESS_MOMENTUM_R23B,1,import_mom,0.0006012981898983332,-0.00031073249669345414,False,3.0,ridge
2019-02,PRESS_MOMENTUM_R23B,1,ppi_mom,0.006332119961631848,-0.00447841989143456,False,3.0,ridge
2019-02,PRESS_MOMENTUM_R23B,1,fx_news,-0.001976484468495033,0.00044459152321759906,False,3.0,ridge
2019-02,PRESS_MOMENTUM_R23B,2,import_mom,-0.0214244375436729,0.010960714803161336,True,0.3,ridge
2019-02,PRESS_MOMENTUM_R23B,2,ppi_mom,0.018194553937388495,-0.012722882882252292,True,0.3,ridge
2019-02,PRESS_MOMENTUM_R23B,2,fx_news,0.004445554977711374,-0.0009877527791384388,True,0.3,ridge
2019-02,PRESS_JOINT_R23B,1,ulc_sameq,0.003325917763995303,0.005191021444433141,False,3.0,ridge
2019-02,PRESS_JOINT_R23B,1,tightening,0.005468807317785785,0.003574003838508411,False,3.0,ridge
2019-02,PRESS_JOINT_R23B,1,import_mom,0.0008886088680834418,-0.0004592058595922235,False,3.0,ridge
2019-02,PRESS_JOINT_R23B,1,ppi_mom,0.006451116560077346,-0.004562580762788935,False,3.0,ridge
2019-02,PRESS_JOINT_R23B,1,fx_news,-0.0021897116689788367,0.0004925549691062997,False,3.0,ridge
2019-02,PRESS_JOINT_R23B,2,ulc_sameq,0.017099596314808292,0.02831591527322845,True,1.0,ridge
2019-02,PRESS_JOINT_R23B,2,tightening,0.012424968969727576,0.008001781728687641,True,1.0,ridge
2019-02,PRESS_JOINT_R23B,2,import_mom,-0.009119156583673968,0.004665348826790533,True,1.0,ridge
2019-02,PRESS_JOINT_R23B,2,ppi_mom,0.007232336177419566,-0.005057346636088659,True,1.0,ridge
2019-02,PRESS_JOINT_R23B,2,fx_news,0.0022359707950454994,-0.000496807795191318,True,1.0,ridge
2019-02,PRESS_SIGNED_R23B,1,ulc_sameq,0.0032293981107906784,0.005040375630210548,False,3.0,positive
2019-02,PRESS_SIGNED_R23B,1,tightening,0.0054486472545119315,0.003560828727494535,False,3.0,positive
2019-02,PRESS_SIGNED_R23B,1,import_mom,0.0009875774612743287,-0.0005103497987776096,False,3.0,positive
2019-02,PRESS_SIGNED_R23B,1,ppi_mom,0.0063598853768367086,-0.004498057104327055,False,3.0,positive
2019-02,PRESS_SIGNED_R23B,1,fx_news,9.088783295590814e-23,-2.0444360044266874e-23,False,3.0,positive
2019-02,PRESS_SIGNED_R23B,2,ulc_sameq,0.008873098883205399,0.014693324424871892,True,3.0,positive
2019-02,PRESS_SIGNED_R23B,2,tightening,0.00705382856585816,0.004542723339840769,True,3.0,positive
2019-02,PRESS_SIGNED_R23B,2,import_mom,1.5484229969930802e-15,-7.921712217695834e-16,True,3.0,positive
2019-02,PRESS_SIGNED_R23B,2,ppi_mom,0.002100165169403244,-0.0014685798605260129,True,3.0,positive
2019-02,PRESS_SIGNED_R23B,2,fx_news,0.002185168671567127,-0.00048552012944351306,True,3.0,positive
2019-02,PRESS_LEVELS_R23B,1,ulc_sameq,0.003845739164329973,0.006002347588941009,False,3.0,ridge
2019-02,PRESS_LEVELS_R23B,1,tightening,0.004795456482423707,0.0031339520446885326,False,3.0,ridge
2019-02,PRESS_LEVELS_R23B,1,import_gap,-0.0015382671702944143,0.0010243877444482193,False,3.0,ridge
2019-02,PRESS_LEVELS_R23B,1,ppi_gap,0.0006565344711872929,-0.00023817761807779013,False,3.0,ridge
2019-02,PRESS_LEVELS_R23B,1,fx_news,-0.0020427515775594124,0.00045949768384156417,False,3.0,ridge
2019-02,PRESS_LEVELS_R23B,2,ulc_sameq,0.009565602311917158,0.01584006894753884,True,3.0,ridge
2019-02,PRESS_LEVELS_R23B,2,tightening,0.006092905745634043,0.003923881177394956,True,3.0,ridge
2019-02,PRESS_LEVELS_R23B,2,import_gap,-0.0050016077804737385,0.0033002646910047055,True,3.0,ridge
2019-02,PRESS_LEVELS_R23B,2,ppi_gap,-0.0014873042903621265,0.0005308226294041653,True,3.0,ridge
2019-02,PRESS_LEVELS_R23B,2,fx_news,0.0022301928631733073,-0.0004955240031129287,True,3.0,ridge
2019-03,PRESS_ULC_R23B,1,ulc_sameq,0.003996426027592011,0.004259802475553734,False,3.0,ridge
2019-03,PRESS_ULC_R23B,2,ulc_sameq,0.009512206522916834,0.010757277792849603,True,3.0,ridge
2019-03,PRESS_DOMESTIC_R23B,1,ulc_sameq,0.0037255978726536978,0.003971125933841036,False,3.0,ridge
2019-03,PRESS_DOMESTIC_R23B,1,tightening,0.004891068237007753,0.003196436743459791,False,3.0,ridge
2019-03,PRESS_DOMESTIC_R23B,2,ulc_sameq,0.009139467803156552,0.01033575057485319,True,3.0,ridge
2019-03,PRESS_DOMESTIC_R23B,2,tightening,0.006917279309149157,0.00445478450071271,True,3.0,ridge
2019-03,PRESS_MOMENTUM_R23B,1,import_mom,0.0006012981898983332,-0.0005145179358041617,False,3.0,ridge
2019-03,PRESS_MOMENTUM_R23B,1,ppi_mom,0.006332119961631848,-0.003769468725202569,False,3.0,ridge
2019-03,PRESS_MOMENTUM_R23B,1,fx_news,-0.001976484468495033,-0.00011483569834669412,False,3.0,ridge
2019-03,PRESS_MOMENTUM_R23B,2,import_mom,-0.0214244375436729,0.018149000878476474,True,0.3,ridge
2019-03,PRESS_MOMENTUM_R23B,2,ppi_mom,0.018194553937388495,-0.01070880138121723,True,0.3,ridge
2019-03,PRESS_MOMENTUM_R23B,2,fx_news,0.004445554977711374,0.0002551314504724242,True,0.3,ridge
2019-03,PRESS_JOINT_R23B,1,ulc_sameq,0.003325917763995303,0.0035451057086353494,False,3.0,ridge
2019-03,PRESS_JOINT_R23B,1,tightening,0.005468807317785785,0.0035740038385084095,False,3.0,ridge
2019-03,PRESS_JOINT_R23B,1,import_mom,0.0008886088680834418,-0.0007603635071990968,False,3.0,ridge
2019-03,PRESS_JOINT_R23B,1,ppi_mom,0.006451116560077346,-0.003840306605559182,False,3.0,ridge
2019-03,PRESS_JOINT_R23B,1,fx_news,-0.0021897116689788367,-0.00012722440914324936,False,3.0,ridge
2019-03,PRESS_JOINT_R23B,2,ulc_sameq,0.017099596314808292,0.01933779583746622,True,1.0,ridge
2019-03,PRESS_JOINT_R23B,2,tightening,0.012424968969727576,0.008001781728687637,True,1.0,ridge
2019-03,PRESS_JOINT_R23B,2,import_mom,-0.009119156583673968,0.007724990703288739,True,1.0,ridge
2019-03,PRESS_JOINT_R23B,2,ppi_mom,0.007232336177419566,-0.004256749130135284,True,1.0,ridge
2019-03,PRESS_JOINT_R23B,2,fx_news,0.0022359707950454994,0.0001283228921954804,True,1.0,ridge
2019-03,PRESS_SIGNED_R23B,1,ulc_sameq,0.0032293981107906784,0.0034422251211249175,False,3.0,positive
2019-03,PRESS_SIGNED_R23B,1,tightening,0.0054486472545119315,0.003560828727494534,False,3.0,positive
