origin,as_of,feature,reference,last_publication,units,value,status
2022-10,2022-11-09 23:59:00,tightening,2022-09,2022-11-01T00:00:00,"negative unemployment change12, pp",0.20000000000000018,available
2022-10,2022-11-09 23:59:00,import_gap,2022-08,2022-10-15T00:00:00,"relative price gap, log points",7.797689935975658,available
2022-10,2022-11-09 23:59:00,ppi_gap,2022-09,2022-10-26T00:00:00,"relative price gap, log points",5.072500019561005,available
2022-10,2022-11-09 23:59:00,fx_news,2022-10,2022-11-01T00:00:00,FX log change since import reference,-0.14663953747839945,available
2022-10,2022-11-09 23:59:00,ulc_sameq,2022Q2,2022-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-9.71945389069441,available
2022-10,2022-11-09 23:59:00,import_mom,2022-08,2022-10-15T00:00:00,"six-month import-price change less six-month core change, log points",7.957941635647608,available
2022-10,2022-11-09 23:59:00,ppi_mom,2022-09,2022-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.1124745378578416,available
2022-11,2022-12-11 23:59:00,tightening,2022-10,2022-12-02T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2022-11,2022-12-11 23:59:00,import_gap,2022-09,2022-11-14T00:00:00,"relative price gap, log points",4.7415202615226875,available
2022-11,2022-12-11 23:59:00,ppi_gap,2022-10,2022-11-26T00:00:00,"relative price gap, log points",5.422250243685312,available
2022-11,2022-12-11 23:59:00,fx_news,2022-11,2022-12-01T00:00:00,FX log change since import reference,-0.8418521316959523,available
2022-11,2022-12-11 23:59:00,ulc_sameq,2022Q2,2022-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-9.71945389069441,available
2022-11,2022-12-11 23:59:00,import_mom,2022-09,2022-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.8697221017026466,available
2022-11,2022-12-11 23:59:00,ppi_mom,2022-10,2022-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.0166698176580606,available
2022-12,2023-01-10 23:59:00,tightening,2022-11,2023-01-01T00:00:00,"negative unemployment change12, pp",-0.6999999999999997,available
2022-12,2023-01-10 23:59:00,import_gap,2022-10,2022-12-15T00:00:00,"relative price gap, log points",1.5820797585319504,available
2022-12,2023-01-10 23:59:00,ppi_gap,2022-11,2022-12-26T00:00:00,"relative price gap, log points",3.6885471818150677,available
2022-12,2023-01-10 23:59:00,fx_news,2022-12,2023-01-01T00:00:00,FX log change since import reference,-1.0778572005537626,available
2022-12,2023-01-10 23:59:00,ulc_sameq,2022Q3,2022-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-8.374332655485262,available
2022-12,2023-01-10 23:59:00,import_mom,2022-10,2022-12-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.4084048643213816,available
2022-12,2023-01-10 23:59:00,ppi_mom,2022-11,2022-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.4324493519037,available
2023-01,2023-02-09 23:59:00,tightening,2022-12,2023-02-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964,available
2023-01,2023-02-09 23:59:00,import_gap,2022-11,2023-01-14T00:00:00,"relative price gap, log points",-0.8394980773462848,available
2023-01,2023-02-09 23:59:00,ppi_gap,2022-12,2023-01-26T00:00:00,"relative price gap, log points",1.1811244812461155,available
2023-01,2023-02-09 23:59:00,fx_news,2023-01,2023-02-01T00:00:00,FX log change since import reference,-1.6927460575475946,available
2023-01,2023-02-09 23:59:00,ulc_sameq,2022Q3,2022-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-8.374332655485262,available
2023-01,2023-02-09 23:59:00,import_mom,2022-11,2023-01-14T00:00:00,"six-month import-price change less six-month core change, log points",-5.501719530164721,available
2023-01,2023-02-09 23:59:00,ppi_mom,2022-12,2023-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-8.353450953296353,available
2023-02,2023-03-09 23:59:00,tightening,2023-01,2023-03-04T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2023-02,2023-03-09 23:59:00,import_gap,2022-12,2023-02-14T00:00:00,"relative price gap, log points",-1.8871139329340831,available
2023-02,2023-03-09 23:59:00,ppi_gap,2023-01,2023-02-26T00:00:00,"relative price gap, log points",1.8555199322743192,available
2023-02,2023-03-09 23:59:00,fx_news,2023-02,2023-03-01T00:00:00,FX log change since import reference,-2.3218566644523224,available
2023-02,2023-03-09 23:59:00,ulc_sameq,2022Q3,2022-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-8.374332655485262,available
2023-02,2023-03-09 23:59:00,import_mom,2022-12,2023-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-6.781389468726767,available
2023-02,2023-03-09 23:59:00,ppi_mom,2023-01,2023-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.732899916439371,available
2023-03,2023-04-12 23:59:00,tightening,2023-02,2023-04-01T00:00:00,"negative unemployment change12, pp",0.0,available
2023-03,2023-04-12 23:59:00,import_gap,2023-01,2023-03-17T00:00:00,"relative price gap, log points",-4.228462627720896,available
2023-03,2023-04-12 23:59:00,ppi_gap,2023-02,2023-03-26T00:00:00,"relative price gap, log points",0.9425916567137165,available
2023-03,2023-04-12 23:59:00,fx_news,2023-03,2023-04-01T00:00:00,FX log change since import reference,-1.1544806128542662,available
2023-03,2023-04-12 23:59:00,ulc_sameq,2022Q4,2023-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-5.918379210678211,available
2023-03,2023-04-12 23:59:00,import_mom,2023-01,2023-03-17T00:00:00,"six-month import-price change less six-month core change, log points",-10.889525961395314,available
2023-03,2023-04-12 23:59:00,ppi_mom,2023-02,2023-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.300679053698259,available
2023-04,2023-05-10 23:59:00,tightening,2023-03,2023-05-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999,available
2023-04,2023-05-10 23:59:00,import_gap,2023-02,2023-04-14T00:00:00,"relative price gap, log points",-6.232703275005235,available
2023-04,2023-05-10 23:59:00,ppi_gap,2023-03,2023-04-26T00:00:00,"relative price gap, log points",-0.2146346566002535,available
2023-04,2023-05-10 23:59:00,fx_news,2023-04,2023-05-01T00:00:00,FX log change since import reference,-1.1622612277265838,available
2023-04,2023-05-10 23:59:00,ulc_sameq,2022Q4,2023-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-5.918379210678211,available
2023-04,2023-05-10 23:59:00,import_mom,2023-02,2023-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-14.588395726180337,available
2023-04,2023-05-10 23:59:00,ppi_mom,2023-03,2023-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.112430594957713,available
2023-05,2023-06-11 23:59:00,tightening,2023-04,2023-06-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2023-05,2023-06-11 23:59:00,import_gap,2023-03,2023-05-15T00:00:00,"relative price gap, log points",-7.627631461073758,available
2023-05,2023-06-11 23:59:00,ppi_gap,2023-04,2023-05-26T00:00:00,"relative price gap, log points",-1.0856702693540683,available
2023-05,2023-06-11 23:59:00,fx_news,2023-05,2023-06-01T00:00:00,FX log change since import reference,-0.3341301985674252,available
2023-05,2023-06-11 23:59:00,ulc_sameq,2022Q4,2023-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-5.918379210678211,available
2023-05,2023-06-11 23:59:00,import_mom,2023-03,2023-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-12.941775016963785,available
2023-05,2023-06-11 23:59:00,ppi_mom,2023-04,2023-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.349135715394778,available
2023-06,2023-07-12 23:59:00,tightening,2023-05,2023-07-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2023-06,2023-07-12 23:59:00,import_gap,2023-04,2023-06-14T00:00:00,"relative price gap, log points",-10.350080435004546,available
2023-06,2023-07-12 23:59:00,ppi_gap,2023-05,2023-06-26T00:00:00,"relative price gap, log points",-1.9376744353788808,available
2023-06,2023-07-12 23:59:00,fx_news,2023-06,2023-07-01T00:00:00,FX log change since import reference,1.0947620689032493,available
2023-06,2023-07-12 23:59:00,ulc_sameq,2023Q1,2023-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.964317451355953,available
2023-06,2023-07-12 23:59:00,import_mom,2023-04,2023-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-12.801957242952186,available
2023-06,2023-07-12 23:59:00,ppi_mom,2023-05,2023-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.465912549527219,available
2023-07,2023-08-09 23:59:00,tightening,2023-06,2023-08-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2023-07,2023-08-09 23:59:00,import_gap,2023-05,2023-07-15T00:00:00,"relative price gap, log points",-11.102040156509425,available
2023-07,2023-08-09 23:59:00,ppi_gap,2023-06,2023-07-26T00:00:00,"relative price gap, log points",-2.5702231104423845,available
2023-07,2023-08-09 23:59:00,fx_news,2023-07,2023-08-01T00:00:00,FX log change since import reference,1.2545948249767023,available
2023-07,2023-08-09 23:59:00,ulc_sameq,2023Q1,2023-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.96431745135601,available
2023-07,2023-08-09 23:59:00,import_mom,2023-05,2023-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-11.20607977441367,available
2023-07,2023-08-09 23:59:00,ppi_mom,2023-06,2023-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.7326182156358305,available
2023-08,2023-09-10 23:59:00,tightening,2023-07,2023-09-01T00:00:00,"negative unemployment change12, pp",-0.40000000000000036,available
2023-08,2023-09-10 23:59:00,import_gap,2023-06,2023-08-14T00:00:00,"relative price gap, log points",-11.510387105514884,available
2023-08,2023-09-10 23:59:00,ppi_gap,2023-07,2023-08-26T00:00:00,"relative price gap, log points",-3.390595052569495,available
2023-08,2023-09-10 23:59:00,fx_news,2023-08,2023-09-01T00:00:00,FX log change since import reference,1.7403384358696459,available
2023-08,2023-09-10 23:59:00,ulc_sameq,2023Q1,2023-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.964317451355953,available
2023-08,2023-09-10 23:59:00,import_mom,2023-06,2023-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-10.423153974283245,available
2023-08,2023-09-10 23:59:00,ppi_mom,2023-07,2023-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.582654372038541,available
2023-09,2023-10-09 23:59:00,tightening,2023-08,2023-10-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2023-09,2023-10-09 23:59:00,import_gap,2023-07,2023-09-14T00:00:00,"relative price gap, log points",-11.880747206709769,available
2023-09,2023-10-09 23:59:00,ppi_gap,2023-08,2023-09-26T00:00:00,"relative price gap, log points",-3.2423274565807105,available
2023-09,2023-10-09 23:59:00,fx_news,2023-09,2023-10-01T00:00:00,FX log change since import reference,2.0088065987855668,available
2023-09,2023-10-09 23:59:00,ulc_sameq,2023Q2,2023-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-9.053193356935537,available
2023-09,2023-10-09 23:59:00,import_mom,2023-07,2023-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-8.232470183174543,available
2023-09,2023-10-09 23:59:00,ppi_mom,2023-08,2023-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.997911643045388,available
2023-10,2023-11-09 23:59:00,tightening,2023-09,2023-11-01T00:00:00,"negative unemployment change12, pp",-0.40000000000000036,available
2023-10,2023-11-09 23:59:00,import_gap,2023-08,2023-10-15T00:00:00,"relative price gap, log points",-10.852566311541107,available
2023-10,2023-11-09 23:59:00,ppi_gap,2023-09,2023-10-26T00:00:00,"relative price gap, log points",-2.960636254451572,available
2023-10,2023-11-09 23:59:00,fx_news,2023-10,2023-11-01T00:00:00,FX log change since import reference,1.9467533361009581,available
2023-10,2023-11-09 23:59:00,ulc_sameq,2023Q2,2023-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-9.053193356935594,available
2023-10,2023-11-09 23:59:00,import_mom,2023-08,2023-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-5.08735711803492,available
2023-10,2023-11-09 23:59:00,ppi_mom,2023-09,2023-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.7855582115231883,available
2023-11,2023-12-10 23:59:00,tightening,2023-10,2023-12-02T00:00:00,"negative unemployment change12, pp",-0.7999999999999998,available
2023-11,2023-12-10 23:59:00,import_gap,2023-09,2023-11-14T00:00:00,"relative price gap, log points",-9.00944924758594,available
2023-11,2023-12-10 23:59:00,ppi_gap,2023-10,2023-11-26T00:00:00,"relative price gap, log points",-3.0030937938891498,available
2023-11,2023-12-10 23:59:00,fx_news,2023-11,2023-12-01T00:00:00,FX log change since import reference,0.41738337047837454,available
2023-11,2023-12-10 23:59:00,ulc_sameq,2023Q2,2023-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-9.053193356935594,available
2023-11,2023-12-10 23:59:00,import_mom,2023-09,2023-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.8196855244798222,available
2023-11,2023-12-10 23:59:00,ppi_mom,2023-10,2023-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.9306532326229238,available
2023-12,2024-01-10 23:59:00,tightening,2023-11,2024-01-01T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2023-12,2024-01-10 23:59:00,import_gap,2023-10,2023-12-15T00:00:00,"relative price gap, log points",-8.268983246873661,available
2023-12,2024-01-10 23:59:00,ppi_gap,2023-11,2023-12-26T00:00:00,"relative price gap, log points",-3.882130915044968,available
2023-12,2024-01-10 23:59:00,fx_news,2023-12,2024-01-01T00:00:00,FX log change since import reference,-0.4198176089933642,available
2023-12,2024-01-10 23:59:00,ulc_sameq,2023Q3,2023-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.075466855942352,available
2023-12,2024-01-10 23:59:00,import_mom,2023-10,2023-12-15T00:00:00,"six-month import-price change less six-month core change, log points",1.9358723229367794,available
2023-12,2024-01-10 23:59:00,ppi_mom,2023-11,2023-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.9495798584738862,available
2024-01,2024-02-14 23:59:00,tightening,2023-12,2024-02-01T00:00:00,"negative unemployment change12, pp",-0.5,available
2024-01,2024-02-14 23:59:00,import_gap,2023-12,2024-02-14T00:00:00,"relative price gap, log points",-10.86256209231489,available
2024-01,2024-02-14 23:59:00,ppi_gap,2023-12,2024-01-26T00:00:00,"relative price gap, log points",-4.714679943614101,available
2024-01,2024-02-14 23:59:00,fx_news,2024-01,2024-02-14T00:00:00,FX log change since import reference,0.9471808043517618,available
2024-01,2024-02-14 23:59:00,ulc_sameq,2023Q3,2023-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.075466855942352,available
2024-01,2024-02-14 23:59:00,import_mom,2023-12,2024-02-14T00:00:00,"six-month import-price change less six-month core change, log points",0.6347494478251778,available
2024-01,2024-02-14 23:59:00,ppi_mom,2023-12,2024-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.159136931569623,available
2024-02,2024-03-10 23:59:00,tightening,2024-01,2024-03-03T00:00:00,"negative unemployment change12, pp",-0.5,available
2024-02,2024-03-10 23:59:00,import_gap,2023-12,2024-02-14T00:00:00,"relative price gap, log points",-10.846558341442046,available
2024-02,2024-03-10 23:59:00,ppi_gap,2024-01,2024-02-26T00:00:00,"relative price gap, log points",-4.140019404868156,available
2024-02,2024-03-10 23:59:00,fx_news,2024-02,2024-03-01T00:00:00,FX log change since import reference,3.0134031065467073,available
2024-02,2024-03-10 23:59:00,ulc_sameq,2023Q3,2023-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-6.075466855942352,available
2024-02,2024-03-10 23:59:00,import_mom,2023-12,2024-02-14T00:00:00,"six-month import-price change less six-month core change, log points",0.648466948573349,available
2024-02,2024-03-10 23:59:00,ppi_mom,2024-01,2024-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.7955097987972255,available
2024-03,2024-04-09 23:59:00,tightening,2024-02,2024-04-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2024-03,2024-04-09 23:59:00,import_gap,2024-01,2024-03-16T00:00:00,"relative price gap, log points",-10.496738415757932,available
2024-03,2024-04-09 23:59:00,ppi_gap,2024-02,2024-03-26T00:00:00,"relative price gap, log points",-3.6850862346656186,available
2024-03,2024-04-09 23:59:00,fx_news,2024-03,2024-04-01T00:00:00,FX log change since import reference,2.2958253483140534,available
2024-03,2024-04-09 23:59:00,ulc_sameq,2023Q4,2024-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-3.2278648577927243,available
2024-03,2024-04-09 23:59:00,import_mom,2024-01,2024-03-16T00:00:00,"six-month import-price change less six-month core change, log points",1.3583930546749314,available
2024-03,2024-04-09 23:59:00,ppi_mom,2024-02,2024-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.49604880755959896,available
2024-04,2024-05-12 23:59:00,tightening,2024-03,2024-05-02T00:00:00,"negative unemployment change12, pp",-0.2999999999999998,available
2024-04,2024-05-12 23:59:00,import_gap,2024-02,2024-04-14T00:00:00,"relative price gap, log points",-9.57252945849649,available
2024-04,2024-05-12 23:59:00,ppi_gap,2024-03,2024-04-26T00:00:00,"relative price gap, log points",-3.6839416948594135,available
2024-04,2024-05-12 23:59:00,fx_news,2024-04,2024-05-01T00:00:00,FX log change since import reference,0.19005390579741394,available
2024-04,2024-05-12 23:59:00,ulc_sameq,2023Q4,2024-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-3.2278648577926674,available
2024-04,2024-05-12 23:59:00,import_mom,2024-02,2024-04-14T00:00:00,"six-month import-price change less six-month core change, log points",1.250753013205827,available
2024-04,2024-05-12 23:59:00,ppi_mom,2024-03,2024-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.7675289718213214,available
2024-05,2024-06-10 23:59:00,tightening,2024-04,2024-06-01T00:00:00,"negative unemployment change12, pp",0.0,available
2024-05,2024-06-10 23:59:00,import_gap,2024-03,2024-05-15T00:00:00,"relative price gap, log points",-9.548431928727368,available
2024-05,2024-06-10 23:59:00,ppi_gap,2024-04,2024-05-26T00:00:00,"relative price gap, log points",-3.3446409895280453,available
2024-05,2024-06-10 23:59:00,fx_news,2024-05,2024-06-01T00:00:00,FX log change since import reference,-1.9323501288735854,available
2024-05,2024-06-10 23:59:00,ulc_sameq,2023Q4,2024-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-3.2278648577926674,available
2024-05,2024-06-10 23:59:00,import_mom,2024-03,2024-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.5813527828327223,available
2024-05,2024-06-10 23:59:00,ppi_mom,2024-04,2024-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.3751648319951,available
2024-06,2024-07-09 23:59:00,tightening,2024-05,2024-07-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999,available
2024-06,2024-07-09 23:59:00,import_gap,2024-04,2024-06-14T00:00:00,"relative price gap, log points",-9.161460409003848,available
2024-06,2024-07-09 23:59:00,ppi_gap,2024-05,2024-06-26T00:00:00,"relative price gap, log points",-4.358668385829446,available
2024-06,2024-07-09 23:59:00,fx_news,2024-06,2024-07-01T00:00:00,FX log change since import reference,-2.001704901705122,available
2024-06,2024-07-09 23:59:00,ulc_sameq,2024Q1,2024-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.89517350889696,available
2024-06,2024-07-09 23:59:00,import_mom,2024-04,2024-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.942434395471183,available
2024-06,2024-07-09 23:59:00,ppi_mom,2024-05,2024-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.5163628957723201,available
2024-07,2024-08-11 23:59:00,tightening,2024-06,2024-08-01T00:00:00,"negative unemployment change12, pp",0.0,available
2024-07,2024-08-11 23:59:00,import_gap,2024-05,2024-07-15T00:00:00,"relative price gap, log points",-10.50852172197936,available
2024-07,2024-08-11 23:59:00,ppi_gap,2024-06,2024-07-26T00:00:00,"relative price gap, log points",-4.672322077714853,available
2024-07,2024-08-11 23:59:00,fx_news,2024-07,2024-08-01T00:00:00,FX log change since import reference,1.991644527290351,available
2024-07,2024-08-11 23:59:00,ulc_sameq,2024Q1,2024-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.89517350889696,available
2024-07,2024-08-11 23:59:00,import_mom,2024-05,2024-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.1442191134458448,available
2024-07,2024-08-11 23:59:00,ppi_mom,2024-06,2024-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.008832882402250553,available
2024-08,2024-09-09 23:59:00,tightening,2024-07,2024-09-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2024-08,2024-09-09 23:59:00,import_gap,2024-06,2024-08-14T00:00:00,"relative price gap, log points",-10.051909425921867,available
2024-08,2024-09-09 23:59:00,ppi_gap,2024-07,2024-08-26T00:00:00,"relative price gap, log points",-4.538995427134864,available
2024-08,2024-09-09 23:59:00,fx_news,2024-08,2024-09-01T00:00:00,FX log change since import reference,1.6013793507194662,available
2024-08,2024-09-09 23:59:00,ulc_sameq,2024Q1,2024-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.89517350889696,available
2024-08,2024-09-09 23:59:00,import_mom,2024-06,2024-08-14T00:00:00,"six-month import-price change less six-month core change, log points",0.21287532476777637,available
2024-08,2024-09-09 23:59:00,ppi_mom,2024-07,2024-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.4027949970851943,available
2024-09,2024-10-09 23:59:00,tightening,2024-08,2024-10-02T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2024-09,2024-10-09 23:59:00,import_gap,2024-07,2024-09-14T00:00:00,"relative price gap, log points",-6.911622707545201,available
2024-09,2024-10-09 23:59:00,ppi_gap,2024-08,2024-09-26T00:00:00,"relative price gap, log points",-5.030107029250473,available
2024-09,2024-10-09 23:59:00,fx_news,2024-09,2024-10-01T00:00:00,FX log change since import reference,-0.8173999959412559,available
2024-09,2024-10-09 23:59:00,ulc_sameq,2024Q2,2024-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.5263739519932074,available
2024-09,2024-10-09 23:59:00,import_mom,2024-07,2024-09-14T00:00:00,"six-month import-price change less six-month core change, log points",1.1629223622340406,available
2024-09,2024-10-09 23:59:00,ppi_mom,2024-08,2024-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.4546190423349112,available
2024-10,2024-11-10 23:59:00,tightening,2024-09,2024-11-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964,available
2024-10,2024-11-10 23:59:00,import_gap,2024-08,2024-10-15T00:00:00,"relative price gap, log points",-5.134435835484755,available
2024-10,2024-11-10 23:59:00,ppi_gap,2024-09,2024-10-26T00:00:00,"relative price gap, log points",-5.360431825605588,available
2024-10,2024-11-10 23:59:00,fx_news,2024-10,2024-11-01T00:00:00,FX log change since import reference,0.4556899688984439,available
2024-10,2024-11-10 23:59:00,ulc_sameq,2024Q2,2024-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.526373951993264,available
2024-10,2024-11-10 23:59:00,import_mom,2024-08,2024-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.3014719300826971,available
2024-10,2024-11-10 23:59:00,ppi_mom,2024-09,2024-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.006676605406912,available
2024-11,2024-12-09 23:59:00,tightening,2024-10,2024-12-02T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2024-11,2024-12-09 23:59:00,import_gap,2024-09,2024-11-14T00:00:00,"relative price gap, log points",-4.057266214813186,available
2024-11,2024-12-09 23:59:00,ppi_gap,2024-10,2024-11-26T00:00:00,"relative price gap, log points",-4.706025456067209,available
2024-11,2024-12-09 23:59:00,fx_news,2024-11,2024-12-01T00:00:00,FX log change since import reference,0.8055439285849011,available
2024-11,2024-12-09 23:59:00,ulc_sameq,2024Q2,2024-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.526373951993264,available
2024-11,2024-12-09 23:59:00,import_mom,2024-09,2024-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.9596581619062594,available
2024-11,2024-12-09 23:59:00,ppi_mom,2024-10,2024-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.135557413803525,available
2024-12,2025-01-12 23:59:00,tightening,2024-11,2025-01-01T00:00:00,"negative unemployment change12, pp",-0.19999999999999973,available
2024-12,2025-01-12 23:59:00,import_gap,2024-10,2024-12-15T00:00:00,"relative price gap, log points",-1.9697545741229021,available
2024-12,2025-01-12 23:59:00,ppi_gap,2024-11,2024-12-26T00:00:00,"relative price gap, log points",-3.9778591572076607,available
2024-12,2025-01-12 23:59:00,fx_news,2024-12,2025-01-01T00:00:00,FX log change since import reference,-0.6226349158525524,available
2024-12,2025-01-12 23:59:00,ulc_sameq,2024Q3,2024-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.6242278351143113,available
2024-12,2025-01-12 23:59:00,import_mom,2024-10,2024-12-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.49215252102133933,available
2024-12,2025-01-12 23:59:00,ppi_mom,2024-11,2024-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.1458217459987734,available
2025-01,2025-02-05 23:59:00,tightening,2024-12,2025-02-01T00:00:00,"negative unemployment change12, pp",0.19999999999999973,available
2025-01,2025-02-05 23:59:00,import_gap,2024-11,2025-01-14T00:00:00,"relative price gap, log points",-0.4590163006688499,available
2025-01,2025-02-05 23:59:00,ppi_gap,2024-12,2025-01-26T00:00:00,"relative price gap, log points",-3.4972450964289123,available
2025-01,2025-02-05 23:59:00,fx_news,2025-01,2025-02-01T00:00:00,FX log change since import reference,-0.5548524063538692,available
2025-01,2025-02-05 23:59:00,ulc_sameq,2024Q3,2024-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.6242278351143113,available
2025-01,2025-02-05 23:59:00,import_mom,2024-11,2025-01-14T00:00:00,"six-month import-price change less six-month core change, log points",1.641837609577095,available
2025-01,2025-02-05 23:59:00,ppi_mom,2024-12,2025-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.0812339138776719,available
2025-02,2025-03-04 23:59:00,tightening,2025-01,2025-03-04T00:00:00,"negative unemployment change12, pp",0.5,available
2025-02,2025-03-04 23:59:00,import_gap,2024-12,2025-02-14T00:00:00,"relative price gap, log points",-0.35991317496569053,available
2025-02,2025-03-04 23:59:00,ppi_gap,2025-01,2025-02-26T00:00:00,"relative price gap, log points",-2.5087268812683874,available
2025-02,2025-03-04 23:59:00,fx_news,2025-02,2025-03-01T00:00:00,FX log change since import reference,-0.2429650887536982,available
2025-02,2025-03-04 23:59:00,ulc_sameq,2024Q3,2024-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.6242278351143113,available
2025-02,2025-03-04 23:59:00,import_mom,2024-12,2025-02-14T00:00:00,"six-month import-price change less six-month core change, log points",1.2204882736607288,available
2025-02,2025-03-04 23:59:00,ppi_mom,2025-01,2025-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.7584074648620406,available
2025-03,2025-04-03 23:59:00,tightening,2025-02,2025-04-01T00:00:00,"negative unemployment change12, pp",-0.09999999999999964,available
