origin,as_of,feature,reference,last_publication,units,value,status
2014-02,2014-03-09 23:59:00,import_gap,2013-12,2014-02-14T00:00:00,"relative price gap, log points",4.065702148675329,available
2014-02,2014-03-09 23:59:00,ppi_gap,2014-01,2014-02-26T00:00:00,"relative price gap, log points",2.230556761848163,available
2014-02,2014-03-09 23:59:00,fx_news,2014-02,2014-03-01T00:00:00,FX log change since import reference,-0.2692869167316198,available
2014-02,2014-03-09 23:59:00,ulc_sameq,2013Q3,2013-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.197836743324103,available
2014-02,2014-03-09 23:59:00,import_mom,2013-12,2014-02-14T00:00:00,"six-month import-price change less six-month core change, log points",3.637152311330185,available
2014-02,2014-03-09 23:59:00,ppi_mom,2014-01,2014-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.359877615483053,available
2014-03,2014-04-08 23:59:00,tightening,2014-02,2014-04-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2014-03,2014-04-08 23:59:00,import_gap,2014-01,2014-03-17T00:00:00,"relative price gap, log points",3.514005784111345,available
2014-03,2014-04-08 23:59:00,ppi_gap,2014-02,2014-03-26T00:00:00,"relative price gap, log points",2.2354735845847244,available
2014-03,2014-04-08 23:59:00,fx_news,2014-03,2014-04-01T00:00:00,FX log change since import reference,-0.32800058562001844,available
2014-03,2014-04-08 23:59:00,ulc_sameq,2013Q4,2014-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.30918056845951,available
2014-03,2014-04-08 23:59:00,import_mom,2014-01,2014-03-17T00:00:00,"six-month import-price change less six-month core change, log points",2.5866522832210985,available
2014-03,2014-04-08 23:59:00,ppi_mom,2014-02,2014-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.4858239678439877,available
2014-04,2014-05-11 23:59:00,tightening,2014-03,2014-05-02T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2014-04,2014-05-11 23:59:00,import_gap,2014-02,2014-04-14T00:00:00,"relative price gap, log points",3.1739175211557793,available
2014-04,2014-05-11 23:59:00,ppi_gap,2014-03,2014-04-26T00:00:00,"relative price gap, log points",1.889026715728619,available
2014-04,2014-05-11 23:59:00,fx_news,2014-04,2014-05-01T00:00:00,FX log change since import reference,0.02550416278193547,available
2014-04,2014-05-11 23:59:00,ulc_sameq,2013Q4,2014-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.30918056845951,available
2014-04,2014-05-11 23:59:00,import_mom,2014-02,2014-04-14T00:00:00,"six-month import-price change less six-month core change, log points",2.9980610935626237,available
2014-04,2014-05-11 23:59:00,ppi_mom,2014-03,2014-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.9404979457832298,available
2014-05,2014-06-08 23:59:00,tightening,2014-04,2014-06-01T00:00:00,"negative unemployment change12, pp",0.6000000000000005,available
2014-05,2014-06-08 23:59:00,import_gap,2014-03,2014-05-15T00:00:00,"relative price gap, log points",2.233176517852705,available
2014-05,2014-06-08 23:59:00,ppi_gap,2014-04,2014-05-26T00:00:00,"relative price gap, log points",1.6205606278681444,available
2014-05,2014-06-08 23:59:00,fx_news,2014-05,2014-06-01T00:00:00,FX log change since import reference,0.16777915450550182,available
2014-05,2014-06-08 23:59:00,ulc_sameq,2013Q4,2014-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.30918056845951,available
2014-05,2014-06-08 23:59:00,import_mom,2014-03,2014-05-15T00:00:00,"six-month import-price change less six-month core change, log points",2.263968401644922,available
2014-05,2014-06-08 23:59:00,ppi_mom,2014-04,2014-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.7409604986666207,available
2014-06,2014-07-08 23:59:00,tightening,2014-05,2014-07-02T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2014-06,2014-07-08 23:59:00,import_gap,2014-04,2014-06-14T00:00:00,"relative price gap, log points",1.5835302904920718,available
2014-06,2014-07-08 23:59:00,ppi_gap,2014-05,2014-06-26T00:00:00,"relative price gap, log points",1.64537314575324,available
2014-06,2014-07-08 23:59:00,fx_news,2014-06,2014-07-01T00:00:00,FX log change since import reference,0.003642920894383509,available
2014-06,2014-07-08 23:59:00,ulc_sameq,2014Q1,2014-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.134275855658643,available
2014-06,2014-07-08 23:59:00,import_mom,2014-04,2014-06-14T00:00:00,"six-month import-price change less six-month core change, log points",3.042847507562309,available
2014-06,2014-07-08 23:59:00,ppi_mom,2014-05,2014-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.7990632930031497,available
2014-07,2014-08-10 23:59:00,tightening,2014-06,2014-08-01T00:00:00,"negative unemployment change12, pp",0.6000000000000005,available
2014-07,2014-08-10 23:59:00,import_gap,2014-05,2014-07-15T00:00:00,"relative price gap, log points",1.5612418063194884,available
2014-07,2014-08-10 23:59:00,ppi_gap,2014-06,2014-07-26T00:00:00,"relative price gap, log points",1.3629166858536905,available
2014-07,2014-08-10 23:59:00,fx_news,2014-07,2014-08-01T00:00:00,FX log change since import reference,0.06193416960275439,available
2014-07,2014-08-10 23:59:00,ulc_sameq,2014Q1,2014-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.134275855658586,available
2014-07,2014-08-10 23:59:00,import_mom,2014-05,2014-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.49814584640583526,available
2014-07,2014-08-10 23:59:00,ppi_mom,2014-06,2014-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.5807497094166872,available
2014-08,2014-09-08 23:59:00,tightening,2014-07,2014-09-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2014-08,2014-09-08 23:59:00,import_gap,2014-06,2014-08-14T00:00:00,"relative price gap, log points",1.558256286018655,available
2014-08,2014-09-08 23:59:00,ppi_gap,2014-07,2014-08-26T00:00:00,"relative price gap, log points",1.6847667007599512,available
2014-08,2014-09-08 23:59:00,fx_news,2014-08,2014-09-01T00:00:00,FX log change since import reference,1.3208797541076882,available
2014-08,2014-09-08 23:59:00,ulc_sameq,2014Q1,2014-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.134275855658643,available
2014-08,2014-09-08 23:59:00,import_mom,2014-06,2014-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.078003458117998,available
2014-08,2014-09-08 23:59:00,ppi_mom,2014-07,2014-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.23555637319385178,available
2014-09,2014-10-08 23:59:00,tightening,2014-08,2014-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2014-09,2014-10-08 23:59:00,import_gap,2014-07,2014-09-14T00:00:00,"relative price gap, log points",1.340620782921249,available
2014-09,2014-10-08 23:59:00,ppi_gap,2014-08,2014-09-26T00:00:00,"relative price gap, log points",1.651316237512276,available
2014-09,2014-10-08 23:59:00,fx_news,2014-09,2014-10-01T00:00:00,FX log change since import reference,0.5122161775650678,available
2014-09,2014-10-08 23:59:00,ulc_sameq,2014Q2,2014-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.4184348244283456,available
2014-09,2014-10-08 23:59:00,import_mom,2014-07,2014-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.5495540179887648,available
2014-09,2014-10-08 23:59:00,ppi_mom,2014-08,2014-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.2510150120875978,available
2014-10,2014-11-09 23:59:00,tightening,2014-09,2014-11-01T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2014-10,2014-11-09 23:59:00,import_gap,2014-08,2014-10-15T00:00:00,"relative price gap, log points",1.719339396136566,available
2014-10,2014-11-09 23:59:00,ppi_gap,2014-09,2014-10-26T00:00:00,"relative price gap, log points",1.0873763005606634,available
2014-10,2014-11-09 23:59:00,fx_news,2014-10,2014-11-01T00:00:00,FX log change since import reference,-0.8520522340404598,available
2014-10,2014-11-09 23:59:00,ulc_sameq,2014Q2,2014-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.4184348244283456,available
2014-10,2014-11-09 23:59:00,import_mom,2014-08,2014-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.6652686877111638,available
2014-10,2014-11-09 23:59:00,ppi_mom,2014-09,2014-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.4466943127144146,available
2014-11,2014-12-08 23:59:00,tightening,2014-10,2014-12-02T00:00:00,"negative unemployment change12, pp",1.0,available
2014-11,2014-12-08 23:59:00,import_gap,2014-09,2014-11-14T00:00:00,"relative price gap, log points",1.6109006837325541,available
2014-11,2014-12-08 23:59:00,ppi_gap,2014-10,2014-11-26T00:00:00,"relative price gap, log points",0.33147390589931547,available
2014-11,2014-12-08 23:59:00,fx_news,2014-11,2014-12-01T00:00:00,FX log change since import reference,0.24609161232609691,available
2014-11,2014-12-08 23:59:00,ulc_sameq,2014Q2,2014-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.4184348244283456,available
2014-11,2014-12-08 23:59:00,import_mom,2014-09,2014-11-14T00:00:00,"six-month import-price change less six-month core change, log points",0.14366502857359914,available
2014-11,2014-12-08 23:59:00,ppi_mom,2014-10,2014-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.9351666245566137,available
2014-12,2015-01-08 23:59:00,tightening,2014-11,2015-01-01T00:00:00,"negative unemployment change12, pp",0.8999999999999995,available
2014-12,2015-01-08 23:59:00,import_gap,2014-10,2014-12-15T00:00:00,"relative price gap, log points",1.2839094936541011,available
2014-12,2015-01-08 23:59:00,ppi_gap,2014-11,2014-12-26T00:00:00,"relative price gap, log points",-0.5685142417354996,available
2014-12,2015-01-08 23:59:00,fx_news,2014-12,2015-01-01T00:00:00,FX log change since import reference,0.19560262693220873,available
2014-12,2015-01-08 23:59:00,ulc_sameq,2014Q3,2014-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.20641413106096707,available
2014-12,2015-01-08 23:59:00,import_mom,2014-10,2014-12-15T00:00:00,"six-month import-price change less six-month core change, log points",0.4887219658792723,available
2014-12,2015-01-08 23:59:00,ppi_mom,2014-11,2014-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.7898965892104859,available
2015-01,2015-02-08 23:59:00,tightening,2014-12,2015-02-01T00:00:00,"negative unemployment change12, pp",1.0,available
2015-01,2015-02-08 23:59:00,import_gap,2014-11,2015-01-14T00:00:00,"relative price gap, log points",1.0947677668684221,available
2015-01,2015-02-08 23:59:00,ppi_gap,2014-12,2015-01-26T00:00:00,"relative price gap, log points",-2.4150725767312906,available
2015-01,2015-02-08 23:59:00,fx_news,2015-01,2015-02-01T00:00:00,FX log change since import reference,0.8243238844868056,available
2015-01,2015-02-08 23:59:00,ulc_sameq,2014Q3,2014-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.20641413106096707,available
2015-01,2015-02-08 23:59:00,import_mom,2014-11,2015-01-14T00:00:00,"six-month import-price change less six-month core change, log points",0.36438007832579156,available
2015-01,2015-02-08 23:59:00,ppi_mom,2014-12,2015-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.3847114991177367,available
2015-02,2015-03-08 23:59:00,tightening,2015-01,2015-03-04T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2015-02,2015-03-08 23:59:00,import_gap,2014-12,2015-02-14T00:00:00,"relative price gap, log points",-0.3071944851946089,available
2015-02,2015-03-08 23:59:00,ppi_gap,2015-01,2015-02-26T00:00:00,"relative price gap, log points",-4.004098810731989,available
2015-02,2015-03-08 23:59:00,fx_news,2015-02,2015-03-01T00:00:00,FX log change since import reference,-0.09413128387754915,available
2015-02,2015-03-08 23:59:00,ulc_sameq,2014Q3,2014-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.20641413106091022,available
2015-02,2015-03-08 23:59:00,import_mom,2014-12,2015-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.024143989879331,available
2015-02,2015-03-08 23:59:00,ppi_mom,2015-01,2015-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.335234586056742,available
2015-03,2015-04-08 23:59:00,tightening,2015-02,2015-04-01T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2015-03,2015-04-08 23:59:00,import_gap,2015-01,2015-03-17T00:00:00,"relative price gap, log points",-0.6741845332216867,available
2015-03,2015-04-08 23:59:00,ppi_gap,2015-02,2015-03-26T00:00:00,"relative price gap, log points",-4.058443803608441,available
2015-03,2015-04-08 23:59:00,fx_news,2015-03,2015-04-01T00:00:00,FX log change since import reference,-1.8671165113666077,available
2015-03,2015-04-08 23:59:00,ulc_sameq,2014Q4,2015-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1913360514041642,available
2015-03,2015-04-08 23:59:00,import_mom,2015-01,2015-03-17T00:00:00,"six-month import-price change less six-month core change, log points",-1.4386992284672602,available
2015-03,2015-04-08 23:59:00,ppi_mom,2015-02,2015-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.4275634309948675,available
2015-04,2015-05-11 23:59:00,tightening,2015-03,2015-05-02T00:00:00,"negative unemployment change12, pp",1.0,available
2015-04,2015-05-11 23:59:00,import_gap,2015-02,2015-04-14T00:00:00,"relative price gap, log points",-1.0539665830636702,available
2015-04,2015-05-11 23:59:00,ppi_gap,2015-03,2015-04-26T00:00:00,"relative price gap, log points",-3.2906169881674714,available
2015-04,2015-05-11 23:59:00,fx_news,2015-04,2015-05-01T00:00:00,FX log change since import reference,-0.5994459467981985,available
2015-04,2015-05-11 23:59:00,ulc_sameq,2014Q4,2015-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1913360514041642,available
2015-04,2015-05-11 23:59:00,import_mom,2015-02,2015-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.5142628361421417,available
2015-04,2015-05-11 23:59:00,ppi_mom,2015-03,2015-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.178854230295453,available
2015-05,2015-06-08 23:59:00,tightening,2015-04,2015-06-01T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2015-05,2015-06-08 23:59:00,import_gap,2015-03,2015-05-15T00:00:00,"relative price gap, log points",-0.6491331767409445,available
2015-05,2015-06-08 23:59:00,ppi_gap,2015-04,2015-05-26T00:00:00,"relative price gap, log points",-3.0282800169819097,available
2015-05,2015-06-08 23:59:00,fx_news,2015-05,2015-06-01T00:00:00,FX log change since import reference,0.06207211518333582,available
2015-05,2015-06-08 23:59:00,ulc_sameq,2014Q4,2015-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1913360514041642,available
2015-05,2015-06-08 23:59:00,import_mom,2015-03,2015-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.0597163181842832,available
2015-05,2015-06-08 23:59:00,ppi_mom,2015-04,2015-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.2558775547190844,available
2015-06,2015-07-08 23:59:00,tightening,2015-05,2015-07-02T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2015-06,2015-07-08 23:59:00,import_gap,2015-04,2015-06-14T00:00:00,"relative price gap, log points",0.17381690455392462,available
2015-06,2015-07-08 23:59:00,ppi_gap,2015-05,2015-06-26T00:00:00,"relative price gap, log points",-2.527631987656889,available
2015-06,2015-07-08 23:59:00,fx_news,2015-06,2015-07-01T00:00:00,FX log change since import reference,-0.5004668065160434,available
2015-06,2015-07-08 23:59:00,ulc_sameq,2015Q1,2015-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.4470792296848458,available
2015-06,2015-07-08 23:59:00,import_mom,2015-04,2015-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.9990664213574247,available
2015-06,2015-07-08 23:59:00,ppi_mom,2015-05,2015-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.9492085309911868,available
2015-07,2015-08-09 23:59:00,tightening,2015-06,2015-08-01T00:00:00,"negative unemployment change12, pp",1.0999999999999996,available
2015-07,2015-08-09 23:59:00,import_gap,2015-05,2015-07-15T00:00:00,"relative price gap, log points",-0.4406604420816711,available
2015-07,2015-08-09 23:59:00,ppi_gap,2015-06,2015-07-26T00:00:00,"relative price gap, log points",-2.893025161482626,available
2015-07,2015-08-09 23:59:00,fx_news,2015-07,2015-08-01T00:00:00,FX log change since import reference,-1.1195447929557243,available
2015-07,2015-08-09 23:59:00,ulc_sameq,2015Q1,2015-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.4470792296848458,available
2015-07,2015-08-09 23:59:00,import_mom,2015-05,2015-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.4829444592965666,available
2015-07,2015-08-09 23:59:00,ppi_mom,2015-06,2015-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.47626158554116604,available
2015-08,2015-09-08 23:59:00,tightening,2015-07,2015-09-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2015-08,2015-09-08 23:59:00,import_gap,2015-06,2015-08-14T00:00:00,"relative price gap, log points",-0.8201473204988297,available
2015-08,2015-09-08 23:59:00,ppi_gap,2015-07,2015-08-26T00:00:00,"relative price gap, log points",-3.597541976111529,available
2015-08,2015-09-08 23:59:00,fx_news,2015-08,2015-09-01T00:00:00,FX log change since import reference,-0.9752225523102376,available
2015-08,2015-09-08 23:59:00,ulc_sameq,2015Q1,2015-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.4470792296848458,available
2015-08,2015-09-08 23:59:00,import_mom,2015-06,2015-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.5888111747898392,available
2015-08,2015-09-08 23:59:00,ppi_mom,2015-07,2015-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.40288603497778147,available
2015-09,2015-10-08 23:59:00,tightening,2015-08,2015-10-02T00:00:00,"negative unemployment change12, pp",1.5,available
2015-09,2015-10-08 23:59:00,import_gap,2015-07,2015-09-14T00:00:00,"relative price gap, log points",-1.5664140148589851,available
2015-09,2015-10-08 23:59:00,ppi_gap,2015-08,2015-09-26T00:00:00,"relative price gap, log points",-4.647396707661414,available
2015-09,2015-10-08 23:59:00,fx_news,2015-09,2015-10-01T00:00:00,FX log change since import reference,-0.033226884546924476,available
2015-09,2015-10-08 23:59:00,ulc_sameq,2015Q2,2015-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-0.7127998829981834,available
2015-09,2015-10-08 23:59:00,import_mom,2015-07,2015-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.0780615901801351,available
2015-09,2015-10-08 23:59:00,ppi_mom,2015-08,2015-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.5903781125084602,available
2015-10,2015-11-08 23:59:00,tightening,2015-09,2015-11-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2015-10,2015-11-08 23:59:00,import_gap,2015-08,2015-10-15T00:00:00,"relative price gap, log points",-2.5576815764868206,available
2015-10,2015-11-08 23:59:00,ppi_gap,2015-09,2015-10-26T00:00:00,"relative price gap, log points",-5.6803721063628245,available
2015-10,2015-11-08 23:59:00,fx_news,2015-10,2015-11-01T00:00:00,FX log change since import reference,0.22901901262934293,available
2015-10,2015-11-08 23:59:00,ulc_sameq,2015Q2,2015-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-0.7127998829981834,available
2015-10,2015-11-08 23:59:00,import_mom,2015-08,2015-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.698508894879555,available
2015-10,2015-11-08 23:59:00,ppi_mom,2015-09,2015-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.385256838101382,available
2015-11,2015-12-08 23:59:00,tightening,2015-10,2015-12-02T00:00:00,"negative unemployment change12, pp",1.0,available
2015-11,2015-12-08 23:59:00,import_gap,2015-09,2015-11-14T00:00:00,"relative price gap, log points",-3.410638284192307,available
2015-11,2015-12-08 23:59:00,ppi_gap,2015-10,2015-11-26T00:00:00,"relative price gap, log points",-6.2483360131613495,available
2015-11,2015-12-08 23:59:00,fx_news,2015-11,2015-12-01T00:00:00,FX log change since import reference,-0.15520493858689832,available
2015-11,2015-12-08 23:59:00,ulc_sameq,2015Q2,2015-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-0.7127998829981834,available
2015-11,2015-12-08 23:59:00,import_mom,2015-09,2015-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.9640868981285093,available
2015-11,2015-12-08 23:59:00,ppi_mom,2015-10,2015-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.212924172316059,available
2015-12,2016-01-11 23:59:00,tightening,2015-11,2016-01-01T00:00:00,"negative unemployment change12, pp",1.7000000000000002,available
2015-12,2016-01-11 23:59:00,import_gap,2015-10,2015-12-15T00:00:00,"relative price gap, log points",-3.9324554508828493,available
2015-12,2016-01-11 23:59:00,ppi_gap,2015-11,2015-12-26T00:00:00,"relative price gap, log points",-6.650375830689086,available
2015-12,2016-01-11 23:59:00,fx_news,2015-12,2016-01-01T00:00:00,FX log change since import reference,-0.28450572498566423,available
2015-12,2016-01-11 23:59:00,ulc_sameq,2015Q3,2015-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.361223761345343,available
2015-12,2016-01-11 23:59:00,import_mom,2015-10,2015-12-15T00:00:00,"six-month import-price change less six-month core change, log points",-4.30975117578229,available
2015-12,2016-01-11 23:59:00,ppi_mom,2015-11,2015-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.118369841750818,available
2016-01,2016-02-11 23:59:00,tightening,2015-12,2016-02-01T00:00:00,"negative unemployment change12, pp",1.2000000000000002,available
2016-01,2016-02-11 23:59:00,import_gap,2015-11,2016-01-14T00:00:00,"relative price gap, log points",-4.020329985893605,available
2016-01,2016-02-11 23:59:00,ppi_gap,2015-12,2016-01-26T00:00:00,"relative price gap, log points",-7.516260096551775,available
2016-01,2016-02-11 23:59:00,fx_news,2016-01,2016-02-01T00:00:00,FX log change since import reference,-0.05178855588689807,available
2016-01,2016-02-11 23:59:00,ulc_sameq,2015Q3,2015-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.361223761345343,available
2016-01,2016-02-11 23:59:00,import_mom,2015-11,2016-01-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.8475571956497348,available
2016-01,2016-02-11 23:59:00,ppi_mom,2015-12,2016-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.634946021571911,available
2016-02,2016-03-08 23:59:00,tightening,2016-01,2016-03-03T00:00:00,"negative unemployment change12, pp",1.4000000000000004,available
2016-02,2016-03-08 23:59:00,import_gap,2015-12,2016-02-14T00:00:00,"relative price gap, log points",-5.535887674630912,available
2016-02,2016-03-08 23:59:00,ppi_gap,2016-01,2016-02-26T00:00:00,"relative price gap, log points",-8.554019389194707,available
2016-02,2016-03-08 23:59:00,fx_news,2016-02,2016-03-01T00:00:00,FX log change since import reference,0.04809026264882451,available
2016-02,2016-03-08 23:59:00,ulc_sameq,2015Q3,2015-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.361223761345343,available
2016-02,2016-03-08 23:59:00,import_mom,2015-12,2016-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-4.908939774528711,available
2016-02,2016-03-08 23:59:00,ppi_mom,2016-01,2016-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-5.031469483862361,available
2016-03,2016-04-10 23:59:00,tightening,2016-02,2016-04-01T00:00:00,"negative unemployment change12, pp",1.7000000000000002,available
2016-03,2016-04-10 23:59:00,import_gap,2016-01,2016-03-16T00:00:00,"relative price gap, log points",-7.032455294180358,available
2016-03,2016-04-10 23:59:00,ppi_gap,2016-02,2016-03-26T00:00:00,"relative price gap, log points",-9.178400692522587,available
2016-03,2016-04-10 23:59:00,fx_news,2016-03,2016-04-01T00:00:00,FX log change since import reference,0.09246075699849512,available
2016-03,2016-04-10 23:59:00,ulc_sameq,2015Q4,2016-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.6765723712421163,available
2016-03,2016-04-10 23:59:00,import_mom,2016-01,2016-03-16T00:00:00,"six-month import-price change less six-month core change, log points",-5.541666756153383,available
2016-03,2016-04-10 23:59:00,ppi_mom,2016-02,2016-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.834847042372143,available
2016-04,2016-05-09 23:59:00,tightening,2016-03,2016-05-02T00:00:00,"negative unemployment change12, pp",1.6000000000000005,available
2016-04,2016-05-09 23:59:00,import_gap,2016-02,2016-04-14T00:00:00,"relative price gap, log points",-8.197221432312102,available
2016-04,2016-05-09 23:59:00,ppi_gap,2016-03,2016-04-26T00:00:00,"relative price gap, log points",-8.963078203087207,available
2016-04,2016-05-09 23:59:00,fx_news,2016-04,2016-05-01T00:00:00,FX log change since import reference,-0.029591270791116297,available
2016-04,2016-05-09 23:59:00,ulc_sameq,2015Q4,2016-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.6765723712421163,available
2016-04,2016-05-09 23:59:00,import_mom,2016-02,2016-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-5.628142909832298,available
2016-04,2016-05-09 23:59:00,ppi_mom,2016-03,2016-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.690795858698377,available
2016-05,2016-06-08 23:59:00,tightening,2016-04,2016-06-01T00:00:00,"negative unemployment change12, pp",1.3000000000000003,available
2016-05,2016-06-08 23:59:00,import_gap,2016-03,2016-05-15T00:00:00,"relative price gap, log points",-7.996961584427016,available
2016-05,2016-06-08 23:59:00,ppi_gap,2016-04,2016-05-26T00:00:00,"relative price gap, log points",-8.7401060409033,available
2016-05,2016-06-08 23:59:00,fx_news,2016-05,2016-06-01T00:00:00,FX log change since import reference,-0.09246075699849134,available
2016-05,2016-06-08 23:59:00,ulc_sameq,2015Q4,2016-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",-1.6765723712421163,available
2016-05,2016-06-08 23:59:00,import_mom,2016-03,2016-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-4.576696048776591,available
2016-05,2016-06-08 23:59:00,ppi_mom,2016-04,2016-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.9988820874178574,available
2016-06,2016-07-11 23:59:00,tightening,2016-05,2016-07-02T00:00:00,"negative unemployment change12, pp",1.0000000000000004,available
2016-06,2016-07-11 23:59:00,import_gap,2016-04,2016-06-14T00:00:00,"relative price gap, log points",-8.185174733307644,available
2016-06,2016-07-11 23:59:00,ppi_gap,2016-05,2016-06-26T00:00:00,"relative price gap, log points",-8.361758397163328,available
2016-06,2016-07-11 23:59:00,fx_news,2016-06,2016-07-01T00:00:00,FX log change since import reference,0.11092214403584123,available
2016-06,2016-07-11 23:59:00,ulc_sameq,2016Q1,2016-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2236937761068134,available
2016-06,2016-07-11 23:59:00,import_mom,2016-04,2016-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-4.340868689504992,available
2016-06,2016-07-11 23:59:00,ppi_mom,2016-05,2016-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.2811633889728222,available
2016-07,2016-08-08 23:59:00,tightening,2016-06,2016-08-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-07,2016-08-08 23:59:00,import_gap,2016-05,2016-07-15T00:00:00,"relative price gap, log points",-7.730920502019554,available
